"Status","Year","Region_ITL1","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Counter Fraud","110","100","28880","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Digital, Data & Technology","570","550","41060","40180"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Finance","160","160","40860","40180"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Human Resources","140","130","36190","33300"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Legal","80","70","44120","48080"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","No function","5750","5280","28300","27120"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Project Delivery","330","320","41250","40180"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Property","280","270","36640","33300"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Security","180","180","30580","26820"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Unknown","1030","980","31660","29350"
"In post","2022","West Midlands (England)","West Midlands","Analysis","80","70","40630","38000"
"In post","2022","West Midlands (England)","West Midlands","Commercial","130","120","51840","42290"
"In post","2022","West Midlands (England)","West Midlands","Communications","560","550","30230","26820"
"In post","2022","West Midlands (England)","West Midlands","Counter Fraud","1130","1030","31600","27570"
"In post","2022","West Midlands (England)","West Midlands","Debt","620","560","22690","21250"
"In post","2022","West Midlands (England)","West Midlands","Digital, Data & Technology","600","590","40190","36500"
"In post","2022","West Midlands (England)","West Midlands","Finance","650","630","37910","36500"
"In post","2022","West Midlands (England)","West Midlands","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","West Midlands","Human Resources","300","290","39780","34290"
"In post","2022","West Midlands (England)","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","West Midlands","Legal","600","560","41090","38180"
"In post","2022","West Midlands (England)","West Midlands","No function","13390","12320","29920","27570"
"In post","2022","West Midlands (England)","West Midlands","Project Delivery","410","400","41110","39580"
"In post","2022","West Midlands (England)","West Midlands","Property","370","350","39090","33370"
"In post","2022","West Midlands (England)","West Midlands","Security","70","70","32410","30130"
"In post","2022","West Midlands (England)","West Midlands","Unknown","1140","1070","28490","25310"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Counter Fraud","90","80","28150","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Human Resources","40","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Legal","90","80","42160","48080"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","No function","3770","3410","28000","27130"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Property","110","110","35950","31900"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Security","60","60","36520","39070"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","720","700","26420","26670"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Commercial","80","80","42660","38180"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Counter Fraud","80","70","31030","30810"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Digital, Data & Technology","200","200","38420","36810"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Finance","120","120","38840","36790"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Grants Management","170","160","26340","24920"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Human Resources","130","130","39180","34610"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Legal","70","70","48130","53780"
"In post","2022","Yorkshire and The Humber","North Yorkshire","No function","1840","1710","33850","29180"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Project Delivery","100","90","38870","37630"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Property","180","170","35650","33300"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Security","740","710","30200","26670"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Unknown","870","840","27880","22330"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Analysis","210","200","45350","42420"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Commercial","120","120","43740","36780"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Communications","60","50","40770","38950"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Counter Fraud","140","120","28450","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Debt","260","220","22630","21260"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Digital, Data & Technology","490","470","43520","40160"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Finance","530","500","38120","35310"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Human Resources","230","210","37970","33300"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Legal","140","130","35900","28430"
"In post","2022","Yorkshire and The Humber","South Yorkshire","No function","4960","4480","30570","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Project Delivery","140","120","40200","35440"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Property","180","170","40160","36500"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Security","120","120","37110","38750"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Unknown","2900","2680","29610","25040"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Analysis","260","250","40150","36820"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Commercial","300","290","48070","42240"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Communications","660","650","32430","26820"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Counter Fraud","1110","1040","32690","28920"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Debt","710","620","23900","21260"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Digital, Data & Technology","830","800","42080","38500"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Finance","1100","1000","34390","29720"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Grants Management","70","70","24850","21300"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Human Resources","480","450","40220","36050"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Internal Audit","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Legal","640","600","41230","37750"
"In post","2022","Yorkshire and The Humber","West Yorkshire","No function","10870","10070","30530","27570"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Project Delivery","450","430","41150","36630"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Property","400","370","38290","33740"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Security","80","70","37770","34310"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Unknown","1160","1100","31240","27370"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","No function","300","270","24930","21170"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","250","220","26590","25480"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","No function","270","240","23800","20100"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","320","280","25900","26890"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","No function","100","90","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Unknown","190","170","29080","29930"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","No function","150","140","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Unknown","280","240","29420","26910"
"Leaver CS","2021","East of England","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","No function","500","450","33720","26370"
"Leaver CS","2021","East of England","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Unknown","370","310","25830","26670"
"Leaver CS","2021","East of England","Essex","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","No function","110","100","28420","21720"
"Leaver CS","2021","East of England","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Unknown","190","160","27550","27240"
"Leaver CS","2021","London","Inner London - East","Analysis","30","30","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Digital, Data & Technology","70","70","45070","43890"
"Leaver CS","2021","London","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Human Resources","30","30","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","No function","430","400","43340","37380"
"Leaver CS","2021","London","Inner London - East","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Property","30","30","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Unknown","330","310","34980","31060"
"Leaver CS","2021","London","Inner London - West","Analysis","110","110","34240","26340"
"Leaver CS","2021","London","Inner London - West","Commercial","50","50","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Communications","100","100","43050","39250"
"Leaver CS","2021","London","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Digital, Data & Technology","80","70","49700","52850"
"Leaver CS","2021","London","Inner London - West","Finance","40","40","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Human Resources","80","70","51600","47730"
"Leaver CS","2021","London","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Legal","220","200","50000","50720"
"Leaver CS","2021","London","Inner London - West","No function","1020","980","41260","32830"
"Leaver CS","2021","London","Inner London - West","Project Delivery","80","70","50910","52070"
"Leaver CS","2021","London","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Unknown","1230","960","43380","36980"
"Leaver CS","2021","London","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","No function","120","110","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Unknown","110","100","29840","31060"
"Leaver CS","2021","London","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","No function","70","70","27760","24440"
"Leaver CS","2021","London","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Unknown","330","300","35240","30320"
"Leaver CS","2021","London","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","No function","210","190","35320","28520"
"Leaver CS","2021","London","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Unknown","290","250","30990","31060"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","No function","130","110","27370","21170"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Unknown","880","710","25690","21010"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","No function","230","200","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Unknown","350","280","26290","21430"
"Leaver CS","2021","North West (England)","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","No function","110","100","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Unknown","60","50","23210","21010"
"Leaver CS","2021","North West (England)","Cumbria","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","No function","30","20","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","No function","340","310","30810","22020"
"Leaver CS","2021","North West (England)","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Unknown","560","500","28290","26890"
"Leaver CS","2021","North West (England)","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","No function","230","190","24750","22350"
"Leaver CS","2021","North West (England)","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Unknown","460","390","25800","21010"
"Leaver CS","2021","North West (England)","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","No function","170","150","32110","26160"
"Leaver CS","2021","North West (England)","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Unknown","530","420","24870","24110"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Unknown","170","140","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Unknown","100","80","37770","36960"
"Leaver CS","2021","Scotland","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
