"Status","Year","Ethnicity","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Mixed","Male","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","Declared non-disabled","170","160","39850","34700"
"Leaver Dept.","2022","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","Declared non-disabled","80","80","36500","30840"
"Leaver Dept.","2022","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Declared non-disabled","170","160","36360","32330"
"Leaver Dept.","2022","Undeclared","Female","Undeclared","80","80","39630","36490"
"Leaver Dept.","2022","Undeclared","Female","Unknown","280","240","43880","39180"
"Leaver Dept.","2022","Undeclared","Male","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Declared non-disabled","140","130","38200","33630"
"Leaver Dept.","2022","Undeclared","Male","Undeclared","150","140","39450","36310"
"Leaver Dept.","2022","Undeclared","Male","Unknown","190","180","46910","41010"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Declared non-disabled","180","160","36950","29230"
"Leaver Dept.","2022","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","2130","1480","36040","32000"
"Leaver Dept.","2022","Unknown","Male","Declared disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Declared non-disabled","120","110","37460","31060"
"Leaver Dept.","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","1810","1320","38050","32000"
"Leaver Dept.","2022","White","Female","Declared disabled","840","780","35590","31990"
"Leaver Dept.","2022","White","Female","Declared non-disabled","6200","5760","37840","32330"
"Leaver Dept.","2022","White","Female","Undeclared","240","230","33850","29600"
"Leaver Dept.","2022","White","Female","Unknown","990","820","44290","39360"
"Leaver Dept.","2022","White","Male","Declared disabled","540","520","37080","31010"
"Leaver Dept.","2022","White","Male","Declared non-disabled","4190","4020","40440","34530"
"Leaver Dept.","2022","White","Male","Undeclared","180","170","35650","32350"
"Leaver Dept.","2022","White","Male","Unknown","590","520","49540","42480"
"Leaver Dept.","2022","White","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Female","Declared disabled","160","150","28700","27570"
"New entrant CS","2021","Asian","Female","Declared non-disabled","1650","1580","28980","27570"
"New entrant CS","2021","Asian","Female","Undeclared","100","90","32400","28900"
"New entrant CS","2021","Asian","Female","Unknown","240","230","31630","28580"
"New entrant CS","2021","Asian","Male","Declared disabled","130","130","30070","27570"
"New entrant CS","2021","Asian","Male","Declared non-disabled","1540","1530","30200","27570"
"New entrant CS","2021","Asian","Male","Undeclared","70","70","31070","27570"
"New entrant CS","2021","Asian","Male","Unknown","220","220","34560","29540"
"New entrant CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Declared disabled","200","190","29510","29400"
"New entrant CS","2021","Black","Female","Declared non-disabled","1360","1330","29460","29290"
"New entrant CS","2021","Black","Female","Undeclared","60","60","30380","30660"
"New entrant CS","2021","Black","Female","Unknown","150","150","32100","29360"
"New entrant CS","2021","Black","Male","Declared disabled","60","60","30760","29650"
"New entrant CS","2021","Black","Male","Declared non-disabled","730","720","29960","28710"
"New entrant CS","2021","Black","Male","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Black","Male","Unknown","70","70","34460","32870"
"New entrant CS","2021","Black","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Declared non-disabled","60","60","32430","29890"
"New entrant CS","2021","Chinese","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Declared disabled","120","110","27760","27570"
"New entrant CS","2021","Mixed","Female","Declared non-disabled","700","680","29240","27570"
"New entrant CS","2021","Mixed","Female","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Unknown","110","110","32400","28810"
"New entrant CS","2021","Mixed","Male","Declared disabled","70","70","28790","27570"
"New entrant CS","2021","Mixed","Male","Declared non-disabled","410","410","29930","27570"
"New entrant CS","2021","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Unknown","60","60","34860","32770"
"New entrant CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Declared non-disabled","160","160","29040","27570"
"New entrant CS","2021","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Declared non-disabled","110","110","31850","31060"
"New entrant CS","2021","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Declared non-disabled","180","170","28650","27570"
"New entrant CS","2021","Undeclared","Female","Undeclared","150","130","33290","31060"
"New entrant CS","2021","Undeclared","Female","Unknown","80","80","26890","24240"
"New entrant CS","2021","Undeclared","Male","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Declared non-disabled","240","230","30980","27570"
"New entrant CS","2021","Undeclared","Male","Undeclared","190","180","33260","27570"
"New entrant CS","2021","Undeclared","Male","Unknown","80","80","31760","27600"
"New entrant CS","2021","Unknown","Female","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Declared non-disabled","150","140","28790","26350"
"New entrant CS","2021","Unknown","Female","Undeclared","110","100","34380","30730"
"New entrant CS","2021","Unknown","Female","Unknown","8590","8280","28730","25560"
"New entrant CS","2021","Unknown","Male","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Declared non-disabled","130","130","32580","28450"
"New entrant CS","2021","Unknown","Male","Undeclared","110","110","39990","34710"
"New entrant CS","2021","Unknown","Male","Unknown","7630","7520","30000","25560"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Declared disabled","1820","1750","27500","27570"
"New entrant CS","2021","White","Female","Declared non-disabled","12830","12350","28270","27570"
"New entrant CS","2021","White","Female","Undeclared","590","560","29770","27570"
"New entrant CS","2021","White","Female","Unknown","1920","1860","31390","28590"
"New entrant CS","2021","White","Male","Declared disabled","1250","1240","27890","27570"
"New entrant CS","2021","White","Male","Declared non-disabled","10130","10020","29760","27570"
"New entrant CS","2021","White","Male","Undeclared","410","400","29920","27570"
"New entrant CS","2021","White","Male","Unknown","1590","1580","34050","31000"
"New entrant CS","2021","White","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Declared disabled","180","170","29310","27570"
"New entrant CS","2022","Asian","Female","Declared non-disabled","2130","2040","29220","27570"
"New entrant CS","2022","Asian","Female","Undeclared","90","80","29310","27570"
"New entrant CS","2022","Asian","Female","Unknown","340","320","31450","27570"
"New entrant CS","2022","Asian","Male","Declared disabled","140","140","28890","27570"
"New entrant CS","2022","Asian","Male","Declared non-disabled","1860","1820","29840","27570"
"New entrant CS","2022","Asian","Male","Undeclared","90","90","29260","27570"
"New entrant CS","2022","Asian","Male","Unknown","290","280","31670","28650"
"New entrant CS","2022","Black","Female","Declared disabled","210","200","30750","29290"
"New entrant CS","2022","Black","Female","Declared non-disabled","1290","1250","29400","27570"
"New entrant CS","2022","Black","Female","Undeclared","50","50","29570","28500"
"New entrant CS","2022","Black","Female","Unknown","150","140","32780","29360"
"New entrant CS","2022","Black","Male","Declared disabled","90","80","30850","28500"
"New entrant CS","2022","Black","Male","Declared non-disabled","820","810","30680","28620"
"New entrant CS","2022","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Unknown","80","80","32360","29360"
"New entrant CS","2022","Mixed","Female","Declared disabled","170","160","30180","27570"
"New entrant CS","2022","Mixed","Female","Declared non-disabled","700","680","29190","27320"
"New entrant CS","2022","Mixed","Female","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Unknown","120","110","31200","28580"
"New entrant CS","2022","Mixed","Male","Declared disabled","80","80","29630","27620"
"New entrant CS","2022","Mixed","Male","Declared non-disabled","430","430","29520","27060"
"New entrant CS","2022","Mixed","Male","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Unknown","70","70","33570","30700"
"New entrant CS","2022","Other ethnicity","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Declared non-disabled","190","180","29120","27500"
"New entrant CS","2022","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Male","Declared non-disabled","130","130","31480","28760"
"New entrant CS","2022","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Declared non-disabled","200","190","28800","26590"
"New entrant CS","2022","Undeclared","Female","Undeclared","110","110","32060","28200"
"New entrant CS","2022","Undeclared","Female","Unknown","60","60","33930","32640"
"New entrant CS","2022","Undeclared","Male","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Declared non-disabled","230","220","31670","27570"
"New entrant CS","2022","Undeclared","Male","Undeclared","200","200","34140","30730"
"New entrant CS","2022","Undeclared","Male","Unknown","90","90","34840","30640"
"New entrant CS","2022","Unknown","Female","Declared disabled","100","90","30150","27570"
"New entrant CS","2022","Unknown","Female","Declared non-disabled","500","470","25780","21300"
"New entrant CS","2022","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Unknown","11300","10580","28490","25770"
"New entrant CS","2022","Unknown","Male","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Declared non-disabled","460","450","27690","23720"
"New entrant CS","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Unknown","9180","8790","29930","26590"
"New entrant CS","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Female","Declared disabled","2500","2380","28650","26590"
"New entrant CS","2022","White","Female","Declared non-disabled","16190","15570","29010","26590"
"New entrant CS","2022","White","Female","Undeclared","710","680","28800","27150"
"New entrant CS","2022","White","Female","Unknown","2010","1900","31560","27570"
"New entrant CS","2022","White","Male","Declared disabled","1590","1550","28940","26590"
"New entrant CS","2022","White","Male","Declared non-disabled","11790","11640","30760","27230"
"New entrant CS","2022","White","Male","Undeclared","470","460","29390","27230"
"New entrant CS","2022","White","Male","Unknown","1670","1630","33160","30080"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
