"Status","Year","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Heterosexual / straight","90","90","31460","29250"
"Leaver CS","2022","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","280","260","34950","31170"
"Leaver CS","2022","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","50","50","34560","32330"
"Leaver CS","2022","Knowledge and Information Management","Unknown","100","80","36770","31760"
"Leaver CS","2022","Legal","Heterosexual / straight","330","300","54490","54700"
"Leaver CS","2022","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","110","100","59080","55610"
"Leaver CS","2022","Medicine","Heterosexual / straight","300","260","58230","40880"
"Leaver CS","2022","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","90","80","55300","39030"
"Leaver CS","2022","Operational Delivery","Heterosexual / straight","13540","12090","28400","27230"
"Leaver CS","2022","Operational Delivery","LGBO","1100","1050","27330","26890"
"Leaver CS","2022","Operational Delivery","Undeclared","1710","1400","29160","26780"
"Leaver CS","2022","Operational Delivery","Unknown","5230","4660","28090","24310"
"Leaver CS","2022","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Heterosexual / straight","1810","1680","28270","23360"
"Leaver CS","2022","Other","LGBO","100","100","28020","24830"
"Leaver CS","2022","Other","Undeclared","260","240","28490","22590"
"Leaver CS","2022","Other","Unknown","710","670","33180","29040"
"Leaver CS","2022","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Heterosexual / straight","930","840","46920","41960"
"Leaver CS","2022","Policy","LGBO","110","110","41090","34020"
"Leaver CS","2022","Policy","Undeclared","250","130","46540","42100"
"Leaver CS","2022","Policy","Unknown","310","300","43380","37450"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","540","510","41650","38070"
"Leaver CS","2022","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","80","70","43320","40580"
"Leaver CS","2022","Project Delivery","Unknown","120","120","40330","38550"
"Leaver CS","2022","Property","Heterosexual / straight","280","250","35390","33300"
"Leaver CS","2022","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Property","Unknown","90","80","32610","26650"
"Leaver CS","2022","Psychology","Heterosexual / straight","70","70","[c]","[c]"
"Leaver CS","2022","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Heterosexual / straight","980","900","38050","36330"
"Leaver CS","2022","Science and Engineering","LGBO","60","50","37420","30930"
"Leaver CS","2022","Science and Engineering","Undeclared","170","150","37370","35500"
"Leaver CS","2022","Science and Engineering","Unknown","240","230","36830","33370"
"Leaver CS","2022","Security","Heterosexual / straight","480","460","32120","28890"
"Leaver CS","2022","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","80","80","33790","39070"
"Leaver CS","2022","Security","Unknown","120","110","29400","25650"
"Leaver CS","2022","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Heterosexual / straight","60","50","36000","32270"
"Leaver CS","2022","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","1720","1570","38470","30720"
"Leaver CS","2022","Unknown","LGBO","160","150","36500","30890"
"Leaver CS","2022","Unknown","Undeclared","240","150","37450","31060"
"Leaver CS","2022","Unknown","Unknown","6530","5460","35410","27570"
"Leaver CS","2022","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","120","120","37180","34800"
"Leaver Dept.","2021","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","120","120","44670","41960"
"Leaver Dept.","2021","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","60","60","41670","39340"
"Leaver Dept.","2021","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","110","110","44080","38360"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","70","60","48070","47560"
"Leaver Dept.","2021","Economics","Heterosexual / straight","80","80","43300","37970"
"Leaver Dept.","2021","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","150","150","47350","45480"
"Leaver Dept.","2021","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","220","210","39340","34400"
"Leaver Dept.","2021","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","60","60","42300","39120"
"Leaver Dept.","2021","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Heterosexual / straight","70","70","46140","40930"
"Leaver Dept.","2021","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","60","60","44800","41660"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","70","60","51770","51940"
"Leaver Dept.","2021","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","1300","1260","29200","24890"
"Leaver Dept.","2021","Operational Delivery","LGBO","120","110","28860","24280"
"Leaver Dept.","2021","Operational Delivery","Undeclared","140","140","29780","24880"
"Leaver Dept.","2021","Operational Delivery","Unknown","430","410","28190","24050"
"Leaver Dept.","2021","Operational Research","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Heterosexual / straight","210","200","36020","30000"
"Leaver Dept.","2021","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","70","70","44990","37650"
"Leaver Dept.","2021","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Heterosexual / straight","880","850","45570","40220"
"Leaver Dept.","2021","Policy","LGBO","120","110","44860","41760"
"Leaver Dept.","2021","Policy","Undeclared","130","130","46610","43900"
"Leaver Dept.","2021","Policy","Unknown","570","550","41560","36970"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","290","280","41700","36560"
"Leaver Dept.","2021","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","80","80","42060","37460"
"Leaver Dept.","2021","Property","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Heterosexual / straight","90","80","36360","33100"
"Leaver Dept.","2021","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Heterosexual / straight","70","60","41650","36200"
"Leaver Dept.","2021","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","1980","1890","35840","32000"
"Leaver Dept.","2021","Unknown","LGBO","200","200","36480","32000"
"Leaver Dept.","2021","Unknown","Undeclared","230","230","36870","32000"
"Leaver Dept.","2021","Unknown","Unknown","3080","2600","34980","32000"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","280","250","39720","37400"
"Leaver Dept.","2022","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","160","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Heterosexual / straight","230","200","42240","37320"
"Leaver Dept.","2022","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","70","70","31100","27570"
"Leaver Dept.","2022","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Heterosexual / straight","430","410","42340","38440"
"Leaver Dept.","2022","Digital, Data and Technology","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","150","70","43730","39220"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","130","130","41150","37940"
"Leaver Dept.","2022","Economics","Heterosexual / straight","110","100","45970","38380"
"Leaver Dept.","2022","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Heterosexual / straight","370","340","41410","37000"
"Leaver Dept.","2022","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","160","50","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","70","70","43970","37910"
"Leaver Dept.","2022","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Heterosexual / straight","460","430","39480","33300"
"Leaver Dept.","2022","Human Resources","LGBO","40","30","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","70","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Heterosexual / straight","60","60","34450","29250"
"Leaver Dept.","2022","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Heterosexual / straight","200","180","44660","41310"
"Leaver Dept.","2022","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","60","50","44410","42890"
"Leaver Dept.","2022","Legal","Heterosexual / straight","60","60","59160","59060"
"Leaver Dept.","2022","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Medicine","Heterosexual / straight","250","210","82830","90390"
"Leaver Dept.","2022","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Undeclared","50","40","92280","94810"
"Leaver Dept.","2022","Medicine","Unknown","80","70","112530","114000"
"Leaver Dept.","2022","Operational Delivery","Heterosexual / straight","6000","5670","32340","27570"
"Leaver Dept.","2022","Operational Delivery","LGBO","480","460","32240","27570"
"Leaver Dept.","2022","Operational Delivery","Undeclared","740","660","34210","28870"
"Leaver Dept.","2022","Operational Delivery","Unknown","1300","1240","34790","27570"
"Leaver Dept.","2022","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Heterosexual / straight","540","520","30750","27570"
"Leaver Dept.","2022","Other","LGBO","50","50","29400","27570"
"Leaver Dept.","2022","Other","Undeclared","60","60","31730","27570"
"Leaver Dept.","2022","Other","Unknown","140","140","33860","28230"
"Leaver Dept.","2022","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Heterosexual / straight","1410","1290","45370","40220"
"Leaver Dept.","2022","Policy","LGBO","210","180","43780","40050"
"Leaver Dept.","2022","Policy","Undeclared","480","160","45880","41970"
"Leaver Dept.","2022","Policy","Unknown","310","310","45000","40270"
"Leaver Dept.","2022","Project Delivery","Heterosexual / straight","380","370","40370","37040"
"Leaver Dept.","2022","Project Delivery","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","70","70","42300","39030"
"Leaver Dept.","2022","Property","Heterosexual / straight","80","70","42670","37320"
"Leaver Dept.","2022","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Heterosexual / straight","1500","1390","38380","36020"
"Leaver Dept.","2022","Science and Engineering","LGBO","110","100","37380","32560"
"Leaver Dept.","2022","Science and Engineering","Undeclared","240","210","40680","40060"
"Leaver Dept.","2022","Science and Engineering","Unknown","430","400","45130","41180"
"Leaver Dept.","2022","Security","Heterosexual / straight","60","60","37620","35310"
"Leaver Dept.","2022","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Heterosexual / straight","70","70","43910","41320"
"Leaver Dept.","2022","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","1270","1210","44450","38160"
"Leaver Dept.","2022","Unknown","LGBO","150","140","41170","35430"
"Leaver Dept.","2022","Unknown","Undeclared","300","140","41650","34850"
"Leaver Dept.","2022","Unknown","Unknown","2690","2340","38350","32000"
"Leaver Dept.","2022","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","280","270","35050","33650"
"New entrant CS","2021","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","160","150","39790","37420"
"New entrant CS","2021","Communications","Heterosexual / straight","230","220","36090","32560"
"New entrant CS","2021","Communications","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","190","190","36350","30850"
"New entrant CS","2021","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Heterosexual / straight","910","910","40950","38160"
"New entrant CS","2021","Digital, Data and Technology","LGBO","90","90","37110","34830"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","100","100","41420","37610"
"New entrant CS","2021","Digital, Data and Technology","Unknown","750","740","40490","36800"
"New entrant CS","2021","Economics","Heterosexual / straight","270","270","32400","31800"
"New entrant CS","2021","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","150","150","31200","32390"
"New entrant CS","2021","Finance","Heterosexual / straight","450","430","36040","32810"
"New entrant CS","2021","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","220","210","34810","32790"
"New entrant CS","2021","Human Resources","Heterosexual / straight","470","450","33520","29200"
"New entrant CS","2021","Human Resources","LGBO","50","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
