"Status","Year","Region_ITL3","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Greater Manchester North West","Declared disabled","AA/AO","150","130","21140","21010"
"In post","2021","Greater Manchester North West","Declared disabled","EO","100","80","27370","27570"
"In post","2021","Greater Manchester North West","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Declared non-disabled","AA/AO","760","670","21350","21010"
"In post","2021","Greater Manchester North West","Declared non-disabled","EO","500","440","27350","27570"
"In post","2021","Greater Manchester North West","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Declared non-disabled","SEO/HEO","120","110","35220","34290"
"In post","2021","Greater Manchester North West","Declared non-disabled","Unknown","90","80","30590","31420"
"In post","2021","Greater Manchester North West","Undeclared","AA/AO","100","90","23960","21010"
"In post","2021","Greater Manchester North West","Undeclared","EO","30","30","[c]","[c]"
"In post","2021","Greater Manchester North West","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Unknown","AA/AO","50","50","[c]","[c]"
"In post","2021","Greater Manchester North West","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Declared disabled","AA/AO","90","80","20770","21010"
"In post","2021","Greater Manchester South East","Declared disabled","EO","50","50","27400","27570"
"In post","2021","Greater Manchester South East","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Declared non-disabled","AA/AO","510","450","20830","21010"
"In post","2021","Greater Manchester South East","Declared non-disabled","EO","320","300","27190","27570"
"In post","2021","Greater Manchester South East","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Declared non-disabled","SEO/HEO","110","110","34860","33300"
"In post","2021","Greater Manchester South East","Declared non-disabled","Unknown","80","70","30460","30210"
"In post","2021","Greater Manchester South East","Undeclared","AA/AO","60","50","21080","21010"
"In post","2021","Greater Manchester South East","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Unknown","AA/AO","40","30","[c]","[c]"
"In post","2021","Greater Manchester South East","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Declared disabled","AA/AO","160","140","20560","20650"
"In post","2021","Greater Manchester South West","Declared disabled","EO","160","150","26280","25560"
"In post","2021","Greater Manchester South West","Declared disabled","G6/G7","40","40","[c]","[c]"
"In post","2021","Greater Manchester South West","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Declared disabled","SEO/HEO","150","140","34070","31940"
"In post","2021","Greater Manchester South West","Declared disabled","Unknown","40","40","[c]","[c]"
"In post","2021","Greater Manchester South West","Declared non-disabled","AA/AO","860","780","20530","20140"
"In post","2021","Greater Manchester South West","Declared non-disabled","EO","1040","980","25910","25560"
"In post","2021","Greater Manchester South West","Declared non-disabled","G6/G7","420","410","56170","52580"
"In post","2021","Greater Manchester South West","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Declared non-disabled","SEO/HEO","1170","1130","34440","31990"
"In post","2021","Greater Manchester South West","Declared non-disabled","Unknown","190","180","31300","30210"
"In post","2021","Greater Manchester South West","Undeclared","AA/AO","90","80","20620","20650"
"In post","2021","Greater Manchester South West","Undeclared","EO","60","60","26240","25630"
"In post","2021","Greater Manchester South West","Undeclared","G6/G7","30","30","[c]","[c]"
"In post","2021","Greater Manchester South West","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Undeclared","SEO/HEO","100","90","34660","31960"
"In post","2021","Greater Manchester South West","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Unknown","AA/AO","570","520","20390","20140"
"In post","2021","Greater Manchester South West","Unknown","EO","460","440","25540","25560"
"In post","2021","Greater Manchester South West","Unknown","G6/G7","130","130","55610","52580"
"In post","2021","Greater Manchester South West","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Unknown","SEO/HEO","410","400","33350","31810"
"In post","2021","Greater Manchester South West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Declared disabled","AA/AO","50","40","20650","21010"
"In post","2021","Gwent Valleys","Declared disabled","EO","80","70","27290","27570"
"In post","2021","Gwent Valleys","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Declared non-disabled","AA/AO","270","230","21040","21010"
"In post","2021","Gwent Valleys","Declared non-disabled","EO","340","320","27540","27570"
"In post","2021","Gwent Valleys","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Declared non-disabled","SEO/HEO","140","140","38860","37410"
"In post","2021","Gwent Valleys","Declared non-disabled","Unknown","50","50","30050","30210"
"In post","2021","Gwent Valleys","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Declared disabled","AA/AO","50","40","21070","21010"
"In post","2021","Gwynedd","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Declared non-disabled","AA/AO","330","290","21150","21010"
"In post","2021","Gwynedd","Declared non-disabled","EO","150","140","27590","27570"
"In post","2021","Gwynedd","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Declared non-disabled","SEO/HEO","60","60","35710","36970"
"In post","2021","Gwynedd","Declared non-disabled","Unknown","50","40","[c]","[c]"
"In post","2021","Gwynedd","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Declared disabled","AA/AO","140","120","24310","25110"
"In post","2021","Hackney and Newham","Declared disabled","EO","160","150","30990","31060"
"In post","2021","Hackney and Newham","Declared disabled","G6/G7","30","30","[c]","[c]"
"In post","2021","Hackney and Newham","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Declared disabled","SEO/HEO","90","90","39340","38780"
"In post","2021","Hackney and Newham","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Declared non-disabled","AA/AO","530","460","24180","25060"
"In post","2021","Hackney and Newham","Declared non-disabled","EO","750","700","30850","31060"
"In post","2021","Hackney and Newham","Declared non-disabled","G6/G7","190","180","63430","59590"
"In post","2021","Hackney and Newham","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Declared non-disabled","SEO/HEO","480","460","39490","39000"
"In post","2021","Hackney and Newham","Declared non-disabled","Unknown","90","90","30450","27730"
"In post","2021","Hackney and Newham","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Undeclared","EO","50","50","31270","31060"
"In post","2021","Hackney and Newham","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Hackney and Newham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Unknown","AA/AO","70","60","24860","25110"
"In post","2021","Hackney and Newham","Unknown","EO","130","120","30460","31060"
"In post","2021","Hackney and Newham","Unknown","G6/G7","50","50","61890","59160"
"In post","2021","Hackney and Newham","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Unknown","SEO/HEO","170","160","38030","36410"
"In post","2021","Hackney and Newham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Declared disabled","AA/AO","60","60","28350","25450"
"In post","2021","Haringey and Islington","Declared disabled","EO","80","70","31380","31060"
"In post","2021","Haringey and Islington","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Declared non-disabled","AA/AO","360","340","27560","25110"
"In post","2021","Haringey and Islington","Declared non-disabled","EO","360","330","31190","31060"
"In post","2021","Haringey and Islington","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Declared non-disabled","SEO/HEO","100","100","41610","39000"
"In post","2021","Haringey and Islington","Declared non-disabled","Unknown","90","90","32800","34100"
"In post","2021","Haringey and Islington","Undeclared","AA/AO","100","100","31100","34940"
"In post","2021","Haringey and Islington","Undeclared","EO","30","30","[c]","[c]"
"In post","2021","Haringey and Islington","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Unknown","AA/AO","170","170","26760","25450"
"In post","2021","Haringey and Islington","Unknown","EO","50","50","29780","31060"
"In post","2021","Haringey and Islington","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Declared disabled","AA/AO","60","60","25460","25630"
"In post","2021","Harrow and Hillingdon","Declared disabled","EO","210","180","29750","30380"
"In post","2021","Harrow and Hillingdon","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Declared disabled","SEO/HEO","70","60","37580","36950"
"In post","2021","Harrow and Hillingdon","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Declared non-disabled","AA/AO","450","410","25110","25630"
"In post","2021","Harrow and Hillingdon","Declared non-disabled","EO","1560","1370","29660","29080"
"In post","2021","Harrow and Hillingdon","Declared non-disabled","G6/G7","60","60","61880","58600"
"In post","2021","Harrow and Hillingdon","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Declared non-disabled","SEO/HEO","520","490","37320","36620"
"In post","2021","Harrow and Hillingdon","Declared non-disabled","Unknown","30","30","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Undeclared","AA/AO","30","30","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Undeclared","EO","120","110","29400","29450"
"In post","2021","Harrow and Hillingdon","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Undeclared","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Unknown","AA/AO","60","60","24770","25350"
"In post","2021","Harrow and Hillingdon","Unknown","EO","120","120","27790","28650"
"In post","2021","Harrow and Hillingdon","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared disabled","AA/AO","110","90","23380","21010"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared disabled","EO","100","80","27890","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared non-disabled","AA/AO","560","500","22890","21010"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared non-disabled","EO","350","310","28000","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared non-disabled","SEO/HEO","110","110","37160","34290"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared non-disabled","Unknown","50","40","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Undeclared","AA/AO","90","80","26570","27520"
"In post","2021","Hartlepool and Stockton-on-Tees","Undeclared","EO","40","40","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","AA/AO","60","50","22850","21010"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Declared disabled","AA/AO","40","30","[c]","[c]"
"In post","2021","Heart of Essex","Declared disabled","EO","40","40","[c]","[c]"
"In post","2021","Heart of Essex","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Declared non-disabled","AA/AO","280","250","25690","25400"
"In post","2021","Heart of Essex","Declared non-disabled","EO","230","220","28970","29290"
"In post","2021","Heart of Essex","Declared non-disabled","G6/G7","70","70","61400","60710"
"In post","2021","Heart of Essex","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Declared non-disabled","SEO/HEO","120","120","37240","35630"
"In post","2021","Heart of Essex","Declared non-disabled","Unknown","50","50","[c]","[c]"
"In post","2021","Heart of Essex","Undeclared","AA/AO","40","40","[c]","[c]"
"In post","2021","Heart of Essex","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Unknown","AA/AO","90","90","24120","23520"
"In post","2021","Heart of Essex","Unknown","EO","40","30","[c]","[c]"
"In post","2021","Heart of Essex","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Declared non-disabled","AA/AO","140","130","24070","20920"
"In post","2021","Herefordshire, County of","Declared non-disabled","EO","100","90","27840","27570"
"In post","2021","Herefordshire, County of","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Declared non-disabled","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Herefordshire, County of","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Unknown","AA/AO","70","60","25910","21130"
"In post","2021","Herefordshire, County of","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Declared disabled","AA/AO","70","60","23990","24180"
"In post","2021","Hertfordshire","Declared disabled","EO","120","110","30110","29670"
"In post","2021","Hertfordshire","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Declared disabled","SEO/HEO","50","50","39020","37880"
"In post","2021","Hertfordshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Declared non-disabled","AA/AO","490","450","25560","24670"
"In post","2021","Hertfordshire","Declared non-disabled","EO","640","600","29920","29290"
"In post","2021","Hertfordshire","Declared non-disabled","G6/G7","180","170","60380","59730"
"In post","2021","Hertfordshire","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Declared non-disabled","SEO/HEO","410","390","39590","38180"
"In post","2021","Hertfordshire","Declared non-disabled","Unknown","100","90","29860","28200"
"In post","2021","Hertfordshire","Undeclared","AA/AO","40","40","[c]","[c]"
"In post","2021","Hertfordshire","Undeclared","EO","40","40","[c]","[c]"
"In post","2021","Hertfordshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Hertfordshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Unknown","AA/AO","100","100","24880","23520"
"In post","2021","Hertfordshire","Unknown","EO","110","110","30290","29290"
"In post","2021","Hertfordshire","Unknown","G6/G7","70","70","58950","53970"
"In post","2021","Hertfordshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Unknown","SEO/HEO","160","160","39220","40450"
"In post","2021","Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Declared disabled","AA/AO","90","90","26140","24660"
"In post","2021","Hounslow and Richmond upon Thames","Declared disabled","EO","90","80","30330","30500"
"In post","2021","Hounslow and Richmond upon Thames","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Declared disabled","SEO/HEO","60","50","38340","36420"
"In post","2021","Hounslow and Richmond upon Thames","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Declared non-disabled","AA/AO","590","550","26770","25110"
"In post","2021","Hounslow and Richmond upon Thames","Declared non-disabled","EO","720","680","29970","29250"
"In post","2021","Hounslow and Richmond upon Thames","Declared non-disabled","G6/G7","100","90","55160","53600"
"In post","2021","Hounslow and Richmond upon Thames","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Declared non-disabled","SEO/HEO","540","520","37800","36140"
"In post","2021","Hounslow and Richmond upon Thames","Declared non-disabled","Unknown","30","30","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Undeclared","AA/AO","90","90","28320","25760"
"In post","2021","Hounslow and Richmond upon Thames","Undeclared","EO","50","50","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Undeclared","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","AA/AO","180","170","26600","24660"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","EO","90","80","29070","29250"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","G6/G7","40","30","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","SEO/HEO","100","100","36940","35150"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared disabled","AA/AO","30","30","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared disabled","EO","50","40","28450","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared non-disabled","AA/AO","180","150","20850","21010"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared non-disabled","EO","290","260","27180","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared non-disabled","SEO/HEO","120","110","40150","37460"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","AA/AO","130","110","22860","22820"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","EO","130","120","32150","33650"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","SEO/HEO","50","50","40080","39500"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","AA/AO","40","30","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","EO","60","60","28540","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
