"Status","Year","Parent_department","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Communications","White","40","40","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data & Technology","Unknown","90","90","36110","30080"
"In post","2021","Scottish Government","Digital, Data & Technology","White","130","130","40860","36780"
"In post","2021","Scottish Government","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","Unknown","70","70","32250","29350"
"In post","2021","Scottish Government","Finance","White","100","100","35830","35680"
"In post","2021","Scottish Government","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","Unknown","70","60","31190","30160"
"In post","2021","Scottish Government","Human Resources","White","230","220","35060","34150"
"In post","2021","Scottish Government","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","Unknown","1550","1390","27040","22820"
"In post","2021","Scottish Government","Legal","White","660","620","50620","52490"
"In post","2021","Scottish Government","No function","Asian","30","30","[c]","[c]"
"In post","2021","Scottish Government","No function","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","No function","Undeclared","390","360","33260","33650"
"In post","2021","Scottish Government","No function","Unknown","2280","2140","30080","30930"
"In post","2021","Scottish Government","No function","White","3380","3150","30570","30080"
"In post","2021","Scottish Government","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","White","260","250","36760","35680"
"In post","2021","Scottish Government","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","Undeclared","30","30","[c]","[c]"
"In post","2021","Scottish Government","Property","Unknown","200","190","28980","28120"
"In post","2021","Scottish Government","Property","White","790","760","30950","29140"
"In post","2021","Scottish Government","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","White","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Asian","120","110","36450","33620"
"In post","2021","Scottish Government","Unknown","Black","50","40","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Mixed","90","90","42470","38540"
"In post","2021","Scottish Government","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Undeclared","180","170","43820","38580"
"In post","2021","Scottish Government","Unknown","Unknown","2230","2140","37360","31150"
"In post","2021","Scottish Government","Unknown","White","8900","8500","41630","37580"
"In post","2021","The National Archives","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","White","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data & Technology","White","70","60","40740","40000"
"In post","2021","The National Archives","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","No function","Asian","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","No function","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","No function","Unknown","90","80","32980","28460"
"In post","2021","The National Archives","No function","White","220","210","35320","31310"
"In post","2021","The National Archives","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Commercial","White","140","140","56300","51600"
"In post","2021","UK Export Finance","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Debt","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Debt","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","White","30","30","[c]","[c]"
"In post","2021","UK Supreme Court","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Property","White","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Analysis","Asian","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Analysis","Mixed","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Analysis","Unknown","310","300","33720","30130"
"In post","2021","United Kingdom Statistics Authority","Analysis","White","1270","1210","38130","36030"
"In post","2021","United Kingdom Statistics Authority","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","White","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","White","60","50","36300","36030"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Unknown","180","180","37830","36030"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","White","370","370","42230","37970"
"In post","2021","United Kingdom Statistics Authority","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","White","50","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Unknown","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","White","170","160","38500","36030"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","White","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","No function","Asian","60","50","24080","23050"
"In post","2021","United Kingdom Statistics Authority","No function","Black","30","20","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","No function","Mixed","40","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","No function","Undeclared","40","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","No function","Unknown","490","400","23670","19520"
"In post","2021","United Kingdom Statistics Authority","No function","White","1910","1550","26590","23050"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Unknown","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","White","180","180","40510","36030"
"In post","2021","United Kingdom Statistics Authority","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","White","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","White","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
