"Status","Year","Parent_department","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department of Health and Social Care","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Coventry","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Croydon","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Croydon","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Darlington","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Derby","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Derry City and Strabane","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Devon CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Devon CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Devon CC","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Devon CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Dorset","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Dorset","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Durham","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Ealing","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Ealing","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Ealing","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Cumbria","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Derbyshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Derbyshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lothian and Midlothian","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Riding of Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Riding of Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Riding of Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Riding of Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Surrey","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Surrey","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Surrey","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Sussex CC","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Sussex CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Sussex CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Enfield","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Enfield","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Haven Gateway","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Haven Gateway","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Thames Gateway","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Thames Gateway","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Thames Gateway","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Falkirk","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Flintshire and Wrexham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Flintshire and Wrexham","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Flintshire and Wrexham","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Glasgow City","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Glasgow City","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Glasgow City","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester North East","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester North East","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester North East","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester South East","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester South West","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester South West","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gwent Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hackney and Newham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hackney and Newham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hackney and Newham","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Haringey and Islington","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Haringey and Islington","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Haringey and Islington","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Haringey and Islington","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Harrow and Hillingdon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Harrow and Hillingdon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Harrow and Hillingdon","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Harrow and Hillingdon","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Harrow and Hillingdon","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Harrow and Hillingdon","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hartlepool and Stockton-on-Tees","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Heart of Essex","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Heart of Essex","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Heart of Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Herefordshire, County of","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Herefordshire, County of","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Herefordshire, County of","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Herefordshire, County of","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Operational Delivery","110","110","38950","34320"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Science and Engineering","180","170","50540","45360"
"In post","2022","Department of Health and Social Care","Hertfordshire CC","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hounslow and Richmond upon Thames","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hounslow and Richmond upon Thames","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Hounslow and Richmond upon Thames","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Inverclyde, East Renfrewshire, and Renfrewshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Inverness and Nairn, Moray, and Badenoch and Strathspey","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Isle of Wight","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Kensington & Chelsea and Hammersmith & Fulham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Kensington & Chelsea and Hammersmith & Fulham","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Kensington & Chelsea and Hammersmith & Fulham","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Kent Thames Gateway","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Kent Thames Gateway","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Kingston upon Hull, City of","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lambeth","Commercial","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lambeth","Communications","50","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lambeth","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lambeth","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lambeth","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lambeth","Human Resources","90","90","38840","32330"
"In post","2022","Department of Health and Social Care","Lambeth","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lambeth","Medicine","50","40","96000","91970"
"In post","2022","Department of Health and Social Care","Lambeth","Operational Delivery","450","430","45710","40070"
"In post","2022","Department of Health and Social Care","Lambeth","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lambeth","Science and Engineering","100","100","44590","40070"
"In post","2022","Department of Health and Social Care","Lancaster and Wyre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lancaster and Wyre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lancaster and Wyre","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Commercial","130","120","46110","42100"
"In post","2022","Department of Health and Social Care","Leeds","Communications","50","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Finance","240","230","41780","36820"
"In post","2022","Department of Health and Social Care","Leeds","Human Resources","120","120","40270","36820"
"In post","2022","Department of Health and Social Care","Leeds","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Operational Delivery","490","470","39910","36820"
"In post","2022","Department of Health and Social Care","Leeds","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Policy","260","250","43610","40650"
"In post","2022","Department of Health and Social Care","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Science and Engineering","70","60","40870","39030"
"In post","2022","Department of Health and Social Care","Leeds","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leeds","Unknown","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leicester","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leicestershire CC and Rutland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leicestershire CC and Rutland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Leicestershire CC and Rutland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lewisham and Southwark","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lewisham and Southwark","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lewisham and Southwark","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lewisham and Southwark","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lewisham and Southwark","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lewisham and Southwark","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lewisham and Southwark","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lewisham and Southwark","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lincolnshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lincolnshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Lincolnshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Liverpool","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Liverpool","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Liverpool","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Liverpool","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Liverpool","Operational Delivery","50","50","33260","33100"
"In post","2022","Department of Health and Social Care","Liverpool","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Liverpool","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Luton","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Manchester","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Manchester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Manchester","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Manchester","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Manchester","Operational Delivery","160","140","27830","23080"
"In post","2022","Department of Health and Social Care","Manchester","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Manchester","Science and Engineering","120","110","33700","30690"
"In post","2022","Department of Health and Social Care","Medway","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Medway","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Merton, Kingston upon Thames and Sutton","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Merton, Kingston upon Thames and Sutton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Merton, Kingston upon Thames and Sutton","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Merton, Kingston upon Thames and Sutton","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Merton, Kingston upon Thames and Sutton","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Merton, Kingston upon Thames and Sutton","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid and East Antrim","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Kent","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Kent","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Lancashire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Lancashire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mid Lancashire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Milton Keynes","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Milton Keynes","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Milton Keynes","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Monmouthshire and Newport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Monmouthshire and Newport","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North and West Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North and West Norfolk","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North Hampshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North Northamptonshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North Yorkshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North Yorkshire CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North Yorkshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","North Yorkshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Northumberland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Norwich and East Norfolk","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Norwich and East Norfolk","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Norwich and East Norfolk","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Nottingham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Nottingham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Nottingham","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Nottingham","Operational Delivery","90","90","38170","36330"
"In post","2022","Department of Health and Social Care","Nottingham","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Nottingham","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Nottingham","Science and Engineering","80","70","37890","36330"
"In post","2022","Department of Health and Social Care","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Oxfordshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Oxfordshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Oxfordshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Oxfordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Oxfordshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Oxfordshire CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Oxfordshire CC","Operational Delivery","120","100","37660","30460"
"In post","2022","Department of Health and Social Care","Oxfordshire CC","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Oxfordshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Oxfordshire CC","Science and Engineering","180","170","45910","42190"
"In post","2022","Department of Health and Social Care","Peterborough","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Plymouth","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Plymouth","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Portsmouth","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Powys","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Redbridge and Waltham Forest","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Redbridge and Waltham Forest","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Scottish Borders","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Sefton","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Sefton","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Sheffield","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Sheffield","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Sheffield","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Sheffield","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Sheffield","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Sheffield","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Shropshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Shropshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Solihull","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Solihull","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Solihull","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Somerset CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Somerset CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Somerset CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Somerset CC","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","South and West Derbyshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","South and West Derbyshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","South and West Derbyshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","South and West Derbyshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","South and West Derbyshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","South Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","South Hampshire","Medicine","[c]","[c]","[c]","[c]"
