"Status","Year","Sexual_orientation","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","No function","Undeclared","710","680","31430","27570"
"In post","2022","LGBO","No function","Unknown","710","690","35540","32770"
"In post","2022","LGBO","Project Delivery","Declared disabled","210","200","40570","35990"
"In post","2022","LGBO","Project Delivery","Declared non-disabled","660","650","42300","39650"
"In post","2022","LGBO","Project Delivery","Undeclared","50","50","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Unknown","50","50","[c]","[c]"
"In post","2022","LGBO","Property","Declared disabled","50","50","38350","35190"
"In post","2022","LGBO","Property","Declared non-disabled","190","180","36160","32890"
"In post","2022","LGBO","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Declared disabled","50","50","[c]","[c]"
"In post","2022","LGBO","Security","Declared non-disabled","240","240","33280","31990"
"In post","2022","LGBO","Security","Undeclared","40","40","[c]","[c]"
"In post","2022","LGBO","Security","Unknown","40","40","[c]","[c]"
"In post","2022","LGBO","Unknown","Declared disabled","580","550","35550","30830"
"In post","2022","LGBO","Unknown","Declared non-disabled","1840","1790","36310","31210"
"In post","2022","LGBO","Unknown","Undeclared","110","100","33570","28920"
"In post","2022","LGBO","Unknown","Unknown","280","280","36620","31210"
"In post","2022","Undeclared","Analysis","Declared disabled","70","60","42070","35840"
"In post","2022","Undeclared","Analysis","Declared non-disabled","310","300","44300","40180"
"In post","2022","Undeclared","Analysis","Undeclared","100","90","45180","40520"
"In post","2022","Undeclared","Analysis","Unknown","190","180","48740","50710"
"In post","2022","Undeclared","Commercial","Declared disabled","50","50","38830","38190"
"In post","2022","Undeclared","Commercial","Declared non-disabled","250","230","41210","37770"
"In post","2022","Undeclared","Commercial","Undeclared","110","110","42000","40600"
"In post","2022","Undeclared","Commercial","Unknown","140","140","45290","40650"
"In post","2022","Undeclared","Communications","Declared disabled","60","50","34730","31700"
"In post","2022","Undeclared","Communications","Declared non-disabled","240","230","36370","33370"
"In post","2022","Undeclared","Communications","Undeclared","130","120","34640","33080"
"In post","2022","Undeclared","Communications","Unknown","190","190","45040","40650"
"In post","2022","Undeclared","Counter Fraud","Declared disabled","230","210","30200","27570"
"In post","2022","Undeclared","Counter Fraud","Declared non-disabled","760","680","31800","28240"
"In post","2022","Undeclared","Counter Fraud","Undeclared","510","470","36350","33370"
"In post","2022","Undeclared","Counter Fraud","Unknown","60","60","38180","34560"
"In post","2022","Undeclared","Debt","Declared disabled","80","70","23280","21260"
"In post","2022","Undeclared","Debt","Declared non-disabled","280","240","23730","21260"
"In post","2022","Undeclared","Debt","Undeclared","120","100","23780","22080"
"In post","2022","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Declared disabled","240","230","39280","35730"
"In post","2022","Undeclared","Digital, Data & Technology","Declared non-disabled","1270","1220","40990","38470"
"In post","2022","Undeclared","Digital, Data & Technology","Undeclared","590","580","40960","37960"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","220","220","43010","40140"
"In post","2022","Undeclared","Finance","Declared disabled","110","100","36500","33000"
"In post","2022","Undeclared","Finance","Declared non-disabled","590","550","39720","36850"
"In post","2022","Undeclared","Finance","Undeclared","290","270","39800","35310"
"In post","2022","Undeclared","Finance","Unknown","240","240","40790","36820"
"In post","2022","Undeclared","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Declared non-disabled","50","50","23750","21300"
"In post","2022","Undeclared","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Declared disabled","120","110","34910","31740"
"In post","2022","Undeclared","Human Resources","Declared non-disabled","390","370","35590","31060"
"In post","2022","Undeclared","Human Resources","Undeclared","210","200","36670","33300"
"In post","2022","Undeclared","Human Resources","Unknown","100","100","33830","31450"
"In post","2022","Undeclared","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Declared non-disabled","50","50","46710","43200"
"In post","2022","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Declared disabled","90","80","48890","52530"
"In post","2022","Undeclared","Legal","Declared non-disabled","340","320","50610","51940"
"In post","2022","Undeclared","Legal","Undeclared","130","120","51540","53490"
"In post","2022","Undeclared","Legal","Unknown","100","90","41180","40000"
"In post","2022","Undeclared","No function","Declared disabled","3300","2940","29390","27570"
"In post","2022","Undeclared","No function","Declared non-disabled","12340","11170","31680","27570"
"In post","2022","Undeclared","No function","Undeclared","5120","4770","33510","30450"
"In post","2022","Undeclared","No function","Unknown","1790","1690","42330","36820"
"In post","2022","Undeclared","Project Delivery","Declared disabled","270","260","39760","39100"
"In post","2022","Undeclared","Project Delivery","Declared non-disabled","1190","1130","42730","40130"
"In post","2022","Undeclared","Project Delivery","Undeclared","690","660","42960","40520"
"In post","2022","Undeclared","Project Delivery","Unknown","190","180","43440","40580"
"In post","2022","Undeclared","Property","Declared disabled","80","70","37080","33300"
"In post","2022","Undeclared","Property","Declared non-disabled","450","420","38610","34000"
"In post","2022","Undeclared","Property","Undeclared","260","250","38720","34000"
"In post","2022","Undeclared","Property","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Security","Declared disabled","90","90","35040","33630"
"In post","2022","Undeclared","Security","Declared non-disabled","490","480","35410","35670"
"In post","2022","Undeclared","Security","Undeclared","400","390","36970","39070"
"In post","2022","Undeclared","Security","Unknown","120","120","35710","39070"
"In post","2022","Undeclared","Unknown","Declared disabled","740","690","33720","29080"
"In post","2022","Undeclared","Unknown","Declared non-disabled","4230","3950","34880","29430"
"In post","2022","Undeclared","Unknown","Undeclared","1840","1740","34500","30820"
"In post","2022","Undeclared","Unknown","Unknown","520","510","38700","33860"
"In post","2022","Unknown","Analysis","Declared disabled","50","50","37710","36060"
"In post","2022","Unknown","Analysis","Declared non-disabled","810","780","40470","38070"
"In post","2022","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","880","850","41030","37020"
"In post","2022","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Declared non-disabled","210","200","48860","38070"
"In post","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","1740","1710","60290","60140"
"In post","2022","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Declared non-disabled","260","250","36240","33080"
"In post","2022","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","2020","1970","33270","26820"
"In post","2022","Unknown","Counter Fraud","Declared disabled","190","160","30200","28110"
"In post","2022","Unknown","Counter Fraud","Declared non-disabled","1540","1350","29910","27570"
"In post","2022","Unknown","Counter Fraud","Undeclared","90","80","31670","28920"
"In post","2022","Unknown","Counter Fraud","Unknown","2320","2210","32600","31020"
"In post","2022","Unknown","Debt","Declared disabled","80","70","22970","22080"
"In post","2022","Unknown","Debt","Declared non-disabled","580","490","23920","21260"
"In post","2022","Unknown","Debt","Undeclared","40","30","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","1320","1220","23370","21250"
"In post","2022","Unknown","Digital, Data & Technology","Declared disabled","90","80","39480","36840"
"In post","2022","Unknown","Digital, Data & Technology","Declared non-disabled","990","940","40210","35990"
"In post","2022","Unknown","Digital, Data & Technology","Undeclared","50","50","39440","36120"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","2820","2770","41860","38450"
"In post","2022","Unknown","Finance","Declared disabled","70","70","32340","28670"
"In post","2022","Unknown","Finance","Declared non-disabled","820","750","37400","33400"
"In post","2022","Unknown","Finance","Undeclared","50","40","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","1250","1180","36330","33080"
"In post","2022","Unknown","Grants Management","Declared disabled","50","50","24210","21300"
"In post","2022","Unknown","Grants Management","Declared non-disabled","1050","980","24230","21300"
"In post","2022","Unknown","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Declared disabled","50","50","34730","30800"
"In post","2022","Unknown","Human Resources","Declared non-disabled","390","360","33980","29880"
"In post","2022","Unknown","Human Resources","Undeclared","40","30","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","960","920","35490","32000"
"In post","2022","Unknown","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Legal","Declared disabled","120","100","42040","35700"
"In post","2022","Unknown","Legal","Declared non-disabled","1260","1130","48390","53170"
"In post","2022","Unknown","Legal","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Legal","Unknown","1250","1150","47930","50500"
"In post","2022","Unknown","No function","Declared disabled","2280","1960","28600","27570"
"In post","2022","Unknown","No function","Declared non-disabled","20090","17480","30100","27570"
"In post","2022","Unknown","No function","Undeclared","2620","2310","30160","31650"
"In post","2022","Unknown","No function","Unknown","35720","33670","30610","27120"
"In post","2022","Unknown","Project Delivery","Declared disabled","150","140","38610","35860"
"In post","2022","Unknown","Project Delivery","Declared non-disabled","1620","1520","40920","38070"
"In post","2022","Unknown","Project Delivery","Undeclared","70","70","40760","39390"
"In post","2022","Unknown","Project Delivery","Unknown","2500","2420","43300","40410"
"In post","2022","Unknown","Property","Declared disabled","50","50","[c]","[c]"
"In post","2022","Unknown","Property","Declared non-disabled","390","360","37470","34000"
"In post","2022","Unknown","Property","Undeclared","90","80","35410","31790"
"In post","2022","Unknown","Property","Unknown","1350","1300","31660","26880"
"In post","2022","Unknown","Security","Declared disabled","50","50","[c]","[c]"
"In post","2022","Unknown","Security","Declared non-disabled","290","280","36020","36100"
"In post","2022","Unknown","Security","Undeclared","40","40","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","1320","1300","31830","28680"
"In post","2022","Unknown","Unknown","Declared disabled","250","240","34690","30040"
"In post","2022","Unknown","Unknown","Declared non-disabled","2000","1880","37610","32040"
"In post","2022","Unknown","Unknown","Undeclared","80","70","34480","29530"
"In post","2022","Unknown","Unknown","Unknown","10990","10630","35000","30780"
"Leaver CS","2021","Heterosexual / straight","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Analysis","Declared non-disabled","110","100","40710","33430"
"Leaver CS","2021","Heterosexual / straight","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Declared non-disabled","120","110","44670","40000"
"Leaver CS","2021","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Declared non-disabled","110","100","37690","32730"
"Leaver CS","2021","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Declared non-disabled","150","150","43990","38700"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Declared non-disabled","120","110","42100","39000"
"Leaver CS","2021","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Declared non-disabled","160","150","38990","34560"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Declared non-disabled","260","230","47020","48830"
"Leaver CS","2021","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","No function","Declared disabled","650","570","27350","21790"
"Leaver CS","2021","Heterosexual / straight","No function","Declared non-disabled","3770","3420","32990","26010"
"Leaver CS","2021","Heterosexual / straight","No function","Undeclared","280","240","30600","22450"
"Leaver CS","2021","Heterosexual / straight","No function","Unknown","290","260","36670","32090"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Declared disabled","70","60","36590","33040"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Declared non-disabled","430","410","39600","35450"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Declared non-disabled","220","200","32890","29050"
"Leaver CS","2021","Heterosexual / straight","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Declared non-disabled","170","160","30720","27050"
"Leaver CS","2021","Heterosexual / straight","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Declared disabled","760","630","28770","26890"
"Leaver CS","2021","Heterosexual / straight","Unknown","Declared non-disabled","3810","3350","29910","26890"
"Leaver CS","2021","Heterosexual / straight","Unknown","Undeclared","160","150","28710","26890"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","230","210","35420","32670"
"Leaver CS","2021","LGBO","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","No function","Declared disabled","70","70","[c]","[c]"
"Leaver CS","2021","LGBO","No function","Declared non-disabled","230","220","32640","23270"
"Leaver CS","2021","LGBO","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Declared disabled","90","80","29920","27570"
"Leaver CS","2021","LGBO","Unknown","Declared non-disabled","170","160","31260","27150"
"Leaver CS","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Unknown","110","100","28830","22820"
"Leaver CS","2021","Undeclared","No function","Declared disabled","110","90","26080","22080"
"Leaver CS","2021","Undeclared","No function","Declared non-disabled","440","370","32310","26380"
"Leaver CS","2021","Undeclared","No function","Undeclared","220","190","34530","30780"
"Leaver CS","2021","Undeclared","No function","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Declared disabled","120","100","28190","27370"
"Leaver CS","2021","Undeclared","Unknown","Declared non-disabled","430","370","32010","27570"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","120","100","29590","27450"
"Leaver CS","2021","Undeclared","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Unknown","90","90","30650","25730"
"Leaver CS","2021","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","80","80","61020","57710"
"Leaver CS","2021","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","70","70","37000","35600"
"Leaver CS","2021","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","150","140","40590","37540"
"Leaver CS","2021","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Unknown","90","80","24950","21050"
"Leaver CS","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Declared non-disabled","70","50","48990","53630"
"Leaver CS","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Unknown","80","70","46270","44640"
"Leaver CS","2021","Unknown","No function","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Declared non-disabled","480","390","35850","27130"
"Leaver CS","2021","Unknown","No function","Undeclared","290","230","32990","32890"
"Leaver CS","2021","Unknown","No function","Unknown","2220","2100","30010","24250"
"Leaver CS","2021","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
