"Status","Year","Ethnicity","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Surrey, East and West Sussex","Declared disabled","40","40","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Declared non-disabled","170","160","30500","28050"
"In post","2022","Mixed","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Declared non-disabled","60","60","29330","27130"
"In post","2022","Mixed","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Declared non-disabled","90","90","33050","27570"
"In post","2022","Mixed","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Midlands","Declared disabled","70","60","27720","27370"
"In post","2022","Mixed","West Midlands","Declared non-disabled","340","320","29370","27570"
"In post","2022","Mixed","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Midlands","Unknown","40","40","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Declared non-disabled","100","90","27920","26780"
"In post","2022","Mixed","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Declared disabled","50","50","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Declared non-disabled","230","220","32460","27570"
"In post","2022","Mixed","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Anglia","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Other ethnicity","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Wales","Declared non-disabled","60","60","33710","29430"
"In post","2022","Other ethnicity","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","80","80","32880","29230"
"In post","2022","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester","Declared non-disabled","70","60","30530","27570"
"In post","2022","Other ethnicity","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Hampshire and Isle of Wight","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inner London - East","Declared disabled","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Inner London - East","Declared non-disabled","210","200","41250","34710"
"In post","2022","Other ethnicity","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inner London - East","Unknown","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Inner London - West","Declared disabled","100","90","43420","38020"
"In post","2022","Other ethnicity","Inner London - West","Declared non-disabled","480","460","43820","40050"
"In post","2022","Other ethnicity","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inner London - West","Unknown","80","80","43080","39190"
"In post","2022","Other ethnicity","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Merseyside","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northumberland, and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outer London - East and North East","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Other ethnicity","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outer London - South","Declared non-disabled","100","90","34630","30920"
"In post","2022","Other ethnicity","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outer London - West and North West","Declared non-disabled","110","100","33280","31060"
"In post","2022","Other ethnicity","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South Yorkshire","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Other ethnicity","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Surrey, East and West Sussex","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Other ethnicity","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Central Scotland","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Other ethnicity","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Midlands","Declared non-disabled","110","100","30490","26700"
"In post","2022","Other ethnicity","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Yorkshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Other ethnicity","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Declared non-disabled","90","90","31100","29380"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Undeclared","80","70","34170","32740"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","50","40","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","160","150","33450","30700"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","170","160","37170","34250"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","50","50","38630","35000"
"In post","2022","Undeclared","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Declared non-disabled","60","50","32780","28200"
"In post","2022","Undeclared","Cheshire","Undeclared","50","50","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Declared non-disabled","60","50","27040","26560"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Undeclared","30","30","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Declared disabled","60","60","29320","27570"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Declared non-disabled","210","190","31110","27570"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Undeclared","210","200","35020","33370"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Unknown","60","60","38130","33080"
"In post","2022","Undeclared","Devon","Declared disabled","60","50","28060","27570"
"In post","2022","Undeclared","Devon","Declared non-disabled","250","230","34700","33000"
"In post","2022","Undeclared","Devon","Undeclared","120","110","32730","30070"
"In post","2022","Undeclared","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Declared disabled","30","30","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Declared non-disabled","90","90","31080","28550"
"In post","2022","Undeclared","Dorset and Somerset","Undeclared","100","100","33760","33290"
"In post","2022","Undeclared","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Declared disabled","50","50","30880","28920"
"In post","2022","Undeclared","East Anglia","Declared non-disabled","250","220","30030","27570"
"In post","2022","Undeclared","East Anglia","Undeclared","220","210","32320","31550"
"In post","2022","Undeclared","East Anglia","Unknown","60","50","39430","33300"
"In post","2022","Undeclared","East Wales","Declared disabled","50","50","33150","29170"
"In post","2022","Undeclared","East Wales","Declared non-disabled","230","220","34280","29430"
"In post","2022","Undeclared","East Wales","Undeclared","230","210","36050","32740"
"In post","2022","Undeclared","East Wales","Unknown","120","110","40650","38340"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Declared non-disabled","90","80","29420","27570"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Undeclared","70","70","29970","27470"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Declared disabled","60","50","35870","35000"
"In post","2022","Undeclared","Eastern Scotland","Declared non-disabled","220","200","37030","30040"
"In post","2022","Undeclared","Eastern Scotland","Undeclared","130","120","34820","30840"
"In post","2022","Undeclared","Eastern Scotland","Unknown","210","190","37300","35000"
"In post","2022","Undeclared","Essex","Declared disabled","30","30","[c]","[c]"
"In post","2022","Undeclared","Essex","Declared non-disabled","140","120","30410","29290"
"In post","2022","Undeclared","Essex","Undeclared","100","100","32940","29170"
"In post","2022","Undeclared","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","160","150","37460","34310"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","720","690","38700","38070"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","550","530","39430","37400"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","150","150","41890","39070"
"In post","2022","Undeclared","Greater Manchester","Declared disabled","100","90","29330","27570"
"In post","2022","Undeclared","Greater Manchester","Declared non-disabled","330","310","31660","27570"
"In post","2022","Undeclared","Greater Manchester","Undeclared","300","280","35680","33370"
"In post","2022","Undeclared","Greater Manchester","Unknown","70","70","33900","33370"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Declared disabled","70","60","31430","29950"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Declared non-disabled","420","390","38480","38070"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Undeclared","270","250","33910","33300"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Unknown","60","50","34450","32230"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","70","60","29670","27570"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Undeclared","50","50","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Declared disabled","110","100","36520","31090"
"In post","2022","Undeclared","Inner London - East","Declared non-disabled","420","390","36590","31880"
"In post","2022","Undeclared","Inner London - East","Undeclared","270","250","43590","38020"
"In post","2022","Undeclared","Inner London - East","Unknown","160","150","44520","40170"
"In post","2022","Undeclared","Inner London - West","Declared disabled","150","150","46510","41750"
"In post","2022","Undeclared","Inner London - West","Declared non-disabled","950","920","47430","43490"
"In post","2022","Undeclared","Inner London - West","Undeclared","820","810","48900","46070"
"In post","2022","Undeclared","Inner London - West","Unknown","140","140","48170","44270"
"In post","2022","Undeclared","Kent","Declared disabled","60","50","30900","27900"
"In post","2022","Undeclared","Kent","Declared non-disabled","220","190","31210","29290"
"In post","2022","Undeclared","Kent","Undeclared","200","180","29600","27370"
"In post","2022","Undeclared","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Declared disabled","70","60","28580","27570"
"In post","2022","Undeclared","Lancashire","Declared non-disabled","260","230","29960","27570"
"In post","2022","Undeclared","Lancashire","Undeclared","190","170","31550","27570"
"In post","2022","Undeclared","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Declared disabled","30","30","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","140","130","27970","27250"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Undeclared","90","80","29460","27570"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","Declared non-disabled","60","50","31100","28100"
"In post","2022","Undeclared","Lincolnshire","Undeclared","50","50","31710","30210"
"In post","2022","Undeclared","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","Declared disabled","80","70","28320","27570"
"In post","2022","Undeclared","Merseyside","Declared non-disabled","280","250","28230","26240"
"In post","2022","Undeclared","Merseyside","Undeclared","250","230","33170","28210"
"In post","2022","Undeclared","Merseyside","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","Declared non-disabled","80","80","33710","29670"
"In post","2022","Undeclared","North Yorkshire","Undeclared","90","80","33700","32000"
"In post","2022","Undeclared","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Undeclared","50","40","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Declared disabled","90","70","30280","27570"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Declared non-disabled","300","270","30300","26820"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Undeclared","350","320","32500","27570"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Unknown","80","70","33010","26820"
"In post","2022","Undeclared","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","Declared non-disabled","150","130","31060","31060"
"In post","2022","Undeclared","Outer London - East and North East","Undeclared","50","40","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","Declared disabled","70","60","34510","31740"
