"Status","Year","Profession_of_post","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Communications","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","50","50","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","White","Female","70","60","38060","34490"
"Leaver CS","2021","Communications","White","Male","60","60","37350","32700"
"Leaver CS","2021","Communications","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Female","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Male","90","80","41500","38450"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","White","Female","80","70","39750","36740"
"Leaver CS","2021","Digital, Data and Technology","White","Male","170","160","42700","39040"
"Leaver CS","2021","Digital, Data and Technology","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","White","Male","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","White","Female","80","80","36940","32430"
"Leaver CS","2021","Finance","White","Male","80","80","47790","46810"
"Leaver CS","2021","Human Resources","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","White","Female","140","130","37070","32490"
"Leaver CS","2021","Human Resources","White","Male","80","80","42100","37250"
"Leaver CS","2021","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","White","Female","40","40","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","White","Male","40","40","[c]","[c]"
"Leaver CS","2021","Internal Audit","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","White","Female","60","50","33100","28540"
"Leaver CS","2021","Knowledge and Information Management","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Female","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2021","Legal","White","Female","160","130","52370","51510"
"Leaver CS","2021","Legal","White","Male","120","100","55120","55240"
"Leaver CS","2021","Medicine","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Female","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","White","Female","130","100","48100","37890"
"Leaver CS","2021","Medicine","White","Male","50","50","73510","78770"
"Leaver CS","2021","Medicine","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Asian","Female","140","130","26860","23370"
"Leaver CS","2021","Operational Delivery","Asian","Male","130","110","27080","23600"
"Leaver CS","2021","Operational Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Black","Female","110","100","24620","23500"
"Leaver CS","2021","Operational Delivery","Black","Male","90","90","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Mixed","Female","80","70","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Mixed","Male","50","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Female","150","120","26650","23050"
"Leaver CS","2021","Operational Delivery","Undeclared","Male","180","150","30740","27370"
"Leaver CS","2021","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Female","1040","960","24630","21590"
"Leaver CS","2021","Operational Delivery","Unknown","Male","1070","1020","28140","23000"
"Leaver CS","2021","Operational Delivery","White","Female","2610","2220","26740","22020"
"Leaver CS","2021","Operational Delivery","White","Male","2560","2290","30560","26180"
"Leaver CS","2021","Operational Delivery","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Male","50","40","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Female","90","90","31060","27600"
"Leaver CS","2021","Other","Unknown","Male","250","250","32620","30290"
"Leaver CS","2021","Other","White","Female","420","380","26910","21580"
"Leaver CS","2021","Other","White","Male","560","540","31550","29200"
"Leaver CS","2021","Other","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Female","130","130","39190","32960"
"Leaver CS","2021","Policy","Unknown","Male","150","150","44330","39250"
"Leaver CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","White","Female","220","210","47620","42360"
"Leaver CS","2021","Policy","White","Male","200","190","52270","49430"
"Leaver CS","2021","Policy","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
