"Status","Year","Sexual_orientation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Policy","370","370","50250","47270"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Property","50","50","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Security","30","30","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Unknown","30","30","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Digital, Data and Technology","70","60","38590","38450"
"In post","2021","Undeclared","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Legal","50","40","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Operational Delivery","570","490","30340","27130"
"In post","2021","Undeclared","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Digital, Data and Technology","150","140","38540","35000"
"In post","2021","Undeclared","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Finance","160","130","31080","27210"
"In post","2021","Undeclared","HM Revenue and Customs","Human Resources","50","40","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Legal","360","340","35290","31810"
"In post","2021","Undeclared","HM Revenue and Customs","Operational Delivery","2000","1750","26300","24250"
"In post","2021","Undeclared","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Other","50","50","44030","38630"
"In post","2021","Undeclared","HM Revenue and Customs","Policy","110","100","54060","55010"
"In post","2021","Undeclared","HM Revenue and Customs","Project Delivery","180","160","42110","38630"
"In post","2021","Undeclared","HM Revenue and Customs","Property","250","220","37670","33250"
"In post","2021","Undeclared","HM Revenue and Customs","Security","30","30","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Tax","1320","1220","38030","32520"
"In post","2021","Undeclared","HM Revenue and Customs","Unknown","160","160","33940","31810"
"In post","2021","Undeclared","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Internal Audit","40","30","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Policy","190","180","45870","46890"
"In post","2021","Undeclared","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Digital, Data and Technology","150","150","50160","48000"
"In post","2021","Undeclared","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Finance","30","30","[c]","[c]"
"In post","2021","Undeclared","Home Office","Human Resources","60","60","40330","37450"
"In post","2021","Undeclared","Home Office","Intelligence Analysis","210","200","30260","28650"
"In post","2021","Undeclared","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Operational Delivery","3030","2720","29000","27370"
"In post","2021","Undeclared","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Other","180","170","37400","35050"
"In post","2021","Undeclared","Home Office","Policy","230","230","49990","45070"
"In post","2021","Undeclared","Home Office","Project Delivery","150","140","47750","42170"
"In post","2021","Undeclared","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Security","40","40","[c]","[c]"
"In post","2021","Undeclared","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Unknown","50","50","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Commercial","250","240","39190","37400"
"In post","2021","Undeclared","Ministry of Defence","Communications","70","60","32680","29200"
"In post","2021","Undeclared","Ministry of Defence","Digital, Data and Technology","190","190","35850","34050"
"In post","2021","Undeclared","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Finance","280","270","39600","36460"
"In post","2021","Undeclared","Ministry of Defence","Human Resources","190","180","31280","26670"
"In post","2021","Undeclared","Ministry of Defence","Intelligence Analysis","120","110","37530","34990"
"In post","2021","Undeclared","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Knowledge and Information Management","160","150","37670","33630"
"In post","2021","Undeclared","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Medicine","130","120","48400","37890"
"In post","2021","Undeclared","Ministry of Defence","Operational Delivery","190","180","32400","28960"
"In post","2021","Undeclared","Ministry of Defence","Operational Research","50","50","44180","46080"
"In post","2021","Undeclared","Ministry of Defence","Other","1590","1530","27250","22870"
"In post","2021","Undeclared","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Policy","170","160","45530","42200"
"In post","2021","Undeclared","Ministry of Defence","Project Delivery","900","870","42200","40580"
"In post","2021","Undeclared","Ministry of Defence","Property","310","300","33940","33300"
"In post","2021","Undeclared","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Science and Engineering","1020","980","37600","36340"
"In post","2021","Undeclared","Ministry of Defence","Security","700","680","32930","39070"
"In post","2021","Undeclared","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Unknown","230","230","35400","33300"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Operational Delivery","50","40","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Planning Inspectors","30","30","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Policy","100","100","47200","44510"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Commercial","70","70","46230","42590"
"In post","2021","Undeclared","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Digital, Data and Technology","100","100","45600","42800"
"In post","2021","Undeclared","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Finance","80","70","44200","41080"
"In post","2021","Undeclared","Ministry of Justice","Human Resources","90","80","41050","35000"
"In post","2021","Undeclared","Ministry of Justice","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Legal","220","200","44960","43960"
"In post","2021","Undeclared","Ministry of Justice","Operational Delivery","5770","5330","28390","26410"
"In post","2021","Undeclared","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Policy","100","100","43460","37680"
"In post","2021","Undeclared","Ministry of Justice","Project Delivery","40","40","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Psychology","90","90","34520","31180"
"In post","2021","Undeclared","Ministry of Justice","Security","70","70","42690","40120"
"In post","2021","Undeclared","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Operational Delivery","300","290","37620","36410"
"In post","2021","Undeclared","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Inspector of Education and Training","40","40","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Digital, Data and Technology","70","60","35350","29350"
"In post","2021","Undeclared","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Legal","80","70","50520","45640"
"In post","2021","Undeclared","Scottish Government","Operational Delivery","1660","1500","26850","22820"
"In post","2021","Undeclared","Scottish Government","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Unknown","460","450","42490","38540"
"In post","2021","Undeclared","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","120","100","26310","23050"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Finance","40","30","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Operational Delivery","190","180","40490","37410"
"In post","2021","Undeclared","Welsh Government","Other","80","70","40710","37410"
"In post","2021","Undeclared","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Policy","190","180","44770","39310"
"In post","2021","Undeclared","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Counter Fraud","80","70","45450","40270"
"In post","2021","Unknown","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Legal","1320","1190","59410","58970"
"In post","2021","Unknown","Attorney General's Departments","Operational Delivery","660","590","26310","25820"
"In post","2021","Unknown","Attorney General's Departments","Other","100","90","33190","28660"
"In post","2021","Unknown","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Unknown","4070","4020","45300","33250"
"In post","2021","Unknown","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Unknown","120","110","32580","29160"
"In post","2021","Unknown","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","200","190","43080","40140"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Communications","90","80","41220","39620"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","110","100","39160","39170"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","510","500","37940","35020"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Economics","50","50","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Finance","70","70","39180","39820"
