"Status","Year","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Declared disabled","150","120","29820","26410"
"Leaver CS","2021","Home Office","Declared non-disabled","970","840","30530","25630"
"Leaver CS","2021","Home Office","Undeclared","70","60","32330","28680"
"Leaver CS","2021","Home Office","Unknown","140","140","27020","24880"
"Leaver CS","2021","Ministry of Defence","Declared disabled","370","350","30500","26670"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","1840","1730","32650","29930"
"Leaver CS","2021","Ministry of Defence","Undeclared","230","210","33210","30800"
"Leaver CS","2021","Ministry of Defence","Unknown","780","740","31530","29200"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","90","90","42930","41020"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Declared disabled","640","570","24510","20280"
"Leaver CS","2021","Ministry of Justice","Declared non-disabled","3280","2950","27000","21180"
"Leaver CS","2021","Ministry of Justice","Undeclared","630","530","27750","21400"
"Leaver CS","2021","Ministry of Justice","Unknown","1320","1260","24130","19930"
"Leaver CS","2021","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared non-disabled","60","50","46190","43710"
"Leaver CS","2021","National Crime Agency","Unknown","110","110","42680","40000"
"Leaver CS","2021","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Declared non-disabled","110","100","52620","51360"
"Leaver CS","2021","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","80","70","44890","38000"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Declared disabled","70","70","30810","30790"
"Leaver CS","2021","Scottish Government","Declared non-disabled","330","300","38310","33550"
"Leaver CS","2021","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","530","480","34010","29350"
"Leaver CS","2021","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared non-disabled","100","80","33270","29540"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","180","150","26250","19520"
"Leaver CS","2021","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Declared non-disabled","110","100","43650","37410"
"Leaver CS","2021","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Declared disabled","60","50","41230","33280"
"Leaver CS","2022","Attorney General's Departments","Declared non-disabled","420","380","46180","50500"
"Leaver CS","2022","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","170","160","39840","38000"
"Leaver CS","2022","Cabinet Office","Declared disabled","60","50","41360","37860"
"Leaver CS","2022","Cabinet Office","Declared non-disabled","350","330","49820","43000"
"Leaver CS","2022","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","390","380","50450","40600"
"Leaver CS","2022","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","80","80","52770","54190"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","50","50","38130","33120"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","480","450","40570","39490"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","280","240","32190","27680"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","100","100","41200","35510"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","210","200","46270","40510"
"Leaver CS","2022","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","190","180","36490","32940"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","100","90","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","650","610","28750","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","170","160","32250","25190"
"Leaver CS","2022","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","100","90","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","110","110","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","160","150","45850","43320"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","110","90","29130","26780"
"Leaver CS","2022","Department for Transport","Declared non-disabled","750","650","32770","26780"
"Leaver CS","2022","Department for Transport","Undeclared","70","70","31500","26780"
"Leaver CS","2022","Department for Transport","Unknown","360","340","28460","26130"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","1370","1140","26710","27570"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","6160","5380","27510","27570"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","310","280","27650","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","1030","990","26750","27570"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","170","140","39470","33220"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","1700","1500","41110","36330"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","1300","730","47870","40650"
"Leaver CS","2022","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared non-disabled","60","50","33410","30810"
"Leaver CS","2022","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Declared disabled","40","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Declared non-disabled","250","130","48390","45330"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","110","60","47140","39410"
"Leaver CS","2022","HM Land Registry","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Declared non-disabled","210","170","34730","33840"
"Leaver CS","2022","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","140","130","30090","27130"
"Leaver CS","2022","HM Revenue and Customs","Declared disabled","450","360","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Declared non-disabled","2600","2170","32150","26700"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","250","220","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","1670","1440","27490","22080"
"Leaver CS","2022","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Declared non-disabled","160","160","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Declared disabled","200","160","31110","27240"
"Leaver CS","2022","Home Office","Declared non-disabled","1420","1190","32030","27250"
"Leaver CS","2022","Home Office","Undeclared","90","80","33850","30550"
"Leaver CS","2022","Home Office","Unknown","370","360","31400","28330"
"Leaver CS","2022","Ministry of Defence","Declared disabled","480","440","32350","27640"
"Leaver CS","2022","Ministry of Defence","Declared non-disabled","3130","2960","32750","29530"
"Leaver CS","2022","Ministry of Defence","Undeclared","330","310","33170","31530"
"Leaver CS","2022","Ministry of Defence","Unknown","1090","1050","32070","29840"
"Leaver CS","2022","Ministry of Justice","Declared disabled","980","890","25840","21180"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","5570","5110","28250","21490"
"Leaver CS","2022","Ministry of Justice","Undeclared","780","660","28940","22450"
"Leaver CS","2022","Ministry of Justice","Unknown","2460","2330","24550","20970"
"Leaver CS","2022","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Declared non-disabled","90","90","45110","41170"
"Leaver CS","2022","National Crime Agency","Unknown","210","200","41510","37750"
"Leaver CS","2022","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","150","140","54770","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared non-disabled","200","200","44170","38000"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","110","100","34330","34800"
"Leaver CS","2022","Scottish Government","Declared non-disabled","530","480","38340","31540"
"Leaver CS","2022","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","780","690","33660","30360"
"Leaver CS","2022","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared disabled","50","40","31670","28560"
"Leaver CS","2022","UK Statistics Authority","Declared non-disabled","220","180","29810","23880"
"Leaver CS","2022","UK Statistics Authority","Undeclared","110","100","29750","28560"
"Leaver CS","2022","UK Statistics Authority","Unknown","200","160","24890","20350"
"Leaver CS","2022","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared non-disabled","200","180","42330","37410"
"Leaver CS","2022","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","130","130","43640","38290"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Declared disabled","120","120","39470","32910"
"Leaver Dept.","2021","Cabinet Office","Declared non-disabled","680","670","42540","34550"
"Leaver Dept.","2021","Cabinet Office","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","540","540","36330","32000"
"Leaver Dept.","2021","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","340","320","45920","42000"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","220","210","40040","35210"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","120","120","48270","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","170","170","44160","40510"
"Leaver Dept.","2021","Department for Education","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","540","530","38310","34730"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","100","100","46630","39830"
"Leaver Dept.","2021","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","140","140","40980","37410"
"Leaver Dept.","2021","Department for Transport","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","270","260","38070","34700"
"Leaver Dept.","2021","Department for Transport","Undeclared","70","70","38680","35330"
"Leaver Dept.","2021","Department for Transport","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","150","140","31880","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","1040","1000","30290","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","80","80","29460","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","120","120","30280","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","60","40","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","170","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","180","50","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","120","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","110","110","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","820","790","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","720","700","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","100","100","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","90","80","35500","29370"
"Leaver Dept.","2021","Home Office","Declared non-disabled","870","820","35950","30110"
"Leaver Dept.","2021","Home Office","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","90","90","34960","32970"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","610","600","36970","33300"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","110","110","39790","37320"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","260","260","40990","34050"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","60","60","42910","42290"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","160","150","31530","26410"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","880","860","32820","26560"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","110","110","34800","29720"
"Leaver Dept.","2021","Ministry of Justice","Unknown","160","160","31430","26780"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","50","50","45180","37900"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
