"Status","Year","Function_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Property","Declared disabled","20-29","60","50","29440","26030"
"In post","2022","Property","Declared disabled","30-39","100","90","33760","31990"
"In post","2022","Property","Declared disabled","40-49","180","180","38210","33330"
"In post","2022","Property","Declared disabled","50-59","300","290","39380","33530"
"In post","2022","Property","Declared disabled","60-64","110","100","35070","31660"
"In post","2022","Property","Declared disabled","65+","30","30","[c]","[c]"
"In post","2022","Property","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared non-disabled","20-29","590","580","29630","27810"
"In post","2022","Property","Declared non-disabled","30-39","990","960","37430","33740"
"In post","2022","Property","Declared non-disabled","40-49","1450","1400","39800","36450"
"In post","2022","Property","Declared non-disabled","50-59","2260","2190","39830","35230"
"In post","2022","Property","Declared non-disabled","60-64","710","640","37070","33370"
"In post","2022","Property","Declared non-disabled","65+","260","220","33950","31310"
"In post","2022","Property","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","20-29","30","30","[c]","[c]"
"In post","2022","Property","Undeclared","30-39","70","70","36240","33150"
"In post","2022","Property","Undeclared","40-49","130","130","37860","33370"
"In post","2022","Property","Undeclared","50-59","300","290","39140","35480"
"In post","2022","Property","Undeclared","60-64","80","70","37730","33300"
"In post","2022","Property","Undeclared","65+","30","30","[c]","[c]"
"In post","2022","Property","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","20-29","450","440","28540","26030"
"In post","2022","Property","Unknown","30-39","390","380","33220","30430"
"In post","2022","Property","Unknown","40-49","340","330","35730","31420"
"In post","2022","Property","Unknown","50-59","430","410","34700","31020"
"In post","2022","Property","Unknown","60-64","170","160","31580","26950"
"In post","2022","Property","Unknown","65+","60","50","26500","21470"
"In post","2022","Security","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","20-29","90","90","29870","28700"
"In post","2022","Security","Declared disabled","30-39","140","130","34730","33300"
"In post","2022","Security","Declared disabled","40-49","180","170","35350","34270"
"In post","2022","Security","Declared disabled","50-59","330","320","33630","33300"
"In post","2022","Security","Declared disabled","60-64","100","90","29820","27760"
"In post","2022","Security","Declared disabled","65+","30","30","[c]","[c]"
"In post","2022","Security","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared non-disabled","20-29","870","860","28760","26820"
"In post","2022","Security","Declared non-disabled","30-39","1280","1270","34150","33300"
"In post","2022","Security","Declared non-disabled","40-49","1370","1340","35130","33300"
"In post","2022","Security","Declared non-disabled","50-59","2350","2320","33750","33300"
"In post","2022","Security","Declared non-disabled","60-64","630","570","29050","23390"
"In post","2022","Security","Declared non-disabled","65+","200","180","28560","24360"
"In post","2022","Security","Undeclared","20-29","40","40","[c]","[c]"
"In post","2022","Security","Undeclared","30-39","120","120","35960","36740"
"In post","2022","Security","Undeclared","40-49","200","190","38370","39070"
"In post","2022","Security","Undeclared","50-59","390","380","34640","36530"
"In post","2022","Security","Undeclared","60-64","90","80","31410","29200"
"In post","2022","Security","Undeclared","65+","30","30","[c]","[c]"
"In post","2022","Security","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","20-29","530","520","27740","26350"
"In post","2022","Security","Unknown","30-39","540","530","33310","33000"
"In post","2022","Security","Unknown","40-49","450","440","36010","39070"
"In post","2022","Security","Unknown","50-59","570","560","32630","33300"
"In post","2022","Security","Unknown","60-64","140","120","30620","25000"
"In post","2022","Security","Unknown","65+","30","30","[c]","[c]"
"In post","2022","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","20-29","550","540","30450","27370"
"In post","2022","Unknown","Declared disabled","30-39","1190","1140","34080","30820"
"In post","2022","Unknown","Declared disabled","40-49","1590","1490","35820","30820"
"In post","2022","Unknown","Declared disabled","50-59","2340","2230","33840","29080"
"In post","2022","Unknown","Declared disabled","60-64","680","600","31460","26930"
"In post","2022","Unknown","Declared disabled","65+","240","200","29160","25630"
"In post","2022","Unknown","Declared non-disabled","16-19","40","40","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","20-29","5830","5730","29660","27230"
"In post","2022","Unknown","Declared non-disabled","30-39","11740","11150","34490","30820"
"In post","2022","Unknown","Declared non-disabled","40-49","13580","12840","37670","31540"
"In post","2022","Unknown","Declared non-disabled","50-59","16000","15300","35830","30370"
"In post","2022","Unknown","Declared non-disabled","60-64","4590","4040","32740","27380"
"In post","2022","Unknown","Declared non-disabled","65+","1630","1350","31060","26670"
"In post","2022","Unknown","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","20-29","150","140","30290","28300"
"In post","2022","Unknown","Undeclared","30-39","540","510","36190","31540"
"In post","2022","Unknown","Undeclared","40-49","880","840","35350","30860"
"In post","2022","Unknown","Undeclared","50-59","1380","1330","32690","28850"
"In post","2022","Unknown","Undeclared","60-64","420","370","30580","27110"
"In post","2022","Unknown","Undeclared","65+","140","120","29410","26350"
"In post","2022","Unknown","Unknown","16-19","120","120","21520","21680"
"In post","2022","Unknown","Unknown","20-29","4200","4160","29590","27230"
"In post","2022","Unknown","Unknown","30-39","4030","3910","36560","31990"
"In post","2022","Unknown","Unknown","40-49","3370","3250","40220","35050"
"In post","2022","Unknown","Unknown","50-59","3410","3250","39360","34460"
"In post","2022","Unknown","Unknown","60-64","780","720","35530","31470"
"In post","2022","Unknown","Unknown","65+","240","210","34620","29430"
"Leaver CS","2021","Analysis","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","20-29","80","70","28720","26410"
"Leaver CS","2021","Analysis","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","20-29","80","80","23710","21170"
"Leaver CS","2021","Analysis","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","30-39","60","50","47810","45000"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","20-29","60","50","29800","26050"
"Leaver CS","2021","Digital, Data & Technology","Unknown","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","60-64","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","20-29","60","60","27570","26410"
"Leaver CS","2021","Legal","Declared non-disabled","30-39","60","60","44410","50000"
"Leaver CS","2021","Legal","Declared non-disabled","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","50-59","80","70","58700","55610"
"Leaver CS","2021","Legal","Declared non-disabled","60-64","80","60","54380","55610"
"Leaver CS","2021","Legal","Declared non-disabled","65+","50","40","46350","49850"
"Leaver CS","2021","Legal","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","20-29","60","60","28220","25480"
"Leaver CS","2021","Legal","Unknown","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","20-29","140","140","22690","19930"
"Leaver CS","2021","No function","Declared disabled","30-39","100","90","29670","26360"
"Leaver CS","2021","No function","Declared disabled","40-49","110","100","28380","25710"
"Leaver CS","2021","No function","Declared disabled","50-59","220","200","30610","26130"
"Leaver CS","2021","No function","Declared disabled","60-64","160","130","28080","21590"
"Leaver CS","2021","No function","Declared disabled","65+","150","110","25350","21170"
"Leaver CS","2021","No function","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","20-29","1170","1150","24240","21590"
"Leaver CS","2021","No function","Declared non-disabled","30-39","910","850","33870","29510"
"Leaver CS","2021","No function","Declared non-disabled","40-49","630","570","38570","32700"
"Leaver CS","2021","No function","Declared non-disabled","50-59","850","780","37920","28590"
"Leaver CS","2021","No function","Declared non-disabled","60-64","670","550","38400","27490"
"Leaver CS","2021","No function","Declared non-disabled","65+","660","470","28400","21590"
"Leaver CS","2021","No function","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","20-29","90","80","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","30-39","120","110","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","40-49","100","80","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","50-59","210","190","37730","33720"
"Leaver CS","2021","No function","Undeclared","60-64","140","110","32540","30580"
"Leaver CS","2021","No function","Undeclared","65+","140","90","[c]","[c]"
"Leaver CS","2021","No function","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","20-29","1040","1020","23370","21590"
"Leaver CS","2021","No function","Unknown","30-39","520","500","32820","30500"
"Leaver CS","2021","No function","Unknown","40-49","320","300","34900","26470"
"Leaver CS","2021","No function","Unknown","50-59","360","340","38230","33650"
"Leaver CS","2021","No function","Unknown","60-64","170","140","41460","34530"
"Leaver CS","2021","No function","Unknown","65+","120","90","37990","27960"
"Leaver CS","2021","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
