"Status","Year","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","370","360","28860","26970"
"New entrant CS","2021","Cheshire","Declared disabled","60","60","26640","27570"
"New entrant CS","2021","Cheshire","Declared non-disabled","310","310","26550","27570"
"New entrant CS","2021","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Unknown","290","290","29490","28840"
"New entrant CS","2021","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Declared non-disabled","130","120","26130","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Declared non-disabled","100","90","28060","23540"
"New entrant CS","2021","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Declared disabled","100","100","26650","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Declared non-disabled","700","680","27290","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","470","450","27170","25000"
"New entrant CS","2021","Devon","Declared disabled","70","70","24280","23820"
"New entrant CS","2021","Devon","Declared non-disabled","650","620","26280","22850"
"New entrant CS","2021","Devon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","320","300","26730","22850"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","330","310","25570","25990"
"New entrant CS","2021","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","140","140","26260","22850"
"New entrant CS","2021","East Anglia","Declared disabled","120","120","25770","27570"
"New entrant CS","2021","East Anglia","Declared non-disabled","900","870","26930","27570"
"New entrant CS","2021","East Anglia","Undeclared","50","50","29230","26350"
"New entrant CS","2021","East Anglia","Unknown","340","320","26040","22850"
"New entrant CS","2021","East Wales","Declared disabled","120","110","28040","27570"
"New entrant CS","2021","East Wales","Declared non-disabled","880","850","26670","23050"
"New entrant CS","2021","East Wales","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","910","880","26770","23050"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","210","210","24500","22920"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","180","180","24390","22350"
"New entrant CS","2021","Eastern Scotland","Declared disabled","150","140","28670","27570"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","870","850","27930","26160"
"New entrant CS","2021","Eastern Scotland","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","1040","1010","29800","24880"
"New entrant CS","2021","Essex","Declared disabled","60","60","27610","29290"
"New entrant CS","2021","Essex","Declared non-disabled","460","450","27400","29290"
"New entrant CS","2021","Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","240","240","28020","24910"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","240","220","27990","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","2070","1980","30570","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","110","100","33500","28340"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","800","780","30040","27540"
"New entrant CS","2021","Greater Manchester","Declared disabled","180","180","26920","27570"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","1370","1340","28210","27570"
"New entrant CS","2021","Greater Manchester","Undeclared","80","80","27610","26180"
"New entrant CS","2021","Greater Manchester","Unknown","1040","1020","27870","25000"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","140","130","26660","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","1030","1000","28290","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","60","60","30410","26670"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","640","610","29540","26590"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","300","290","25650","22850"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","60","60","24880","21050"
"New entrant CS","2021","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared non-disabled","150","150","24690","21710"
"New entrant CS","2021","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - East","Declared disabled","210","200","32300","31060"
"New entrant CS","2021","Inner London - East","Declared non-disabled","1980","1890","35240","31060"
"New entrant CS","2021","Inner London - East","Undeclared","170","150","39750","32330"
"New entrant CS","2021","Inner London - East","Unknown","970","950","35710","31060"
"New entrant CS","2021","Inner London - West","Declared disabled","510","500","34650","32540"
"New entrant CS","2021","Inner London - West","Declared non-disabled","3730","3690","37320","33570"
"New entrant CS","2021","Inner London - West","Undeclared","440","440","37500","33570"
"New entrant CS","2021","Inner London - West","Unknown","3660","3620","38460","32790"
"New entrant CS","2021","Kent","Declared disabled","80","80","27960","29290"
"New entrant CS","2021","Kent","Declared non-disabled","630","630","27240","29290"
"New entrant CS","2021","Kent","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","400","380","25500","24880"
"New entrant CS","2021","Lancashire","Declared disabled","130","120","23240","21010"
"New entrant CS","2021","Lancashire","Declared non-disabled","800","790","23350","21010"
"New entrant CS","2021","Lancashire","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","330","320","24270","21010"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","70","60","24550","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","490","470","24700","22920"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","300","290","24440","22350"
"New entrant CS","2021","Lincolnshire","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","190","180","26380","25190"
"New entrant CS","2021","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","60","50","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared disabled","70","70","24420","24710"
"New entrant CS","2021","Merseyside","Declared non-disabled","530","520","25840","24880"
"New entrant CS","2021","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Unknown","620","610","26630","22350"
"New entrant CS","2021","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared non-disabled","100","100","28210","27570"
"New entrant CS","2021","North Eastern Scotland","Unknown","80","80","27640","23960"
"New entrant CS","2021","North Yorkshire","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Declared non-disabled","370","360","30470","27570"
"New entrant CS","2021","North Yorkshire","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","110","100","26500","23540"
"New entrant CS","2021","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared non-disabled","120","120","24240","20140"
"New entrant CS","2021","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","220","210","23920","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","Declared disabled","190","190","25530","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","Declared non-disabled","1390","1370","25030","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","Undeclared","70","70","25160","21590"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","900","880","24400","21010"
"New entrant CS","2021","Outer London - East and North East","Declared disabled","80","70","29980","31060"
"New entrant CS","2021","Outer London - East and North East","Declared non-disabled","610","600","29400","31060"
"New entrant CS","2021","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Unknown","220","220","27650","30150"
"New entrant CS","2021","Outer London - South","Declared disabled","60","50","31670","31060"
"New entrant CS","2021","Outer London - South","Declared non-disabled","440","440","31090","31060"
"New entrant CS","2021","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Unknown","560","550","34800","30600"
"New entrant CS","2021","Outer London - West and North West","Declared disabled","100","90","29430","31060"
"New entrant CS","2021","Outer London - West and North West","Declared non-disabled","950","920","30860","31060"
"New entrant CS","2021","Outer London - West and North West","Undeclared","50","50","35030","31060"
"New entrant CS","2021","Outer London - West and North West","Unknown","340","340","28280","28650"
"New entrant CS","2021","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Declared disabled","90","90","25410","27570"
"New entrant CS","2021","Shropshire and Staffordshire","Declared non-disabled","610","590","25730","24620"
"New entrant CS","2021","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","320","300","25510","22850"
"New entrant CS","2021","South Yorkshire","Declared disabled","90","90","26660","25000"
"New entrant CS","2021","South Yorkshire","Declared non-disabled","470","470","26150","22850"
"New entrant CS","2021","South Yorkshire","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Unknown","430","420","28360","25000"
"New entrant CS","2021","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Declared non-disabled","240","240","24860","25140"
"New entrant CS","2021","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Unknown","200","200","22200","20140"
"New entrant CS","2021","Surrey, East and West Sussex","Declared disabled","100","100","27450","27570"
"New entrant CS","2021","Surrey, East and West Sussex","Declared non-disabled","880","850","26830","27570"
"New entrant CS","2021","Surrey, East and West Sussex","Undeclared","60","60","26600","27570"
"New entrant CS","2021","Surrey, East and West Sussex","Unknown","310","300","27200","25770"
"New entrant CS","2021","Tees Valley and Durham","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Declared non-disabled","370","360","22360","21010"
"New entrant CS","2021","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Unknown","280","270","25360","22350"
"New entrant CS","2021","Unknown","Declared disabled","50","50","29730","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","280","280","29740","27570"
"New entrant CS","2021","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","550","540","37300","28000"
"New entrant CS","2021","West Central Scotland","Declared disabled","110","100","24320","21010"
"New entrant CS","2021","West Central Scotland","Declared non-disabled","860","840","27300","23540"
"New entrant CS","2021","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Unknown","540","520","27360","23540"
"New entrant CS","2021","West Midlands","Declared disabled","140","140","27730","27570"
"New entrant CS","2021","West Midlands","Declared non-disabled","960","930","28420","27570"
"New entrant CS","2021","West Midlands","Undeclared","80","80","30380","27570"
"New entrant CS","2021","West Midlands","Unknown","820","800","29450","25000"
"New entrant CS","2021","West Wales and The Valleys","Declared disabled","60","60","23100","21050"
"New entrant CS","2021","West Wales and The Valleys","Declared non-disabled","590","560","24760","21590"
"New entrant CS","2021","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Unknown","340","320","23210","21590"
"New entrant CS","2021","West Yorkshire","Declared disabled","180","170","26820","27570"
"New entrant CS","2021","West Yorkshire","Declared non-disabled","1130","1100","27410","27570"
"New entrant CS","2021","West Yorkshire","Undeclared","70","70","27520","27570"
"New entrant CS","2021","West Yorkshire","Unknown","1110","1090","28980","25520"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Declared disabled","70","70","28540","28140"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Declared non-disabled","410","400","29380","28140"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Unknown","250","230","28770","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","100","100","30280","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","690","670","29390","28140"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","470","450","28780","26310"
"New entrant CS","2022","Cheshire","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Cheshire","Declared non-disabled","270","260","27580","23170"
"New entrant CS","2022","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Unknown","250","240","28290","24800"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","150","150","25280","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","60","60","26610","24850"
"New entrant CS","2022","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Declared non-disabled","250","230","25940","21300"
"New entrant CS","2022","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Unknown","70","70","28580","27350"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Declared disabled","200","190","26670","26130"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Declared non-disabled","1130","1090","26990","25000"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Undeclared","70","70","27020","26820"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","730","690","27500","26130"
"New entrant CS","2022","Devon","Declared disabled","80","80","26720","23170"
"New entrant CS","2022","Devon","Declared non-disabled","600","580","27480","24150"
"New entrant CS","2022","Devon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Unknown","330","310","26670","23140"
"New entrant CS","2022","Dorset and Somerset","Declared disabled","60","60","26800","25890"
"New entrant CS","2022","Dorset and Somerset","Declared non-disabled","390","370","27410","24800"
"New entrant CS","2022","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Unknown","250","240","26300","23140"
"New entrant CS","2022","East Anglia","Declared disabled","160","150","26050","24690"
"New entrant CS","2022","East Anglia","Declared non-disabled","1090","1050","26690","24800"
"New entrant CS","2022","East Anglia","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","480","450","27540","24800"
"New entrant CS","2022","East Wales","Declared disabled","190","180","27250","23880"
"New entrant CS","2022","East Wales","Declared non-disabled","1500","1460","29050","25860"
"New entrant CS","2022","East Wales","Undeclared","60","60","28290","26820"
"New entrant CS","2022","East Wales","Unknown","790","770","27180","23880"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Declared non-disabled","340","330","25210","23140"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","200","190","25100","23140"
"New entrant CS","2022","Eastern Scotland","Declared disabled","210","200","27190","26590"
"New entrant CS","2022","Eastern Scotland","Declared non-disabled","1630","1610","29160","27230"
"New entrant CS","2022","Eastern Scotland","Undeclared","60","60","29250","27230"
"New entrant CS","2022","Eastern Scotland","Unknown","1390","1330","30200","27230"
"New entrant CS","2022","Essex","Declared disabled","50","50","27430","25600"
"New entrant CS","2022","Essex","Declared non-disabled","400","380","28840","24800"
"New entrant CS","2022","Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","300","280","26910","24880"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","290","280","31290","27130"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","2260","2190","30780","27570"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","100","90","29860","26920"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1080","1040","30510","26580"
"New entrant CS","2022","Greater Manchester","Declared disabled","220","210","29040","26590"
"New entrant CS","2022","Greater Manchester","Declared non-disabled","1760","1710","28280","26590"
"New entrant CS","2022","Greater Manchester","Undeclared","90","80","29380","26590"
"New entrant CS","2022","Greater Manchester","Unknown","1370","1320","29540","26590"
"New entrant CS","2022","Hampshire and Isle of Wight","Declared disabled","120","120","26790","23990"
"New entrant CS","2022","Hampshire and Isle of Wight","Declared non-disabled","1000","950","29240","26130"
"New entrant CS","2022","Hampshire and Isle of Wight","Undeclared","70","60","28150","25660"
"New entrant CS","2022","Hampshire and Isle of Wight","Unknown","600","540","28270","24880"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","70","70","27810","26350"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","380","360","26830","24620"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","180","170","25940","23140"
"New entrant CS","2022","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Declared non-disabled","110","100","28050","27230"
"New entrant CS","2022","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Unknown","60","50","27340","27020"
"New entrant CS","2022","Inner London - East","Declared disabled","240","230","34540","31060"
"New entrant CS","2022","Inner London - East","Declared non-disabled","1690","1650","38040","32330"
"New entrant CS","2022","Inner London - East","Undeclared","80","80","37060","32020"
"New entrant CS","2022","Inner London - East","Unknown","870","840","36820","32090"
"New entrant CS","2022","Inner London - West","Declared disabled","520","510","36200","32790"
"New entrant CS","2022","Inner London - West","Declared non-disabled","3560","3510","38180","34020"
"New entrant CS","2022","Inner London - West","Undeclared","280","280","36680","34020"
"New entrant CS","2022","Inner London - West","Unknown","3400","3190","37610","32790"
"New entrant CS","2022","Kent","Declared disabled","90","90","27530","26130"
"New entrant CS","2022","Kent","Declared non-disabled","480","460","27010","25000"
"New entrant CS","2022","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent","Unknown","510","480","26250","24880"
"New entrant CS","2022","Lancashire","Declared disabled","160","160","24970","21260"
"New entrant CS","2022","Lancashire","Declared non-disabled","950","920","26150","23140"
"New entrant CS","2022","Lancashire","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Lancashire","Unknown","450","430","25810","23140"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Declared disabled","100","100","25920","23140"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","590","570","24950","23140"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","330","310","25010","23140"
"New entrant CS","2022","Lincolnshire","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Lincolnshire","Declared non-disabled","300","290","27100","25000"
"New entrant CS","2022","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire","Unknown","90","80","27260","26350"
"New entrant CS","2022","Merseyside","Declared disabled","240","230","26710","24880"
"New entrant CS","2022","Merseyside","Declared non-disabled","1430","1400","25900","23320"
"New entrant CS","2022","Merseyside","Undeclared","80","80","26450","23170"
"New entrant CS","2022","Merseyside","Unknown","1100","1060","25650","24800"
"New entrant CS","2022","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Eastern Scotland","Declared non-disabled","140","140","32380","27570"
"New entrant CS","2022","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Eastern Scotland","Unknown","110","110","28410","27230"
"New entrant CS","2022","North Yorkshire","Declared disabled","70","70","32330","29180"
"New entrant CS","2022","North Yorkshire","Declared non-disabled","410","390","31050","26370"
"New entrant CS","2022","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire","Unknown","170","160","30380","28000"
"New entrant CS","2022","Northern Ireland","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","260","260","29160","26590"
"New entrant CS","2022","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","300","290","26610","24470"
"New entrant CS","2022","Northumberland, and Tyne and Wear","Declared disabled","220","210","25720","22170"
"New entrant CS","2022","Northumberland, and Tyne and Wear","Declared non-disabled","1830","1780","26240","21800"
"New entrant CS","2022","Northumberland, and Tyne and Wear","Undeclared","90","90","25850","21260"
"New entrant CS","2022","Northumberland, and Tyne and Wear","Unknown","850","820","26460","24880"
"New entrant CS","2022","Outer London - East and North East","Declared disabled","60","60","30030","30200"
"New entrant CS","2022","Outer London - East and North East","Declared non-disabled","390","380","30350","31060"
"New entrant CS","2022","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Outer London - East and North East","Unknown","220","210","29090","29020"
"New entrant CS","2022","Outer London - South","Declared disabled","80","80","35220","31060"
"New entrant CS","2022","Outer London - South","Declared non-disabled","420","410","32930","31060"
"New entrant CS","2022","Outer London - South","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Outer London - South","Unknown","630","620","34480","30600"
"New entrant CS","2022","Outer London - West and North West","Declared disabled","90","80","31260","31060"
"New entrant CS","2022","Outer London - West and North West","Declared non-disabled","670","630","31560","31020"
"New entrant CS","2022","Outer London - West and North West","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Outer London - West and North West","Unknown","470","450","29690","28650"
"New entrant CS","2022","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","Declared disabled","100","90","26320","24170"
"New entrant CS","2022","Shropshire and Staffordshire","Declared non-disabled","620","600","27590","24090"
"New entrant CS","2022","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","Unknown","350","330","28040","24430"
"New entrant CS","2022","South Yorkshire","Declared disabled","100","100","27860","25300"
"New entrant CS","2022","South Yorkshire","Declared non-disabled","520","500","28100","26310"
"New entrant CS","2022","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Unknown","580","560","29430","25000"
"New entrant CS","2022","Southern Scotland","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Declared non-disabled","440","430","24580","21260"
"New entrant CS","2022","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Unknown","210","210","24240","22000"
"New entrant CS","2022","Surrey, East and West Sussex","Declared disabled","100","100","28630","27570"
"New entrant CS","2022","Surrey, East and West Sussex","Declared non-disabled","780","750","28840","26970"
"New entrant CS","2022","Surrey, East and West Sussex","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Unknown","410","370","29230","25770"
"New entrant CS","2022","Tees Valley and Durham","Declared disabled","90","80","28750","27330"
"New entrant CS","2022","Tees Valley and Durham","Declared non-disabled","660","650","26450","23170"
"New entrant CS","2022","Tees Valley and Durham","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Unknown","430","420","26910","23140"
"New entrant CS","2022","Unknown","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","250","240","31810","29230"
"New entrant CS","2022","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","570","490","27780","26310"
"New entrant CS","2022","West Central Scotland","Declared disabled","220","220","27560","25730"
"New entrant CS","2022","West Central Scotland","Declared non-disabled","1700","1670","29300","27230"
"New entrant CS","2022","West Central Scotland","Undeclared","50","50","28610","27230"
"New entrant CS","2022","West Central Scotland","Unknown","1180","1140","28780","26580"
"New entrant CS","2022","West Midlands","Declared disabled","270","250","28230","27570"
"New entrant CS","2022","West Midlands","Declared non-disabled","1840","1790","28750","26590"
"New entrant CS","2022","West Midlands","Undeclared","90","90","29510","27570"
"New entrant CS","2022","West Midlands","Unknown","1310","1250","28320","25000"
"New entrant CS","2022","West Wales and The Valleys","Declared disabled","100","100","25400","22600"
"New entrant CS","2022","West Wales and The Valleys","Declared non-disabled","980","950","25970","21840"
"New entrant CS","2022","West Wales and The Valleys","Undeclared","70","70","25800","21840"
"New entrant CS","2022","West Wales and The Valleys","Unknown","540","500","24650","21840"
"New entrant CS","2022","West Yorkshire","Declared disabled","220","200","29880","26970"
"New entrant CS","2022","West Yorkshire","Declared non-disabled","1660","1610","28910","26590"
"New entrant CS","2022","West Yorkshire","Undeclared","80","70","29620","26590"
"New entrant CS","2022","West Yorkshire","Unknown","1440","1300","29160","26310"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
