"Status","Year","Parent_department","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Treasury","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"In post","2021","HM Treasury","Finance","Heterosexual / straight","90","80","49810","52500"
"In post","2021","HM Treasury","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Human Resources","Heterosexual / straight","90","80","42860","39200"
"In post","2021","HM Treasury","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Internal Audit","Heterosexual / straight","300","280","50340","48780"
"In post","2021","HM Treasury","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Internal Audit","Undeclared","40","30","[c]","[c]"
"In post","2021","HM Treasury","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","No function","Heterosexual / straight","1210","1190","48080","52500"
"In post","2021","HM Treasury","No function","LGBO","130","130","47730","52500"
"In post","2021","HM Treasury","No function","Undeclared","220","210","43710","36500"
"In post","2021","HM Treasury","No function","Unknown","70","70","49600","42200"
"In post","2021","HM Treasury","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Home Office","Unknown","Heterosexual / straight","28190","26120","31830","27370"
"In post","2021","Home Office","Unknown","LGBO","1170","1130","32850","27370"
"In post","2021","Home Office","Unknown","Undeclared","4230","3880","32750","28650"
"In post","2021","Home Office","Unknown","Unknown","1780","1740","31790","25770"
"In post","2021","Ministry of Defence","Analysis","Heterosexual / straight","490","470","40260","37360"
"In post","2021","Ministry of Defence","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Analysis","Undeclared","70","60","40420","39160"
"In post","2021","Ministry of Defence","Analysis","Unknown","70","70","42180","41250"
"In post","2021","Ministry of Defence","Commercial","Heterosexual / straight","1590","1540","36670","34500"
"In post","2021","Ministry of Defence","Commercial","LGBO","60","60","34970","32850"
"In post","2021","Ministry of Defence","Commercial","Undeclared","290","280","37790","35220"
"In post","2021","Ministry of Defence","Commercial","Unknown","140","140","35840","33280"
"In post","2021","Ministry of Defence","Communications","Heterosexual / straight","650","630","31980","28650"
"In post","2021","Ministry of Defence","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Communications","Undeclared","100","90","30870","28580"
"In post","2021","Ministry of Defence","Communications","Unknown","100","100","37440","33300"
"In post","2021","Ministry of Defence","Digital, Data & Technology","Heterosexual / straight","730","710","33780","33000"
"In post","2021","Ministry of Defence","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Digital, Data & Technology","Undeclared","150","140","34240","33300"
"In post","2021","Ministry of Defence","Digital, Data & Technology","Unknown","90","90","35210","33300"
"In post","2021","Ministry of Defence","Finance","Heterosexual / straight","1710","1640","38340","33300"
"In post","2021","Ministry of Defence","Finance","LGBO","40","40","[c]","[c]"
"In post","2021","Ministry of Defence","Finance","Undeclared","260","250","38670","33950"
"In post","2021","Ministry of Defence","Finance","Unknown","140","130","37030","33290"
"In post","2021","Ministry of Defence","Human Resources","Heterosexual / straight","1750","1640","32440","26670"
"In post","2021","Ministry of Defence","Human Resources","LGBO","70","70","34690","29130"
"In post","2021","Ministry of Defence","Human Resources","Undeclared","220","200","32060","26830"
"In post","2021","Ministry of Defence","Human Resources","Unknown","150","140","30290","26670"
"In post","2021","Ministry of Defence","Internal Audit","Heterosexual / straight","110","110","38420","33810"
"In post","2021","Ministry of Defence","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","No function","Heterosexual / straight","2050","1980","39190","37320"
"In post","2021","Ministry of Defence","No function","LGBO","110","110","34180","28660"
"In post","2021","Ministry of Defence","No function","Undeclared","250","240","40870","41240"
"In post","2021","Ministry of Defence","No function","Unknown","730","700","39210","37320"
"In post","2021","Ministry of Defence","Project Delivery","Heterosexual / straight","12750","12360","37890","35270"
"In post","2021","Ministry of Defence","Project Delivery","LGBO","400","400","34200","32850"
"In post","2021","Ministry of Defence","Project Delivery","Undeclared","2130","2050","38720","36460"
"In post","2021","Ministry of Defence","Project Delivery","Unknown","1170","1140","36180","33530"
"In post","2021","Ministry of Defence","Property","Heterosexual / straight","2130","2070","32680","33300"
"In post","2021","Ministry of Defence","Property","LGBO","50","50","31290","33000"
"In post","2021","Ministry of Defence","Property","Undeclared","320","310","34640","33300"
"In post","2021","Ministry of Defence","Property","Unknown","230","220","25460","18760"
"In post","2021","Ministry of Defence","Security","Heterosexual / straight","4370","4280","28590","22650"
"In post","2021","Ministry of Defence","Security","LGBO","170","170","29300","26610"
"In post","2021","Ministry of Defence","Security","Undeclared","680","670","32880","39070"
"In post","2021","Ministry of Defence","Security","Unknown","880","870","29070","26610"
"In post","2021","Ministry of Defence","Unknown","Heterosexual / straight","13900","13370","30100","26670"
"In post","2021","Ministry of Defence","Unknown","LGBO","400","390","30690","26670"
"In post","2021","Ministry of Defence","Unknown","Undeclared","2100","2020","31340","26670"
"In post","2021","Ministry of Defence","Unknown","Unknown","3750","3650","35630","32700"
"In post","2021","Ministry of Housing, Communities and Local Government","Analysis","Heterosexual / straight","170","170","46760","43190"
"In post","2021","Ministry of Housing, Communities and Local Government","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Heterosexual / straight","70","70","40120","34200"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","Heterosexual / straight","110","110","44500","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Heterosexual / straight","110","100","52430","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Heterosexual / straight","80","70","41330","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","No function","Heterosexual / straight","1900","1820","45970","44020"
"In post","2021","Ministry of Housing, Communities and Local Government","No function","LGBO","180","170","45130","42440"
"In post","2021","Ministry of Housing, Communities and Local Government","No function","Undeclared","190","180","45300","42580"
"In post","2021","Ministry of Housing, Communities and Local Government","No function","Unknown","270","240","40400","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Heterosexual / straight","100","90","45960","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Analysis","Heterosexual / straight","280","270","45780","40480"
"In post","2021","Ministry of Justice","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Analysis","Undeclared","50","40","[c]","[c]"
"In post","2021","Ministry of Justice","Analysis","Unknown","60","60","41800","40480"
"In post","2021","Ministry of Justice","Commercial","Heterosexual / straight","830","810","44940","42630"
"In post","2021","Ministry of Justice","Commercial","LGBO","50","50","[c]","[c]"
"In post","2021","Ministry of Justice","Commercial","Undeclared","80","80","43790","40710"
"In post","2021","Ministry of Justice","Commercial","Unknown","90","90","40740","37920"
"In post","2021","Ministry of Justice","Communications","Heterosexual / straight","100","100","44260","39500"
"In post","2021","Ministry of Justice","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Communications","Unknown","40","30","[c]","[c]"
"In post","2021","Ministry of Justice","Digital, Data & Technology","Heterosexual / straight","690","680","44770","42000"
"In post","2021","Ministry of Justice","Digital, Data & Technology","LGBO","60","60","49710","48500"
"In post","2021","Ministry of Justice","Digital, Data & Technology","Undeclared","100","100","45670","42800"
"In post","2021","Ministry of Justice","Digital, Data & Technology","Unknown","220","220","50910","52850"
"In post","2021","Ministry of Justice","Finance","Heterosexual / straight","610","590","41510","37070"
"In post","2021","Ministry of Justice","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Finance","Undeclared","70","70","45420","40850"
"In post","2021","Ministry of Justice","Finance","Unknown","80","80","43290","40530"
"In post","2021","Ministry of Justice","Human Resources","Heterosexual / straight","770","750","41810","38000"
"In post","2021","Ministry of Justice","Human Resources","LGBO","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","Human Resources","Undeclared","80","80","41510","35380"
"In post","2021","Ministry of Justice","Human Resources","Unknown","80","80","39450","33520"
"In post","2021","Ministry of Justice","Internal Audit","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal","Heterosexual / straight","910","820","42930","43090"
"In post","2021","Ministry of Justice","Legal","LGBO","50","50","43270","39490"
"In post","2021","Ministry of Justice","Legal","Undeclared","230","210","45070","43710"
"In post","2021","Ministry of Justice","Legal","Unknown","250","230","37880","35490"
"In post","2021","Ministry of Justice","No function","Heterosexual / straight","49690","46460","28390","26300"
"In post","2021","Ministry of Justice","No function","LGBO","3200","3120","28560","26410"
"In post","2021","Ministry of Justice","No function","Undeclared","6000","5550","28660","26630"
"In post","2021","Ministry of Justice","No function","Unknown","12300","11400","27430","25790"
"In post","2021","Ministry of Justice","Project Delivery","Heterosexual / straight","520","510","40840","36800"
"In post","2021","Ministry of Justice","Project Delivery","LGBO","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","Project Delivery","Undeclared","50","50","45610","37870"
"In post","2021","Ministry of Justice","Project Delivery","Unknown","110","110","37790","36040"
"In post","2021","Ministry of Justice","Property","Heterosexual / straight","260","250","40840","35760"
"In post","2021","Ministry of Justice","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Property","Undeclared","30","30","[c]","[c]"
"In post","2021","Ministry of Justice","Property","Unknown","70","60","37300","31600"
"In post","2021","Ministry of Justice","Security","Heterosexual / straight","450","440","38390","35630"
"In post","2021","Ministry of Justice","Security","LGBO","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","Security","Undeclared","70","70","42690","40120"
"In post","2021","Ministry of Justice","Security","Unknown","120","120","40790","38160"
"In post","2021","National Crime Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data & Technology","Heterosexual / straight","200","190","41180","38490"
"In post","2021","National Crime Agency","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Heterosexual / straight","150","140","40410","38440"
"In post","2021","National Crime Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","No function","Heterosexual / straight","3530","3460","39690","37330"
"In post","2021","National Crime Agency","No function","LGBO","150","150","36550","36410"
"In post","2021","National Crime Agency","No function","Undeclared","300","290","37620","36410"
"In post","2021","National Crime Agency","No function","Unknown","740","720","41240","39820"
"In post","2021","National Crime Agency","Project Delivery","Heterosexual / straight","80","70","46170","45480"
"In post","2021","National Crime Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","No function","Heterosexual / straight","60","60","46800","39160"
"In post","2021","Northern Ireland Office","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","No function","Unknown","60","50","41200","36800"
"In post","2021","Northern Ireland Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Analysis","Heterosexual / straight","120","110","40450","35010"
"In post","2021","Office for Standards in Education","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Digital, Data & Technology","Heterosexual / straight","60","60","46380","39850"
"In post","2021","Office for Standards in Education","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","No function","Heterosexual / straight","1090","1050","52460","51360"
"In post","2021","Office for Standards in Education","No function","LGBO","90","90","53310","51360"
"In post","2021","Office for Standards in Education","No function","Undeclared","70","70","52060","51360"
"In post","2021","Office for Standards in Education","No function","Unknown","80","80","41990","42850"
"In post","2021","Office for Standards in Education","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Analysis","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Analysis","Unknown","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","Unknown","50","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","No function","Heterosexual / straight","350","340","40270","35180"
"In post","2021","Office of Gas and Electricity Markets","No function","LGBO","50","50","35260","31790"
"In post","2021","Office of Gas and Electricity Markets","No function","Undeclared","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","No function","Unknown","430","420","44010","37100"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
