"Status","Year","Ethnicity","Region_ITL3","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","North Lanarkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Norwich and East Norfolk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Norwich and East Norfolk","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Nottingham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Nottingham","Declared non-disabled","180","160","26990","25560"
"In post","2021","Black","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Orkney Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Orkney Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Oxfordshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Black","Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Perth and Kinross and Stirling","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Perth and Kinross and Stirling","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Peterborough","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Peterborough","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Peterborough","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Plymouth","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Plymouth","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Plymouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Portsmouth","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Portsmouth","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Portsmouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Powys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Powys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Redbridge and Waltham Forest","Declared disabled","30","30","[c]","[c]"
"In post","2021","Black","Redbridge and Waltham Forest","Declared non-disabled","140","130","30500","31060"
"In post","2021","Black","Redbridge and Waltham Forest","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sandwell","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sandwell","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Black","Sandwell","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Borders","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Borders","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sefton","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sefton","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sheffield","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sheffield","Declared non-disabled","110","100","26840","24890"
"In post","2021","Black","Sheffield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shetland Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shetland Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Solihull","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Solihull","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Black","Solihull","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","South and West Derbyshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South and West Derbyshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Ayrshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Ayrshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Hampshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Hampshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Lanarkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Lanarkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Teesside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Teesside","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southampton","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southampton","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southend-on-Sea","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southend-on-Sea","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southend-on-Sea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Staffordshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Staffordshire CC","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Black","Staffordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Stoke-on-Trent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Stoke-on-Trent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Suffolk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Suffolk","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Suffolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sunderland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sunderland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Swansea","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Swansea","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Swansea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Swindon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Swindon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Telford and Wrekin","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Telford and Wrekin","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Telford and Wrekin","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Thurrock","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Thurrock","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Torbay","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Torbay","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tower Hamlets","Declared disabled","60","60","37410","33790"
"In post","2021","Black","Tower Hamlets","Declared non-disabled","420","410","38300","34550"
"In post","2021","Black","Tower Hamlets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tower Hamlets","Unknown","90","90","38190","33330"
"In post","2021","Black","Tyneside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tyneside","Declared non-disabled","90","80","27460","24710"
"In post","2021","Black","Tyneside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wakefield","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wakefield","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wakefield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Walsall","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Walsall","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Walsall","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wandsworth","Declared disabled","40","30","[c]","[c]"
"In post","2021","Black","Wandsworth","Declared non-disabled","150","140","31160","31060"
"In post","2021","Black","Wandsworth","Undeclared","40","40","[c]","[c]"
"In post","2021","Black","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Warrington","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Warrington","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Warrington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Essex","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Black","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Lothian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Lothian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Northamptonshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Black","West Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Surrey","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Surrey","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Black","West Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Sussex (North East)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Sussex (North East)","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Black","West Sussex (North East)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Sussex (South West)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Sussex (South West)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Sussex (South West)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Westminster","Declared disabled","410","400","36880","34020"
"In post","2021","Black","Westminster","Declared non-disabled","2660","2610","38900","34740"
"In post","2021","Black","Westminster","Undeclared","130","120","36690","33170"
"In post","2021","Black","Westminster","Unknown","240","230","39200","36200"
"In post","2021","Black","Wiltshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wiltshire","Declared non-disabled","60","60","34250","33000"
"In post","2021","Black","Wiltshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wirral","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wirral","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wolverhampton","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wolverhampton","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Black","Wolverhampton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Worcestershire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Worcestershire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Worcestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Worcestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","York","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","York","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","York","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Aberdeen City and Aberdeenshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Aberdeen City and Aberdeenshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Angus and Dundee City","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Angus and Dundee City","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Antrim and Newtownabbey","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Antrim and Newtownabbey","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ards and North Down","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ards and North Down","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Armagh City, Banbridge and Craigavon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Armagh City, Banbridge and Craigavon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barking & Dagenham and Havering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barking & Dagenham and Havering","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barking & Dagenham and Havering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barnet","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barnet","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barnsley, Doncaster and Rotherham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barnsley, Doncaster and Rotherham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bath and North East Somerset, North Somerset and South Gloucestershire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bath and North East Somerset, North Somerset and South Gloucestershire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedford","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedford","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Belfast","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Belfast","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bexley and Greenwich","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bexley and Greenwich","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Birmingham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Birmingham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Birmingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Blackburn with Darwen","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Blackburn with Darwen","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Blackpool","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Blackpool","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bournemouth and Poole","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bournemouth and Poole","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bradford","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bradford","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Breckland and South Norfolk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Breckland and South Norfolk","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Brent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Brent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bridgend and Neath Port Talbot","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bridgend and Neath Port Talbot","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Brighton and Hove","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Brighton and Hove","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bristol, City of","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bristol, City of","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bromley","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bromley","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Buckinghamshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Buckinghamshire CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Buckinghamshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Caithness and Sutherland and Ross and Cromarty","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Caithness and Sutherland and Ross and Cromarty","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Calderdale and Kirklees","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Calderdale and Kirklees","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cambridgeshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cambridgeshire CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Camden and City of London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Camden and City of London","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Camden and City of London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cardiff and Vale of Glamorgan","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cardiff and Vale of Glamorgan","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Causeway Coast and Glens","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Causeway Coast and Glens","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Bedfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Bedfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Hampshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Hampshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire West and Chester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire West and Chester","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chorley and West Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chorley and West Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","City of Edinburgh","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","City of Edinburgh","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Clackmannanshire and Fife","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Clackmannanshire and Fife","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Conwy and Denbighshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Conwy and Denbighshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Coventry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Coventry","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Croydon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Croydon","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Chinese","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Darlington","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Darlington","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derby","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derby","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derry City and Strabane","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derry City and Strabane","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Devon CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Devon CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Dorset CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Dorset CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Dudley","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Dudley","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Dumfries and Galloway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Dumfries and Galloway","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Durham CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Durham CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Durham CC","Undeclared","[c]","[c]","[c]","[c]"
