"Status","Year","Disability","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","West Yorkshire","Legal","420","390","45130","44780"
"In post","2022","Declared non-disabled","West Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Yorkshire","Operational Delivery","7060","6480","28660","27570"
"In post","2022","Declared non-disabled","West Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Yorkshire","Other","430","380","27970","26120"
"In post","2022","Declared non-disabled","West Yorkshire","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Yorkshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Yorkshire","Policy","430","410","42440","37710"
"In post","2022","Declared non-disabled","West Yorkshire","Project Delivery","300","290","41890","37460"
"In post","2022","Declared non-disabled","West Yorkshire","Property","190","170","38900","34000"
"In post","2022","Declared non-disabled","West Yorkshire","Psychology","50","50","40040","38150"
"In post","2022","Declared non-disabled","West Yorkshire","Science and Engineering","60","50","37630","34170"
"In post","2022","Declared non-disabled","West Yorkshire","Security","90","90","40060","35680"
"In post","2022","Declared non-disabled","West Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Yorkshire","Statistics","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","West Yorkshire","Tax","970","920","35580","33370"
"In post","2022","Declared non-disabled","West Yorkshire","Unknown","320","310","38440","33080"
"In post","2022","Declared non-disabled","West Yorkshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Operational Delivery","140","130","30070","29290"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Finance","40","30","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","360","330","30860","30700"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Other","60","60","27510","26350"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Security","110","110","39600","41070"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Operational Delivery","210","190","29840","31650"
"In post","2022","Undeclared","Cheshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Operational Delivery","50","40","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Operational Delivery","70","60","28390","27120"
"In post","2022","Undeclared","Cumbria","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Operational Delivery","520","470","29100","27570"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Tax","80","80","37910","33370"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Undeclared","Devon","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Operational Delivery","250","220","27840","27130"
"In post","2022","Undeclared","Devon","Other","40","30","[c]","[c]"
"In post","2022","Undeclared","Devon","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon","Security","40","40","[c]","[c]"
"In post","2022","Undeclared","Devon","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Operational Delivery","190","170","29250","27570"
"In post","2022","Undeclared","Dorset and Somerset","Other","60","50","26830","26670"
"In post","2022","Undeclared","Dorset and Somerset","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Intelligence Analysis","40","30","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Legal","30","30","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Operational Delivery","680","610","29760","30120"
"In post","2022","Undeclared","East Anglia","Other","60","50","22380","21240"
"In post","2022","Undeclared","East Anglia","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Property","30","30","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Security","30","30","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Undeclared","East Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Operational Delivery","430","400","29490","27380"
"In post","2022","Undeclared","East Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Other","40","40","[c]","[c]"
"In post","2022","Undeclared","East Wales","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Policy","50","50","[c]","[c]"
"In post","2022","Undeclared","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Science and Engineering","100","90","29890","29470"
"In post","2022","Undeclared","East Wales","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Wales","Tax","70","60","36670","33370"
"In post","2022","Undeclared","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Operational Delivery","310","280","30410","31650"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Other","50","40","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Operational Delivery","250","230","26690","26410"
"In post","2022","Undeclared","Eastern Scotland","Other","40","30","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Tax","50","50","36990","33370"
"In post","2022","Undeclared","Eastern Scotland","Unknown","140","140","41600","39660"
"In post","2022","Undeclared","Eastern Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Operational Delivery","210","190","30180","29090"
"In post","2022","Undeclared","Essex","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","100","90","42240","41030"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","110","110","38310","39590"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","90","80","41280","38150"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","40","40","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","380","340","29000","27570"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Other","220","210","34340","32720"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","40","40","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","230","220","43510","40960"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Property","40","30","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","210","210","42240","41500"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Security","50","50","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Tax","40","40","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Digital, Data and Technology","60","60","43940","37910"
"In post","2022","Undeclared","Greater Manchester","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
