"Status","Year","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Wales","East Wales","Male","800","750","34160","28850"
"Leaver CS","2022","Wales","West Wales and The Valleys","Female","380","310","26970","22600"
"Leaver CS","2022","Wales","West Wales and The Valleys","Male","270","250","31000","27570"
"Leaver CS","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","220","190","26380","25100"
"Leaver CS","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","250","240","27250","26320"
"Leaver CS","2022","West Midlands (England)","Shropshire and Staffordshire","Female","420","360","27690","26470"
"Leaver CS","2022","West Midlands (England)","Shropshire and Staffordshire","Male","360","340","29800","27570"
"Leaver CS","2022","West Midlands (England)","West Midlands","Female","880","760","32230","27570"
"Leaver CS","2022","West Midlands (England)","West Midlands","Male","610","570","33360","27570"
"Leaver CS","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","180","150","26130","26240"
"Leaver CS","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","240","230","28370","26930"
"Leaver CS","2022","Yorkshire and The Humber","North Yorkshire","Female","200","170","29780","26670"
"Leaver CS","2022","Yorkshire and The Humber","North Yorkshire","Male","210","200","33530","29200"
"Leaver CS","2022","Yorkshire and The Humber","South Yorkshire","Female","400","340","28900","26160"
"Leaver CS","2022","Yorkshire and The Humber","South Yorkshire","Male","340","320","31920","27570"
"Leaver CS","2022","Yorkshire and The Humber","West Yorkshire","Female","1090","880","29490","27570"
"Leaver CS","2022","Yorkshire and The Humber","West Yorkshire","Male","830","720","32190","27570"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Female","110","110","26890","24000"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Male","80","80","30020","22570"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Female","60","60","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Female","230","230","44340","37580"
"Leaver Dept.","2021","London","Inner London - East","Male","230","230","45960","41010"
"Leaver Dept.","2021","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Female","2480","2250","44600","39340"
"Leaver Dept.","2021","London","Inner London - West","Male","1990","1810","44740","39420"
"Leaver Dept.","2021","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Female","130","120","39470","34400"
"Leaver Dept.","2021","London","Outer London - South","Male","110","110","38660","33960"
"Leaver Dept.","2021","London","Outer London - West and North West","Female","60","60","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Female","270","260","27240","24280"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Male","180","180","29040","27570"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Female","100","90","26130","24300"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Female","240","230","29630","27570"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Male","220","210","29380","27570"
"Leaver Dept.","2021","North West (England)","Lancashire","Female","100","90","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","Male","90","90","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Female","210","190","29260","25130"
"Leaver Dept.","2021","North West (England)","Merseyside","Male","150","140","28820","24890"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Male","70","40","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Female","120","120","31910","27570"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Male","80","80","[c]","[c]"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Female","170","160","27340","25860"
"Leaver Dept.","2021","Scotland","West Central Scotland","Male","130","130","27800","27140"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Female","110","100","31890","29200"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Male","70","70","36340","28650"
"Leaver Dept.","2021","South East (England)","Kent","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","Female","60","50","25570","21600"
"Leaver Dept.","2021","South West (England)","Devon","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","330","310","35110","31950"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","340","340","35920","32710"
"Leaver Dept.","2021","Unknown","Unknown","Female","390","380","34820","32000"
"Leaver Dept.","2021","Unknown","Unknown","Male","320","320","36500","32000"
"Leaver Dept.","2021","Wales","East Wales","Female","220","210","32270","29540"
"Leaver Dept.","2021","Wales","East Wales","Male","180","180","37180","36030"
"Leaver Dept.","2021","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Female","100","100","27430","26030"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Male","80","80","30100","26590"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Female","60","50","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Female","220","210","28280","24570"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Male","180","170","28860","24410"
"Leaver Dept.","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Female","60","60","36970","33300"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Female","90","90","33690","30830"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Male","60","60","35190","32300"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Female","190","170","31690","27570"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Male","150","140","33210","30280"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Female","320","300","33320","28590"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Male","170","170","34320","27570"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","70","60","26520","25120"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Male","40","30","[c]","[c]"
"Leaver Dept.","2022","East of England","East Anglia","Female","280","250","36550","30760"
"Leaver Dept.","2022","East of England","East Anglia","Male","170","170","40530","30610"
"Leaver Dept.","2022","East of England","Essex","Female","80","70","38710","32310"
"Leaver Dept.","2022","East of England","Essex","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","London","Inner London - East","Female","1580","1470","44530","40070"
"Leaver Dept.","2022","London","Inner London - East","Male","860","820","47460","41070"
"Leaver Dept.","2022","London","Inner London - West","Female","3380","2760","43880","38900"
"Leaver Dept.","2022","London","Inner London - West","Male","2680","2210","45610","40190"
"Leaver Dept.","2022","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - East and North East","Female","70","60","31940","31060"
"Leaver Dept.","2022","London","Outer London - East and North East","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - South","Female","200","190","37060","31330"
"Leaver Dept.","2022","London","Outer London - South","Male","150","150","38480","35050"
"Leaver Dept.","2022","London","Outer London - West and North West","Female","860","780","39420","32650"
"Leaver Dept.","2022","London","Outer London - West and North West","Male","460","430","44630","40070"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","Female","470","440","31190","27570"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","Male","310","300","33340","27570"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","Female","130","120","30310","27570"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","Male","90","80","31050","27570"
"Leaver Dept.","2022","North West (England)","Cheshire","Female","60","50","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester","Female","580","550","31850","27570"
"Leaver Dept.","2022","North West (England)","Greater Manchester","Male","420","410","34500","27570"
"Leaver Dept.","2022","North West (England)","Lancashire","Female","150","140","32720","31990"
"Leaver Dept.","2022","North West (England)","Lancashire","Male","110","110","35450","27570"
"Leaver Dept.","2022","North West (England)","Merseyside","Female","410","380","30190","27470"
"Leaver Dept.","2022","North West (England)","Merseyside","Male","280","270","31090","27370"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","Female","290","270","29380","27570"
"Leaver Dept.","2022","Scotland","Eastern Scotland","Male","190","190","29490","27570"
"Leaver Dept.","2022","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","Female","110","100","34760","32000"
"Leaver Dept.","2022","Scotland","Southern Scotland","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Scotland","West Central Scotland","Female","330","320","28790","27570"
"Leaver Dept.","2022","Scotland","West Central Scotland","Male","240","240","29000","27570"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","270","230","40730","38200"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","180","170","44920","40560"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","Female","140","130","36180","29670"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","Male","140","140","35780","31180"
"Leaver Dept.","2022","South East (England)","Kent","Female","100","100","38290","29920"
"Leaver Dept.","2022","South East (England)","Kent","Male","70","70","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","Female","110","110","38140","29870"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Devon","Female","100","90","33570","27570"
"Leaver Dept.","2022","South West (England)","Devon","Male","60","60","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","1120","1040","35230","30330"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","780","760","39720","36310"
"Leaver Dept.","2022","Unknown","Unknown","Female","420","290","36370","32000"
"Leaver Dept.","2022","Unknown","Unknown","Male","320","250","38570","32000"
"Leaver Dept.","2022","Wales","East Wales","Female","310","300","32760","28850"
"Leaver Dept.","2022","Wales","East Wales","Male","260","250","35610","30830"
"Leaver Dept.","2022","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","Female","100","100","31210","27570"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","Male","70","70","32600","27570"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","60","50","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","Female","100","90","34080","27570"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","Male","60","60","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","Female","640","600","33150","27570"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","Male","410","410","33180","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","Female","120","110","38090","34500"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","Male","100","100","39080","33150"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","Female","150","140","35740","31990"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","Male","130","130","38770","35590"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","Female","640","430","35060","30830"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","Male","480","340","36650","30590"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Female","760","730","26710","25560"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Male","550","540","28070","25560"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","510","490","24370","22920"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","370","370","24930","22850"
"New entrant CS","2021","East Midlands (England)","Lincolnshire","Female","140","130","26110","25000"
"New entrant CS","2021","East Midlands (England)","Lincolnshire","Male","150","150","27460","26350"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Female","490","470","26440","27570"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Male","330","330","27920","27850"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Female","760","730","25960","25010"
"New entrant CS","2021","East of England","East Anglia","Male","650","640","27610","26580"
"New entrant CS","2021","East of England","Essex","Female","500","480","27330","29290"
"New entrant CS","2021","East of England","Essex","Male","290","290","28120","28030"
"New entrant CS","2021","London","Inner London - East","Female","2000","1910","34280","31060"
"New entrant CS","2021","London","Inner London - East","Male","1320","1280","37140","31060"
"New entrant CS","2021","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - West","Female","4640","4570","36410","32560"
"New entrant CS","2021","London","Inner London - West","Male","3670","3650","39230","33570"
"New entrant CS","2021","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - East and North East","Female","580","560","29000","31060"
"New entrant CS","2021","London","Outer London - East and North East","Male","360","350","29110","31060"
"New entrant CS","2021","London","Outer London - South","Female","600","580","31860","31060"
"New entrant CS","2021","London","Outer London - South","Male","480","480","34540","31060"
"New entrant CS","2021","London","Outer London - West and North West","Female","870","850","30100","31060"
"New entrant CS","2021","London","Outer London - West and North West","Male","570","560","30640","31060"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Female","1340","1300","24660","21010"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Male","1220","1210","25070","21010"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Female","400","390","23480","21010"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Male","300","300","23750","22060"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cheshire","Female","360","350","27350","27570"
"New entrant CS","2021","North West (England)","Cheshire","Male","310","310","28320","27570"
"New entrant CS","2021","North West (England)","Cumbria","Female","60","60","25520","21050"
"New entrant CS","2021","North West (England)","Cumbria","Male","90","80","30220","24920"
"New entrant CS","2021","North West (England)","Greater Manchester","Female","1410","1370","27100","25560"
"New entrant CS","2021","North West (England)","Greater Manchester","Male","1270","1250","28920","26340"
"New entrant CS","2021","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","Female","680","650","23480","21010"
"New entrant CS","2021","North West (England)","Lancashire","Male","620","610","23600","21010"
"New entrant CS","2021","North West (England)","Merseyside","Female","700","680","25260","22350"
"New entrant CS","2021","North West (England)","Merseyside","Male","540","530","27320","24440"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Female","160","150","24540","20140"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Male","200","200","23870","20140"
"New entrant CS","2021","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Eastern Scotland","Female","1170","1130","28920","26160"
"New entrant CS","2021","Scotland","Eastern Scotland","Male","920","910","28830","25140"
"New entrant CS","2021","Scotland","Highlands and Islands","Female","110","100","25260","25140"
"New entrant CS","2021","Scotland","Highlands and Islands","Male","100","100","24980","21010"
"New entrant CS","2021","Scotland","North Eastern Scotland","Female","100","90","27510","26750"
"New entrant CS","2021","Scotland","North Eastern Scotland","Male","90","90","28560","27570"
"New entrant CS","2021","Scotland","Southern Scotland","Female","260","260","24190","21010"
"New entrant CS","2021","Scotland","Southern Scotland","Male","210","210","23060","20470"
"New entrant CS","2021","Scotland","West Central Scotland","Female","830","800","26680","23450"
"New entrant CS","2021","Scotland","West Central Scotland","Male","700","690","27620","23500"
"New entrant CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","680","650","27830","27570"
"New entrant CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","580","570","29820","27570"
"New entrant CS","2021","South East (England)","Hampshire and Isle of Wight","Female","1000","950","27730","26670"
"New entrant CS","2021","South East (England)","Hampshire and Isle of Wight","Male","870","850","29760","27570"
"New entrant CS","2021","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Kent","Female","630","610","26740","27850"
"New entrant CS","2021","South East (England)","Kent","Male","520","510","26700","27850"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","Female","800","760","26520","27570"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","Male","550","540","27570","27570"
"New entrant CS","2021","South West (England)","Cornwall and Isles of Scilly","Female","100","90","27090","27570"
"New entrant CS","2021","South West (England)","Cornwall and Isles of Scilly","Male","90","80","26950","26350"
"New entrant CS","2021","South West (England)","Devon","Female","540","510","25610","22350"
"New entrant CS","2021","South West (England)","Devon","Male","520","510","26960","24150"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Female","260","250","25530","22920"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Male","260","260","25710","24810"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","1710","1600","28770","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","1500","1480","32150","27570"
"New entrant CS","2021","Unknown","Unknown","Female","520","510","30920","27570"
"New entrant CS","2021","Unknown","Unknown","Male","380","370","34750","27570"
"New entrant CS","2021","Wales","East Wales","Female","1010","970","26370","23320"
"New entrant CS","2021","Wales","East Wales","Male","910","900","27250","23050"
"New entrant CS","2021","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Female","580","540","23350","21590"
"New entrant CS","2021","Wales","West Wales and The Valleys","Male","440","420","25310","21590"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","220","210","24870","22850"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","180","180","26520","22850"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Female","590","560","25200","22920"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Male","460","450","26150","24440"
"New entrant CS","2021","West Midlands (England)","West Midlands","Female","1170","1120","28160","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Male","830","820","29860","26550"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","220","210","24020","22850"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","230","220","25150","23990"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Female","300","290","29530","26370"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Male","260","250","29680","27570"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Female","580","560","26120","24060"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Male","450","450","28360","24180"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Female","1350","1300","27980","27570"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Male","1140","1130","28160","27570"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Female","1230","1150","26910","25120"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Male","910","890","27430","26310"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","670","630","24710","22510"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","390","380","25660","23140"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Female","250","240","27060","24920"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Male","200","200","26990","25710"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Female","430","420","28500","27570"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Male","310","310","29840","28140"
"New entrant CS","2022","East of England","East Anglia","Female","980","910","26460","24800"
"New entrant CS","2022","East of England","East Anglia","Male","790","770","27450","25000"
"New entrant CS","2022","East of England","Essex","Female","490","450","27560","24800"
"New entrant CS","2022","East of England","Essex","Male","280","270","28640","25890"
"New entrant CS","2022","London","Inner London - East","Female","1680","1620","36710","32000"
"New entrant CS","2022","London","Inner London - East","Male","1200","1180","38250","32330"
"New entrant CS","2022","London","Inner London - West","Female","4440","4250","36810","32940"
"New entrant CS","2022","London","Inner London - West","Male","3330","3240","39000","33650"
"New entrant CS","2022","London","Outer London - East and North East","Female","430","410","29610","29020"
"New entrant CS","2022","London","Outer London - East and North East","Male","260","260","30720","30460"
"New entrant CS","2022","London","Outer London - South","Female","690","660","32670","30600"
"New entrant CS","2022","London","Outer London - South","Male","480","470","35830","31060"
"New entrant CS","2022","London","Outer London - West and North West","Female","750","710","30710","30120"
"New entrant CS","2022","London","Outer London - West and North West","Male","520","490","31000","29260"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Female","1730","1660","25510","21300"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Male","1260","1250","27270","24880"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Female","780","760","26690","23170"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Male","440","440","27230","24430"
"New entrant CS","2022","North West (England)","Cheshire","Female","350","340","26990","23170"
"New entrant CS","2022","North West (England)","Cheshire","Male","240","230","29610","25160"
"New entrant CS","2022","North West (England)","Cumbria","Female","210","190","25280","21300"
