"Status","Year","Organisation","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","National Savings and Investments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","White","Declared non-disabled","130","120","51530","45330"
"In post","2022","National Savings and Investments","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Unknown","50","50","46420","41750"
"In post","2022","Northern Ireland Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","White","Declared non-disabled","100","100","46050","41750"
"In post","2022","Northern Ireland Office","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Asian","Declared non-disabled","90","80","41120","35010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Black","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","White","Declared disabled","130","130","47510","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","White","Declared non-disabled","1330","1280","52330","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","White","Unknown","100","100","44810","51360"
"In post","2022","Office of Gas and Electricity Markets","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Asian","Declared non-disabled","130","130","41970","35610"
"In post","2022","Office of Gas and Electricity Markets","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Black","Declared non-disabled","80","80","40700","38190"
"In post","2022","Office of Gas and Electricity Markets","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Mixed","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Declared non-disabled","90","80","44680","35400"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","White","Declared disabled","60","60","38130","33400"
"In post","2022","Office of Gas and Electricity Markets","White","Declared non-disabled","820","810","44530","37660"
"In post","2022","Office of Gas and Electricity Markets","White","Unknown","50","40","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","White","Declared non-disabled","150","140","46710","41000"
"In post","2022","Office of Qualifications and Examinations Regulation","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","White","Unknown","50","50","49390","46660"
"In post","2022","Office of Rail and Road","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","White","Declared non-disabled","230","220","57120","55430"
"In post","2022","Office of the Public Guardian","Asian","Declared disabled","30","30","[c]","[c]"
"In post","2022","Office of the Public Guardian","Asian","Declared non-disabled","340","320","22630","20970"
"In post","2022","Office of the Public Guardian","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Black","Declared non-disabled","70","70","23160","20970"
"In post","2022","Office of the Public Guardian","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Office of the Public Guardian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Unknown","Unknown","230","220","22220","20970"
"In post","2022","Office of the Public Guardian","White","Declared disabled","140","130","25960","25120"
"In post","2022","Office of the Public Guardian","White","Declared non-disabled","380","360","26340","25120"
"In post","2022","Office of the Public Guardian","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Unknown","Unknown","80","80","39400","41020"
"In post","2022","Planning Inspectorate","White","Declared disabled","50","50","33790","24310"
"In post","2022","Planning Inspectorate","White","Declared non-disabled","520","470","44900","47660"
"In post","2022","Planning Inspectorate","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","White","Unknown","60","50","45820","47660"
"In post","2022","Queen Elizabeth II Centre","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","White","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Registers of Scotland","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Unknown","Unknown","150","150","31330","28710"
"In post","2022","Registers of Scotland","White","Declared disabled","130","130","33380","30840"
"In post","2022","Registers of Scotland","White","Declared non-disabled","570","550","35210","30840"
"In post","2022","Registers of Scotland","White","Undeclared","30","30","[c]","[c]"
"In post","2022","Registers of Scotland","White","Unknown","230","210","32390","30840"
"In post","2022","Revenue Scotland","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Unknown","Unknown","1760","1760","37450","34160"
"In post","2022","Royal Fleet Auxiliary","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Asian","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Rural Payments Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Undeclared","Declared non-disabled","60","50","27000","26180"
"In post","2022","Rural Payments Agency","Undeclared","Undeclared","30","30","[c]","[c]"
"In post","2022","Rural Payments Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Unknown","Declared non-disabled","880","840","24370","21300"
"In post","2022","Rural Payments Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","White","Declared disabled","180","160","26410","24920"
"In post","2022","Rural Payments Agency","White","Declared non-disabled","1290","1170","27160","24920"
"In post","2022","Rural Payments Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
