"Status","Year","Sex","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Welsh Government","Asian","30","30","[c]","[c]"
"In post","2022","Male","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government","Undeclared","150","140","44320","41980"
"In post","2022","Male","Welsh Government","Unknown","100","90","43500","38160"
"In post","2022","Male","Welsh Government","White","2100","2040","43790","38160"
"In post","2022","Unknown","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","White","150","130","45620","50600"
"Leaver CS","2021","Female","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","Unknown","100","90","43890","32430"
"Leaver CS","2021","Female","Cabinet Office","White","60","50","45690","38640"
"Leaver CS","2021","Female","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Unknown","80","70","32640","25380"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","White","110","100","39560","33990"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","White","120","110","46280","40860"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Unknown","270","250","32000","26230"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","Unknown","60","60","24420","21590"
"Leaver CS","2021","Female","Department for Transport","White","210","160","25890","21590"
"Leaver CS","2021","Female","Department for Work and Pensions","Asian","140","110","25350","25110"
"Leaver CS","2021","Female","Department for Work and Pensions","Black","70","70","26550","25110"
"Leaver CS","2021","Female","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Work and Pensions","Mixed","40","30","[c]","[c]"
"Leaver CS","2021","Female","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Work and Pensions","Undeclared","100","70","25840","26120"
"Leaver CS","2021","Female","Department for Work and Pensions","Unknown","500","460","27110","27570"
"Leaver CS","2021","Female","Department for Work and Pensions","White","1960","1530","26310","26120"
"Leaver CS","2021","Female","Department of Health and Social Care","Asian","80","80","33550","27150"
"Leaver CS","2021","Female","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care","Undeclared","50","40","31980","33710"
"Leaver CS","2021","Female","Department of Health and Social Care","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care","White","370","310","39480","33190"
"Leaver CS","2021","Female","ESTYN","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","White","80","40","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","White","120","90","30500","27130"
"Leaver CS","2021","Female","HM Revenue and Customs","Asian","160","130","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Black","40","40","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Undeclared","160","130","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Unknown","810","690","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","White","2240","1770","28260","26000"
"Leaver CS","2021","Female","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","White","40","30","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Asian","60","50","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Black","30","30","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Female","Home Office","White","440","350","28740","24890"
"Leaver CS","2021","Female","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence","Unknown","150","140","30450","27510"
"Leaver CS","2021","Female","Ministry of Defence","White","900","810","29530","26340"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","White","50","40","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice","Asian","90","80","23900","22030"
"Leaver CS","2021","Female","Ministry of Justice","Black","100","90","26590","23500"
"Leaver CS","2021","Female","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice","Mixed","60","50","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice","Unknown","760","720","23940","19930"
"Leaver CS","2021","Female","Ministry of Justice","White","1880","1630","25400","20100"
"Leaver CS","2021","Female","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","White","50","40","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","White","70","60","50870","51360"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Unknown","180","160","31360","25980"
"Leaver CS","2021","Female","Scottish Government","White","230","200","36220","30160"
"Leaver CS","2021","Female","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","White","80","70","30500","23520"
"Leaver CS","2021","Female","Wales Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","White","70","60","40840","36500"
"Leaver CS","2021","Male","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
