"Status","Year","Region_ITL2","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Inner London - East","Department for Levelling Up, Housing and Communities","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Department for Transport","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Department for Transport","Lewisham and Southwark","100","80","33030","33390"
"In post","2022","Inner London - East","Department for Work and Pensions","Hackney and Newham","1210","1100","29080","31060"
"In post","2022","Inner London - East","Department for Work and Pensions","Haringey and Islington","420","390","30780","31060"
"In post","2022","Inner London - East","Department for Work and Pensions","Lambeth","470","450","31060","31060"
"In post","2022","Inner London - East","Department for Work and Pensions","Lewisham and Southwark","370","360","30820","31060"
"In post","2022","Inner London - East","Department for Work and Pensions","Tower Hamlets","390","360","36610","31060"
"In post","2022","Inner London - East","Department of Health and Social Care","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Department of Health and Social Care","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Department of Health and Social Care","Lambeth","840","790","48660","40300"
"In post","2022","Inner London - East","Department of Health and Social Care","Lewisham and Southwark","60","60","50650","40070"
"In post","2022","Inner London - East","Department of Health and Social Care","Tower Hamlets","780","750","49980","42250"
"In post","2022","Inner London - East","Food Standards Agency","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Food Standards Agency","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Food Standards Agency","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Food Standards Agency","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Food Standards Agency","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","HM Revenue and Customs","Hackney and Newham","4800","4580","43100","37930"
"In post","2022","Inner London - East","HM Revenue and Customs","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","HM Revenue and Customs","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","HM Revenue and Customs","Tower Hamlets","550","530","48440","43810"
"In post","2022","Inner London - East","Home Office","Hackney and Newham","150","140","31930","30460"
"In post","2022","Inner London - East","Home Office","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Home Office","Lambeth","70","60","50030","44030"
"In post","2022","Inner London - East","Home Office","Lewisham and Southwark","200","200","34200","29080"
"In post","2022","Inner London - East","Home Office","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Ministry of Defence","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Ministry of Defence","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Ministry of Defence","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Ministry of Defence","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Ministry of Defence","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Ministry of Justice","Hackney and Newham","150","140","30380","27980"
"In post","2022","Inner London - East","Ministry of Justice","Haringey and Islington","1110","1060","32520","32040"
"In post","2022","Inner London - East","Ministry of Justice","Lambeth","500","490","35950","33550"
"In post","2022","Inner London - East","Ministry of Justice","Lewisham and Southwark","610","590","34340","32090"
"In post","2022","Inner London - East","Ministry of Justice","Tower Hamlets","1490","1440","43020","41750"
"In post","2022","Inner London - East","National Crime Agency","Lambeth","1520","1490","44870","40170"
"In post","2022","Inner London - East","Office for Standards in Education, Children's Services and Skills","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Office for Standards in Education, Children's Services and Skills","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Office for Standards in Education, Children's Services and Skills","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Office for Standards in Education, Children's Services and Skills","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Office of Gas and Electricity Markets","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Office of Gas and Electricity Markets","Tower Hamlets","740","730","48640","43860"
"In post","2022","Inner London - East","Office of Rail and Road","Tower Hamlets","210","200","55810","55430"
"In post","2022","Inner London - West","Attorney General's Departments","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Attorney General's Departments","Westminster","4660","4380","50300","51250"
"In post","2022","Inner London - West","Cabinet Office","Camden and City of London","70","70","56280","54700"
"In post","2022","Inner London - West","Cabinet Office","Westminster","5400","5340","49590","40600"
"In post","2022","Inner London - West","Chancellor's other departments","Camden and City of London","210","200","65470","57250"
"In post","2022","Inner London - West","Chancellor's other departments","Westminster","150","150","53320","47940"
"In post","2022","Inner London - West","Charity Commission","Westminster","80","80","44120","37910"
"In post","2022","Inner London - West","Department for Business, Energy and Industrial Strategy","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Department for Business, Energy and Industrial Strategy","Westminster","5540","5420","49460","52300"
"In post","2022","Inner London - West","Department for Digital, Culture, Media and Sport","Westminster","1780","1750","47680","51730"
"In post","2022","Inner London - West","Department for Education","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Department for Education","Westminster","2440","2350","50260","53420"
"In post","2022","Inner London - West","Department for Environment, Food and Rural Affairs","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Department for Environment, Food and Rural Affairs","Westminster","2790","2710","44610","39420"
"In post","2022","Inner London - West","Department for International Trade","Westminster","2500","2480","46310","41260"
"In post","2022","Inner London - West","Department for Levelling Up, Housing and Communities","Westminster","2250","2210","48490","53130"
"In post","2022","Inner London - West","Department for Transport","Westminster","2930","2870","50110","46710"
"In post","2022","Inner London - West","Department for Work and Pensions","Camden and City of London","100","90","31180","31060"
"In post","2022","Inner London - West","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","200","190","31060","31060"
"In post","2022","Inner London - West","Department for Work and Pensions","Wandsworth","180","160","29170","31060"
"In post","2022","Inner London - West","Department for Work and Pensions","Westminster","2370","2280","45520","39960"
"In post","2022","Inner London - West","Department of Health and Social Care","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Department of Health and Social Care","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Department of Health and Social Care","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Department of Health and Social Care","Westminster","3360","3270","48920","45000"
"In post","2022","Inner London - West","Food Standards Agency","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Food Standards Agency","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Food Standards Agency","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Food Standards Agency","Westminster","150","140","45020","40960"
"In post","2022","Inner London - West","Foreign, Commonwealth and Development Office","Westminster","4060","3960","50150","47730"
"In post","2022","Inner London - West","HM Revenue and Customs","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","HM Revenue and Customs","Westminster","1190","1150","58220","62120"
"In post","2022","Inner London - West","HM Treasury","Camden and City of London","160","160","56820","52360"
"In post","2022","Inner London - West","HM Treasury","Westminster","2140","2090","48720","52500"
"In post","2022","Inner London - West","Home Office","Camden and City of London","300","280","35750","31520"
"In post","2022","Inner London - West","Home Office","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Home Office","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Home Office","Westminster","4230","4120","48430","42310"
"In post","2022","Inner London - West","Ministry of Defence","Camden and City of London","140","140","35870","33680"
"In post","2022","Inner London - West","Ministry of Defence","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Ministry of Defence","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Ministry of Defence","Westminster","2990","2940","46150","44500"
"In post","2022","Inner London - West","Ministry of Justice","Camden and City of London","1000","960","29550","24310"
"In post","2022","Inner London - West","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","640","610","33500","33550"
"In post","2022","Inner London - West","Ministry of Justice","Wandsworth","750","720","33210","32400"
"In post","2022","Inner London - West","Ministry of Justice","Westminster","4580","4460","44310","41750"
"In post","2022","Inner London - West","Northern Ireland Office","Westminster","90","80","51790","47580"
"In post","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Westminster","190","190","48230","42850"
"In post","2022","Inner London - West","Office of the Secretary of State for Scotland","Westminster","40","40","[c]","[c]"
"In post","2022","Inner London - West","Office of the Secretary of State for Wales","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Scottish Government","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","UK Export Finance","Westminster","470","470","53170","49000"
"In post","2022","Inner London - West","UK Statistics Authority","Westminster","340","330","45480","39840"
"In post","2022","Inner London - West","UK Supreme Court","Westminster","50","50","38660","31960"
"In post","2022","Inner London - West","Water Services Regulation Authority","Camden and City of London","80","80","65430","63240"
"In post","2022","Inner London - West","Welsh Government","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Attorney General's Departments","East Kent","130","120","39440","30110"
"In post","2022","Kent","Attorney General's Departments","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Attorney General's Departments","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Attorney General's Departments","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Attorney General's Departments","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Cabinet Office","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Cabinet Office","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Cabinet Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Business, Energy and Industrial Strategy","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Business, Energy and Industrial Strategy","Medway","50","50","27460","25010"
"In post","2022","Kent","Department for Business, Energy and Industrial Strategy","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Business, Energy and Industrial Strategy","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Education","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Education","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Education","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Education","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Education","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Environment, Food and Rural Affairs","East Kent","40","40","[c]","[c]"
"In post","2022","Kent","Department for Environment, Food and Rural Affairs","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Environment, Food and Rural Affairs","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Environment, Food and Rural Affairs","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Levelling Up, Housing and Communities","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Levelling Up, Housing and Communities","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Levelling Up, Housing and Communities","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Transport","East Kent","120","110","30860","29730"
"In post","2022","Kent","Department for Transport","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Transport","Medway","30","30","[c]","[c]"
"In post","2022","Kent","Department for Transport","Mid Kent","40","40","[c]","[c]"
"In post","2022","Kent","Department for Transport","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Work and Pensions","East Kent","1000","930","28190","29290"
"In post","2022","Kent","Department for Work and Pensions","Kent Thames Gateway","270","250","29580","29290"
"In post","2022","Kent","Department for Work and Pensions","Medway","230","210","30000","29290"
"In post","2022","Kent","Department for Work and Pensions","Mid Kent","190","180","31160","29290"
"In post","2022","Kent","Department for Work and Pensions","West Kent","70","60","29880","29290"
"In post","2022","Kent","Department of Health and Social Care","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department of Health and Social Care","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department of Health and Social Care","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department of Health and Social Care","Mid Kent","40","30","[c]","[c]"
"In post","2022","Kent","Department of Health and Social Care","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Food Standards Agency","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Food Standards Agency","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Food Standards Agency","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Food Standards Agency","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Food Standards Agency","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","HM Revenue and Customs","East Kent","250","230","32160","28920"
"In post","2022","Kent","HM Revenue and Customs","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","HM Treasury","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Home Office","East Kent","2500","2300","27390","25310"
"In post","2022","Kent","Home Office","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Home Office","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Home Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Ministry of Defence","East Kent","110","110","27400","25000"
"In post","2022","Kent","Ministry of Defence","Medway","100","90","27130","22330"
"In post","2022","Kent","Ministry of Defence","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Ministry of Defence","West Kent","170","160","40140","40760"
"In post","2022","Kent","Ministry of Justice","East Kent","210","190","28560","25190"
"In post","2022","Kent","Ministry of Justice","Kent Thames Gateway","1310","1240","30300","30700"
"In post","2022","Kent","Ministry of Justice","Medway","900","860","30310","28710"
"In post","2022","Kent","Ministry of Justice","Mid Kent","580","540","29480","27380"
"In post","2022","Kent","Ministry of Justice","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","National Crime Agency","East Kent","70","70","37000","35470"
"In post","2022","Kent","National Crime Agency","Medway","130","120","42500","41860"
"In post","2022","Kent","National Crime Agency","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Office for Standards in Education, Children's Services and Skills","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Office for Standards in Education, Children's Services and Skills","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Office for Standards in Education, Children's Services and Skills","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Office for Standards in Education, Children's Services and Skills","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Office for Standards in Education, Children's Services and Skills","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent","UK Export Finance","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Attorney General's Departments","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Attorney General's Departments","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Attorney General's Departments","Mid Lancashire","180","170","39820","38000"
"In post","2022","Lancashire","Cabinet Office","Blackpool","40","40","[c]","[c]"
"In post","2022","Lancashire","Cabinet Office","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chancellor's other departments","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Business, Energy and Industrial Strategy","Blackpool","40","40","[c]","[c]"
"In post","2022","Lancashire","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Business, Energy and Industrial Strategy","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Education","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Education","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Education","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Education","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Education","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Environment, Food and Rural Affairs","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Environment, Food and Rural Affairs","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Environment, Food and Rural Affairs","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Environment, Food and Rural Affairs","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Environment, Food and Rural Affairs","Mid Lancashire","140","130","32400","27860"
"In post","2022","Lancashire","Department for Levelling Up, Housing and Communities","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Levelling Up, Housing and Communities","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Levelling Up, Housing and Communities","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Levelling Up, Housing and Communities","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Transport","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Transport","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Transport","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Transport","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Transport","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Transport","Mid Lancashire","50","50","[c]","[c]"
"In post","2022","Lancashire","Department for Work and Pensions","Blackburn with Darwen","320","280","26680","27570"
"In post","2022","Lancashire","Department for Work and Pensions","Blackpool","5300","4880","29690","27570"
"In post","2022","Lancashire","Department for Work and Pensions","Chorley and West Lancashire","110","100","27770","27570"
"In post","2022","Lancashire","Department for Work and Pensions","East Lancashire","330","300","26110","27570"
"In post","2022","Lancashire","Department for Work and Pensions","Lancaster and Wyre","240","230","25430","27570"
"In post","2022","Lancashire","Department for Work and Pensions","Mid Lancashire","1800","1610","24130","21260"
"In post","2022","Lancashire","Department of Health and Social Care","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department of Health and Social Care","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department of Health and Social Care","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department of Health and Social Care","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department of Health and Social Care","Mid Lancashire","50","50","42990","36570"
"In post","2022","Lancashire","Estyn","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Food Standards Agency","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Food Standards Agency","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Food Standards Agency","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Food Standards Agency","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","HM Land Registry","Mid Lancashire","430","390","29700","27130"
"In post","2022","Lancashire","HM Revenue and Customs","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","HM Revenue and Customs","Mid Lancashire","1730","1530","29560","26590"
"In post","2022","Lancashire","HM Treasury","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Home Office","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Home Office","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Home Office","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Ministry of Defence","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Ministry of Defence","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Ministry of Defence","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Ministry of Defence","Lancaster and Wyre","430","400","29680","26670"
"In post","2022","Lancashire","Ministry of Defence","Mid Lancashire","160","150","29380","25770"
"In post","2022","Lancashire","Ministry of Justice","Blackburn with Darwen","130","120","27920","24800"
"In post","2022","Lancashire","Ministry of Justice","Blackpool","150","140","28900","25120"
"In post","2022","Lancashire","Ministry of Justice","Chorley and West Lancashire","1220","1130","29520","27120"
"In post","2022","Lancashire","Ministry of Justice","East Lancashire","170","160","27480","24800"
"In post","2022","Lancashire","Ministry of Justice","Lancaster and Wyre","370","340","29080","27120"
"In post","2022","Lancashire","Ministry of Justice","Mid Lancashire","1060","970","30230","27380"
"In post","2022","Lancashire","National Crime Agency","Chorley and West Lancashire","70","70","37480","36410"
"In post","2022","Lancashire","National Crime Agency","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office of Gas and Electricity Markets","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Scottish Government","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Scottish Government","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Welsh Government","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","Leicester","140","120","39460","38000"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Cabinet Office","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Cabinet Office","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Education","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Education","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Levelling Up, Housing and Communities","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Levelling Up, Housing and Communities","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Levelling Up, Housing and Communities","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Transport","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Transport","Leicestershire CC and Rutland","100","100","33850","27930"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Transport","North Northamptonshire","30","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Transport","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","Leicester","900","790","24940","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","Leicestershire CC and Rutland","150","130","28230","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","North Northamptonshire","430","380","24800","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","West Northamptonshire","210","200","27560","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Land Registry","Leicester","310","290","29280","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","Leicester","250","230","29450","26820"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Treasury","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Home Office","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Home Office","Leicestershire CC and Rutland","220","210","28570","26170"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Home Office","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","Leicestershire CC and Rutland","180","170","25440","21270"
