"Status","Year","Region_ITL3","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mid Kent","Unknown","Declared non-disabled","90","80","30940","28200"
"In post","2022","Mid Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Mid Lancashire","AA/AO","Declared disabled","370","320","21790","21260"
"In post","2022","Mid Lancashire","AA/AO","Declared non-disabled","1640","1440","22000","21260"
"In post","2022","Mid Lancashire","AA/AO","Undeclared","200","180","22940","21260"
"In post","2022","Mid Lancashire","AA/AO","Unknown","440","390","21800","21260"
"In post","2022","Mid Lancashire","EO","Declared disabled","230","210","27300","27570"
"In post","2022","Mid Lancashire","EO","Declared non-disabled","930","850","27490","27570"
"In post","2022","Mid Lancashire","EO","Undeclared","80","70","28330","27570"
"In post","2022","Mid Lancashire","EO","Unknown","170","160","27090","27130"
"In post","2022","Mid Lancashire","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","G6/G7","Declared non-disabled","250","240","58510","55210"
"In post","2022","Mid Lancashire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","G6/G7","Unknown","50","50","55510","55210"
"In post","2022","Mid Lancashire","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","SEO/HEO","Declared disabled","130","120","35530","33840"
"In post","2022","Mid Lancashire","SEO/HEO","Declared non-disabled","690","650","36940","35170"
"In post","2022","Mid Lancashire","SEO/HEO","Undeclared","80","80","37290","36010"
"In post","2022","Mid Lancashire","SEO/HEO","Unknown","80","80","36060","33680"
"In post","2022","Mid Lancashire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Unknown","Declared non-disabled","140","130","30940","28880"
"In post","2022","Mid Lancashire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Unknown","Unknown","50","50","28220","25890"
"In post","2022","Mid Ulster","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","AA/AO","Declared disabled","80","70","25080","25000"
"In post","2022","Milton Keynes","AA/AO","Declared non-disabled","560","540","25440","25000"
"In post","2022","Milton Keynes","AA/AO","Undeclared","40","40","[c]","[c]"
"In post","2022","Milton Keynes","AA/AO","Unknown","110","110","24780","21790"
"In post","2022","Milton Keynes","EO","Declared disabled","70","70","28690","27570"
"In post","2022","Milton Keynes","EO","Declared non-disabled","400","380","28610","27570"
"In post","2022","Milton Keynes","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","Milton Keynes","EO","Unknown","40","40","[c]","[c]"
"In post","2022","Milton Keynes","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","G6/G7","Declared non-disabled","160","140","61690","57820"
"In post","2022","Milton Keynes","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","SEO/HEO","Declared disabled","50","50","37980","36490"
"In post","2022","Milton Keynes","SEO/HEO","Declared non-disabled","440","420","39590","38760"
"In post","2022","Milton Keynes","SEO/HEO","Undeclared","40","30","[c]","[c]"
"In post","2022","Milton Keynes","SEO/HEO","Unknown","40","30","[c]","[c]"
"In post","2022","Milton Keynes","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Unknown","Declared non-disabled","100","100","25100","24080"
"In post","2022","Milton Keynes","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","AA/AO","Declared disabled","90","80","21230","20970"
"In post","2022","Monmouthshire and Newport","AA/AO","Declared non-disabled","690","600","21750","21260"
"In post","2022","Monmouthshire and Newport","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2022","Monmouthshire and Newport","AA/AO","Unknown","290","270","20770","20350"
"In post","2022","Monmouthshire and Newport","EO","Declared disabled","120","110","26080","25570"
"In post","2022","Monmouthshire and Newport","EO","Declared non-disabled","810","730","26320","25930"
"In post","2022","Monmouthshire and Newport","EO","Undeclared","40","40","[c]","[c]"
"In post","2022","Monmouthshire and Newport","EO","Unknown","350","330","24920","24030"
"In post","2022","Monmouthshire and Newport","G6/G7","Declared disabled","60","60","54750","51210"
"In post","2022","Monmouthshire and Newport","G6/G7","Declared non-disabled","760","730","56840","57940"
"In post","2022","Monmouthshire and Newport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","G6/G7","Unknown","280","270","54800","51210"
"In post","2022","Monmouthshire and Newport","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","SCS","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Monmouthshire and Newport","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","SEO/HEO","Declared disabled","220","210","35480","35280"
"In post","2022","Monmouthshire and Newport","SEO/HEO","Declared non-disabled","1340","1270","36060","36840"
"In post","2022","Monmouthshire and Newport","SEO/HEO","Undeclared","40","40","[c]","[c]"
"In post","2022","Monmouthshire and Newport","SEO/HEO","Unknown","760","740","35060","36840"
"In post","2022","Monmouthshire and Newport","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Unknown","Declared non-disabled","90","80","29670","29480"
"In post","2022","Monmouthshire and Newport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","AA/AO","Declared non-disabled","60","60","21860","21260"
"In post","2022","Na h-Eileanan Siar","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","EO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","EO","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","SEO/HEO","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","AA/AO","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Newry, Mourne and Down","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","EO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","AA/AO","Declared non-disabled","210","170","21130","21260"
"In post","2022","North and North East Lincolnshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","AA/AO","Unknown","40","40","[c]","[c]"
"In post","2022","North and North East Lincolnshire","EO","Declared disabled","40","40","[c]","[c]"
"In post","2022","North and North East Lincolnshire","EO","Declared non-disabled","260","230","27250","27570"
"In post","2022","North and North East Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","SEO/HEO","Declared non-disabled","70","60","33740","31990"
"In post","2022","North and North East Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Unknown","Declared non-disabled","90","80","29980","26870"
"In post","2022","North and North East Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","AA/AO","Declared disabled","50","50","25400","25210"
"In post","2022","North and West Norfolk","AA/AO","Declared non-disabled","360","340","24060","21380"
"In post","2022","North and West Norfolk","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","AA/AO","Unknown","60","50","24790","21170"
"In post","2022","North and West Norfolk","EO","Declared disabled","30","30","[c]","[c]"
"In post","2022","North and West Norfolk","EO","Declared non-disabled","150","140","28230","27570"
"In post","2022","North and West Norfolk","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","SEO/HEO","Declared non-disabled","140","130","36200","34290"
"In post","2022","North and West Norfolk","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","Unknown","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","North and West Norfolk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","AA/AO","Declared non-disabled","200","180","21850","21170"
"In post","2022","North Hampshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","EO","Declared disabled","40","30","[c]","[c]"
"In post","2022","North Hampshire","EO","Declared non-disabled","180","170","27350","27570"
"In post","2022","North Hampshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","EO","Unknown","30","30","[c]","[c]"
"In post","2022","North Hampshire","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","G6/G7","Declared non-disabled","80","80","70290","74990"
"In post","2022","North Hampshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","SEO/HEO","Declared disabled","30","30","[c]","[c]"
"In post","2022","North Hampshire","SEO/HEO","Declared non-disabled","210","200","37340","33930"
"In post","2022","North Hampshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","SEO/HEO","Unknown","40","40","[c]","[c]"
"In post","2022","North Hampshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","Unknown","Declared non-disabled","50","50","29390","24450"
"In post","2022","North Hampshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Lanarkshire","AA/AO","Declared disabled","150","120","21620","21260"
"In post","2022","North Lanarkshire","AA/AO","Declared non-disabled","820","680","21350","21260"
"In post","2022","North Lanarkshire","AA/AO","Undeclared","50","40","[c]","[c]"
"In post","2022","North Lanarkshire","AA/AO","Unknown","360","320","22520","21640"
"In post","2022","North Lanarkshire","EO","Declared disabled","80","70","28850","27570"
"In post","2022","North Lanarkshire","EO","Declared non-disabled","510","460","27280","27570"
"In post","2022","North Lanarkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Lanarkshire","EO","Unknown","260","250","31950","35000"
"In post","2022","North Lanarkshire","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Lanarkshire","G6/G7","Declared non-disabled","60","60","58730","55210"
"In post","2022","North Lanarkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Lanarkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Lanarkshire","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Lanarkshire","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Lanarkshire","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"In post","2022","North Lanarkshire","SEO/HEO","Declared non-disabled","320","310","36300","33370"
"In post","2022","North Lanarkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Lanarkshire","SEO/HEO","Unknown","90","80","38320","40180"
"In post","2022","North Northamptonshire","AA/AO","Declared disabled","40","30","[c]","[c]"
"In post","2022","North Northamptonshire","AA/AO","Declared non-disabled","170","140","21460","21260"
"In post","2022","North Northamptonshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","AA/AO","Unknown","30","30","[c]","[c]"
"In post","2022","North Northamptonshire","EO","Declared disabled","40","40","[c]","[c]"
"In post","2022","North Northamptonshire","EO","Declared non-disabled","140","130","27710","27570"
"In post","2022","North Northamptonshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","Unknown","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","North Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","AA/AO","Declared disabled","40","30","[c]","[c]"
"In post","2022","North Nottinghamshire","AA/AO","Declared non-disabled","260","250","24390","23960"
"In post","2022","North Nottinghamshire","AA/AO","Undeclared","50","40","[c]","[c]"
"In post","2022","North Nottinghamshire","AA/AO","Unknown","70","70","23360","23140"
"In post","2022","North Nottinghamshire","EO","Declared disabled","70","70","27310","27570"
"In post","2022","North Nottinghamshire","EO","Declared non-disabled","210","190","27820","27570"
"In post","2022","North Nottinghamshire","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","North Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","G6/G7","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","North Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","SEO/HEO","Declared non-disabled","130","120","40230","38160"
"In post","2022","North Nottinghamshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Unknown","Declared non-disabled","70","70","29380","28200"
"In post","2022","North Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","North Yorkshire CC","AA/AO","Declared disabled","50","50","21690","21170"
"In post","2022","North Yorkshire CC","AA/AO","Declared non-disabled","520","490","22980","21170"
"In post","2022","North Yorkshire CC","AA/AO","Undeclared","70","60","25280","21170"
"In post","2022","North Yorkshire CC","AA/AO","Unknown","130","130","24860","21170"
"In post","2022","North Yorkshire CC","EO","Declared disabled","50","50","27340","27570"
"In post","2022","North Yorkshire CC","EO","Declared non-disabled","360","330","27990","27570"
"In post","2022","North Yorkshire CC","EO","Undeclared","40","40","[c]","[c]"
"In post","2022","North Yorkshire CC","EO","Unknown","60","60","28130","27570"
"In post","2022","North Yorkshire CC","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","G6/G7","Declared non-disabled","120","110","63300","59750"
"In post","2022","North Yorkshire CC","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"In post","2022","North Yorkshire CC","SEO/HEO","Declared non-disabled","330","320","36280","35300"
"In post","2022","North Yorkshire CC","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","North Yorkshire CC","SEO/HEO","Unknown","60","60","37760","36460"
"In post","2022","North Yorkshire CC","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Unknown","Declared non-disabled","70","60","30040","28200"
"In post","2022","North Yorkshire CC","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","AA/AO","Declared non-disabled","70","60","21030","21170"
"In post","2022","Northumberland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","EO","Declared disabled","30","30","[c]","[c]"
"In post","2022","Northumberland","EO","Declared non-disabled","160","140","27390","27570"
"In post","2022","Northumberland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","SEO/HEO","Declared non-disabled","60","50","36190","35310"
"In post","2022","Northumberland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Unknown","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Northumberland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","AA/AO","Declared disabled","70","70","22280","21260"
"In post","2022","Norwich and East Norfolk","AA/AO","Declared non-disabled","470","420","22610","21260"
"In post","2022","Norwich and East Norfolk","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2022","Norwich and East Norfolk","AA/AO","Unknown","50","40","[c]","[c]"
"In post","2022","Norwich and East Norfolk","EO","Declared disabled","100","90","27340","27570"
"In post","2022","Norwich and East Norfolk","EO","Declared non-disabled","430","380","27570","27570"
"In post","2022","Norwich and East Norfolk","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","EO","Unknown","30","30","[c]","[c]"
"In post","2022","Norwich and East Norfolk","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","G6/G7","Declared non-disabled","80","70","56050","53430"
"In post","2022","Norwich and East Norfolk","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","G6/G7","Unknown","40","40","[c]","[c]"
"In post","2022","Norwich and East Norfolk","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","SEO/HEO","Declared disabled","50","50","36540","34690"
"In post","2022","Norwich and East Norfolk","SEO/HEO","Declared non-disabled","220","210","36550","34290"
"In post","2022","Norwich and East Norfolk","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","SEO/HEO","Unknown","80","70","34800","34230"
"In post","2022","Norwich and East Norfolk","Unknown","Declared disabled","40","30","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Unknown","Declared non-disabled","180","170","26230","24090"
"In post","2022","Norwich and East Norfolk","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Unknown","Unknown","60","50","24690","24270"
"In post","2022","Nottingham","AA/AO","Declared disabled","280","250","22150","21260"
"In post","2022","Nottingham","AA/AO","Declared non-disabled","1250","1140","22170","21260"
"In post","2022","Nottingham","AA/AO","Undeclared","90","80","22230","21250"
"In post","2022","Nottingham","AA/AO","Unknown","530","490","21750","21250"
"In post","2022","Nottingham","EO","Declared disabled","290","270","26790","27000"
"In post","2022","Nottingham","EO","Declared non-disabled","1440","1330","26900","26820"
"In post","2022","Nottingham","EO","Undeclared","130","120","26870","26820"
"In post","2022","Nottingham","EO","Unknown","500","480","26760","26820"
"In post","2022","Nottingham","G6/G7","Declared disabled","90","90","56220","55210"
"In post","2022","Nottingham","G6/G7","Declared non-disabled","730","700","56820","55210"
"In post","2022","Nottingham","G6/G7","Undeclared","50","50","[c]","[c]"
"In post","2022","Nottingham","G6/G7","Unknown","170","170","56580","55210"
"In post","2022","Nottingham","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","SCS","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Nottingham","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","SEO/HEO","Declared disabled","320","300","35460","33680"
"In post","2022","Nottingham","SEO/HEO","Declared non-disabled","1910","1810","35740","33430"
"In post","2022","Nottingham","SEO/HEO","Undeclared","170","160","36360","33840"
"In post","2022","Nottingham","SEO/HEO","Unknown","580","570","34880","33370"
"In post","2022","Nottingham","Unknown","Declared disabled","70","60","29080","28200"
"In post","2022","Nottingham","Unknown","Declared non-disabled","130","120","28500","26650"
"In post","2022","Nottingham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","Unknown","Unknown","50","50","28490","24800"
"In post","2022","Orkney Islands","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","EO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
