"Status","Year","Ethnicity","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Declared non-disabled","140","140","37190","34770"
"In post","2022","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Declared non-disabled","80","80","38790","35010"
"In post","2022","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Declared disabled","60","50","28570","27570"
"In post","2022","Black","Counter Fraud","Declared non-disabled","240","220","29030","27570"
"In post","2022","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data and Technology","Declared disabled","50","50","[c]","[c]"
"In post","2022","Black","Digital, Data and Technology","Declared non-disabled","470","470","39940","36920"
"In post","2022","Black","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data and Technology","Unknown","70","70","39630","37210"
"In post","2022","Black","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Economics","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Declared disabled","30","30","[c]","[c]"
"In post","2022","Black","Finance","Declared non-disabled","360","350","40300","37930"
"In post","2022","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","40","30","[c]","[c]"
"In post","2022","Black","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Declared disabled","50","40","[c]","[c]"
"In post","2022","Black","Human Resources","Declared non-disabled","260","250","36310","34100"
"In post","2022","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Intelligence Analysis","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Black","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","International Trade","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Black","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Knowledge and Information Management","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Black","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Declared disabled","50","50","49300","52040"
"In post","2022","Black","Legal","Declared non-disabled","370","360","49600","50500"
"In post","2022","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Unknown","50","50","42840","38000"
"In post","2022","Black","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Operational Delivery","Declared disabled","1270","1180","29940","28930"
"In post","2022","Black","Operational Delivery","Declared non-disabled","7420","7050","29390","28350"
"In post","2022","Black","Operational Delivery","Undeclared","510","480","30610","29750"
"In post","2022","Black","Operational Delivery","Unknown","400","380","31170","28030"
"In post","2022","Black","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Other","Declared disabled","90","90","29630","29540"
"In post","2022","Black","Other","Declared non-disabled","640","620","30250","29230"
"In post","2022","Black","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Other","Unknown","50","50","32080","28100"
"In post","2022","Black","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Policy","Declared disabled","160","160","38930","35070"
"In post","2022","Black","Policy","Declared non-disabled","950","940","40430","36710"
"In post","2022","Black","Policy","Undeclared","60","60","35620","33570"
"In post","2022","Black","Policy","Unknown","130","130","42650","38780"
"In post","2022","Black","Project Delivery","Declared disabled","50","50","37730","34060"
"In post","2022","Black","Project Delivery","Declared non-disabled","460","450","40230","37830"
"In post","2022","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","40","40","[c]","[c]"
"In post","2022","Black","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Declared non-disabled","120","120","37460","34410"
"In post","2022","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Science and Engineering","Declared non-disabled","210","210","37290","36330"
"In post","2022","Black","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Science and Engineering","Unknown","40","40","[c]","[c]"
"In post","2022","Black","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Declared non-disabled","100","100","32840","30480"
"In post","2022","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Statistics","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Tax","Declared disabled","50","50","34490","33440"
"In post","2022","Black","Tax","Declared non-disabled","450","440","32670","33080"
"In post","2022","Black","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Tax","Unknown","60","60","33350","33080"
"In post","2022","Black","Unknown","Declared disabled","70","70","40480","37300"
"In post","2022","Black","Unknown","Declared non-disabled","490","480","39040","34610"
"In post","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","50","50","[c]","[c]"
"In post","2022","Black","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Declared non-disabled","80","70","37550","36150"
"In post","2022","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Declared non-disabled","80","80","43800","40900"
"In post","2022","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Declared non-disabled","80","70","29810","27570"
"In post","2022","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data and Technology","Declared disabled","30","30","[c]","[c]"
"In post","2022","Mixed","Digital, Data and Technology","Declared non-disabled","220","210","41670","40040"
"In post","2022","Mixed","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"In post","2022","Mixed","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Economics","Declared non-disabled","60","60","42460","40650"
"In post","2022","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Declared non-disabled","150","150","41760","38330"
"In post","2022","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Declared disabled","40","40","[c]","[c]"
"In post","2022","Mixed","Human Resources","Declared non-disabled","150","150","40330","37640"
"In post","2022","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Intelligence Analysis","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","International Trade","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Declared disabled","40","30","[c]","[c]"
"In post","2022","Mixed","Legal","Declared non-disabled","220","210","50960","51470"
"In post","2022","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Unknown","30","30","[c]","[c]"
"In post","2022","Mixed","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Operational Delivery","Declared disabled","750","690","28920","27570"
"In post","2022","Mixed","Operational Delivery","Declared non-disabled","3130","2950","29300","27570"
"In post","2022","Mixed","Operational Delivery","Undeclared","230","220","29260","27570"
"In post","2022","Mixed","Operational Delivery","Unknown","270","250","31950","28920"
"In post","2022","Mixed","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Other","Declared disabled","80","70","28480","26250"
"In post","2022","Mixed","Other","Declared non-disabled","310","300","32000","27570"
"In post","2022","Mixed","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Other","Unknown","40","40","[c]","[c]"
"In post","2022","Mixed","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Policy","Declared disabled","130","130","41980","39710"
"In post","2022","Mixed","Policy","Declared non-disabled","780","760","46610","42550"
"In post","2022","Mixed","Policy","Undeclared","60","60","44280","38630"
"In post","2022","Mixed","Policy","Unknown","110","110","45810","45250"
"In post","2022","Mixed","Project Delivery","Declared disabled","30","30","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Declared non-disabled","220","210","42240","40030"
"In post","2022","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Declared non-disabled","70","60","35310","33060"
"In post","2022","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Psychology","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Mixed","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Science and Engineering","Declared non-disabled","180","180","37250","34150"
"In post","2022","Mixed","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Declared non-disabled","60","60","35830","35680"
"In post","2022","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tax","Declared disabled","40","30","[c]","[c]"
"In post","2022","Mixed","Tax","Declared non-disabled","230","220","35690","33370"
"In post","2022","Mixed","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Declared disabled","90","90","39820","34550"
"In post","2022","Mixed","Unknown","Declared non-disabled","360","350","43530","37610"
"In post","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","50","40","[c]","[c]"
"In post","2022","Mixed","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","Declared non-disabled","80","70","42500","37200"
"In post","2022","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Declared non-disabled","70","60","54060","53060"
"In post","2022","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","Declared disabled","200","190","30790","29790"
"In post","2022","Other ethnicity","Operational Delivery","Declared non-disabled","910","850","29970","27570"
"In post","2022","Other ethnicity","Operational Delivery","Undeclared","70","70","29440","28590"
"In post","2022","Other ethnicity","Operational Delivery","Unknown","80","80","31730","28880"
"In post","2022","Other ethnicity","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Declared non-disabled","80","70","33630","28660"
"In post","2022","Other ethnicity","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Declared disabled","50","50","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Declared non-disabled","230","220","46410","41950"
"In post","2022","Other ethnicity","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Unknown","40","30","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Declared non-disabled","50","50","43340","40050"
"In post","2022","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Declared non-disabled","60","50","38720","37420"
"In post","2022","Other ethnicity","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Declared non-disabled","70","60","34970","33080"
"In post","2022","Other ethnicity","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Declared non-disabled","90","90","41780","40350"
"In post","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Declared non-disabled","90","90","39730","37220"
"In post","2022","Undeclared","Commercial","Undeclared","90","90","42360","41140"
"In post","2022","Undeclared","Commercial","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Undeclared","Communications","Undeclared","40","30","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Declared disabled","50","40","28310","27570"
"In post","2022","Undeclared","Counter Fraud","Declared non-disabled","260","230","29030","27570"
"In post","2022","Undeclared","Counter Fraud","Undeclared","70","70","28430","27570"
"In post","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Declared disabled","70","70","40910","37630"
