"Status","Year","Sexual_orientation","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","South West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Department of Health and Social Care","150","140","48650","41490"
"Leaver Dept.","2022","Unknown","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Cabinet Office","180","180","37420","32000"
"Leaver Dept.","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","UK Statistics Authority","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Department for Work and Pensions","50","50","26730","27570"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Department of Health and Social Care","70","60","49680","38940"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","HM Revenue and Customs","80","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Department for Work and Pensions","60","60","33510","27570"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Department of Health and Social Care","50","50","45820","40600"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Department for Transport","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Department for Work and Pensions","660","640","25980","27570"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Department of Health and Social Care","60","50","32520","28590"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","HM Revenue and Customs","110","100","30170","25560"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Ministry of Defence","150","140","28320","21890"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Ministry of Justice","420","410","22330","22850"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Attorney General's Departments","50","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Department for Work and Pensions","1030","1000","27320","27570"
"New entrant CS","2021","Heterosexual / straight","East of England","Department of Health and Social Care","120","110","35830","31370"
"New entrant CS","2021","Heterosexual / straight","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Ministry of Defence","230","220","28170","26350"
"New entrant CS","2021","Heterosexual / straight","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Ministry of Justice","500","490","23240","22850"
"New entrant CS","2021","Heterosexual / straight","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East of England","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","Attorney General's Departments","350","340","40150","43920"
"New entrant CS","2021","Heterosexual / straight","London","Cabinet Office","430","420","40050","34550"
"New entrant CS","2021","Heterosexual / straight","London","Chancellor's other departments","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","Competition and Markets Authority","60","60","50430","53530"
"New entrant CS","2021","Heterosexual / straight","London","Department for Business, Energy and Industrial Strategy","450","440","38600","33570"
"New entrant CS","2021","Heterosexual / straight","London","Department for Digital, Culture, Media and Sport","250","250","38530","34020"
"New entrant CS","2021","Heterosexual / straight","London","Department for Education","110","100","41460","36660"
"New entrant CS","2021","Heterosexual / straight","London","Department for Environment, Food and Rural Affairs","310","310","36600","32560"
"New entrant CS","2021","Heterosexual / straight","London","Department for International Trade","170","170","35720","31800"
"New entrant CS","2021","Heterosexual / straight","London","Department for Transport","260","260","37310","34710"
"New entrant CS","2021","Heterosexual / straight","London","Department for Work and Pensions","2510","2470","30410","31060"
"New entrant CS","2021","Heterosexual / straight","London","Department of Health and Social Care","960","870","38320","32790"
"New entrant CS","2021","Heterosexual / straight","London","Food Standards Agency","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","HM Revenue and Customs","120","120","34090","29570"
"New entrant CS","2021","Heterosexual / straight","London","HM Treasury","290","290","33710","28500"
"New entrant CS","2021","Heterosexual / straight","London","Home Office","260","250","40400","35050"
"New entrant CS","2021","Heterosexual / straight","London","Ministry of Defence","180","180","33310","30200"
"New entrant CS","2021","Heterosexual / straight","London","Ministry of Housing, Communities and Local Government","150","140","40350","33210"
"New entrant CS","2021","Heterosexual / straight","London","Ministry of Justice","940","940","30130","26810"
"New entrant CS","2021","Heterosexual / straight","London","National Crime Agency","250","240","37980","37390"
"New entrant CS","2021","Heterosexual / straight","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","Office for Standards in Education","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","Office of Gas and Electricity Markets","100","100","40020","33400"
"New entrant CS","2021","Heterosexual / straight","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","The National Archives","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","UK Export Finance","70","70","47110","46500"
"New entrant CS","2021","Heterosexual / straight","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","United Kingdom Statistics Authority","160","160","38210","32540"
"New entrant CS","2021","Heterosexual / straight","London","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Department for Education","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Department for Work and Pensions","1090","1080","23930","21010"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Department of Health and Social Care","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","HM Revenue and Customs","370","370","24490","25560"
"New entrant CS","2021","Heterosexual / straight","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Ministry of Justice","190","180","22380","22850"
"New entrant CS","2021","Heterosexual / straight","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Attorney General's Departments","70","70","36210","38000"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Department for Education","90","90","33790","29360"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Department for Environment, Food and Rural Affairs","80","70","31870","29180"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Department for Work and Pensions","1920","1900","25620","26370"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Department of Health and Social Care","150","130","28490","23140"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","HM Revenue and Customs","260","250","25900","20570"
"New entrant CS","2021","Heterosexual / straight","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Home Office","110","110","28510","24880"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Ministry of Defence","110","110","27040","21920"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Ministry of Justice","380","360","22980","22850"
"New entrant CS","2021","Heterosexual / straight","North West (England)","National Crime Agency","180","180","31340","30640"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Office for Standards in Education","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Other Cabinet Office Agencies","60","60","37780","34800"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","HM Revenue and Customs","70","70","21980","20140"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Department for Work and Pensions","770","750","24720","27570"
"New entrant CS","2021","Heterosexual / straight","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","HM Revenue and Customs","190","190","22330","20140"
"New entrant CS","2021","Heterosexual / straight","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Ministry of Defence","170","170","26690","20920"
"New entrant CS","2021","Heterosexual / straight","Scotland","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Office of Gas and Electricity Markets","120","120","30110","25000"
"New entrant CS","2021","Heterosexual / straight","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Scottish Government","800","770","29750","26160"
"New entrant CS","2021","Heterosexual / straight","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Attorney General's Departments","90","80","33890","26970"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Department for Environment, Food and Rural Affairs","120","120","34540","27960"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Department for Transport","100","100","34970","30730"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Department for Work and Pensions","1570","1530","26930","27570"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Department of Health and Social Care","80","70","35980","30460"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South East (England)","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Home Office","70","70","25060","24880"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Ministry of Defence","650","630","30530","26350"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Ministry of Justice","640","620","24400","24020"
"New entrant CS","2021","Heterosexual / straight","South East (England)","National Crime Agency","60","60","32130","32770"
"New entrant CS","2021","Heterosexual / straight","South East (England)","United Kingdom Statistics Authority","220","210","28850","29540"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Department for Environment, Food and Rural Affairs","180","170","30820","29180"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Department for Work and Pensions","870","840","25500","27570"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Department of Health and Social Care","290","260","31130","28590"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","HM Land Registry","60","60","26050","22350"
"New entrant CS","2021","Heterosexual / straight","South West (England)","HM Revenue and Customs","60","60","25520","20880"
"New entrant CS","2021","Heterosexual / straight","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Ministry of Defence","1210","1170","31750","27570"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Ministry of Housing, Communities and Local Government","80","70","31580","26960"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Ministry of Justice","330","320","22520","22850"
"New entrant CS","2021","Heterosexual / straight","South West (England)","National Crime Agency","100","90","33460","32770"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Cabinet Office","60","50","36790","34550"
"New entrant CS","2021","Heterosexual / straight","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Department for Work and Pensions","230","230","28420","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Department for Business, Energy and Industrial Strategy","80","70","34800","32560"
"New entrant CS","2021","Heterosexual / straight","Wales","Department for Environment, Food and Rural Affairs","50","50","22940","21050"
"New entrant CS","2021","Heterosexual / straight","Wales","Department for Transport","180","170","25730","21590"
"New entrant CS","2021","Heterosexual / straight","Wales","Department for Work and Pensions","480","470","24620","27570"
"New entrant CS","2021","Heterosexual / straight","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","HM Revenue and Customs","120","110","22390","20140"
"New entrant CS","2021","Heterosexual / straight","Wales","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Ministry of Justice","200","200","22570","22850"
"New entrant CS","2021","Heterosexual / straight","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","United Kingdom Statistics Authority","260","250","30670","29540"
"New entrant CS","2021","Heterosexual / straight","Wales","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Welsh Government","150","140","28380","25030"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Attorney General's Departments","50","50","36460","38000"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
