"Status","Year","Responsibility_level","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","Declared non-disabled","Counter Fraud","1140","970","22480","21260"
"In post","2022","AA/AO","Declared non-disabled","Digital, Data and Technology","420","400","21850","21380"
"In post","2022","AA/AO","Declared non-disabled","Economics","60","60","22100","21250"
"In post","2022","AA/AO","Declared non-disabled","Finance","630","570","21930","21380"
"In post","2022","AA/AO","Declared non-disabled","Geography","40","40","[c]","[c]"
"In post","2022","AA/AO","Declared non-disabled","Human Resources","800","730","21960","21380"
"In post","2022","AA/AO","Declared non-disabled","Intelligence Analysis","90","80","23450","21960"
"In post","2022","AA/AO","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Declared non-disabled","Knowledge and Information Management","250","230","22360","21380"
"In post","2022","AA/AO","Declared non-disabled","Legal","150","130","22370","22080"
"In post","2022","AA/AO","Declared non-disabled","Medicine","210","190","23540","23280"
"In post","2022","AA/AO","Declared non-disabled","Operational Delivery","65850","58550","22920","21410"
"In post","2022","AA/AO","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Declared non-disabled","Other","7190","6660","21280","21260"
"In post","2022","AA/AO","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Declared non-disabled","Policy","440","420","23880","24340"
"In post","2022","AA/AO","Declared non-disabled","Project Delivery","320","270","21980","21260"
"In post","2022","AA/AO","Declared non-disabled","Property","600","560","20480","21170"
"In post","2022","AA/AO","Declared non-disabled","Psychology","50","40","[c]","[c]"
"In post","2022","AA/AO","Declared non-disabled","Science and Engineering","790","770","21630","21800"
"In post","2022","AA/AO","Declared non-disabled","Security","3400","3320","26140","21960"
"In post","2022","AA/AO","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Declared non-disabled","Tax","1550","1450","21380","21250"
"In post","2022","AA/AO","Declared non-disabled","Unknown","2530","2400","23250","22810"
"In post","2022","AA/AO","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Counter Fraud","50","50","22730","22720"
"In post","2022","AA/AO","Undeclared","Digital, Data and Technology","50","40","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Finance","40","40","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Human Resources","70","60","21750","21380"
"In post","2022","AA/AO","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Operational Delivery","7010","6200","24910","22020"
"In post","2022","AA/AO","Undeclared","Other","700","660","21190","21260"
"In post","2022","AA/AO","Undeclared","Policy","40","30","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Property","70","60","20500","21170"
"In post","2022","AA/AO","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Science and Engineering","60","60","22530","22750"
"In post","2022","AA/AO","Undeclared","Security","420","410","27980","22710"
"In post","2022","AA/AO","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Tax","70","70","21350","21250"
"In post","2022","AA/AO","Undeclared","Unknown","110","100","22300","21260"
"In post","2022","AA/AO","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Commercial","90","80","23440","22560"
"In post","2022","AA/AO","Unknown","Communications","50","50","[c]","[c]"
"In post","2022","AA/AO","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Counter Fraud","60","50","22640","22740"
"In post","2022","AA/AO","Unknown","Digital, Data and Technology","140","140","22290","21290"
"In post","2022","AA/AO","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Finance","200","170","22170","21250"
"In post","2022","AA/AO","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Human Resources","220","200","22130","21380"
"In post","2022","AA/AO","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Knowledge and Information Management","50","40","[c]","[c]"
"In post","2022","AA/AO","Unknown","Legal","70","60","22460","22080"
"In post","2022","AA/AO","Unknown","Medicine","120","110","21090","20330"
"In post","2022","AA/AO","Unknown","Operational Delivery","17960","16500","22810","21790"
"In post","2022","AA/AO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Other","1380","1300","22040","21260"
"In post","2022","AA/AO","Unknown","Policy","100","100","22720","22090"
"In post","2022","AA/AO","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2022","AA/AO","Unknown","Property","240","220","19240","19010"
"In post","2022","AA/AO","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Science and Engineering","140","130","22130","22310"
"In post","2022","AA/AO","Unknown","Security","1430","1410","28860","25540"
"In post","2022","AA/AO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Statistics","40","40","[c]","[c]"
"In post","2022","AA/AO","Unknown","Tax","1580","1470","21310","21250"
"In post","2022","AA/AO","Unknown","Unknown","1750","1640","22980","22140"
"In post","2022","AA/AO","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Commercial","100","90","26850","26670"
"In post","2022","EO","Declared disabled","Communications","70","60","27960","27380"
"In post","2022","EO","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Counter Fraud","570","510","28150","27570"
"In post","2022","EO","Declared disabled","Digital, Data and Technology","390","370","27530","27570"
"In post","2022","EO","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Finance","250","230","26880","26670"
"In post","2022","EO","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Human Resources","210","190","27900","27570"
"In post","2022","EO","Declared disabled","Intelligence Analysis","150","140","28060","27380"
"In post","2022","EO","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Knowledge and Information Management","70","70","28100","27570"
"In post","2022","EO","Declared disabled","Legal","130","120","28310","27130"
"In post","2022","EO","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Operational Delivery","11240","10070","28080","27570"
"In post","2022","EO","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Other","1210","1120","27420","27570"
"In post","2022","EO","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Policy","330","320","28240","27850"
"In post","2022","EO","Declared disabled","Project Delivery","150","140","27060","26820"
"In post","2022","EO","Declared disabled","Property","130","120","27270","26880"
"In post","2022","EO","Declared disabled","Psychology","40","40","[c]","[c]"
"In post","2022","EO","Declared disabled","Science and Engineering","180","170","26270","26370"
"In post","2022","EO","Declared disabled","Security","120","120","31890","28240"
"In post","2022","EO","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Statistics","30","30","[c]","[c]"
"In post","2022","EO","Declared disabled","Tax","350","320","27760","26820"
"In post","2022","EO","Declared disabled","Unknown","510","480","28030","27500"
"In post","2022","EO","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Commercial","570","540","26290","26350"
"In post","2022","EO","Declared non-disabled","Communications","340","320","27830","27360"
"In post","2022","EO","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Counter Fraud","2730","2450","28170","27570"
"In post","2022","EO","Declared non-disabled","Digital, Data and Technology","2170","2060","27690","27570"
"In post","2022","EO","Declared non-disabled","Economics","80","80","27110","27680"
"In post","2022","EO","Declared non-disabled","Finance","1620","1540","26980","26670"
"In post","2022","EO","Declared non-disabled","Geography","90","80","27460","26740"
"In post","2022","EO","Declared non-disabled","Human Resources","1090","1010","27250","26900"
"In post","2022","EO","Declared non-disabled","Intelligence Analysis","1150","1080","27630","27370"
"In post","2022","EO","Declared non-disabled","Internal Audit","30","30","[c]","[c]"
"In post","2022","EO","Declared non-disabled","International Trade","60","50","27620","26820"
"In post","2022","EO","Declared non-disabled","Knowledge and Information Management","420","390","27700","27570"
"In post","2022","EO","Declared non-disabled","Legal","1110","1060","28370","26970"
"In post","2022","EO","Declared non-disabled","Medicine","210","180","32010","31530"
"In post","2022","EO","Declared non-disabled","Operational Delivery","57420","52530","27890","27570"
"In post","2022","EO","Declared non-disabled","Operational Research","30","30","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Other","6090","5770","27130","27570"
"In post","2022","EO","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Policy","1730","1670","28320","28310"
"In post","2022","EO","Declared non-disabled","Project Delivery","980","920","26820","26750"
"In post","2022","EO","Declared non-disabled","Property","990","920","27430","26950"
"In post","2022","EO","Declared non-disabled","Psychology","280","280","26480","26590"
"In post","2022","EO","Declared non-disabled","Science and Engineering","1400","1360","26170","26370"
"In post","2022","EO","Declared non-disabled","Security","710","690","33230","29200"
"In post","2022","EO","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Statistics","160","160","28160","28310"
"In post","2022","EO","Declared non-disabled","Tax","2650","2500","27360","26820"
"In post","2022","EO","Declared non-disabled","Unknown","3080","2990","28240","27500"
"In post","2022","EO","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Commercial","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Counter Fraud","190","170","28120","27570"
"In post","2022","EO","Undeclared","Digital, Data and Technology","200","190","28030","27130"
"In post","2022","EO","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Finance","140","130","27320","26860"
"In post","2022","EO","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Human Resources","80","80","27990","27570"
"In post","2022","EO","Undeclared","Intelligence Analysis","140","130","28350","27380"
"In post","2022","EO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Legal","90","80","28460","27130"
"In post","2022","EO","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Operational Delivery","4480","4160","28790","27570"
"In post","2022","EO","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Other","500","480","27290","27570"
"In post","2022","EO","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Policy","120","120","28360","28110"
"In post","2022","EO","Undeclared","Project Delivery","70","60","27360","26780"
"In post","2022","EO","Undeclared","Property","120","110","27660","27000"
"In post","2022","EO","Undeclared","Psychology","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Science and Engineering","120","120","28190","28150"
"In post","2022","EO","Undeclared","Security","110","100","36710","40190"
"In post","2022","EO","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Tax","190","180","28050","26820"
"In post","2022","EO","Undeclared","Unknown","120","120","27660","27230"
"In post","2022","EO","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Commercial","190","190","26590","26350"
"In post","2022","EO","Unknown","Communications","170","160","27530","27270"
"In post","2022","EO","Unknown","Counter Fraud","120","120","27750","27570"
"In post","2022","EO","Unknown","Digital, Data and Technology","710","700","27940","27460"
"In post","2022","EO","Unknown","Economics","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Finance","370","360","26640","26590"
"In post","2022","EO","Unknown","Geography","50","40","[c]","[c]"
"In post","2022","EO","Unknown","Human Resources","360","340","27390","26930"
"In post","2022","EO","Unknown","Intelligence Analysis","150","150","27240","26670"
"In post","2022","EO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","International Trade","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Knowledge and Information Management","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Legal","540","520","28290","26820"
"In post","2022","EO","Unknown","Medicine","70","60","31380","31530"
"In post","2022","EO","Unknown","Operational Delivery","12100","11510","29170","27570"
"In post","2022","EO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Other","960","920","27490","27570"
"In post","2022","EO","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Policy","570","560","27360","27500"
"In post","2022","EO","Unknown","Project Delivery","210","200","27180","26820"
"In post","2022","EO","Unknown","Property","310","300","26710","26350"
"In post","2022","EO","Unknown","Psychology","60","60","30310","31700"
"In post","2022","EO","Unknown","Science and Engineering","280","270","25090","26020"
"In post","2022","EO","Unknown","Security","120","110","35730","32260"
"In post","2022","EO","Unknown","Social Research","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Statistics","50","50","27800","28310"
"In post","2022","EO","Unknown","Tax","1610","1540","27290","26820"
"In post","2022","EO","Unknown","Unknown","1720","1670","27930","27230"
"In post","2022","EO","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Commercial","90","80","57270","54520"
"In post","2022","G6/G7","Declared disabled","Communications","70","60","56990","55210"
"In post","2022","G6/G7","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Digital, Data and Technology","410","390","58030","55860"
"In post","2022","G6/G7","Declared disabled","Economics","50","50","61160","58910"
"In post","2022","G6/G7","Declared disabled","Finance","220","210","57770","55500"
"In post","2022","G6/G7","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Human Resources","280","270","57940","56040"
"In post","2022","G6/G7","Declared disabled","Inspector of Education and Training","40","40","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","International Trade","50","50","57410","54650"
"In post","2022","G6/G7","Declared disabled","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Legal","540","490","59470","57400"
"In post","2022","G6/G7","Declared disabled","Medicine","40","40","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Operational Delivery","610","590","58400","55210"
"In post","2022","G6/G7","Declared disabled","Operational Research","40","30","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Other","140","140","58250","56730"
"In post","2022","G6/G7","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Policy","1100","1060","57970","55620"
"In post","2022","G6/G7","Declared disabled","Project Delivery","370","360","57540","55210"
"In post","2022","G6/G7","Declared disabled","Property","120","120","57910","56460"
"In post","2022","G6/G7","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Science and Engineering","150","140","54700","53750"
"In post","2022","G6/G7","Declared disabled","Security","40","40","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Social Research","30","30","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Statistics","70","60","59500","59770"
"In post","2022","G6/G7","Declared disabled","Tax","260","250","58950","55210"
"In post","2022","G6/G7","Declared disabled","Unknown","580","570","59950","57570"
"In post","2022","G6/G7","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared non-disabled","Commercial","810","780","58270","55390"
"In post","2022","G6/G7","Declared non-disabled","Communications","680","650","58790","57430"
"In post","2022","G6/G7","Declared non-disabled","Corporate Finance","40","40","[c]","[c]"
"In post","2022","G6/G7","Declared non-disabled","Counter Fraud","110","110","59990","58700"
"In post","2022","G6/G7","Declared non-disabled","Digital, Data and Technology","3760","3700","58510","57020"
"In post","2022","G6/G7","Declared non-disabled","Economics","650","620","60130","57830"
"In post","2022","G6/G7","Declared non-disabled","Finance","1970","1920","59150","57540"
"In post","2022","G6/G7","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared non-disabled","Human Resources","1490","1440","58050","56800"
"In post","2022","G6/G7","Declared non-disabled","Inspector of Education and Training","490","480","75580","75500"
"In post","2022","G6/G7","Declared non-disabled","Intelligence Analysis","170","160","59330","58230"
"In post","2022","G6/G7","Declared non-disabled","Internal Audit","150","150","58040","56490"
"In post","2022","G6/G7","Declared non-disabled","International Trade","370","370","56580","54500"
"In post","2022","G6/G7","Declared non-disabled","Knowledge and Information Management","220","210","57790","56120"
"In post","2022","G6/G7","Declared non-disabled","Legal","4450","4110","59660","58590"
"In post","2022","G6/G7","Declared non-disabled","Medicine","470","400","74060","75970"
"In post","2022","G6/G7","Declared non-disabled","Operational Delivery","5560","5420","58600","55300"
"In post","2022","G6/G7","Declared non-disabled","Operational Research","410","390","55190","54460"
"In post","2022","G6/G7","Declared non-disabled","Other","1470","1420","60510","57460"
"In post","2022","G6/G7","Declared non-disabled","Planning","60","60","58160","57110"
"In post","2022","G6/G7","Declared non-disabled","Planning Inspectors","260","230","57120","58810"
"In post","2022","G6/G7","Declared non-disabled","Policy","9150","8850","58340","57200"
"In post","2022","G6/G7","Declared non-disabled","Project Delivery","3490","3400","57590","55210"
"In post","2022","G6/G7","Declared non-disabled","Property","1110","1080","58680","57600"
"In post","2022","G6/G7","Declared non-disabled","Psychology","100","90","65650","65520"
"In post","2022","G6/G7","Declared non-disabled","Science and Engineering","2420","2310","55470","54410"
"In post","2022","G6/G7","Declared non-disabled","Security","350","350","59540","58240"
"In post","2022","G6/G7","Declared non-disabled","Social Research","280","260","58130","57460"
"In post","2022","G6/G7","Declared non-disabled","Statistics","570","550","58490","59100"
"In post","2022","G6/G7","Declared non-disabled","Tax","2100","2010","59570","55210"
"In post","2022","G6/G7","Declared non-disabled","Unknown","4440","4310","61200","60640"
"In post","2022","G6/G7","Declared non-disabled","Veterinarian","100","100","54910","54340"
"In post","2022","G6/G7","Undeclared","Commercial","80","70","61000","58120"
"In post","2022","G6/G7","Undeclared","Communications","40","40","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Digital, Data and Technology","260","250","59570","57680"
"In post","2022","G6/G7","Undeclared","Economics","40","40","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Finance","130","130","60140","58680"
"In post","2022","G6/G7","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Human Resources","80","80","57820","56750"
"In post","2022","G6/G7","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Legal","190","180","62680","63730"
"In post","2022","G6/G7","Undeclared","Medicine","30","20","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Operational Delivery","320","310","60690","57540"
"In post","2022","G6/G7","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Other","70","60","58250","57230"
"In post","2022","G6/G7","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Policy","690","670","58200","56040"
"In post","2022","G6/G7","Undeclared","Project Delivery","220","210","57830","55210"
"In post","2022","G6/G7","Undeclared","Property","90","90","59580","58250"
"In post","2022","G6/G7","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Science and Engineering","90","80","58320","57230"
"In post","2022","G6/G7","Undeclared","Security","40","40","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Tax","230","220","59550","55210"
"In post","2022","G6/G7","Undeclared","Unknown","200","190","60330","58600"
"In post","2022","G6/G7","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Commercial","260","250","56430","53360"
"In post","2022","G6/G7","Unknown","Communications","310","300","58480","56440"
"In post","2022","G6/G7","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Counter Fraud","30","30","[c]","[c]"
"In post","2022","G6/G7","Unknown","Digital, Data and Technology","1180","1160","58730","57070"
"In post","2022","G6/G7","Unknown","Economics","170","170","59000","55800"
"In post","2022","G6/G7","Unknown","Finance","420","410","57970","55210"
"In post","2022","G6/G7","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Human Resources","240","240","58280","57290"
"In post","2022","G6/G7","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","International Trade","230","230","55240","51970"
"In post","2022","G6/G7","Unknown","Knowledge and Information Management","50","50","[c]","[c]"
"In post","2022","G6/G7","Unknown","Legal","1090","1020","57900","55610"
"In post","2022","G6/G7","Unknown","Medicine","220","190","71600","75870"
"In post","2022","G6/G7","Unknown","Operational Delivery","1550","1510","58730","55370"
"In post","2022","G6/G7","Unknown","Operational Research","30","30","[c]","[c]"
"In post","2022","G6/G7","Unknown","Other","400","380","59550","56540"
"In post","2022","G6/G7","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Planning Inspectors","70","60","56070","58810"
"In post","2022","G6/G7","Unknown","Policy","2180","2130","57630","55210"
"In post","2022","G6/G7","Unknown","Project Delivery","670","660","57870","55210"
"In post","2022","G6/G7","Unknown","Property","200","190","56660","54850"
"In post","2022","G6/G7","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Science and Engineering","480","450","58600","55420"
"In post","2022","G6/G7","Unknown","Security","90","90","57860","55210"
"In post","2022","G6/G7","Unknown","Social Research","50","50","55830","54290"
"In post","2022","G6/G7","Unknown","Statistics","110","110","55090","53360"
"In post","2022","G6/G7","Unknown","Tax","410","390","59120","55210"
"In post","2022","G6/G7","Unknown","Unknown","2880","2820","62940","62170"
"In post","2022","G6/G7","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Human Resources","40","40","[c]","[c]"
"In post","2022","SCS","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Legal","30","30","[c]","[c]"
"In post","2022","SCS","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Operational Delivery","60","60","93770","85850"
"In post","2022","SCS","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Other","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Policy","130","120","87470","78000"
"In post","2022","SCS","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared disabled","Unknown","80","70","88380","78970"
"In post","2022","SCS","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Commercial","70","70","88710","81130"
"In post","2022","SCS","Declared non-disabled","Communications","80","80","87450","81040"
"In post","2022","SCS","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Digital, Data and Technology","200","200","91170","85000"
"In post","2022","SCS","Declared non-disabled","Economics","80","70","92130","81390"
"In post","2022","SCS","Declared non-disabled","Finance","250","240","88620","80680"
"In post","2022","SCS","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Human Resources","160","160","86670","79480"
"In post","2022","SCS","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
