"Status","Year","Region_ITL3","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","North Northamptonshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Declared disabled","40-49","40","40","[c]","[c]"
"In post","2022","North Nottinghamshire","Declared disabled","50-59","60","60","30960","27570"
"In post","2022","North Nottinghamshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Declared non-disabled","20-29","100","100","25530","25650"
"In post","2022","North Nottinghamshire","Declared non-disabled","30-39","170","160","29820","27570"
"In post","2022","North Nottinghamshire","Declared non-disabled","40-49","150","140","33460","27570"
"In post","2022","North Nottinghamshire","Declared non-disabled","50-59","210","200","31950","27570"
"In post","2022","North Nottinghamshire","Declared non-disabled","60-64","60","50","30840","27570"
"In post","2022","North Nottinghamshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Undeclared","50-59","40","30","[c]","[c]"
"In post","2022","North Nottinghamshire","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Unknown","20-29","50","50","[c]","[c]"
"In post","2022","North Nottinghamshire","Unknown","30-39","30","30","[c]","[c]"
"In post","2022","North Nottinghamshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Declared disabled","40-49","30","30","[c]","[c]"
"In post","2022","North Yorkshire CC","Declared disabled","50-59","90","80","29660","27570"
"In post","2022","North Yorkshire CC","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Declared non-disabled","20-29","100","100","26300","25460"
"In post","2022","North Yorkshire CC","Declared non-disabled","30-39","190","180","31480","29570"
"In post","2022","North Yorkshire CC","Declared non-disabled","40-49","310","290","32800","28870"
"In post","2022","North Yorkshire CC","Declared non-disabled","50-59","580","560","32020","27570"
"In post","2022","North Yorkshire CC","Declared non-disabled","60-64","170","150","30100","26670"
"In post","2022","North Yorkshire CC","Declared non-disabled","65+","50","40","29840","25130"
"In post","2022","North Yorkshire CC","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Undeclared","40-49","30","30","[c]","[c]"
"In post","2022","North Yorkshire CC","Undeclared","50-59","70","70","31810","29290"
"In post","2022","North Yorkshire CC","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","Unknown","20-29","40","40","[c]","[c]"
"In post","2022","North Yorkshire CC","Unknown","30-39","50","50","[c]","[c]"
"In post","2022","North Yorkshire CC","Unknown","40-49","60","60","35730","30380"
"In post","2022","North Yorkshire CC","Unknown","50-59","80","80","32270","29920"
"In post","2022","North Yorkshire CC","Unknown","60-64","40","30","[c]","[c]"
"In post","2022","North Yorkshire CC","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Declared non-disabled","20-29","30","30","[c]","[c]"
"In post","2022","Northumberland","Declared non-disabled","30-39","50","50","28620","27570"
"In post","2022","Northumberland","Declared non-disabled","40-49","100","90","32880","27570"
"In post","2022","Northumberland","Declared non-disabled","50-59","120","110","29350","27570"
"In post","2022","Northumberland","Declared non-disabled","60-64","40","30","[c]","[c]"
"In post","2022","Northumberland","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Declared disabled","20-29","40","40","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Declared disabled","30-39","30","30","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Declared disabled","40-49","70","70","30350","27570"
"In post","2022","Norwich and East Norfolk","Declared disabled","50-59","100","90","28160","27570"
"In post","2022","Norwich and East Norfolk","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Declared non-disabled","20-29","170","160","24620","23170"
"In post","2022","Norwich and East Norfolk","Declared non-disabled","30-39","270","250","27830","25830"
"In post","2022","Norwich and East Norfolk","Declared non-disabled","40-49","350","320","31210","27570"
"In post","2022","Norwich and East Norfolk","Declared non-disabled","50-59","400","370","30280","27570"
"In post","2022","Norwich and East Norfolk","Declared non-disabled","60-64","150","120","28090","26810"
"In post","2022","Norwich and East Norfolk","Declared non-disabled","65+","50","30","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Undeclared","50-59","30","30","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Unknown","20-29","70","60","25820","25480"
"In post","2022","Norwich and East Norfolk","Unknown","30-39","70","60","34520","30940"
"In post","2022","Norwich and East Norfolk","Unknown","40-49","60","60","37350","33820"
"In post","2022","Norwich and East Norfolk","Unknown","50-59","50","50","37930","31660"
"In post","2022","Norwich and East Norfolk","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","Declared disabled","20-29","110","100","27420","26820"
"In post","2022","Nottingham","Declared disabled","30-39","180","170","30340","27570"
"In post","2022","Nottingham","Declared disabled","40-49","260","250","32200","28920"
"In post","2022","Nottingham","Declared disabled","50-59","360","340","33110","28200"
"In post","2022","Nottingham","Declared disabled","60-64","110","100","27950","26820"
"In post","2022","Nottingham","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","Declared non-disabled","20-29","870","860","28090","26590"
"In post","2022","Nottingham","Declared non-disabled","30-39","1200","1140","32590","30200"
"In post","2022","Nottingham","Declared non-disabled","40-49","1330","1250","35550","33080"
"In post","2022","Nottingham","Declared non-disabled","50-59","1630","1530","35650","33080"
"In post","2022","Nottingham","Declared non-disabled","60-64","360","290","31750","27570"
"In post","2022","Nottingham","Declared non-disabled","65+","90","60","31020","27570"
"In post","2022","Nottingham","Undeclared","20-29","50","50","28070","26820"
"In post","2022","Nottingham","Undeclared","30-39","90","90","32550","29730"
"In post","2022","Nottingham","Undeclared","40-49","100","90","35910","33360"
"In post","2022","Nottingham","Undeclared","50-59","150","140","34260","33370"
"In post","2022","Nottingham","Undeclared","60-64","40","30","[c]","[c]"
"In post","2022","Nottingham","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","Unknown","20-29","560","550","26860","26590"
"In post","2022","Nottingham","Unknown","30-39","460","450","30950","27570"
"In post","2022","Nottingham","Unknown","40-49","380","370","34580","33080"
"In post","2022","Nottingham","Unknown","50-59","330","310","34660","31760"
"In post","2022","Nottingham","Unknown","60-64","80","70","30430","25290"
"In post","2022","Nottingham","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Declared disabled","30-39","80","80","48810","51500"
"In post","2022","Overseas","Declared disabled","40-49","70","70","48050","53470"
"In post","2022","Overseas","Declared disabled","50-59","60","60","49320","40580"
"In post","2022","Overseas","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Declared non-disabled","20-29","220","220","34230","32750"
"In post","2022","Overseas","Declared non-disabled","30-39","620","620","45710","47040"
"In post","2022","Overseas","Declared non-disabled","40-49","720","710","52890","54470"
"In post","2022","Overseas","Declared non-disabled","50-59","640","640","51810","50420"
"In post","2022","Overseas","Declared non-disabled","60-64","130","130","56990","53580"
"In post","2022","Overseas","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","30-39","40","40","[c]","[c]"
"In post","2022","Overseas","Undeclared","40-49","40","40","[c]","[c]"
"In post","2022","Overseas","Undeclared","50-59","50","50","49800","48570"
"In post","2022","Overseas","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","20-29","80","80","39250","38090"
"In post","2022","Overseas","Unknown","30-39","290","290","49110","51500"
"In post","2022","Overseas","Unknown","40-49","330","320","53720","52430"
"In post","2022","Overseas","Unknown","50-59","220","210","56290","55920"
"In post","2022","Overseas","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","Declared disabled","20-29","30","30","[c]","[c]"
"In post","2022","Oxfordshire CC","Declared disabled","30-39","50","50","[c]","[c]"
"In post","2022","Oxfordshire CC","Declared disabled","40-49","70","70","32950","31300"
"In post","2022","Oxfordshire CC","Declared disabled","50-59","90","80","32080","29530"
"In post","2022","Oxfordshire CC","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","Declared non-disabled","20-29","230","220","27910","27570"
"In post","2022","Oxfordshire CC","Declared non-disabled","30-39","330","320","32100","30700"
"In post","2022","Oxfordshire CC","Declared non-disabled","40-49","350","340","33650","31550"
"In post","2022","Oxfordshire CC","Declared non-disabled","50-59","520","500","33600","29530"
"In post","2022","Oxfordshire CC","Declared non-disabled","60-64","190","160","31320","27570"
"In post","2022","Oxfordshire CC","Declared non-disabled","65+","70","60","32130","26670"
"In post","2022","Oxfordshire CC","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","Undeclared","30-39","30","30","[c]","[c]"
"In post","2022","Oxfordshire CC","Undeclared","40-49","60","50","34170","34250"
"In post","2022","Oxfordshire CC","Undeclared","50-59","90","90","34010","34250"
"In post","2022","Oxfordshire CC","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","Unknown","20-29","80","80","27250","28140"
"In post","2022","Oxfordshire CC","Unknown","30-39","80","70","32810","30700"
"In post","2022","Oxfordshire CC","Unknown","40-49","110","100","41090","37770"
"In post","2022","Oxfordshire CC","Unknown","50-59","140","130","40660","34470"
"In post","2022","Oxfordshire CC","Unknown","60-64","30","30","[c]","[c]"
"In post","2022","Oxfordshire CC","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared disabled","50-59","60","60","33520","33730"
"In post","2022","Perth and Kinross, and Stirling","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared non-disabled","20-29","50","50","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared non-disabled","30-39","90","80","30600","28980"
"In post","2022","Perth and Kinross, and Stirling","Declared non-disabled","40-49","130","120","34130","30040"
"In post","2022","Perth and Kinross, and Stirling","Declared non-disabled","50-59","160","150","32210","28460"
"In post","2022","Perth and Kinross, and Stirling","Declared non-disabled","60-64","50","40","33500","31040"
"In post","2022","Perth and Kinross, and Stirling","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Unknown","20-29","120","120","26340","23790"
"In post","2022","Perth and Kinross, and Stirling","Unknown","30-39","200","200","31240","31230"
"In post","2022","Perth and Kinross, and Stirling","Unknown","40-49","140","130","32620","31060"
"In post","2022","Perth and Kinross, and Stirling","Unknown","50-59","240","230","34760","35000"
"In post","2022","Perth and Kinross, and Stirling","Unknown","60-64","70","60","31600","35000"
"In post","2022","Perth and Kinross, and Stirling","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Declared disabled","30-39","30","30","[c]","[c]"
"In post","2022","Peterborough","Declared disabled","40-49","40","40","[c]","[c]"
"In post","2022","Peterborough","Declared disabled","50-59","90","80","28820","27130"
"In post","2022","Peterborough","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Declared non-disabled","20-29","110","100","26090","24880"
"In post","2022","Peterborough","Declared non-disabled","30-39","200","180","27690","24920"
"In post","2022","Peterborough","Declared non-disabled","40-49","260","230","29740","26900"
"In post","2022","Peterborough","Declared non-disabled","50-59","440","410","29950","27130"
"In post","2022","Peterborough","Declared non-disabled","60-64","120","110","27740","25310"
"In post","2022","Peterborough","Declared non-disabled","65+","40","30","[c]","[c]"
"In post","2022","Peterborough","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Undeclared","50-59","40","30","[c]","[c]"
"In post","2022","Peterborough","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Unknown","20-29","40","40","[c]","[c]"
"In post","2022","Peterborough","Unknown","30-39","30","30","[c]","[c]"
"In post","2022","Peterborough","Unknown","40-49","30","30","[c]","[c]"
"In post","2022","Peterborough","Unknown","50-59","30","30","[c]","[c]"
"In post","2022","Peterborough","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Declared disabled","20-29","40","30","[c]","[c]"
"In post","2022","Plymouth","Declared disabled","30-39","50","40","[c]","[c]"
"In post","2022","Plymouth","Declared disabled","40-49","80","70","30140","27570"
"In post","2022","Plymouth","Declared disabled","50-59","150","130","30800","27570"
"In post","2022","Plymouth","Declared disabled","60-64","40","40","[c]","[c]"
"In post","2022","Plymouth","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Declared non-disabled","20-29","210","210","26710","26220"
"In post","2022","Plymouth","Declared non-disabled","30-39","400","360","30800","27570"
"In post","2022","Plymouth","Declared non-disabled","40-49","490","460","34840","31990"
"In post","2022","Plymouth","Declared non-disabled","50-59","740","700","33960","30460"
"In post","2022","Plymouth","Declared non-disabled","60-64","200","170","33080","28250"
"In post","2022","Plymouth","Declared non-disabled","65+","70","50","29830","26780"
"In post","2022","Plymouth","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Undeclared","40-49","50","50","[c]","[c]"
"In post","2022","Plymouth","Undeclared","50-59","90","80","32300","31740"
"In post","2022","Plymouth","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Unknown","20-29","160","150","26150","24880"
"In post","2022","Plymouth","Unknown","30-39","150","140","29060","27130"
"In post","2022","Plymouth","Unknown","40-49","130","120","32650","27130"
"In post","2022","Plymouth","Unknown","50-59","120","120","31050","26350"
"In post","2022","Plymouth","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Declared disabled","20-29","30","30","[c]","[c]"
"In post","2022","Portsmouth","Declared disabled","30-39","60","50","30110","27570"
"In post","2022","Portsmouth","Declared disabled","40-49","80","80","31390","27880"
"In post","2022","Portsmouth","Declared disabled","50-59","190","180","29380","26930"
"In post","2022","Portsmouth","Declared disabled","60-64","60","40","27000","23930"
"In post","2022","Portsmouth","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Declared non-disabled","20-29","220","210","27430","26350"
"In post","2022","Portsmouth","Declared non-disabled","30-39","410","380","32170","30160"
"In post","2022","Portsmouth","Declared non-disabled","40-49","520","480","33800","30210"
"In post","2022","Portsmouth","Declared non-disabled","50-59","990","940","33150","28920"
"In post","2022","Portsmouth","Declared non-disabled","60-64","270","240","30820","27570"
"In post","2022","Portsmouth","Declared non-disabled","65+","110","90","32040","28410"
"In post","2022","Portsmouth","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Undeclared","40-49","50","50","[c]","[c]"
"In post","2022","Portsmouth","Undeclared","50-59","130","130","32140","28920"
"In post","2022","Portsmouth","Undeclared","60-64","30","30","[c]","[c]"
"In post","2022","Portsmouth","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Unknown","20-29","100","100","25510","24800"
"In post","2022","Portsmouth","Unknown","30-39","110","100","31760","26820"
"In post","2022","Portsmouth","Unknown","40-49","120","110","32870","28890"
"In post","2022","Portsmouth","Unknown","50-59","200","180","31630","26350"
"In post","2022","Portsmouth","Unknown","60-64","70","60","30940","25000"
"In post","2022","Portsmouth","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Declared non-disabled","30-39","60","60","30810","27570"
"In post","2022","Powys","Declared non-disabled","40-49","130","120","31740","29430"
"In post","2022","Powys","Declared non-disabled","50-59","160","160","31830","27570"
"In post","2022","Powys","Declared non-disabled","60-64","50","50","29230","27570"
"In post","2022","Powys","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Declared disabled","50-59","70","70","29510","30200"
"In post","2022","Redbridge and Waltham Forest","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Declared non-disabled","20-29","160","160","28310","27980"
"In post","2022","Redbridge and Waltham Forest","Declared non-disabled","30-39","180","170","31140","31060"
"In post","2022","Redbridge and Waltham Forest","Declared non-disabled","40-49","180","160","30680","31060"
"In post","2022","Redbridge and Waltham Forest","Declared non-disabled","50-59","260","240","31310","31060"
"In post","2022","Redbridge and Waltham Forest","Declared non-disabled","60-64","90","70","29780","28410"
"In post","2022","Redbridge and Waltham Forest","Declared non-disabled","65+","40","30","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Undeclared","30-39","[c]","[c]","[c]","[c]"
