"Status","Year","Parent_department","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Treasury","Analysis","Economics","40","30","[c]","[c]"
"In post","2022","HM Treasury","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","Communications","40","40","[c]","[c]"
"In post","2022","HM Treasury","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","Counter Fraud","40","30","[c]","[c]"
"In post","2022","HM Treasury","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data & Technology","Digital, Data and Technology","60","60","51180","50000"
"In post","2022","HM Treasury","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","Finance","120","110","49090","52500"
"In post","2022","HM Treasury","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","Human Resources","90","90","44820","45550"
"In post","2022","HM Treasury","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","Internal Audit","340","320","50800","48780"
"In post","2022","HM Treasury","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","No function","Economics","170","170","44810","37900"
"In post","2022","HM Treasury","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","No function","Operational Delivery","130","130","30400","28960"
"In post","2022","HM Treasury","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","No function","Policy","1460","1430","49400","52500"
"In post","2022","HM Treasury","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","No function","Tax","50","50","61550","60060"
"In post","2022","HM Treasury","Project Delivery","Project Delivery","40","40","[c]","[c]"
"In post","2022","HM Treasury","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Commercial","110","110","39870","41740"
"In post","2022","Home Office","Unknown","Communications","180","170","48850","45750"
"In post","2022","Home Office","Unknown","Counter Fraud","190","170","27030","25310"
"In post","2022","Home Office","Unknown","Digital, Data and Technology","1630","1610","50010","45450"
"In post","2022","Home Office","Unknown","Economics","150","150","47440","43950"
"In post","2022","Home Office","Unknown","Finance","330","310","46140","42130"
"In post","2022","Home Office","Unknown","Human Resources","660","640","42390","37450"
"In post","2022","Home Office","Unknown","Intelligence Analysis","1410","1330","29750","27370"
"In post","2022","Home Office","Unknown","Knowledge and Information Management","90","90","41650","39560"
"In post","2022","Home Office","Unknown","Operational Delivery","25250","23290","28220","25630"
"In post","2022","Home Office","Unknown","Operational Research","90","90","46670","41990"
"In post","2022","Home Office","Unknown","Other","1690","1620","35610","30830"
"In post","2022","Home Office","Unknown","Policy","2380","2330","50240","45390"
"In post","2022","Home Office","Unknown","Project Delivery","1630","1590","44960","41950"
"In post","2022","Home Office","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Science and Engineering","110","100","49100","42710"
"In post","2022","Home Office","Unknown","Security","350","330","31350","28670"
"In post","2022","Home Office","Unknown","Social Research","150","140","46820","43950"
"In post","2022","Home Office","Unknown","Statistics","140","130","36340","31460"
"In post","2022","Ministry of Defence","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Analysis","Geography","60","60","31580","33000"
"In post","2022","Ministry of Defence","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Analysis","Operational Research","280","260","43180","47010"
"In post","2022","Ministry of Defence","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Analysis","Science and Engineering","170","160","38510","38070"
"In post","2022","Ministry of Defence","Analysis","Statistics","250","240","40690","38070"
"In post","2022","Ministry of Defence","Commercial","Commercial","1450","1400","37490","34800"
"In post","2022","Ministry of Defence","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Commercial","Other","90","80","41530","39890"
"In post","2022","Ministry of Defence","Commercial","Project Delivery","80","80","45310","41390"
"In post","2022","Ministry of Defence","Commercial","Science and Engineering","100","100","43360","42100"
"In post","2022","Ministry of Defence","Communications","Communications","590","570","36210","33300"
"In post","2022","Ministry of Defence","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Digital, Data & Technology","Digital, Data and Technology","2410","2350","35100","33300"
"In post","2022","Ministry of Defence","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Digital, Data & Technology","Knowledge and Information Management","730","710","31560","28670"
"In post","2022","Ministry of Defence","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Digital, Data & Technology","Project Delivery","40","30","[c]","[c]"
"In post","2022","Ministry of Defence","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Finance","Corporate Finance","50","50","[c]","[c]"
"In post","2022","Ministry of Defence","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Finance","Finance","1970","1900","38010","33300"
"In post","2022","Ministry of Defence","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Human Resources","Human Resources","2140","2010","32550","26730"
"In post","2022","Ministry of Defence","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Human Resources","Other","40","30","[c]","[c]"
"In post","2022","Ministry of Defence","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Internal Audit","Internal Audit","150","150","39160","36460"
"In post","2022","Ministry of Defence","Legal","Legal","60","50","55390","54480"
"In post","2022","Ministry of Defence","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","No function","Geography","430","400","31390","33290"
"In post","2022","Ministry of Defence","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","No function","Operational Delivery","160","160","31790","29230"
"In post","2022","Ministry of Defence","No function","Operational Research","230","220","44810","47010"
"In post","2022","Ministry of Defence","No function","Other","140","130","33560","27550"
"In post","2022","Ministry of Defence","No function","Project Delivery","90","90","38700","35660"
"In post","2022","Ministry of Defence","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","No function","Science and Engineering","2640","2550","39660","38070"
"In post","2022","Ministry of Defence","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Project Delivery","Commercial","750","710","39070","37400"
"In post","2022","Ministry of Defence","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Project Delivery","Digital, Data and Technology","150","150","45870","47010"
"In post","2022","Ministry of Defence","Project Delivery","Finance","180","180","45750","42840"
"In post","2022","Ministry of Defence","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Project Delivery","Knowledge and Information Management","80","70","40110","38070"
"In post","2022","Ministry of Defence","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Project Delivery","Operational Delivery","670","640","36560","32710"
"In post","2022","Ministry of Defence","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Project Delivery","Other","3010","2880","32190","28920"
"In post","2022","Ministry of Defence","Project Delivery","Policy","80","80","46590","40620"
"In post","2022","Ministry of Defence","Project Delivery","Project Delivery","5720","5540","42520","40580"
"In post","2022","Ministry of Defence","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Project Delivery","Science and Engineering","3490","3410","38760","37400"
"In post","2022","Ministry of Defence","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Property","Other","250","240","24770","21210"
"In post","2022","Ministry of Defence","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Property","Property","2190","2130","31980","33000"
"In post","2022","Ministry of Defence","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Security","Intelligence Analysis","840","820","37270","35480"
"In post","2022","Ministry of Defence","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Security","Security","6490","6360","29860","26610"
"In post","2022","Ministry of Defence","Unknown","Finance","2070","2020","36040","33300"
"In post","2022","Ministry of Defence","Unknown","Medicine","1650","1450","47170","39030"
"In post","2022","Ministry of Defence","Unknown","Other","12540","12140","27730","22750"
"In post","2022","Ministry of Defence","Unknown","Policy","1210","1190","44910","42200"
"In post","2022","Ministry of Defence","Unknown","Science and Engineering","1740","1700","34380","29350"
"In post","2022","Ministry of Defence","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Ministry of Justice","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Analysis","Economics","60","50","47760","41750"
"In post","2022","Ministry of Justice","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Analysis","Operational Delivery","120","110","42360","40490"
"In post","2022","Ministry of Justice","Analysis","Operational Research","110","110","49020","46760"
"In post","2022","Ministry of Justice","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Analysis","Social Research","80","80","51200","51290"
"In post","2022","Ministry of Justice","Analysis","Statistics","140","140","46190","42430"
"In post","2022","Ministry of Justice","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Commercial","Commercial","160","160","37080","36050"
"In post","2022","Ministry of Justice","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Commercial","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Communications","Communications","150","150","45120","41750"
"In post","2022","Ministry of Justice","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Digital, Data & Technology","Digital, Data and Technology","1180","1160","46780","44010"
"In post","2022","Ministry of Justice","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Digital, Data & Technology","Operational Delivery","60","60","41480","40230"
"In post","2022","Ministry of Justice","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Finance","Finance","610","590","43560","41100"
"In post","2022","Ministry of Justice","Finance","Operational Delivery","90","90","34970","30600"
"In post","2022","Ministry of Justice","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Human Resources","Human Resources","1060","1030","41380","36750"
"In post","2022","Ministry of Justice","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Human Resources","Operational Delivery","70","70","37900","33400"
"In post","2022","Ministry of Justice","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Internal Audit","Internal Audit","60","60","48200","48410"
"In post","2022","Ministry of Justice","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","No function","Commercial","460","450","48650","46550"
"In post","2022","Ministry of Justice","No function","Communications","30","30","[c]","[c]"
"In post","2022","Ministry of Justice","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","No function","Intelligence Analysis","420","410","30420","27540"
"In post","2022","Ministry of Justice","No function","Knowledge and Information Management","150","150","29540","25120"
"In post","2022","Ministry of Justice","No function","Legal","1330","1220","44240","43320"
"In post","2022","Ministry of Justice","No function","Operational Delivery","76190","71120","28850","26610"
"In post","2022","Ministry of Justice","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","No function","Policy","970","950","45650","41750"
"In post","2022","Ministry of Justice","No function","Project Delivery","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","No function","Psychology","1370","1320","35400","30450"
"In post","2022","Ministry of Justice","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Project Delivery","Operational Delivery","70","70","40570","41750"
"In post","2022","Ministry of Justice","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Project Delivery","Project Delivery","180","180","42220","40540"
"In post","2022","Ministry of Justice","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Property","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Property","Property","450","440","44850","41750"
"In post","2022","Ministry of Justice","Security","Security","830","830","39610","37790"
"In post","2022","Ministry of Justice","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Digital, Data and Technology","270","260","42780","40170"
"In post","2022","National Crime Agency","Finance","Finance","60","60","37940","36740"
"In post","2022","National Crime Agency","Human Resources","Human Resources","170","160","40590","39800"
"In post","2022","National Crime Agency","Legal","Legal","50","50","55030","60960"
"In post","2022","National Crime Agency","No function","Operational Delivery","4780","4670","40370","37560"
"In post","2022","National Crime Agency","Project Delivery","Project Delivery","90","90","45130","45480"
"In post","2022","National Crime Agency","Property","Property","30","30","[c]","[c]"
"In post","2022","National Crime Agency","Security","Security","50","40","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","No function","Other","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","No function","Policy","90","90","48190","41750"
"In post","2022","Northern Ireland Office","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Analysis","Social Research","40","40","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Analysis","Statistics","90","80","39420","35010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","Communications","40","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Digital, Data and Technology","80","70","46280","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Finance","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Human Resources","60","60","39860","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","No function","Inspector of Education and Training","870","850","64950","64500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","No function","Operational Delivery","200","180","29640","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","No function","Other","260","240","29430","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","No function","Policy","80","70","49320","42460"
"In post","2022","Office for Standards in Education, Children's Services and Skills","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Project Delivery","40","40","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Analysis","Economics","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Analysis","Other","80","80","39270","33400"
"In post","2022","Office of Gas and Electricity Markets","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","Communications","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","Digital, Data and Technology","70","70","53930","50540"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Human Resources","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Legal","Legal","80","80","63140","64000"
"In post","2022","Office of Gas and Electricity Markets","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","No function","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","No function","Operational Delivery","180","180","29420","25000"
"In post","2022","Office of Gas and Electricity Markets","No function","Other","540","530","44220","37000"
"In post","2022","Office of Gas and Electricity Markets","No function","Policy","80","80","37780","34100"
"In post","2022","Office of Gas and Electricity Markets","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Other","[c]","[c]","[c]","[c]"
