"Status","Year","Sexual_orientation","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Planning Inspectors","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Asian","80","80","48160","42500"
"In post","2022","Unknown","Policy","Black","40","40","[c]","[c]"
"In post","2022","Unknown","Policy","Mixed","30","30","[c]","[c]"
"In post","2022","Unknown","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Undeclared","90","80","49030","48800"
"In post","2022","Unknown","Policy","Unknown","3420","3340","45750","41950"
"In post","2022","Unknown","Policy","White","640","610","50650","50130"
"In post","2022","Unknown","Project Delivery","Asian","80","70","39120","37930"
"In post","2022","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Undeclared","100","90","41680","39080"
"In post","2022","Unknown","Project Delivery","Unknown","1340","1300","42410","40000"
"In post","2022","Unknown","Project Delivery","White","860","810","41540","40000"
"In post","2022","Unknown","Property","Asian","30","30","[c]","[c]"
"In post","2022","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Undeclared","200","180","37150","33370"
"In post","2022","Unknown","Property","Unknown","780","760","34570","30680"
"In post","2022","Unknown","Property","White","250","240","36790","36400"
"In post","2022","Unknown","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","Unknown","150","140","32100","29060"
"In post","2022","Unknown","Psychology","White","70","60","42940","43870"
"In post","2022","Unknown","Science and Engineering","Asian","100","90","43210","40640"
"In post","2022","Unknown","Science and Engineering","Black","40","30","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Mixed","50","50","38510","38070"
"In post","2022","Unknown","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Undeclared","360","350","44290","43840"
"In post","2022","Unknown","Science and Engineering","Unknown","740","720","35430","31600"
"In post","2022","Unknown","Science and Engineering","White","2210","2120","41550","38820"
"In post","2022","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","1020","1010","31840","27700"
"In post","2022","Unknown","Security","White","350","340","37540","38160"
"In post","2022","Unknown","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Unknown","140","140","39680","38340"
"In post","2022","Unknown","Social Research","White","40","40","[c]","[c]"
"In post","2022","Unknown","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Unknown","250","240","38760","36360"
"In post","2022","Unknown","Statistics","White","90","80","44590","39850"
"In post","2022","Unknown","Tax","Asian","310","290","34580","33370"
"In post","2022","Unknown","Tax","Black","60","60","34990","33400"
"In post","2022","Unknown","Tax","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","Undeclared","120","110","40660","35980"
"In post","2022","Unknown","Tax","Unknown","4380","4200","29490","26820"
"In post","2022","Unknown","Tax","White","970","880","36950","33370"
"In post","2022","Unknown","Unknown","Asian","80","70","35310","31150"
"In post","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","70","70","38350","33370"
"In post","2022","Unknown","Unknown","Unknown","9180","8960","40700","32000"
"In post","2022","Unknown","Unknown","White","1860","1740","39590","34600"
"In post","2022","Unknown","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Veterinarian","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","White","120","120","39250","37250"
"Leaver CS","2021","Heterosexual / straight","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","White","110","100","38090","33300"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","White","190","180","42770","38700"
"Leaver CS","2021","Heterosexual / straight","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Economics","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Economics","White","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","White","140","130","41550","37070"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","White","190","180","39170","34430"
"Leaver CS","2021","Heterosexual / straight","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Inspector of Education and Training","White","50","50","67600","75500"
"Leaver CS","2021","Heterosexual / straight","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Intelligence Analysis","White","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Knowledge and Information Management","White","60","50","31930","28340"
"Leaver CS","2021","Heterosexual / straight","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","White","200","170","53910","54850"
"Leaver CS","2021","Heterosexual / straight","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Medicine","White","160","130","52980","38570"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","Asian","240","220","26450","23500"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","Black","160","150","26490","23730"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","Mixed","90","90","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","White","3910","3450","28310","22860"
"Leaver CS","2021","Heterosexual / straight","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other","White","830","790","29290","26670"
"Leaver CS","2021","Heterosexual / straight","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Policy","Asian","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Policy","White","330","310","49540","44770"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","White","270","250","42810","39510"
"Leaver CS","2021","Heterosexual / straight","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","White","210","190","33310","31480"
"Leaver CS","2021","Heterosexual / straight","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Psychology","White","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Asian","60","50","28840","24910"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","White","420","390","33170","29560"
"Leaver CS","2021","Heterosexual / straight","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","White","240","230","30440","27050"
"Leaver CS","2021","Heterosexual / straight","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Asian","260","240","27280","25490"
"Leaver CS","2021","Heterosexual / straight","Unknown","Black","150","140","28880","25120"
"Leaver CS","2021","Heterosexual / straight","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Mixed","80","70","27620","25120"
"Leaver CS","2021","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","White","2840","2420","29420","26890"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","White","[c]","[c]","[c]","[c]"
