"Status","Year","Region_ITL2","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Inner London - West","G6/G7","Government Property Agency","40","40","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","HM Courts and Tribunals Service","260","250","59530","58130"
"In post","2021","Inner London - West","G6/G7","HM Prison and Probation Service","170","160","72620","69910"
"In post","2021","Inner London - West","G6/G7","HM Revenue and Customs (excl. agencies)","1050","1000","63300","59160"
"In post","2021","Inner London - West","G6/G7","HM Treasury (excl. agencies)","850","830","58470","56030"
"In post","2021","Inner London - West","G6/G7","Home Office (incl. agencies)","1520","1480","61690","57680"
"In post","2021","Inner London - West","G6/G7","Institute for Apprenticeships and Technical Education","60","60","58810","54440"
"In post","2021","Inner London - West","G6/G7","Legal Aid Agency","50","50","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Ministry of Defence (excl. agencies)","590","580","63130","59730"
"In post","2021","Inner London - West","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","810","790","57790","53870"
"In post","2021","Inner London - West","G6/G7","Ministry of Justice (excl. agencies)","730","700","59550","58130"
"In post","2021","Inner London - West","G6/G7","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","National Savings and Investments","60","60","59420","55440"
"In post","2021","Inner London - West","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Office for Standards in Education, Children's Services and Skills","190","180","72650","75500"
"In post","2021","Inner London - West","G6/G7","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Serious Fraud Office","180","180","60910","58600"
"In post","2021","Inner London - West","G6/G7","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","UK Export Finance","120","120","67800","66690"
"In post","2021","Inner London - West","G6/G7","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","UK Space Agency","50","50","58150","53600"
"In post","2021","Inner London - West","G6/G7","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","United Kingdom Statistics Authority","80","80","56480","53460"
"In post","2021","Inner London - West","G6/G7","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Cabinet Office (excl. agencies)","710","700","94180","80040"
"In post","2021","Inner London - West","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Crown Prosecution Service","40","40","[c]","[c]"
"In post","2021","Inner London - West","SCS","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Department for Business, Energy and Industrial Strategy (excl. agencies)","310","300","83470","75510"
"In post","2021","Inner London - West","SCS","Department for Digital, Culture, Media and Sport","120","110","86940","77180"
"In post","2021","Inner London - West","SCS","Department for Education (excl. agencies)","170","160","83780","75170"
"In post","2021","Inner London - West","SCS","Department for Environment, Food and Rural Affairs (excl. agencies)","150","140","84250","77240"
"In post","2021","Inner London - West","SCS","Department for International Trade","140","140","85610","76230"
"In post","2021","Inner London - West","SCS","Department for Transport (excl. agencies)","200","190","87880","79800"
"In post","2021","Inner London - West","SCS","Department for Work and Pensions (excl. agencies)","120","120","93190","82750"
"In post","2021","Inner London - West","SCS","Department of Health and Social Care (excl. agencies)","220","220","89040","78410"
"In post","2021","Inner London - West","SCS","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","290","280","87240","78200"
"In post","2021","Inner London - West","SCS","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Government Legal Department","190","180","84010","80040"
"In post","2021","Inner London - West","SCS","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2021","Inner London - West","SCS","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2021","Inner London - West","SCS","HM Revenue and Customs (excl. agencies)","150","140","88830","81670"
"In post","2021","Inner London - West","SCS","HM Treasury (excl. agencies)","150","150","83900","77000"
"In post","2021","Inner London - West","SCS","Home Office (incl. agencies)","220","220","91910","83880"
"In post","2021","Inner London - West","SCS","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Ministry of Defence (excl. agencies)","160","150","89970","79350"
"In post","2021","Inner London - West","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","120","120","85090","77070"
"In post","2021","Inner London - West","SCS","Ministry of Justice (excl. agencies)","110","110","87860","80540"
"In post","2021","Inner London - West","SCS","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Advisory, Conciliation and Arbitration Service","130","120","41470","39120"
"In post","2021","Inner London - West","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Cabinet Office (excl. agencies)","2340","2320","33960","34550"
"In post","2021","Inner London - West","SEO/HEO","Charity Commission","40","40","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Crown Prosecution Service","250","240","37320","39750"
"In post","2021","Inner London - West","SEO/HEO","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Debt Management Office","50","40","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","1950","1930","37740","38600"
"In post","2021","Inner London - West","SEO/HEO","Department for Digital, Culture, Media and Sport","630","630","37120","34020"
"In post","2021","Inner London - West","SEO/HEO","Department for Education (excl. agencies)","730","710","38750","40230"
"In post","2021","Inner London - West","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","1150","1130","36370","35330"
"In post","2021","Inner London - West","SEO/HEO","Department for International Trade","1010","1010","35390","34980"
"In post","2021","Inner London - West","SEO/HEO","Department for Transport (excl. agencies)","1280","1270","38940","37660"
"In post","2021","Inner London - West","SEO/HEO","Department for Work and Pensions (excl. agencies)","970","940","39100","39000"
"In post","2021","Inner London - West","SEO/HEO","Department of Health and Social Care (excl. agencies)","930","920","36160","32790"
"In post","2021","Inner London - West","SEO/HEO","Education and Skills Funding Agency","130","120","38900","40400"
"In post","2021","Inner London - West","SEO/HEO","FCDO Services","60","60","42820","44260"
"In post","2021","Inner London - West","SEO/HEO","Food Standards Agency","290","280","36990","37350"
"In post","2021","Inner London - West","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","1450","1430","38980","38600"
"In post","2021","Inner London - West","SEO/HEO","Government Actuary's Department","60","60","42270","41210"
"In post","2021","Inner London - West","SEO/HEO","Government Internal Audit Agency","80","70","43780","44990"
"In post","2021","Inner London - West","SEO/HEO","Government Legal Department","220","210","38430","39140"
"In post","2021","Inner London - West","SEO/HEO","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","HM Courts and Tribunals Service","590","570","35740","35430"
"In post","2021","Inner London - West","SEO/HEO","HM Prison and Probation Service","400","390","46290","46080"
"In post","2021","Inner London - West","SEO/HEO","HM Revenue and Customs (excl. agencies)","1260","1220","38730","36590"
"In post","2021","Inner London - West","SEO/HEO","HM Treasury (excl. agencies)","720","720","34450","32320"
"In post","2021","Inner London - West","SEO/HEO","Home Office (incl. agencies)","1770","1740","39590","41950"
"In post","2021","Inner London - West","SEO/HEO","Institute for Apprenticeships and Technical Education","30","30","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Legal Aid Agency","70","70","39740","38280"
"In post","2021","Inner London - West","SEO/HEO","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Ministry of Defence (excl. agencies)","1370","1350","42130","42200"
"In post","2021","Inner London - West","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","660","650","37070","37600"
"In post","2021","Inner London - West","SEO/HEO","Ministry of Justice (excl. agencies)","1130","1110","36670","36800"
"In post","2021","Inner London - West","SEO/HEO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","National Savings and Investments","70","60","41020","42550"
"In post","2021","Inner London - West","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Office for Standards in Education, Children's Services and Skills","210","200","44730","42850"
"In post","2021","Inner London - West","SEO/HEO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Serious Fraud Office","210","200","37320","38300"
"In post","2021","Inner London - West","SEO/HEO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","UK Export Finance","200","200","42550","42240"
"In post","2021","Inner London - West","SEO/HEO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","UK Space Agency","70","70","38640","40050"
"In post","2021","Inner London - West","SEO/HEO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","United Kingdom Statistics Authority","240","230","34880","32540"
"In post","2021","Inner London - West","SEO/HEO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","HM Prison and Probation Service","190","180","36750","35310"
"In post","2021","Inner London - West","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Kent","AA/AO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","Department for Work and Pensions (excl. agencies)","530","480","24430","24180"
"In post","2021","Kent","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","HM Courts and Tribunals Service","200","180","19140","19570"
"In post","2021","Kent","AA/AO","HM Prison and Probation Service","1540","1470","27290","29120"
"In post","2021","Kent","AA/AO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","Home Office (incl. agencies)","370","350","21310","21430"
"In post","2021","Kent","AA/AO","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","Ministry of Defence (excl. agencies)","170","160","23440","20920"
"In post","2021","Kent","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Kent","AA/AO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Kent","EO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","Department for Work and Pensions (excl. agencies)","1090","1040","29930","29290"
"In post","2021","Kent","EO","Driver and Vehicle Standards Agency","110","100","31380","29570"
"In post","2021","Kent","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","HM Courts and Tribunals Service","50","50","23480","23290"
"In post","2021","Kent","EO","HM Prison and Probation Service","340","330","31120","32870"
"In post","2021","Kent","EO","HM Revenue and Customs (excl. agencies)","130","120","26590","25560"
"In post","2021","Kent","EO","Home Office (incl. agencies)","1590","1410","26470","25310"
"In post","2021","Kent","EO","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","Ministry of Defence (excl. agencies)","50","50","28340","26670"
"In post","2021","Kent","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","National Crime Agency","90","90","35160","36200"
"In post","2021","Kent","EO","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","Crown Prosecution Service","50","40","[c]","[c]"
"In post","2021","Kent","G6/G7","Defence Science and Technology Laboratory","100","100","49130","46130"
"In post","2021","Kent","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","Home Office (incl. agencies)","30","30","[c]","[c]"
"In post","2021","Kent","G6/G7","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6/G7","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SCS","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SCS","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SCS","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Defence Science and Technology Laboratory","130","120","33540","37320"
"In post","2021","Kent","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Department for Work and Pensions (excl. agencies)","110","110","37070","35950"
"In post","2021","Kent","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2021","Kent","SEO/HEO","HM Prison and Probation Service","320","300","40830","38160"
"In post","2021","Kent","SEO/HEO","HM Revenue and Customs (excl. agencies)","80","80","34430","32100"
"In post","2021","Kent","SEO/HEO","Home Office (incl. agencies)","390","370","33410","31890"
"In post","2021","Kent","SEO/HEO","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Ministry of Defence (excl. agencies)","50","50","36610","33300"
"In post","2021","Kent","SEO/HEO","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Kent","SEO/HEO","National Crime Agency","90","90","45550","45420"
"In post","2021","Kent","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","HM Prison and Probation Service","280","260","30160","30880"
"In post","2021","Kent","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","AA/AO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","AA/AO","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Lancashire","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","AA/AO","Department for Work and Pensions (excl. agencies)","3080","2730","20830","21010"
"In post","2021","Lancashire","AA/AO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","AA/AO","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Lancashire","AA/AO","HM Courts and Tribunals Service","190","160","19050","19570"
"In post","2021","Lancashire","AA/AO","HM Land Registry","150","140","22350","22350"
"In post","2021","Lancashire","AA/AO","HM Prison and Probation Service","1340","1230","25600","24920"
"In post","2021","Lancashire","AA/AO","HM Revenue and Customs (excl. agencies)","990","840","20620","20140"
"In post","2021","Lancashire","AA/AO","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","AA/AO","Ministry of Defence (excl. agencies)","230","210","20810","20920"
"In post","2021","Lancashire","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","AA/AO","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","AA/AO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","Crown Prosecution Service","40","40","[c]","[c]"
"In post","2021","Lancashire","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","Department for Work and Pensions (excl. agencies)","3060","2760","27450","27570"
"In post","2021","Lancashire","EO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","Driver and Vehicle Standards Agency","60","60","28690","26780"
"In post","2021","Lancashire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","HM Courts and Tribunals Service","50","50","[c]","[c]"
"In post","2021","Lancashire","EO","HM Land Registry","140","120","27160","27130"
"In post","2021","Lancashire","EO","HM Prison and Probation Service","320","290","30300","30220"
"In post","2021","Lancashire","EO","HM Revenue and Customs (excl. agencies)","360","320","25690","25560"
"In post","2021","Lancashire","EO","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","Ministry of Defence (excl. agencies)","190","180","27040","26670"
"In post","2021","Lancashire","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","National Crime Agency","50","50","32570","32780"
"In post","2021","Lancashire","EO","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","Crown Prosecution Service","80","70","54890","55610"
"In post","2021","Lancashire","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","Department for Work and Pensions (excl. agencies)","380","360","55320","52540"
"In post","2021","Lancashire","G6/G7","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","HM Revenue and Customs (excl. agencies)","130","130","53810","52580"
"In post","2021","Lancashire","G6/G7","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Lancashire","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6/G7","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
