"Status","Year","Region_ITL1","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East of England","Female","Legal","410","360","41230","37750"
"In post","2022","East of England","Female","Medicine","110","100","51570","39030"
"In post","2022","East of England","Female","Operational Delivery","8120","7230","27950","27380"
"In post","2022","East of England","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Female","Other","890","830","25130","22330"
"In post","2022","East of England","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Female","Policy","130","120","42110","40520"
"In post","2022","East of England","Female","Project Delivery","250","230","39470","37450"
"In post","2022","East of England","Female","Property","250","240","33220","33000"
"In post","2022","East of England","Female","Psychology","150","150","35800","30450"
"In post","2022","East of England","Female","Science and Engineering","400","370","38420","36580"
"In post","2022","East of England","Female","Security","180","180","30340","26750"
"In post","2022","East of England","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Female","Tax","100","90","33500","33080"
"In post","2022","East of England","Female","Unknown","80","70","42980","35120"
"In post","2022","East of England","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Commercial","90","90","41360","37400"
"In post","2022","East of England","Male","Communications","40","40","[c]","[c]"
"In post","2022","East of England","Male","Counter Fraud","140","130","31830","29560"
"In post","2022","East of England","Male","Digital, Data and Technology","480","470","36480","34720"
"In post","2022","East of England","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Finance","200","200","39570","36460"
"In post","2022","East of England","Male","Geography","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Human Resources","70","70","39440","35890"
"In post","2022","East of England","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Intelligence Analysis","260","250","32640","33300"
"In post","2022","East of England","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","East of England","Male","Legal","260","250","41130","35980"
"In post","2022","East of England","Male","Medicine","60","50","72150","75970"
"In post","2022","East of England","Male","Operational Delivery","6250","5990","29710","28010"
"In post","2022","East of England","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Other","650","640","26550","24250"
"In post","2022","East of England","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Policy","140","130","44640","40560"
"In post","2022","East of England","Male","Project Delivery","240","230","42380","40180"
"In post","2022","East of England","Male","Property","310","300","35580","33300"
"In post","2022","East of England","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Science and Engineering","510","490","37200","33540"
"In post","2022","East of England","Male","Security","440","440","35340","35670"
"In post","2022","East of England","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Tax","90","80","39150","33680"
"In post","2022","East of England","Male","Unknown","80","80","44380","33300"
"In post","2022","East of England","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","London","Female","Commercial","580","570","44670","41500"
"In post","2022","London","Female","Communications","1330","1280","46190","42710"
"In post","2022","London","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Female","Counter Fraud","710","620","31860","31060"
"In post","2022","London","Female","Digital, Data and Technology","1540","1490","47970","43880"
"In post","2022","London","Female","Economics","600","580","48550","51500"
"In post","2022","London","Female","Finance","1430","1380","47120","42470"
"In post","2022","London","Female","Geography","[c]","[c]","[c]","[c]"
"In post","2022","London","Female","Human Resources","1880","1800","46050","41750"
"In post","2022","London","Female","Inspector of Education and Training","70","60","60890","51360"
"In post","2022","London","Female","Intelligence Analysis","510","480","36690","34320"
"In post","2022","London","Female","Internal Audit","100","90","51910","49230"
"In post","2022","London","Female","International Trade","590","580","46860","42740"
"In post","2022","London","Female","Knowledge and Information Management","410","390","40580","36650"
"In post","2022","London","Female","Legal","2920","2680","55600","53050"
"In post","2022","London","Female","Medicine","250","230","73760","68920"
"In post","2022","London","Female","Operational Delivery","19900","18440","33770","31060"
"In post","2022","London","Female","Operational Research","160","150","49880","47880"
"In post","2022","London","Female","Other","2520","2410","38920","31170"
"In post","2022","London","Female","Planning","40","40","[c]","[c]"
"In post","2022","London","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","London","Female","Policy","11370","10940","48830","45910"
"In post","2022","London","Female","Project Delivery","1960","1880","47980","42650"
"In post","2022","London","Female","Property","540","510","42380","37820"
"In post","2022","London","Female","Psychology","80","70","40410","33120"
"In post","2022","London","Female","Science and Engineering","690","660","45510","40810"
"In post","2022","London","Female","Security","520","510","40220","36650"
"In post","2022","London","Female","Social Research","370","350","46290","42710"
"In post","2022","London","Female","Statistics","450","430","47240","43810"
"In post","2022","London","Female","Tax","1130","1060","42410","37930"
"In post","2022","London","Female","Unknown","4530","4430","47450","40600"
"In post","2022","London","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","London","Male","Commercial","520","510","48660","45020"
"In post","2022","London","Male","Communications","880","880","47510","42950"
"In post","2022","London","Male","Corporate Finance","40","30","[c]","[c]"
"In post","2022","London","Male","Counter Fraud","550","530","37050","31880"
"In post","2022","London","Male","Digital, Data and Technology","2520","2500","50210","45830"
"In post","2022","London","Male","Economics","1040","1030","49450","51610"
"In post","2022","London","Male","Finance","1480","1470","50730","46360"
"In post","2022","London","Male","Geography","[c]","[c]","[c]","[c]"
"In post","2022","London","Male","Human Resources","880","860","47190","42200"
"In post","2022","London","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","London","Male","Intelligence Analysis","730","710","40500","37500"
"In post","2022","London","Male","Internal Audit","120","120","52800","50370"
"In post","2022","London","Male","International Trade","650","640","47920","44030"
"In post","2022","London","Male","Knowledge and Information Management","350","350","42430","37920"
"In post","2022","London","Male","Legal","2000","1950","54640","53050"
"In post","2022","London","Male","Medicine","130","120","78010","72430"
"In post","2022","London","Male","Operational Delivery","13900","13520","36190","31760"
"In post","2022","London","Male","Operational Research","200","200","50860","48840"
"In post","2022","London","Male","Other","1830","1810","42970","33400"
"In post","2022","London","Male","Planning","50","50","[c]","[c]"
"In post","2022","London","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","London","Male","Policy","9900","9800","50650","52500"
"In post","2022","London","Male","Project Delivery","1680","1660","52310","51730"
"In post","2022","London","Male","Property","750","730","47030","42460"
"In post","2022","London","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","London","Male","Science and Engineering","440","430","48980","44950"
"In post","2022","London","Male","Security","900","890","39760","37640"
"In post","2022","London","Male","Social Research","140","140","49360","45080"
"In post","2022","London","Male","Statistics","570","560","46350","42850"
"In post","2022","London","Male","Tax","1390","1330","46340","40910"
"In post","2022","London","Male","Unknown","3960","3940","52380","51440"
"In post","2022","London","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Commercial","100","90","36350","36500"
"In post","2022","North East (England)","Female","Communications","70","60","34520","32880"
"In post","2022","North East (England)","Female","Counter Fraud","360","310","26780","27570"
"In post","2022","North East (England)","Female","Digital, Data and Technology","750","700","40200","36500"
"In post","2022","North East (England)","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Finance","330","310","38360","35310"
"In post","2022","North East (England)","Female","Human Resources","220","200","36910","33370"
"In post","2022","North East (England)","Female","Inspector of Education and Training","40","40","[c]","[c]"
"In post","2022","North East (England)","Female","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","North East (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Legal","260","240","42750","41930"
"In post","2022","North East (England)","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Operational Delivery","13200","11230","25840","22600"
"In post","2022","North East (England)","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Other","680","590","25100","21260"
"In post","2022","North East (England)","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Policy","370","350","40310","36510"
"In post","2022","North East (England)","Female","Project Delivery","560","520","41490","40180"
"In post","2022","North East (England)","Female","Property","180","160","33240","31000"
"In post","2022","North East (England)","Female","Psychology","80","80","37870","31180"
"In post","2022","North East (England)","Female","Science and Engineering","30","30","[c]","[c]"
"In post","2022","North East (England)","Female","Security","70","70","35940","31990"
"In post","2022","North East (England)","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Statistics","60","50","43580","36840"
"In post","2022","North East (England)","Female","Tax","1190","1110","30520","26820"
"In post","2022","North East (England)","Female","Unknown","630","590","29250","26590"
"In post","2022","North East (England)","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Commercial","80","80","40350","36500"
"In post","2022","North East (England)","Male","Communications","40","40","[c]","[c]"
"In post","2022","North East (England)","Male","Counter Fraud","200","180","27750","27570"
"In post","2022","North East (England)","Male","Digital, Data and Technology","1430","1400","42770","39780"
"In post","2022","North East (England)","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Finance","280","280","41800","37100"
"In post","2022","North East (England)","Male","Human Resources","100","100","37810","33370"
"In post","2022","North East (England)","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","North East (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Legal","200","190","40930","38000"
"In post","2022","North East (England)","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Operational Delivery","8070","7630","27030","25610"
"In post","2022","North East (England)","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Other","390","370","25350","21260"
"In post","2022","North East (England)","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Policy","270","260","41770","37100"
"In post","2022","North East (England)","Male","Project Delivery","480","470","43770","40520"
"In post","2022","North East (England)","Male","Property","250","240","37690","33300"
"In post","2022","North East (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Science and Engineering","30","30","[c]","[c]"
"In post","2022","North East (England)","Male","Security","110","110","36660","35310"
"In post","2022","North East (England)","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","Statistics","50","50","41770","38030"
"In post","2022","North East (England)","Male","Tax","1150","1130","32290","28470"
"In post","2022","North East (England)","Male","Unknown","490","480","31910","26820"
"In post","2022","North East (England)","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Female","Commercial","380","360","36460","33370"
"In post","2022","North West (England)","Female","Communications","150","140","37130","35410"
"In post","2022","North West (England)","Female","Counter Fraud","400","350","28540","27570"
"In post","2022","North West (England)","Female","Digital, Data and Technology","1070","1020","39580","35310"
"In post","2022","North West (England)","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Female","Finance","700","650","35630","33180"
"In post","2022","North West (England)","Female","Human Resources","910","840","35170","31830"
"In post","2022","North West (England)","Female","Inspector of Education and Training","90","90","62330","64500"
"In post","2022","North West (England)","Female","Intelligence Analysis","190","180","28480","26850"
"In post","2022","North West (England)","Female","Internal Audit","30","30","[c]","[c]"
"In post","2022","North West (England)","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Female","Knowledge and Information Management","130","120","31130","28430"
"In post","2022","North West (England)","Female","Legal","710","650","44020","44370"
"In post","2022","North West (England)","Female","Medicine","60","50","63040","73200"
"In post","2022","North West (England)","Female","Operational Delivery","25120","22250","26610","25120"
"In post","2022","North West (England)","Female","Operational Research","40","30","[c]","[c]"
"In post","2022","North West (England)","Female","Other","1340","1210","26940","27130"
"In post","2022","North West (England)","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Female","Policy","850","810","40280","36740"
"In post","2022","North West (England)","Female","Project Delivery","980","920","40160","37450"
"In post","2022","North West (England)","Female","Property","280","270","35620","31900"
"In post","2022","North West (England)","Female","Psychology","160","150","34700","30450"
"In post","2022","North West (England)","Female","Science and Engineering","200","180","34140","31710"
"In post","2022","North West (England)","Female","Security","160","150","34630","32200"
"In post","2022","North West (England)","Female","Social Research","40","30","[c]","[c]"
"In post","2022","North West (England)","Female","Statistics","70","60","40200","33750"
"In post","2022","North West (England)","Female","Tax","1850","1730","32370","28920"
"In post","2022","North West (England)","Female","Unknown","930","890","36910","33080"
"In post","2022","North West (England)","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Male","Commercial","250","240","38420","36780"
"In post","2022","North West (England)","Male","Communications","90","90","36860","34880"
"In post","2022","North West (England)","Male","Counter Fraud","310","300","30310","27570"
"In post","2022","North West (England)","Male","Digital, Data and Technology","1880","1850","42740","38490"
"In post","2022","North West (England)","Male","Economics","40","40","[c]","[c]"
"In post","2022","North West (England)","Male","Finance","550","540","38570","35310"
"In post","2022","North West (England)","Male","Human Resources","410","400","35120","31990"
"In post","2022","North West (England)","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Male","Intelligence Analysis","160","160","29270","26830"
"In post","2022","North West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Male","Knowledge and Information Management","90","90","33030","31660"
"In post","2022","North West (England)","Male","Legal","590","570","42920","40450"
"In post","2022","North West (England)","Male","Medicine","30","30","[c]","[c]"
"In post","2022","North West (England)","Male","Operational Delivery","16660","15970","28000","26820"
"In post","2022","North West (England)","Male","Operational Research","60","50","46560","40520"
"In post","2022","North West (England)","Male","Other","880","860","27370","26930"
"In post","2022","North West (England)","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Male","Policy","650","640","42640","37450"
"In post","2022","North West (England)","Male","Project Delivery","780","760","41520","40180"
"In post","2022","North West (England)","Male","Property","360","350","39320","35310"
"In post","2022","North West (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Male","Science and Engineering","240","240","37970","35440"
"In post","2022","North West (England)","Male","Security","290","290","31930","29320"
"In post","2022","North West (England)","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Male","Statistics","90","90","39730","33680"
"In post","2022","North West (England)","Male","Tax","1980","1920","34200","33080"
"In post","2022","North West (England)","Male","Unknown","840","830","36000","33080"
"In post","2022","North West (England)","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Finance","40","40","[c]","[c]"
"In post","2022","Northern Ireland","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Legal","70","70","32820","28920"
"In post","2022","Northern Ireland","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Operational Delivery","920","820","27390","25580"
"In post","2022","Northern Ireland","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Other","180","170","24930","22580"
"In post","2022","Northern Ireland","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Policy","60","60","39110","36720"
"In post","2022","Northern Ireland","Female","Project Delivery","30","30","[c]","[c]"
"In post","2022","Northern Ireland","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Tax","430","400","32310","33080"
"In post","2022","Northern Ireland","Female","Unknown","80","70","31770","26820"
"In post","2022","Northern Ireland","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Northern Ireland","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Legal","100","100","31060","27790"
"In post","2022","Northern Ireland","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Operational Delivery","870","840","28030","25130"
"In post","2022","Northern Ireland","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Other","160","160","24910","21520"
"In post","2022","Northern Ireland","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Policy","50","50","[c]","[c]"
"In post","2022","Northern Ireland","Male","Project Delivery","30","30","[c]","[c]"
"In post","2022","Northern Ireland","Male","Property","60","60","30360","29210"
"In post","2022","Northern Ireland","Male","Science and Engineering","40","40","[c]","[c]"
"In post","2022","Northern Ireland","Male","Security","370","370","21870","20560"
"In post","2022","Northern Ireland","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Tax","420","410","34810","33080"
"In post","2022","Northern Ireland","Male","Unknown","70","70","29020","26820"
"In post","2022","Northern Ireland","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Finance","50","50","[c]","[c]"
"In post","2022","Overseas","Female","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","International Trade","50","50","[c]","[c]"
"In post","2022","Overseas","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Medicine","40","40","[c]","[c]"
"In post","2022","Overseas","Female","Operational Delivery","100","100","39600","29080"
"In post","2022","Overseas","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Other","310","300","47860","46600"
"In post","2022","Overseas","Female","Policy","750","750","51800","52570"
"In post","2022","Overseas","Female","Project Delivery","50","50","[c]","[c]"
"In post","2022","Overseas","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Commercial","30","30","[c]","[c]"
"In post","2022","Overseas","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Overseas","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Finance","30","30","[c]","[c]"
"In post","2022","Overseas","Male","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Overseas","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","International Trade","120","120","55850","53410"
"In post","2022","Overseas","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Operational Delivery","200","200","49990","55550"
"In post","2022","Overseas","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Other","250","250","50660","46600"
"In post","2022","Overseas","Male","Policy","950","940","52970","53900"
"In post","2022","Overseas","Male","Project Delivery","80","80","49730","50580"
"In post","2022","Overseas","Male","Property","160","160","40290","40000"
"In post","2022","Overseas","Male","Science and Engineering","110","110","42980","40700"
"In post","2022","Overseas","Male","Security","80","80","36640","34220"
"In post","2022","Overseas","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Female","Commercial","140","140","34170","33000"
"In post","2022","Scotland","Female","Communications","50","50","[c]","[c]"
"In post","2022","Scotland","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Female","Counter Fraud","460","410","25910","27570"
"In post","2022","Scotland","Female","Digital, Data and Technology","220","220","38910","37250"
"In post","2022","Scotland","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Female","Finance","310","290","34180","32190"
"In post","2022","Scotland","Female","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Female","Human Resources","550","510","30000","26350"
"In post","2022","Scotland","Female","Intelligence Analysis","40","30","[c]","[c]"
"In post","2022","Scotland","Female","Internal Audit","40","40","[c]","[c]"
"In post","2022","Scotland","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Female","Knowledge and Information Management","50","40","[c]","[c]"
"In post","2022","Scotland","Female","Legal","680","630","50120","52520"
"In post","2022","Scotland","Female","Medicine","70","70","47010","39030"
"In post","2022","Scotland","Female","Operational Delivery","12680","11120","26790","26120"
"In post","2022","Scotland","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Female","Other","1430","1320","28320","26670"
"In post","2022","Scotland","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Female","Policy","230","220","41540","37450"
"In post","2022","Scotland","Female","Project Delivery","330","310","40930","37450"
"In post","2022","Scotland","Female","Property","120","120","30990","29670"
"In post","2022","Scotland","Female","Psychology","70","60","37360","35000"
"In post","2022","Scotland","Female","Science and Engineering","70","60","36810","33060"
"In post","2022","Scotland","Female","Security","230","220","29270","26010"
"In post","2022","Scotland","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Female","Statistics","30","30","[c]","[c]"
"In post","2022","Scotland","Female","Tax","1060","960","32630","33080"
"In post","2022","Scotland","Female","Unknown","8780","8280","39610","34600"
"In post","2022","Scotland","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","Commercial","150","150","35900","33930"
"In post","2022","Scotland","Male","Communications","30","30","[c]","[c]"
"In post","2022","Scotland","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","Counter Fraud","280","260","26370","27570"
"In post","2022","Scotland","Male","Digital, Data and Technology","580","570","38890","34040"
"In post","2022","Scotland","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","Finance","200","190","33920","33000"
"In post","2022","Scotland","Male","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","Human Resources","240","240","30780","27080"
"In post","2022","Scotland","Male","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","Scotland","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","Scotland","Male","Legal","350","340","47440","41750"
"In post","2022","Scotland","Male","Medicine","30","30","[c]","[c]"
"In post","2022","Scotland","Male","Operational Delivery","9240","8770","29530","27570"
"In post","2022","Scotland","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","Other","1470","1410","29920","27170"
"In post","2022","Scotland","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","Policy","180","180","43930","40520"
"In post","2022","Scotland","Male","Project Delivery","290","290","45000","40580"
"In post","2022","Scotland","Male","Property","210","200","36010","33300"
"In post","2022","Scotland","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","Science and Engineering","380","370","37530","34190"
"In post","2022","Scotland","Male","Security","1180","1140","30910","27680"
"In post","2022","Scotland","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","Tax","1120","1080","34220","33370"
"In post","2022","Scotland","Male","Unknown","7220","7090","40390","36130"
"In post","2022","Scotland","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Female","Commercial","270","260","36550","34900"
"In post","2022","South East (England)","Female","Communications","150","140","35140","33150"
"In post","2022","South East (England)","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Female","Counter Fraud","420","370","28190","27570"
"In post","2022","South East (England)","Female","Digital, Data and Technology","390","370","37810","33300"
"In post","2022","South East (England)","Female","Economics","[c]","[c]","[c]","[c]"
