"Status","Year","Parent_department","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Legal","North East (England)","330","300","39110","33460"
"In post","2022","Attorney General's Departments","Legal","North West (England)","910","850","39880","34480"
"In post","2022","Attorney General's Departments","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","710","660","42580","36240"
"In post","2022","Attorney General's Departments","Legal","South West (England)","340","320","42770","48080"
"In post","2022","Attorney General's Departments","Legal","Wales","360","330","40770","42090"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","560","530","40910","38180"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","750","690","41950","43920"
"In post","2022","Attorney General's Departments","No function","London","60","50","44270","38390"
"In post","2022","Attorney General's Departments","Project Delivery","London","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","London","70","70","51920","54760"
"In post","2022","Attorney General's Departments","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","North West (England)","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","East of England","130","130","47640","39360"
"In post","2022","Cabinet Office","Commercial","London","850","830","72590","65000"
"In post","2022","Cabinet Office","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","North West (England)","390","380","50130","43260"
"In post","2022","Cabinet Office","Commercial","Scotland","50","50","65250","63550"
"In post","2022","Cabinet Office","Commercial","South East (England)","70","70","71080","68400"
"In post","2022","Cabinet Office","Commercial","South West (England)","100","100","74510","66730"
"In post","2022","Cabinet Office","Commercial","Unknown","60","60","53190","53110"
"In post","2022","Cabinet Office","Commercial","Wales","80","80","39370","33510"
"In post","2022","Cabinet Office","Commercial","West Midlands (England)","80","80","69270","65250"
"In post","2022","Cabinet Office","Commercial","Yorkshire and The Humber","160","160","61870","61710"
"In post","2022","Cabinet Office","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","London","330","320","49000","42740"
"In post","2022","Cabinet Office","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Counter Fraud","London","110","100","48040","49700"
"In post","2022","Cabinet Office","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data & Technology","East of England","50","50","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data & Technology","London","940","930","52370","54700"
"In post","2022","Cabinet Office","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data & Technology","North West (England)","110","110","42270","38980"
"In post","2022","Cabinet Office","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data & Technology","South West (England)","50","50","47400","49700"
"In post","2022","Cabinet Office","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data & Technology","Wales","30","30","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","London","90","90","47730","42760"
"In post","2022","Cabinet Office","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","North West (England)","30","30","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","London","440","420","48010","42270"
"In post","2022","Cabinet Office","Human Resources","North East (England)","370","340","27410","24100"
"In post","2022","Cabinet Office","Human Resources","North West (England)","150","150","39760","37300"
"In post","2022","Cabinet Office","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","Scotland","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","Yorkshire and The Humber","100","90","41800","38420"
"In post","2022","Cabinet Office","Legal","London","60","60","79770","79760"
"In post","2022","Cabinet Office","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","No function","East of England","40","40","[c]","[c]"
"In post","2022","Cabinet Office","No function","London","3220","3190","43050","34550"
"In post","2022","Cabinet Office","No function","North East (England)","70","70","33520","29250"
"In post","2022","Cabinet Office","No function","North West (England)","170","170","34670","30420"
"In post","2022","Cabinet Office","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","No function","Scotland","100","100","38850","32000"
"In post","2022","Cabinet Office","No function","South East (England)","30","30","[c]","[c]"
"In post","2022","Cabinet Office","No function","South West (England)","50","50","[c]","[c]"
"In post","2022","Cabinet Office","No function","Unknown","280","280","33310","29250"
"In post","2022","Cabinet Office","No function","Wales","70","70","34450","32000"
"In post","2022","Cabinet Office","No function","West Midlands (England)","60","60","30500","28000"
"In post","2022","Cabinet Office","No function","Yorkshire and The Humber","100","100","35500","32000"
"In post","2022","Cabinet Office","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","London","170","170","69090","59820"
"In post","2022","Cabinet Office","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","London","170","160","52960","54700"
"In post","2022","Cabinet Office","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","North West (England)","30","30","[c]","[c]"
"In post","2022","Cabinet Office","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","South West (England)","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","West Midlands (England)","70","70","50560","43500"
"In post","2022","Cabinet Office","Property","Yorkshire and The Humber","70","70","47240","49700"
"In post","2022","Cabinet Office","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","London","210","210","43610","40600"
"In post","2022","Cabinet Office","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","North West (England)","40","30","[c]","[c]"
"In post","2022","Cabinet Office","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","Scotland","80","70","35390","32000"
"In post","2022","Cabinet Office","Security","South East (England)","110","100","32390","33300"
"In post","2022","Cabinet Office","Security","South West (England)","30","30","[c]","[c]"
"In post","2022","Cabinet Office","Security","Unknown","50","40","[c]","[c]"
"In post","2022","Cabinet Office","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","Yorkshire and The Humber","460","440","29940","26670"
"In post","2022","Cabinet Office","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Analysis","London","200","180","67500","60780"
"In post","2022","Chancellor's other departments","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","London","30","30","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","No function","London","40","40","[c]","[c]"
"In post","2022","Chancellor's other departments","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data & Technology","North West (England)","50","50","34430","29160"
"In post","2022","Charity Commission","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","No function","London","50","50","40520","37910"
"In post","2022","Charity Commission","No function","North West (England)","230","220","29430","29160"
"In post","2022","Charity Commission","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Analysis","London","130","120","62170","56360"
"In post","2022","Competition and Markets Authority","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data & Technology","London","70","70","57770","58030"
"In post","2022","Competition and Markets Authority","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","London","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","London","160","150","67960","71370"
"In post","2022","Competition and Markets Authority","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","London","330","320","62590","58030"
"In post","2022","Competition and Markets Authority","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Scotland","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","London","270","270","44180","37900"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","Wales","60","60","35570","32100"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","London","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","South West (England)","190","180","44640","45270"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","London","130","130","47980","45100"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","South West (England)","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Wales","60","60","36480","30770"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","North West (England)","70","70","39200","39170"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Wales","170","150","25320","22740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","East of England","30","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","London","200","200","45710","41560"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Scotland","70","70","34290","33050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","South East (England)","80","70","36220","36110"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","South West (England)","1080","1020","39530","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Wales","460","450","42130","39940"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","West Midlands (England)","60","60","42750","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","London","150","150","52610","53290"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","South West (England)","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Wales","100","90","33970","28750"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","London","110","110","47400","45900"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","South West (England)","80","70","39510","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Wales","140","130","37270","32000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","London","30","30","[c]","[c]"
