"Status","Year","Parent_department","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","White","60","60","46580","40320"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","White","130","120","46720","41690"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","White","50","50","51160","46660"
"In post","2021","Office of Rail and Road","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","White","210","200","57730","56810"
"In post","2021","Office of Rail and Road","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","White","50","50","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared non-disabled","White","320","310","45650","39280"
"In post","2021","Other Cabinet Office Agencies","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Unknown","120","110","32630","28070"
"In post","2021","Other Cabinet Office Agencies","Unknown","White","350","340","37300","34800"
"In post","2021","Scotland Office","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared non-disabled","White","40","30","[c]","[c]"
"In post","2021","Scotland Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","Unknown","50","40","[c]","[c]"
"In post","2021","Scotland Office","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Undeclared","60","50","36520","33650"
"In post","2021","Scottish Government","Declared disabled","Unknown","180","170","32900","33650"
"In post","2021","Scottish Government","Declared disabled","White","1450","1380","36440","33620"
"In post","2021","Scottish Government","Declared non-disabled","Asian","120","110","36490","32930"
"In post","2021","Scottish Government","Declared non-disabled","Black","30","30","[c]","[c]"
"In post","2021","Scottish Government","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared non-disabled","Mixed","80","80","40450","34370"
"In post","2021","Scottish Government","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared non-disabled","Undeclared","150","140","40640","36780"
"In post","2021","Scottish Government","Declared non-disabled","Unknown","140","130","32460","26530"
"In post","2021","Scottish Government","Declared non-disabled","White","9270","8830","39330","34550"
"In post","2021","Scottish Government","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Undeclared","60","60","44740","38540"
"In post","2021","Scottish Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","White","240","230","37580","33620"
"In post","2021","Scottish Government","Unknown","Asian","40","40","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Undeclared","400","370","34740","33650"
"In post","2021","Scottish Government","Unknown","Unknown","6250","5870","31880","29350"
"In post","2021","Scottish Government","Unknown","White","3610","3400","37780","33650"
"In post","2021","The National Archives","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared non-disabled","Asian","30","30","[c]","[c]"
"In post","2021","The National Archives","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Declared non-disabled","Unknown","60","60","33790","34770"
"In post","2021","The National Archives","Declared non-disabled","White","220","210","37010","34460"
"In post","2021","The National Archives","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Unknown","60","60","35740","28460"
"In post","2021","The National Archives","Unknown","White","90","90","37250","34770"
"In post","2021","UK Export Finance","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared non-disabled","Asian","60","60","49580","43160"
"In post","2021","UK Export Finance","Declared non-disabled","Black","30","30","[c]","[c]"
"In post","2021","UK Export Finance","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Declared non-disabled","White","250","250","56980","51250"
"In post","2021","UK Export Finance","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared non-disabled","White","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared disabled","Unknown","40","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared disabled","White","460","410","31820","29540"
"In post","2021","United Kingdom Statistics Authority","Declared non-disabled","Asian","50","50","33060","31710"
"In post","2021","United Kingdom Statistics Authority","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared non-disabled","Mixed","40","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Declared non-disabled","Unknown","90","80","30940","29540"
"In post","2021","United Kingdom Statistics Authority","Declared non-disabled","White","2360","2090","34510","31090"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","White","90","80","27850","25550"
"In post","2021","United Kingdom Statistics Authority","Unknown","Asian","70","60","28540","26050"
"In post","2021","United Kingdom Statistics Authority","Unknown","Black","40","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Mixed","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Unknown","950","870","30200","29540"
"In post","2021","United Kingdom Statistics Authority","Unknown","White","1160","1050","31660","29540"
"In post","2021","Wales Office","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared non-disabled","White","130","120","60400","53600"
"In post","2021","Water Services Regulation Authority","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","Unknown","40","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","White","30","30","[c]","[c]"
"In post","2021","Welsh Government","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared disabled","White","300","280","38670","37410"
"In post","2021","Welsh Government","Declared non-disabled","Asian","40","40","[c]","[c]"
"In post","2021","Welsh Government","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared non-disabled","Mixed","50","50","[c]","[c]"
"In post","2021","Welsh Government","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared non-disabled","Undeclared","100","100","42060","37410"
"In post","2021","Welsh Government","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Declared non-disabled","White","4670","4410","41320","37410"
"In post","2021","Welsh Government","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Undeclared","Undeclared","90","90","44280","47000"
"In post","2021","Welsh Government","Undeclared","White","80","80","40520","37410"
"In post","2021","Welsh Government","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Unknown","160","150","40220","30600"
"In post","2021","Welsh Government","Unknown","White","150","140","38530","34490"
"In post","2022","Attorney General's Departments","Declared disabled","Asian","100","90","42550","38770"
"In post","2022","Attorney General's Departments","Declared disabled","Black","70","70","41680","36120"
"In post","2022","Attorney General's Departments","Declared disabled","Mixed","40","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Declared disabled","Unknown","40","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Declared disabled","White","790","740","43960","43810"
"In post","2022","Attorney General's Departments","Declared non-disabled","Asian","780","720","43340","48080"
"In post","2022","Attorney General's Departments","Declared non-disabled","Black","450","430","41290","33900"
"In post","2022","Attorney General's Departments","Declared non-disabled","Mixed","210","200","46750","50500"
"In post","2022","Attorney General's Departments","Declared non-disabled","Other ethnicity","60","60","47730","50500"
"In post","2022","Attorney General's Departments","Declared non-disabled","Undeclared","120","110","47220","50500"
"In post","2022","Attorney General's Departments","Declared non-disabled","Unknown","320","290","44580","44720"
"In post","2022","Attorney General's Departments","Declared non-disabled","White","5050","4690","46340","49940"
"In post","2022","Attorney General's Departments","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Undeclared","White","90","80","51670","51510"
"In post","2022","Attorney General's Departments","Unknown","Asian","170","160","39910","40000"
"In post","2022","Attorney General's Departments","Unknown","Black","70","70","33260","27010"
"In post","2022","Attorney General's Departments","Unknown","Mixed","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Unknown","Unknown","720","670","49740","51470"
"In post","2022","Attorney General's Departments","Unknown","White","950","910","39770","38000"
"In post","2022","Cabinet Office","Declared disabled","Asian","70","70","44930","40600"
"In post","2022","Cabinet Office","Declared disabled","Black","40","30","[c]","[c]"
"In post","2022","Cabinet Office","Declared disabled","Mixed","50","50","[c]","[c]"
"In post","2022","Cabinet Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Declared disabled","Undeclared","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Declared disabled","White","690","670","44260","38730"
"In post","2022","Cabinet Office","Declared non-disabled","Asian","440","430","45520","40600"
"In post","2022","Cabinet Office","Declared non-disabled","Black","220","220","42000","37300"
"In post","2022","Cabinet Office","Declared non-disabled","Mixed","180","180","45960","40600"
"In post","2022","Cabinet Office","Declared non-disabled","Other ethnicity","60","50","46610","40600"
"In post","2022","Cabinet Office","Declared non-disabled","Undeclared","120","120","47870","41410"
"In post","2022","Cabinet Office","Declared non-disabled","Unknown","130","120","63300","56340"
"In post","2022","Cabinet Office","Declared non-disabled","White","4070","3970","48700","42390"
"In post","2022","Cabinet Office","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Undeclared","Undeclared","90","90","43990","40580"
"In post","2022","Cabinet Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Undeclared","White","180","170","45090","40600"
"In post","2022","Cabinet Office","Unknown","Asian","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Unknown","4130","4090","46040","33300"
"In post","2022","Cabinet Office","Unknown","White","390","380","42320","38980"
