"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government","Psychology","50","50","38200","33650"
"In post","2021","Unknown","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government","Unknown","2290","2200","37090","30650"
"In post","2021","Unknown","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","Operational Delivery","50","50","[c]","[c]"
"In post","2021","Unknown","The National Archives","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Digital, Data and Technology","180","180","37830","36030"
"In post","2021","Unknown","United Kingdom Statistics Authority","Economics","50","50","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Operational Delivery","550","460","24360","22130"
"In post","2021","Unknown","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Project Delivery","30","30","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Social Research","80","80","34120","31920"
"In post","2021","Unknown","United Kingdom Statistics Authority","Statistics","100","100","38150","33500"
"In post","2021","Unknown","Wales Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Operational Delivery","60","60","33610","23830"
"In post","2021","Unknown","Welsh Government","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Attorney General's Departments","Communications","60","60","43110","39750"
"In post","2021","White","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Attorney General's Departments","Counter Fraud","160","160","46170","40330"
"In post","2021","White","Attorney General's Departments","Digital, Data and Technology","130","120","42090","38540"
"In post","2021","White","Attorney General's Departments","Finance","100","90","36850","31560"
"In post","2021","White","Attorney General's Departments","Human Resources","160","150","41740","38180"
"In post","2021","White","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Attorney General's Departments","Legal","3560","3300","56970","55610"
"In post","2021","White","Attorney General's Departments","Operational Delivery","2100","1930","27660","25820"
"In post","2021","White","Attorney General's Departments","Other","220","210","34470","27710"
"In post","2021","White","Attorney General's Departments","Policy","60","50","52990","54760"
"In post","2021","White","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Cabinet Office","Unknown","4110","4000","48550","42030"
"In post","2021","White","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","White","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Chancellor's other departments","Other","180","170","70700","64990"
"In post","2021","White","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Chancellor's other departments","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Operational Delivery","50","50","31940","29160"
"In post","2021","White","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Charity Commission","Unknown","150","140","33420","29160"
"In post","2021","White","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Competition and Markets Authority","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","White","Competition and Markets Authority","Economics","70","70","62020","59140"
"In post","2021","White","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Competition and Markets Authority","Legal","90","90","72640","74480"
"In post","2021","White","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","White","Competition and Markets Authority","Project Delivery","260","250","63400","58890"
"In post","2021","White","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Commercial","200","190","43250","40860"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Communications","170","160","43820","40040"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Counter Fraud","150","140","40230","39490"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","690","670","40960","38070"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Economics","200","200","47410","40220"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Finance","230","220","46740","45250"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Human Resources","320","310","41150","39350"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Legal","60","60","49850","48020"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Operational Delivery","2520","2340","32840","28970"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Other","30","30","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Policy","2660","2580","51070","53380"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Project Delivery","300","290","44110","40780"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Science and Engineering","980","930","42760","40720"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Statistics","40","40","[c]","[c]"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Communications","40","30","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Economics","40","40","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Finance","40","40","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Human Resources","50","40","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Other","60","60","41950","34280"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Policy","780","760","49680","51730"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Project Delivery","140","140","49760","51730"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Education","Commercial","270","270","41460","37280"
"In post","2021","White","Department for Education","Communications","230","220","40380","36960"
"In post","2021","White","Department for Education","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Education","Digital, Data and Technology","570","550","40450","36980"
"In post","2021","White","Department for Education","Finance","530","520","43730","40860"
"In post","2021","White","Department for Education","Human Resources","120","110","37020","32210"
"In post","2021","White","Department for Education","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Education","Legal","50","50","53050","50630"
"In post","2021","White","Department for Education","Operational Delivery","1130","1090","43030","37100"
"In post","2021","White","Department for Education","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Education","Planning","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Education","Policy","2060","1960","47080","45250"
"In post","2021","White","Department for Education","Project Delivery","40","40","[c]","[c]"
"In post","2021","White","Department for Education","Property","410","400","50980","50630"
"In post","2021","White","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Commercial","110","110","38350","36970"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Communications","190","180","40920","37360"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","510","490","43880","47550"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Economics","110","100","45920","47640"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Finance","280","270","43270","38060"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Human Resources","200","180","43430","38750"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Operational Delivery","2650","2440","27560","25190"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Planning","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Policy","1680","1620","43590","38750"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Project Delivery","270","260","40410","36520"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Property","300","290","37200","33110"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Science and Engineering","1110","1040","34380","30220"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Social Research","30","30","[c]","[c]"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Statistics","70","60","38240","33120"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Unknown","30","30","[c]","[c]"
"In post","2021","White","Department for Environment, Food and Rural Affairs","Veterinarian","290","270","45560","45530"
"In post","2021","White","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for International Trade","Communications","60","60","41820","38540"
"In post","2021","White","Department for International Trade","Digital, Data and Technology","60","60","47590","43000"
"In post","2021","White","Department for International Trade","Economics","70","70","45600","51710"
"In post","2021","White","Department for International Trade","Finance","40","40","[c]","[c]"
"In post","2021","White","Department for International Trade","Human Resources","70","70","47790","51710"
"In post","2021","White","Department for International Trade","International Trade","670","660","50110","51970"
"In post","2021","White","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for International Trade","Operational Delivery","50","50","[c]","[c]"
"In post","2021","White","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for International Trade","Other","80","80","40410","35560"
"In post","2021","White","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for International Trade","Policy","120","110","46960","40720"
"In post","2021","White","Department for International Trade","Project Delivery","40","40","[c]","[c]"
"In post","2021","White","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Transport","Commercial","210","200","38660","33350"
"In post","2021","White","Department for Transport","Communications","200","190","37040","32180"
"In post","2021","White","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Transport","Counter Fraud","40","40","[c]","[c]"
"In post","2021","White","Department for Transport","Digital, Data and Technology","850","830","39650","35940"
"In post","2021","White","Department for Transport","Economics","110","100","48790","54110"
"In post","2021","White","Department for Transport","Finance","320","300","39780","36550"
"In post","2021","White","Department for Transport","Human Resources","330","310","36880","32180"
"In post","2021","White","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Transport","Knowledge and Information Management","50","50","36960","33350"
"In post","2021","White","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Transport","Medicine","40","30","[c]","[c]"
"In post","2021","White","Department for Transport","Operational Delivery","7010","6220","25790","23990"
"In post","2021","White","Department for Transport","Operational Research","60","60","37390","34710"
"In post","2021","White","Department for Transport","Other","310","290","44000","32740"
"In post","2021","White","Department for Transport","Policy","910","870","45230","42520"
"In post","2021","White","Department for Transport","Project Delivery","420","410","52330","49240"
"In post","2021","White","Department for Transport","Property","120","110","33090","31040"
"In post","2021","White","Department for Transport","Science and Engineering","110","110","45650","43360"
"In post","2021","White","Department for Transport","Security","190","180","39630","36880"
"In post","2021","White","Department for Transport","Social Research","30","30","[c]","[c]"
"In post","2021","White","Department for Transport","Statistics","70","70","47370","43130"
"In post","2021","White","Department for Transport","Unknown","120","120","58180","54760"
"In post","2021","White","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Digital, Data and Technology","50","40","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Human Resources","30","30","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Operational Delivery","1260","1190","43170","41480"
"In post","2021","White","Department for Work and Pensions","Policy","70","60","48040","44080"
"In post","2021","White","Department for Work and Pensions","Project Delivery","40","30","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Science and Engineering","350","330","39250","35910"
"In post","2021","White","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","Department for Work and Pensions","Unknown","67210","59760","27520","27570"
"In post","2021","White","Department of Health and Social Care","Commercial","100","100","46710","40650"
"In post","2021","White","Department of Health and Social Care","Communications","160","160","46830","41410"
"In post","2021","White","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","Digital, Data and Technology","170","170","45990","41950"
"In post","2021","White","Department of Health and Social Care","Economics","30","30","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","Finance","240","230","44200","40650"
"In post","2021","White","Department of Health and Social Care","Human Resources","170","170","47380","41050"
"In post","2021","White","Department of Health and Social Care","Intelligence Analysis","90","90","52010","53360"
"In post","2021","White","Department of Health and Social Care","Knowledge and Information Management","400","360","39290","37450"
"In post","2021","White","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","Medicine","320","280","95310","92370"
"In post","2021","White","Department of Health and Social Care","Operational Delivery","2330","2120","40490","36330"
"In post","2021","White","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","Other","190","180","54100","53100"
"In post","2021","White","Department of Health and Social Care","Policy","660","640","51100","52080"
"In post","2021","White","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","Science and Engineering","1790","1660","42860","40070"
"In post","2021","White","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","Statistics","50","50","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","Unknown","60","60","42690","40450"
"In post","2021","White","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Inspector of Education and Training","60","60","74470","74730"
"In post","2021","White","ESTYN","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Communications","30","30","[c]","[c]"
"In post","2021","White","Food Standards Agency","Counter Fraud","50","50","39740","37910"
"In post","2021","White","Food Standards Agency","Digital, Data and Technology","50","50","45440","41020"
"In post","2021","White","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Finance","40","40","[c]","[c]"
"In post","2021","White","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Operational Delivery","540","520","31640","27680"
"In post","2021","White","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Policy","140","130","42870","38010"
"In post","2021","White","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Science and Engineering","60","60","43660","40650"
"In post","2021","White","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Veterinarian","50","50","[c]","[c]"
"In post","2021","White","Foreign, Commonwealth and Development Office","Commercial","120","110","45030","41220"
"In post","2021","White","Foreign, Commonwealth and Development Office","Communications","90","90","48790","46110"
"In post","2021","White","Foreign, Commonwealth and Development Office","Digital, Data and Technology","200","200","43320","40420"
"In post","2021","White","Foreign, Commonwealth and Development Office","Economics","100","100","51960","54710"
"In post","2021","White","Foreign, Commonwealth and Development Office","Finance","170","160","43010","38360"
"In post","2021","White","Foreign, Commonwealth and Development Office","Human Resources","200","190","46320","42460"
"In post","2021","White","Foreign, Commonwealth and Development Office","Intelligence Analysis","130","120","47640","39770"
"In post","2021","White","Foreign, Commonwealth and Development Office","Internal Audit","40","40","[c]","[c]"
"In post","2021","White","Foreign, Commonwealth and Development Office","Knowledge and Information Management","100","100","45590","38540"
