"Status","Year","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Finance","8900","8520","40550","36050"
"In post","2022","White","Geography","330","320","31520","33290"
"In post","2022","White","Human Resources","7330","6930","39320","35000"
"In post","2022","White","Inspector of Education and Training","840","810","66220","70500"
"In post","2022","White","Intelligence Analysis","2450","2350","33760","30820"
"In post","2022","White","Internal Audit","570","540","46530","43200"
"In post","2022","White","International Trade","870","860","48730","50560"
"In post","2022","White","Knowledge and Information Management","1790","1710","35590","32690"
"In post","2022","White","Legal","8520","7930","49570","50500"
"In post","2022","White","Medicine","1730","1540","54410","41100"
"In post","2022","White","Operational Delivery","177820","161850","28870","27370"
"In post","2022","White","Operational Research","860","820","45990","47010"
"In post","2022","White","Other","21910","20680","30110","26670"
"In post","2022","White","Planning","190","180","46030","42140"
"In post","2022","White","Planning Inspectors","320","280","56690","58810"
"In post","2022","White","Policy","22660","21940","48400","47470"
"In post","2022","White","Project Delivery","11800","11310","43870","40520"
"In post","2022","White","Property","5560","5330","38470","34000"
"In post","2022","White","Psychology","1210","1160","36180","31180"
"In post","2022","White","Science and Engineering","10850","10430","39330","38070"
"In post","2022","White","Security","7100","6930","32230","29200"
"In post","2022","White","Social Research","1050","1000","42850","38340"
"In post","2022","White","Statistics","1770","1700","44660","40520"
"In post","2022","White","Tax","11340","10720","37270","33370"
"In post","2022","White","Unknown","19540","18850","42530","36390"
"In post","2022","White","Veterinarian","320","300","44630","41030"
"Leaver CS","2021","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","270","240","26930","23500"
"Leaver CS","2021","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","40","30","[c]","[c]"
"Leaver CS","2021","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","40","40","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","60","60","29120","26880"
"Leaver CS","2021","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","600","510","27260","25110"
"Leaver CS","2021","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","200","190","26430","23730"
"Leaver CS","2021","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","250","220","28540","25120"
"Leaver CS","2021","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Delivery","130","120","29380","23520"
"Leaver CS","2021","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","160","140","27620","26120"
"Leaver CS","2021","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","320","270","28830","25870"
"Leaver CS","2021","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","70","70","29150","26670"
"Leaver CS","2021","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","80","70","34410","34530"
"Leaver CS","2021","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","580","490","29680","27570"
"Leaver CS","2021","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","70","70","37220","34340"
"Leaver CS","2021","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","130","120","42170","38450"
"Leaver CS","2021","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","70","60","53120","55000"
"Leaver CS","2021","Unknown","Medicine","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","2100","1980","26300","22350"
"Leaver CS","2021","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","340","340","32240","29930"
"Leaver CS","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","280","280","41900","35150"
"Leaver CS","2021","Unknown","Project Delivery","70","60","33370","29990"
"Leaver CS","2021","Unknown","Property","120","100","29360","25500"
"Leaver CS","2021","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","100","90","28580","24780"
"Leaver CS","2021","Unknown","Security","70","70","28060","25610"
"Leaver CS","2021","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","2920","2500","32670","27570"
"Leaver CS","2021","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","150","140","39420","36780"
"Leaver CS","2021","White","Communications","130","120","37790","33300"
"Leaver CS","2021","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data and Technology","250","230","41760","37910"
"Leaver CS","2021","White","Economics","60","60","[c]","[c]"
"Leaver CS","2021","White","Finance","170","160","42300","37720"
"Leaver CS","2021","White","Human Resources","220","210","38720","34610"
"Leaver CS","2021","White","Inspector of Education and Training","70","60","67930","75500"
"Leaver CS","2021","White","Intelligence Analysis","60","50","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Knowledge and Information Management","80","70","33930","30460"
"Leaver CS","2021","White","Legal","280","230","53570","54300"
"Leaver CS","2021","White","Medicine","180","150","55880","40890"
"Leaver CS","2021","White","Operational Delivery","5170","4510","28470","23220"
"Leaver CS","2021","White","Operational Research","30","30","[c]","[c]"
"Leaver CS","2021","White","Other","980","930","29700","26670"
"Leaver CS","2021","White","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Policy","420","400","49800","44770"
"Leaver CS","2021","White","Project Delivery","320","300","42870","39510"
"Leaver CS","2021","White","Property","260","230","33520","31240"
"Leaver CS","2021","White","Psychology","70","60","[c]","[c]"
"Leaver CS","2021","White","Science and Engineering","540","510","33500","29940"
"Leaver CS","2021","White","Security","290","280","30440","26930"
"Leaver CS","2021","White","Social Research","30","30","[c]","[c]"
"Leaver CS","2021","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","7700","6320","29320","26890"
"Leaver CS","2021","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","120","120","40080","38050"
"Leaver CS","2022","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Legal","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","1100","990","28220","27570"
"Leaver CS","2022","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","120","110","30930","27400"
"Leaver CS","2022","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","130","120","42840","40050"
"Leaver CS","2022","Asian","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","80","70","34890","32900"
"Leaver CS","2022","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","470","400","37560","28550"
"Leaver CS","2022","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","830","770","29440","28170"
"Leaver CS","2022","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","80","80","31090","31060"
"Leaver CS","2022","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","60","50","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","60","50","37190","36330"
"Leaver CS","2022","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","200","170","31990","30720"
"Leaver CS","2022","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Operational Delivery","460","430","28080","27570"
"Leaver CS","2022","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","60","60","26990","26350"
"Leaver CS","2022","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","50","50","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","130","110","33710","27570"
"Leaver CS","2022","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","120","110","29960","27570"
"Leaver CS","2022","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
