"Status","Year","Profession_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Property","Female","30-39","510","480","37110","33370"
"In post","2022","Property","Female","40-49","770","720","38430","34260"
"In post","2022","Property","Female","50-59","1080","1020","36960","33300"
"In post","2022","Property","Female","60-64","280","250","33670","30600"
"In post","2022","Property","Female","65+","80","60","29450","27000"
"In post","2022","Property","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Male","20-29","460","450","30000","28500"
"In post","2022","Property","Male","30-39","600","600","38230","35900"
"In post","2022","Property","Male","40-49","920","910","41220","38200"
"In post","2022","Property","Male","50-59","1640","1620","42220","40370"
"In post","2022","Property","Male","60-64","610","550","39690","36460"
"In post","2022","Property","Male","65+","250","220","35360","33300"
"In post","2022","Psychology","Female","20-29","370","370","27680","27700"
"In post","2022","Psychology","Female","30-39","550","530","35050","31180"
"In post","2022","Psychology","Female","40-49","280","260","44760","46020"
"In post","2022","Psychology","Female","50-59","110","110","41660","34870"
"In post","2022","Psychology","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","30-39","60","60","34250","31180"
"In post","2022","Psychology","Male","40-49","50","50","43560","39500"
"In post","2022","Psychology","Male","50-59","50","40","[c]","[c]"
"In post","2022","Psychology","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","65+","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","20-29","1050","1040","29760","29230"
"In post","2022","Science and Engineering","Female","30-39","1190","1120","37860","37970"
"In post","2022","Science and Engineering","Female","40-49","1120","1010","43390","40560"
"In post","2022","Science and Engineering","Female","50-59","800","730","44290","41140"
"In post","2022","Science and Engineering","Female","60-64","150","120","41400","38160"
"In post","2022","Science and Engineering","Female","65+","50","40","[c]","[c]"
"In post","2022","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Male","16-19","100","100","18400","17450"
"In post","2022","Science and Engineering","Male","20-29","1850","1850","29130","28680"
"In post","2022","Science and Engineering","Male","30-39","1810","1800","39610","38750"
"In post","2022","Science and Engineering","Male","40-49","1850","1830","44480","43000"
"In post","2022","Science and Engineering","Male","50-59","2650","2620","43590","42170"
"In post","2022","Science and Engineering","Male","60-64","940","860","40460","39650"
"In post","2022","Science and Engineering","Male","65+","370","300","39800","36670"
"In post","2022","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","20-29","330","320","28910","26750"
"In post","2022","Security","Female","30-39","470","460","33470","31990"
"In post","2022","Security","Female","40-49","500","480","35610","33300"
"In post","2022","Security","Female","50-59","700","680","33890","31990"
"In post","2022","Security","Female","60-64","120","100","30380","26740"
"In post","2022","Security","Female","65+","30","20","[c]","[c]"
"In post","2022","Security","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","20-29","800","800","27250","26350"
"In post","2022","Security","Male","30-39","1270","1270","33330","32630"
"In post","2022","Security","Male","40-49","1440","1430","34460","35310"
"In post","2022","Security","Male","50-59","2630","2610","33470","33300"
"In post","2022","Security","Male","60-64","750","680","28550","22460"
"In post","2022","Security","Male","65+","250","220","27870","22740"
"In post","2022","Social Research","Female","20-29","410","410","35810","33710"
"In post","2022","Social Research","Female","30-39","280","260","44250","41340"
"In post","2022","Social Research","Female","40-49","160","140","50040","50210"
"In post","2022","Social Research","Female","50-59","70","60","52200","55210"
"In post","2022","Social Research","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","20-29","140","140","35950","33710"
"In post","2022","Social Research","Male","30-39","130","130","45710","42470"
"In post","2022","Social Research","Male","40-49","80","80","47420","42590"
"In post","2022","Social Research","Male","50-59","40","30","[c]","[c]"
"In post","2022","Social Research","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","65+","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","20-29","400","400","36040","33710"
"In post","2022","Statistics","Female","30-39","340","320","45350","43000"
"In post","2022","Statistics","Female","40-49","230","210","51950","52150"
"In post","2022","Statistics","Female","50-59","100","100","51140","51210"
"In post","2022","Statistics","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","20-29","430","430","35330","33430"
"In post","2022","Statistics","Male","30-39","350","340","44300","40450"
"In post","2022","Statistics","Male","40-49","270","260","50400","51210"
"In post","2022","Statistics","Male","50-59","190","190","50770","47710"
"In post","2022","Statistics","Male","60-64","40","30","[c]","[c]"
"In post","2022","Statistics","Male","65+","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Female","16-19","30","30","[c]","[c]"
"In post","2022","Tax","Female","20-29","2050","2000","28630","26590"
"In post","2022","Tax","Female","30-39","2280","2130","33380","33080"
"In post","2022","Tax","Female","40-49","1810","1690","35870","33370"
"In post","2022","Tax","Female","50-59","2380","2230","37640","33440"
"In post","2022","Tax","Female","60-64","620","470","35980","33370"
"In post","2022","Tax","Female","65+","130","90","34450","33220"
"In post","2022","Tax","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Male","20-29","2150","2120","29030","26820"
"In post","2022","Tax","Male","30-39","3070","3050","35790","33370"
"In post","2022","Tax","Male","40-49","2000","1980","37540","33370"
"In post","2022","Tax","Male","50-59","2170","2130","40870","37930"
"In post","2022","Tax","Male","60-64","660","530","41580","35980"
"In post","2022","Tax","Male","65+","220","150","40050","35980"
"In post","2022","Unknown","Female","16-19","50","50","23160","21260"
"In post","2022","Unknown","Female","20-29","4540","4490","32090","29250"
"In post","2022","Unknown","Female","30-39","4610","4390","41370","37300"
"In post","2022","Unknown","Female","40-49","3970","3720","46590","40810"
"In post","2022","Unknown","Female","50-59","3380","3220","45900","39710"
"In post","2022","Unknown","Female","60-64","590","510","38990","31540"
"In post","2022","Unknown","Female","65+","140","110","38030","30040"
"In post","2022","Unknown","Male","16-19","50","50","22870","21260"
"In post","2022","Unknown","Male","20-29","3520","3500","32290","29250"
"In post","2022","Unknown","Male","30-39","4000","3970","41310","36350"
"In post","2022","Unknown","Male","40-49","3380","3350","49210","43890"
"In post","2022","Unknown","Male","50-59","3040","3000","50410","43470"
"In post","2022","Unknown","Male","60-64","750","690","46080","36390"
"In post","2022","Unknown","Male","65+","230","190","41920","33370"
"In post","2022","Veterinarian","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","30-39","70","70","39190","37240"
"In post","2022","Veterinarian","Female","40-49","90","80","44800","45370"
"In post","2022","Veterinarian","Female","50-59","50","50","[c]","[c]"
"In post","2022","Veterinarian","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","40-49","70","70","43080","38080"
"In post","2022","Veterinarian","Male","50-59","50","50","[c]","[c]"
"In post","2022","Veterinarian","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","20-29","50","50","29720","28500"
"Leaver CS","2021","Communications","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","20-29","80","80","31080","29960"
"Leaver CS","2021","Digital, Data and Technology","Male","30-39","70","70","44390","41970"
"Leaver CS","2021","Digital, Data and Technology","Male","40-49","60","60","47440","43640"
"Leaver CS","2021","Digital, Data and Technology","Male","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Economics","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","20-29","60","60","[c]","[c]"
"Leaver CS","2021","Economics","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Finance","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Male","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Finance","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","30-39","50","50","[c]","[c]"
"Leaver CS","2021","Legal","Female","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Legal","Female","50-59","70","50","55340","55610"
"Leaver CS","2021","Legal","Female","60-64","50","40","60720","57320"
"Leaver CS","2021","Legal","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Male","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","30-39","50","40","[c]","[c]"
"Leaver CS","2021","Medicine","Female","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Medicine","Female","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","20-29","1170","1140","22460","21300"
"Leaver CS","2021","Operational Delivery","Female","30-39","680","600","26590","22700"
"Leaver CS","2021","Operational Delivery","Female","40-49","510","450","29190","23890"
"Leaver CS","2021","Operational Delivery","Female","50-59","750","650","28630","23520"
"Leaver CS","2021","Operational Delivery","Female","60-64","520","410","28600","23190"
"Leaver CS","2021","Operational Delivery","Female","65+","500","360","23840","21430"
"Leaver CS","2021","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Male","20-29","910","890","23610","21590"
"Leaver CS","2021","Operational Delivery","Male","30-39","720","700","29580","24890"
"Leaver CS","2021","Operational Delivery","Male","40-49","480","450","31090","25870"
"Leaver CS","2021","Operational Delivery","Male","50-59","810","770","33760","27370"
"Leaver CS","2021","Operational Delivery","Male","60-64","560","470","33600","29080"
"Leaver CS","2021","Operational Delivery","Male","65+","590","430","27760","23500"
"Leaver CS","2021","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","20-29","100","100","24620","21980"
"Leaver CS","2021","Other","Female","30-39","70","70","29590","27600"
"Leaver CS","2021","Other","Female","40-49","90","90","33720","26930"
"Leaver CS","2021","Other","Female","50-59","120","110","28580","21580"
"Leaver CS","2021","Other","Female","60-64","100","90","26300","21880"
"Leaver CS","2021","Other","Female","65+","90","80","25540","21370"
"Leaver CS","2021","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","20-29","110","110","27420","27350"
"Leaver CS","2021","Other","Male","30-39","110","110","30220","28850"
"Leaver CS","2021","Other","Male","40-49","90","90","34320","29960"
"Leaver CS","2021","Other","Male","50-59","210","200","34540","30190"
"Leaver CS","2021","Other","Male","60-64","200","200","34170","30890"
"Leaver CS","2021","Other","Male","65+","160","150","27600","25870"
"Leaver CS","2021","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","30-39","[c]","[c]","[c]","[c]"
