"Status","Year","Disability","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Overseas","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Ministry of Defence","50","50","[c]","[c]"
"In post","2021","Undeclared","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Oxfordshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Oxfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Oxfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Oxfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Oxfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Oxfordshire","Ministry of Defence","60","60","28940","26670"
"In post","2021","Undeclared","Oxfordshire","Ministry of Justice","160","150","32840","33520"
"In post","2021","Undeclared","Perth and Kinross and Stirling","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Perth and Kinross and Stirling","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Perth and Kinross and Stirling","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Perth and Kinross and Stirling","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Perth and Kinross and Stirling","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Peterborough","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Peterborough","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Peterborough","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Peterborough","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Peterborough","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Peterborough","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Peterborough","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Peterborough","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Plymouth","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Plymouth","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Plymouth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Plymouth","HM Land Registry","40","40","[c]","[c]"
"In post","2021","Undeclared","Plymouth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Plymouth","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Plymouth","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Plymouth","Ministry of Defence","70","70","30640","30580"
"In post","2021","Undeclared","Plymouth","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Portsmouth","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Portsmouth","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Portsmouth","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Portsmouth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Portsmouth","HM Revenue and Customs","60","60","30790","28130"
"In post","2021","Undeclared","Portsmouth","Home Office","30","30","[c]","[c]"
"In post","2021","Undeclared","Portsmouth","Ministry of Defence","140","140","33790","33300"
"In post","2021","Undeclared","Portsmouth","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Powys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Powys","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Powys","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Powys","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Powys","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Redbridge and Waltham Forest","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Redbridge and Waltham Forest","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","Undeclared","Redbridge and Waltham Forest","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Redbridge and Waltham Forest","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sandwell","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sandwell","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Borders","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Borders","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Borders","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sefton","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sefton","Department for Work and Pensions","100","90","36500","28210"
"In post","2021","Undeclared","Sefton","HM Revenue and Customs","100","90","30080","28130"
"In post","2021","Undeclared","Sefton","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sefton","Home Office","30","30","[c]","[c]"
"In post","2021","Undeclared","Sefton","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sefton","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sheffield","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sheffield","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sheffield","Department for Education","90","80","40060","36780"
"In post","2021","Undeclared","Sheffield","Department for Work and Pensions","100","90","34610","31990"
"In post","2021","Undeclared","Sheffield","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sheffield","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sheffield","Home Office","110","100","28310","25310"
"In post","2021","Undeclared","Sheffield","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sheffield","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sheffield","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Shetland Islands","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Shetland Islands","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Shropshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Shropshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Shropshire CC","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Undeclared","Shropshire CC","Ministry of Justice","50","50","31760","31650"
"In post","2021","Undeclared","Solihull","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Solihull","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Solihull","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Solihull","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Solihull","Home Office","40","30","[c]","[c]"
"In post","2021","Undeclared","Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Somerset","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Undeclared","Somerset","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Somerset","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Somerset","Ministry of Defence","120","120","33240","33290"
"In post","2021","Undeclared","Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South and West Derbyshire","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Undeclared","South and West Derbyshire","Ministry of Justice","90","80","30850","31650"
"In post","2021","Undeclared","South Ayrshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Ayrshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Ayrshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Ayrshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Hampshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Hampshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Hampshire","Ministry of Defence","70","70","31660","32670"
"In post","2021","Undeclared","South Hampshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Hampshire","United Kingdom Statistics Authority","80","60","24970","19520"
"In post","2021","Undeclared","South Lanarkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Lanarkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Lanarkshire","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Lanarkshire","HM Revenue and Customs","60","50","28110","25560"
"In post","2021","Undeclared","South Lanarkshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Lanarkshire","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Nottinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Nottinghamshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Nottinghamshire","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Undeclared","South Teesside","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Undeclared","South Teesside","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South Teesside","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West Wales","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Southampton","Department for Transport","30","30","[c]","[c]"
"In post","2021","Undeclared","Southampton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Southampton","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Southampton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Southampton","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Southampton","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Southend-on-Sea","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Southend-on-Sea","HM Revenue and Customs","60","60","34190","32100"
"In post","2021","Undeclared","Southend-on-Sea","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Southend-on-Sea","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Staffordshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Staffordshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Staffordshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Staffordshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Staffordshire CC","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Staffordshire CC","Ministry of Defence","90","80","31220","26670"
"In post","2021","Undeclared","Staffordshire CC","Ministry of Justice","280","250","29950","30140"
"In post","2021","Undeclared","Stoke-on-Trent","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Stoke-on-Trent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Stoke-on-Trent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Stoke-on-Trent","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Stoke-on-Trent","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Stoke-on-Trent","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Suffolk","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Suffolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Suffolk","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Suffolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Suffolk","HM Revenue and Customs","50","50","29820","28130"
"In post","2021","Undeclared","Suffolk","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Suffolk","Ministry of Defence","50","50","[c]","[c]"
"In post","2021","Undeclared","Suffolk","Ministry of Justice","210","190","29990","31650"
"In post","2021","Undeclared","Sunderland","Department for Work and Pensions","80","70","26060","27570"
"In post","2021","Undeclared","Sunderland","HM Revenue and Customs","120","100","24780","21440"
"In post","2021","Undeclared","Sunderland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Sunderland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Swansea","Department for Transport","510","460","27600","21590"
"In post","2021","Undeclared","Swansea","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Swansea","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Swansea","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Swansea","Ministry of Justice","110","80","29390","31650"
"In post","2021","Undeclared","Swansea","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Swindon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Swindon","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Swindon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Swindon","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Swindon","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Telford and Wrekin","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Telford and Wrekin","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Telford and Wrekin","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Telford and Wrekin","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Telford and Wrekin","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2021","Undeclared","Telford and Wrekin","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Telford and Wrekin","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Thurrock","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Thurrock","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Thurrock","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Thurrock","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Torbay","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Torbay","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tower Hamlets","Cabinet Office","30","30","[c]","[c]"
"In post","2021","Undeclared","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tower Hamlets","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tower Hamlets","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2021","Undeclared","Tower Hamlets","HM Revenue and Customs","90","90","46580","41760"
"In post","2021","Undeclared","Tower Hamlets","Ministry of Justice","90","90","43320","38510"
"In post","2021","Undeclared","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tower Hamlets","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","Department for Work and Pensions","210","200","30480","27570"
"In post","2021","Undeclared","Tyneside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","HM Revenue and Customs","330","310","30480","27240"
"In post","2021","Undeclared","Tyneside","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tyneside","Ministry of Justice","70","70","25380","21170"
"In post","2021","Undeclared","Tyneside","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wakefield","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wakefield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wakefield","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wakefield","Ministry of Justice","190","170","30410","31650"
"In post","2021","Undeclared","Wakefield","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Walsall","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Walsall","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wandsworth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wandsworth","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wandsworth","Ministry of Justice","140","130","33610","35130"
"In post","2021","Undeclared","Warrington","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Warrington","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Warrington","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Warrington","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Warrington","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Warrington","Ministry of Justice","140","130","30570","31650"
"In post","2021","Undeclared","Warrington","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Warwickshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Warwickshire","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Undeclared","Warwickshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Warwickshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Warwickshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Cumbria","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Undeclared","West Essex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Essex","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Essex","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Essex","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Kent","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Kent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Kent","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Kent","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Undeclared","West Lothian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Lothian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Lothian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Lothian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Northamptonshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Northamptonshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Northamptonshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Northamptonshire","Ministry of Justice","60","60","25280","22850"
"In post","2021","Undeclared","West Surrey","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Undeclared","West Surrey","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Surrey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Surrey","Ministry of Justice","90","80","32860","31810"
"In post","2021","Undeclared","West Sussex (North East)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Sussex (North East)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Sussex (North East)","Home Office","70","60","30210","28350"
"In post","2021","Undeclared","West Sussex (North East)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Sussex (South West)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Sussex (South West)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Sussex (South West)","HM Revenue and Customs","50","40","[c]","[c]"
"In post","2021","Undeclared","West Sussex (South West)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Sussex (South West)","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Undeclared","Westminster","Attorney General's Departments","130","120","55830","58310"
"In post","2021","Undeclared","Westminster","Cabinet Office","160","150","50940","53600"
"In post","2021","Undeclared","Westminster","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Westminster","Department for Business, Energy and Industrial Strategy","260","260","50880","53380"
"In post","2021","Undeclared","Westminster","Department for Digital, Culture, Media and Sport","70","70","46430","51440"
"In post","2021","Undeclared","Westminster","Department for Education","110","110","52860","53420"
"In post","2021","Undeclared","Westminster","Department for Environment, Food and Rural Affairs","80","80","44090","39710"
"In post","2021","Undeclared","Westminster","Department for International Trade","60","60","47060","47870"
"In post","2021","Undeclared","Westminster","Department for Transport","590","580","44210","42470"
"In post","2021","Undeclared","Westminster","Department for Work and Pensions","100","100","42540","37380"
"In post","2021","Undeclared","Westminster","Food Standards Agency","180","180","42910","40350"
"In post","2021","Undeclared","Westminster","Foreign, Commonwealth and Development Office","180","180","51030","44880"
"In post","2021","Undeclared","Westminster","HM Revenue and Customs","90","90","55520","59160"
"In post","2021","Undeclared","Westminster","HM Treasury","350","340","45040","37900"
"In post","2021","Undeclared","Westminster","Home Office","170","160","48600","46070"
"In post","2021","Undeclared","Westminster","Ministry of Defence","190","190","43820","42620"
"In post","2021","Undeclared","Westminster","Ministry of Housing, Communities and Local Government","100","100","46440","46120"
"In post","2021","Undeclared","Westminster","Ministry of Justice","340","330","43950","38520"
"In post","2021","Undeclared","Westminster","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Westminster","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Westminster","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Westminster","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Westminster","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Westminster","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wiltshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wiltshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wiltshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wiltshire","Department of Health and Social Care","90","80","43970","38230"
"In post","2021","Undeclared","Wiltshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wiltshire","Ministry of Defence","450","440","38540","37360"
"In post","2021","Undeclared","Wiltshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wirral","Department for Work and Pensions","50","50","26060","27570"
"In post","2021","Undeclared","Wirral","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wirral","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wirral","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wolverhampton","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wolverhampton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wolverhampton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wolverhampton","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wolverhampton","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Worcestershire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
