"Status","Year","Sexual_orientation","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","Declared non-disabled","60","60","24670","21300"
"In post","2022","Undeclared","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Fiscal Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Forestry","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Declared disabled","50","50","42800","39660"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Declared non-disabled","240","230","45060","40810"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Undeclared","50","40","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Unknown","80","70","47590","47490"
"In post","2022","Undeclared","Scottish Housing Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Housing Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","Unknown","50","50","35820","35000"
"In post","2022","Undeclared","Scottish Public Pensions Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Student Awards Agency for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","Declared non-disabled","100","90","43150","40320"
"In post","2022","Undeclared","Submarine Delivery Agency","Undeclared","60","60","44290","42490"
"In post","2022","Undeclared","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Teaching Regulation Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Transport Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","Declared non-disabled","320","290","39320","32330"
"In post","2022","Undeclared","UK Health Security Agency","Undeclared","40","30","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","Unknown","230","210","49690","41260"
"In post","2022","Undeclared","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Hydrographic Office","Undeclared","40","30","[c]","[c]"
"In post","2022","Undeclared","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Declared disabled","40","30","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Declared non-disabled","120","110","34980","33710"
"In post","2022","Undeclared","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Unknown","70","60","32930","30710"
"In post","2022","Undeclared","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Valuation Office Agency","Declared non-disabled","180","160","36130","32890"
"In post","2022","Undeclared","Valuation Office Agency","Undeclared","150","130","39260","34000"
"In post","2022","Undeclared","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Declared disabled","40","40","[c]","[c]"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Declared non-disabled","480","450","42550","38160"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Undeclared","120","120","44780","47470"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Unknown","50","50","[c]","[c]"
"In post","2022","Undeclared","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Unknown","130","130","28220","24250"
"In post","2022","Unknown","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Animal and Plant Health Agency","Declared non-disabled","110","100","33050","28000"
"In post","2022","Unknown","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Animal and Plant Health Agency","Unknown","180","170","27990","24920"
"In post","2022","Unknown","Attorney General's Office","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Declared non-disabled","150","150","62130","54700"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Unknown","4050","4010","46300","33630"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","190","180","31250","29750"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Unknown","150","130","38230","35900"
"In post","2022","Unknown","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Unknown","170","160","32510","29160"
"In post","2022","Unknown","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Companies House","Unknown","230","210","27660","22740"
"In post","2022","Unknown","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Criminal Injuries Compensation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Criminal Injuries Compensation Authority","Unknown","50","50","27280","25120"
"In post","2022","Unknown","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Unknown","120","110","38450","36600"
"In post","2022","Unknown","Crown Office and Procurator Fiscal Service","Declared non-disabled","110","100","45080","42570"
"In post","2022","Unknown","Crown Prosecution Service","Declared disabled","100","80","43680","48830"
"In post","2022","Unknown","Crown Prosecution Service","Declared non-disabled","850","760","44270","48080"
"In post","2022","Unknown","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Unknown","440","390","42600","40000"
"In post","2022","Unknown","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Declared non-disabled","180","170","37700","35940"
"In post","2022","Unknown","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Unknown","490","470","31970","29550"
"In post","2022","Unknown","Defence Science and Technology Laboratory","Declared disabled","120","110","39330","38070"
"In post","2022","Unknown","Defence Science and Technology Laboratory","Declared non-disabled","3390","3260","41140","38110"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","430","420","46080","40050"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Unknown","150","150","47100","51730"
"In post","2022","Unknown","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","Declared non-disabled","300","280","47130","45490"
"In post","2022","Unknown","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","Unknown","490","480","41850","36500"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","150","140","41850","39720"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","800","770","41430","37320"
"In post","2022","Unknown","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Declared non-disabled","100","100","43630","38540"
"In post","2022","Unknown","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Unknown","660","660","45420","40050"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","360","350","45840","39820"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Unknown","660","640","43900","42470"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Declared disabled","1300","1090","26370","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Declared non-disabled","13150","11150","27060","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","640","570","27130","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","2860","2740","29990","27570"
"In post","2022","Unknown","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Disclosure Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Disclosure Scotland","Unknown","90","80","25190","23230"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Unknown","690","630","24180","21840"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Declared non-disabled","130","110","28410","26830"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Unknown","900","870","27380","26470"
"In post","2022","Unknown","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education and Skills Funding Agency","Declared non-disabled","230","220","44160","40940"
"In post","2022","Unknown","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education and Skills Funding Agency","Unknown","90","80","38400","36500"
"In post","2022","Unknown","Education Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education Scotland","Unknown","100","100","53540","49860"
"In post","2022","Unknown","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Declared non-disabled","90","90","41160","40850"
"In post","2022","Unknown","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Declared non-disabled","190","180","32230","27190"
"In post","2022","Unknown","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","Unknown","110","100","35200","31540"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","120","120","49040","51500"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","1160","1140","48380","51500"
"In post","2022","Unknown","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Forestry and Land Scotland","Declared non-disabled","590","560","32190","30020"
"In post","2022","Unknown","Forestry and Land Scotland","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Declared non-disabled","210","190","58280","63730"
"In post","2022","Unknown","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Unknown","300","280","58430","63730"
"In post","2022","Unknown","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","Unknown","40","30","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Declared non-disabled","160","150","43150","41000"
"In post","2022","Unknown","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Unknown","60","60","36860","31660"
"In post","2022","Unknown","HM Courts and Tribunals Service","Declared disabled","40","30","[c]","[c]"
"In post","2022","Unknown","HM Courts and Tribunals Service","Declared non-disabled","470","400","27740","24310"
"In post","2022","Unknown","HM Courts and Tribunals Service","Undeclared","90","80","24930","21650"
"In post","2022","Unknown","HM Courts and Tribunals Service","Unknown","1530","1470","25340","21650"
"In post","2022","Unknown","HM Crown Prosecution Service Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Declared disabled","80","70","27510","27130"
"In post","2022","Unknown","HM Land Registry","Declared non-disabled","780","680","30380","27130"
"In post","2022","Unknown","HM Land Registry","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Unknown","960","920","27440","22600"
"In post","2022","Unknown","HM Prison and Probation Service","Declared disabled","210","190","30480","31650"
"In post","2022","Unknown","HM Prison and Probation Service","Declared non-disabled","2090","1840","31880","31650"
"In post","2022","Unknown","HM Prison and Probation Service","Undeclared","1810","1600","31340","31650"
"In post","2022","Unknown","HM Prison and Probation Service","Unknown","7390","6980","27040","25480"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Declared disabled","610","530","29470","26490"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Declared non-disabled","3300","2880","31210","26820"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Undeclared","230","210","34260","28920"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","16630","15540","30080","26820"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Declared disabled","50","50","31680","28650"
"In post","2022","Unknown","Home Office","Declared non-disabled","110","110","31900","28650"
"In post","2022","Unknown","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Unknown","4250","4110","32350","27370"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Unknown","50","50","43430","45270"
"In post","2022","Unknown","Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","Declared non-disabled","200","180","43930","42200"
"In post","2022","Unknown","Intellectual Property Office","Unknown","330","320","33690","27470"
"In post","2022","Unknown","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal Aid Agency","Unknown","60","60","25010","20970"
"In post","2022","Unknown","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","Unknown","100","100","32040","26840"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","230","220","49440","42060"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Declared disabled","100","100","32510","30750"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Declared non-disabled","530","510","32830","30910"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Undeclared","90","90","34240","33300"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","3060","2950","33360","28890"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Declared non-disabled","140","130","39690","34260"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Undeclared","50","50","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Unknown","880","870","41580","36620"
"In post","2022","Unknown","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","Declared non-disabled","70","70","42150","40210"
"In post","2022","Unknown","National Crime Agency","Unknown","630","600","41660","39840"
"In post","2022","Unknown","National Records of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","Declared non-disabled","70","60","33020","25930"
"In post","2022","Unknown","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","Unknown","130","120","33540","27230"
"In post","2022","Unknown","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","Unknown","50","50","46430","41750"
"In post","2022","Unknown","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Unknown","60","60","38920","32010"
