"Status","Year","Profession_of_post","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Project Delivery","South West (England)","4550","4400","40240","39650"
"In post","2021","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Wales","430","410","41300","38630"
"In post","2021","Project Delivery","Project Delivery","West Midlands (England)","660","630","40060","38630"
"In post","2021","Project Delivery","Project Delivery","Yorkshire and The Humber","410","400","38820","36460"
"In post","2021","Project Delivery","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","East of England","40","40","[c]","[c]"
"In post","2021","Project Delivery","Unknown","London","830","820","49100","42550"
"In post","2021","Project Delivery","Unknown","North East (England)","40","40","[c]","[c]"
"In post","2021","Project Delivery","Unknown","North West (England)","200","190","38690","37460"
"In post","2021","Project Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Scotland","30","30","[c]","[c]"
"In post","2021","Project Delivery","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","South West (England)","50","50","43320","39520"
"In post","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Wales","90","80","42330","39740"
"In post","2021","Project Delivery","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Yorkshire and The Humber","100","100","38650","37460"
"In post","2021","Property","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Property","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","London","90","90","56830","64590"
"In post","2021","Property","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","North West (England)","50","50","46720","49860"
"In post","2021","Property","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","South West (England)","50","40","[c]","[c]"
"In post","2021","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Property","Property","East Midlands (England)","460","430","33250","31810"
"In post","2021","Property","Property","East of England","500","480","32470","33000"
"In post","2021","Property","Property","London","990","950","42830","37380"
"In post","2021","Property","Property","North East (England)","260","240","34370","31100"
"In post","2021","Property","Property","North West (England)","450","430","34860","31100"
"In post","2021","Property","Property","Northern Ireland","100","100","28950","27680"
"In post","2021","Property","Property","Overseas","190","190","38980","36460"
"In post","2021","Property","Property","Scotland","330","330","32420","33300"
"In post","2021","Property","Property","South East (England)","960","930","34920","33300"
"In post","2021","Property","Property","South West (England)","840","800","34600","33300"
"In post","2021","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Property","Wales","350","330","33660","32100"
"In post","2021","Property","Property","West Midlands (England)","470","440","35170","33000"
"In post","2021","Property","Property","Yorkshire and The Humber","530","500","35070","32550"
"In post","2021","Property","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Wales","70","60","39570","37410"
"In post","2021","Property","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","No function","East Midlands (England)","180","170","34580","30450"
"In post","2021","Psychology","No function","East of England","170","160","35150","30450"
"In post","2021","Psychology","No function","London","60","60","41370","35950"
"In post","2021","Psychology","No function","North East (England)","90","90","37800","38150"
"In post","2021","Psychology","No function","North West (England)","160","150","35230","30450"
"In post","2021","Psychology","No function","Scotland","70","70","38790","33650"
"In post","2021","Psychology","No function","South East (England)","220","210","35580","30450"
"In post","2021","Psychology","No function","South West (England)","100","90","37150","31180"
"In post","2021","Psychology","No function","Wales","50","50","34990","30340"
"In post","2021","Psychology","No function","West Midlands (England)","120","110","32480","29400"
"In post","2021","Psychology","No function","Yorkshire and The Humber","180","170","33890","30450"
"In post","2021","Psychology","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Analysis","East of England","350","330","34330","30220"
"In post","2021","Science and Engineering","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Analysis","South East (England)","80","80","38500","37320"
"In post","2021","Science and Engineering","Analysis","South West (England)","200","190","33520","29270"
"In post","2021","Science and Engineering","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Commercial","Scotland","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Commercial","South West (England)","60","50","45000","42530"
"In post","2021","Science and Engineering","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Digital, Data & Technology","South West (England)","490","460","42310","39750"
"In post","2021","Science and Engineering","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","No function","East Midlands (England)","350","330","42900","39390"
"In post","2021","Science and Engineering","No function","East of England","170","160","36970","34820"
"In post","2021","Science and Engineering","No function","London","1040","970","45120","41030"
"In post","2021","Science and Engineering","No function","North East (England)","50","40","[c]","[c]"
"In post","2021","Science and Engineering","No function","North West (England)","350","320","34970","31710"
"In post","2021","Science and Engineering","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","No function","Overseas","40","30","[c]","[c]"
"In post","2021","Science and Engineering","No function","Scotland","80","80","37310","36730"
"In post","2021","Science and Engineering","No function","South East (England)","1460","1400","39720","37360"
"In post","2021","Science and Engineering","No function","South West (England)","2480","2380","38280","37320"
"In post","2021","Science and Engineering","No function","Wales","400","380","47030","40940"
"In post","2021","Science and Engineering","No function","West Midlands (England)","210","190","37110","36030"
"In post","2021","Science and Engineering","No function","Yorkshire and The Humber","320","300","39000","35910"
"In post","2021","Science and Engineering","Project Delivery","East Midlands (England)","120","110","37110","35590"
"In post","2021","Science and Engineering","Project Delivery","East of England","90","80","35870","33740"
"In post","2021","Science and Engineering","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Project Delivery","North West (England)","110","110","41510","40340"
"In post","2021","Science and Engineering","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Project Delivery","Overseas","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Project Delivery","Scotland","150","150","33490","30400"
"In post","2021","Science and Engineering","Project Delivery","South East (England)","100","100","32580","29620"
"In post","2021","Science and Engineering","Project Delivery","South West (England)","2540","2500","38220","37590"
"In post","2021","Science and Engineering","Project Delivery","Wales","230","220","27510","28750"
"In post","2021","Science and Engineering","Project Delivery","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","East Midlands (England)","60","60","24850","22500"
"In post","2021","Science and Engineering","Unknown","East of England","300","290","39800","33460"
"In post","2021","Science and Engineering","Unknown","London","330","320","49710","42160"
"In post","2021","Science and Engineering","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","North West (England)","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Overseas","50","50","42740","41190"
"In post","2021","Science and Engineering","Unknown","Scotland","180","170","35540","29930"
"In post","2021","Science and Engineering","Unknown","South East (England)","360","350","33880","33300"
"In post","2021","Science and Engineering","Unknown","South West (England)","610","590","35480","33300"
"In post","2021","Science and Engineering","Unknown","Unknown","70","70","27340","27370"
"In post","2021","Science and Engineering","Unknown","Wales","100","100","42120","37410"
"In post","2021","Science and Engineering","Unknown","West Midlands (England)","100","100","28480","25190"
"In post","2021","Science and Engineering","Unknown","Yorkshire and The Humber","100","100","26820","25190"
"In post","2021","Security","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Security","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Security","No function","London","190","180","45860","43360"
"In post","2021","Security","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","London","40","40","[c]","[c]"
"In post","2021","Security","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Security","East Midlands (England)","160","150","29070","26180"
"In post","2021","Security","Security","East of England","540","530","33210","28890"
"In post","2021","Security","Security","London","740","730","39070","35340"
"In post","2021","Security","Security","North East (England)","100","90","33690","31810"
"In post","2021","Security","Security","North West (England)","260","250","28820","23540"
"In post","2021","Security","Security","Northern Ireland","390","390","21450","20310"
"In post","2021","Security","Security","Overseas","70","70","36690","34310"
"In post","2021","Security","Security","Scotland","1350","1310","30600","28210"
"In post","2021","Security","Security","South East (England)","1780","1750","31850","28750"
"In post","2021","Security","Security","South West (England)","1100","1070","27180","20920"
"In post","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Security","Wales","310","300","27660","25390"
"In post","2021","Security","Security","West Midlands (England)","370","360","30420","26750"
"In post","2021","Security","Security","Yorkshire and The Humber","460","450","33580","38630"
"In post","2021","Security","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","London","250","240","32560","28900"
"In post","2021","Security","Unknown","North West (England)","50","50","[c]","[c]"
"In post","2021","Security","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Analysis","London","330","320","46450","42470"
"In post","2021","Social Research","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Analysis","North West (England)","40","30","[c]","[c]"
"In post","2021","Social Research","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Analysis","South East (England)","220","200","37540","37020"
"In post","2021","Social Research","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Analysis","Wales","260","250","38200","37020"
"In post","2021","Social Research","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","London","100","100","48630","43990"
"In post","2021","Social Research","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","Wales","140","130","44830","47000"
"In post","2021","Social Research","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Analysis","London","790","760","46960","42470"
"In post","2021","Statistics","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Analysis","North West (England)","130","120","38730","38630"
"In post","2021","Statistics","Analysis","Scotland","30","30","[c]","[c]"
"In post","2021","Statistics","Analysis","South East (England)","180","180","40260","37020"
"In post","2021","Statistics","Analysis","South West (England)","180","160","39510","36300"
"In post","2021","Statistics","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Analysis","Wales","310","300","41090","37020"
"In post","2021","Statistics","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Analysis","Yorkshire and The Humber","100","100","38190","34090"
"In post","2021","Statistics","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","London","100","90","42440","40170"
"In post","2021","Statistics","Unknown","Wales","80","80","39620","37410"
"In post","2021","Tax","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Communications","East Midlands (England)","210","210","27410","25560"
"In post","2021","Tax","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Communications","North East (England)","660","630","27220","25560"
"In post","2021","Tax","Communications","North West (England)","200","200","27700","25560"
"In post","2021","Tax","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Communications","Scotland","60","50","28350","28130"
"In post","2021","Tax","Communications","Wales","530","500","27260","25560"
"In post","2021","Tax","Communications","West Midlands (England)","120","110","27970","25560"
"In post","2021","Tax","Communications","Yorkshire and The Humber","370","360","27380","25560"
"In post","2021","Tax","Counter Fraud","East Midlands (England)","120","120","39600","35000"
"In post","2021","Tax","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Counter Fraud","London","390","370","43620","36780"
"In post","2021","Tax","Counter Fraud","North East (England)","120","120","38350","31940"
"In post","2021","Tax","Counter Fraud","North West (England)","350","320","39150","31870"
"In post","2021","Tax","Counter Fraud","Northern Ireland","60","60","38570","38630"
"In post","2021","Tax","Counter Fraud","Scotland","210","200","33990","31810"
"In post","2021","Tax","Counter Fraud","South East (England)","70","60","36340","32310"
"In post","2021","Tax","Counter Fraud","South West (England)","130","120","45040","52580"
"In post","2021","Tax","Counter Fraud","Wales","70","60","37110","31810"
"In post","2021","Tax","Counter Fraud","West Midlands (England)","170","150","38200","31870"
"In post","2021","Tax","Counter Fraud","Yorkshire and The Humber","210","200","36760","31810"
"In post","2021","Tax","Debt","East Midlands (England)","80","70","20360","20140"
"In post","2021","Tax","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Debt","London","40","40","[c]","[c]"
"In post","2021","Tax","Debt","North East (England)","310","300","20470","20140"
"In post","2021","Tax","Debt","North West (England)","60","60","21800","20140"
"In post","2021","Tax","Debt","Scotland","340","330","20440","20140"
"In post","2021","Tax","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Debt","West Midlands (England)","90","90","20340","20140"
"In post","2021","Tax","Debt","Yorkshire and The Humber","70","60","20140","20140"
"In post","2021","Tax","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","North West (England)","30","30","[c]","[c]"
"In post","2021","Tax","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Legal","London","40","40","[c]","[c]"
"In post","2021","Tax","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Legal","North West (England)","90","80","37950","31810"
"In post","2021","Tax","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Legal","Scotland","30","30","[c]","[c]"
"In post","2021","Tax","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Legal","Wales","30","30","[c]","[c]"
"In post","2021","Tax","Legal","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Tax","Legal","Yorkshire and The Humber","60","50","41110","33820"
"In post","2021","Tax","No function","East Midlands (England)","920","870","34340","31810"
"In post","2021","Tax","No function","East of England","220","190","34140","31810"
"In post","2021","Tax","No function","London","1750","1650","43310","37900"
"In post","2021","Tax","No function","North East (England)","1010","950","31120","31810"
"In post","2021","Tax","No function","North West (England)","2530","2360","31080","28130"
"In post","2021","Tax","No function","Northern Ireland","550","520","32000","31810"
"In post","2021","Tax","No function","Scotland","1400","1300","33210","31810"
"In post","2021","Tax","No function","South East (England)","480","430","32600","31810"
"In post","2021","Tax","No function","South West (England)","410","380","38230","31810"
"In post","2021","Tax","No function","Wales","970","920","30710","31810"
"In post","2021","Tax","No function","West Midlands (England)","860","810","35680","31810"
"In post","2021","Tax","No function","Yorkshire and The Humber","850","790","32330","31810"
"In post","2021","Tax","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","London","70","70","46050","41760"
"In post","2021","Unknown","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
