"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","HM Prison and Probation Service","60","60","[c]","[c]"
"Leaver CS","2022","30-39","Black","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Department for Work and Pensions (excl. agencies)","70","60","28040","27570"
"Leaver CS","2022","30-39","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","HM Prison and Probation Service","40","30","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
