"Status","Year","Age","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","SEO/HEO","Wirral","120","110","35840","33840"
"In post","2021","50-59","SEO/HEO","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SEO/HEO","Worcestershire","150","150","37990","36720"
"In post","2021","50-59","SEO/HEO","York","290","280","36440","35900"
"In post","2021","50-59","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Barnsley, Doncaster and Rotherham","60","50","30290","29200"
"In post","2021","50-59","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","370","360","50380","46010"
"In post","2021","50-59","Unknown","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Berkshire","40","30","[c]","[c]"
"In post","2021","50-59","Unknown","Bexley and Greenwich","40","30","[c]","[c]"
"In post","2021","50-59","Unknown","Birmingham","120","110","32820","31420"
"In post","2021","50-59","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Brent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Calderdale and Kirklees","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Cardiff and Vale of Glamorgan","60","60","31840","32690"
"In post","2021","50-59","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Croydon","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Derby","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Greater Manchester North East","40","30","[c]","[c]"
"In post","2021","50-59","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Greater Manchester South West","60","60","33970","34340"
"In post","2021","50-59","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Kingston upon Hull, City of","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Leeds","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Leicester","40","30","[c]","[c]"
"In post","2021","50-59","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Lewisham and Southwark","80","80","37370","36260"
"In post","2021","50-59","Unknown","Lincolnshire","40","40","[c]","[c]"
"In post","2021","50-59","Unknown","Liverpool","50","50","30460","29490"
"In post","2021","50-59","Unknown","Luton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Manchester","40","40","[c]","[c]"
"In post","2021","50-59","Unknown","Medway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Mid Lancashire","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Nottingham","50","40","[c]","[c]"
"In post","2021","50-59","Unknown","Overseas","60","60","[c]","[c]"
"In post","2021","50-59","Unknown","Oxfordshire","40","40","[c]","[c]"
"In post","2021","50-59","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Plymouth","50","50","38980","37170"
"In post","2021","50-59","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Powys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Sheffield","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Shropshire CC","40","40","[c]","[c]"
"In post","2021","50-59","Unknown","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","South Teesside","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Staffordshire CC","50","40","[c]","[c]"
"In post","2021","50-59","Unknown","Stoke-on-Trent","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Suffolk","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Swansea","50","40","[c]","[c]"
"In post","2021","50-59","Unknown","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Tyneside","70","60","31920","28200"
"In post","2021","50-59","Unknown","Unknown","520","520","42180","37150"
"In post","2021","50-59","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","West Cumbria","50","50","[c]","[c]"
"In post","2021","50-59","Unknown","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Worcestershire","50","40","[c]","[c]"
"In post","2021","50-59","Unknown","York","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Aberdeen City and Aberdeenshire","60","50","23630","22120"
"In post","2021","60-64","AA/AO","Angus and Dundee City","110","100","20990","21010"
"In post","2021","60-64","AA/AO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Barnsley, Doncaster and Rotherham","150","110","22710","21010"
"In post","2021","60-64","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","60","50","22210","21070"
"In post","2021","60-64","AA/AO","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Belfast","70","60","20810","21430"
"In post","2021","60-64","AA/AO","Berkshire","80","70","25000","21580"
"In post","2021","60-64","AA/AO","Bexley and Greenwich","70","50","26570","24890"
"In post","2021","60-64","AA/AO","Birmingham","310","260","20980","20910"
"In post","2021","60-64","AA/AO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Blackpool","190","160","20800","21010"
"In post","2021","60-64","AA/AO","Bournemouth and Poole","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Bradford","140","100","20560","20180"
"In post","2021","60-64","AA/AO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Brent","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Bridgend and Neath Port Talbot","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Brighton and Hove","30","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Bristol, City of","80","70","21150","21010"
"In post","2021","60-64","AA/AO","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Buckinghamshire CC","50","50","24060","22920"
"In post","2021","60-64","AA/AO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Calderdale and Kirklees","30","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Cambridgeshire CC","120","100","23640","21550"
"In post","2021","60-64","AA/AO","Camden and City of London","110","100","23890","23500"
"In post","2021","60-64","AA/AO","Cardiff and Vale of Glamorgan","340","260","21670","21440"
"In post","2021","60-64","AA/AO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Central Hampshire","90","90","21610","21130"
"In post","2021","60-64","AA/AO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Cheshire East","30","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Chorley and West Lancashire","50","40","25920","24350"
"In post","2021","60-64","AA/AO","City of Edinburgh","260","230","22690","22230"
"In post","2021","60-64","AA/AO","Clackmannanshire and Fife","60","50","22130","21010"
"In post","2021","60-64","AA/AO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Cornwall and Isles of Scilly","100","80","20830","21010"
"In post","2021","60-64","AA/AO","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Croydon","220","200","24650","25630"
"In post","2021","60-64","AA/AO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Derby","50","40","20680","21010"
"In post","2021","60-64","AA/AO","Devon CC","230","170","21870","21010"
"In post","2021","60-64","AA/AO","Dorset CC","100","90","23230","21550"
"In post","2021","60-64","AA/AO","Dudley","60","50","20740","21010"
"In post","2021","60-64","AA/AO","Dumfries and Galloway","40","40","[c]","[c]"
"In post","2021","60-64","AA/AO","Durham CC","330","230","23030","21430"
"In post","2021","60-64","AA/AO","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","East Cumbria","30","30","[c]","[c]"
"In post","2021","60-64","AA/AO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","90","70","23440","21010"
"In post","2021","60-64","AA/AO","East Kent","100","80","22700","24180"
"In post","2021","60-64","AA/AO","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","East Merseyside","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","East Riding of Yorkshire","80","60","26090","25400"
"In post","2021","60-64","AA/AO","East Surrey","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","East Sussex CC","110","80","21120","21010"
"In post","2021","60-64","AA/AO","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Essex Haven Gateway","40","40","[c]","[c]"
"In post","2021","60-64","AA/AO","Essex Thames Gateway","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Falkirk","80","60","21920","21010"
"In post","2021","60-64","AA/AO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Flintshire and Wrexham","70","60","21000","21010"
"In post","2021","60-64","AA/AO","Glasgow City","360","300","21100","21010"
"In post","2021","60-64","AA/AO","Gloucestershire","50","40","[c]","[c]"
"In post","2021","60-64","AA/AO","Greater Manchester North East","30","20","[c]","[c]"
"In post","2021","60-64","AA/AO","Greater Manchester North West","100","70","20740","20690"
"In post","2021","60-64","AA/AO","Greater Manchester South East","70","50","20570","20570"
"In post","2021","60-64","AA/AO","Greater Manchester South West","140","120","20710","21010"
"In post","2021","60-64","AA/AO","Gwent Valleys","30","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Gwynedd","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Hackney and Newham","120","100","24520","25110"
"In post","2021","60-64","AA/AO","Haringey and Islington","50","40","[c]","[c]"
"In post","2021","60-64","AA/AO","Harrow and Hillingdon","80","70","24540","25630"
"In post","2021","60-64","AA/AO","Hartlepool and Stockton-on-Tees","80","60","23190","21010"
"In post","2021","60-64","AA/AO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Hertfordshire","70","70","23290","24180"
"In post","2021","60-64","AA/AO","Hounslow and Richmond upon Thames","100","90","24380","24440"
"In post","2021","60-64","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","50","40","21310","21010"
"In post","2021","60-64","AA/AO","Inverness and Nairn and Moray, Badenoch and Strathspey","60","60","21610","21010"
"In post","2021","60-64","AA/AO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Isle of Wight","70","50","24570","21550"
"In post","2021","60-64","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Kent Thames Gateway","70","60","23960","22140"
"In post","2021","60-64","AA/AO","Kingston upon Hull, City of","60","50","23100","21010"
"In post","2021","60-64","AA/AO","Lambeth","30","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Lancaster and Wyre","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Leeds","200","160","21550","21010"
"In post","2021","60-64","AA/AO","Leicester","110","90","20500","20180"
"In post","2021","60-64","AA/AO","Leicestershire CC and Rutland","90","80","21870","20970"
"In post","2021","60-64","AA/AO","Lewisham and Southwark","40","40","[c]","[c]"
"In post","2021","60-64","AA/AO","Lincolnshire","170","150","21310","20920"
"In post","2021","60-64","AA/AO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Liverpool","380","300","21370","21430"
"In post","2021","60-64","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Luton","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Manchester","170","140","21920","21010"
"In post","2021","60-64","AA/AO","Medway","60","50","22300","21550"
"In post","2021","60-64","AA/AO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Mid Kent","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Mid Lancashire","250","190","21700","21010"
"In post","2021","60-64","AA/AO","Milton Keynes","70","60","23190","22430"
"In post","2021","60-64","AA/AO","Monmouthshire and Newport","120","90","21130","19570"
"In post","2021","60-64","AA/AO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","North and West Norfolk","60","50","23780","20820"
"In post","2021","60-64","AA/AO","North Hampshire","50","40","[c]","[c]"
"In post","2021","60-64","AA/AO","North Lanarkshire","170","120","20950","21010"
"In post","2021","60-64","AA/AO","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","North Yorkshire CC","120","110","20730","20720"
"In post","2021","60-64","AA/AO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Norwich and East Norfolk","70","50","20910","21010"
"In post","2021","60-64","AA/AO","Nottingham","190","150","20970","20660"
"In post","2021","60-64","AA/AO","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Oxfordshire","120","110","22050","20720"
"In post","2021","60-64","AA/AO","Perth and Kinross and Stirling","50","40","[c]","[c]"
"In post","2021","60-64","AA/AO","Peterborough","80","70","20380","21010"
"In post","2021","60-64","AA/AO","Plymouth","110","90","22220","20920"
"In post","2021","60-64","AA/AO","Portsmouth","170","140","20950","20380"
"In post","2021","60-64","AA/AO","Powys","30","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Redbridge and Waltham Forest","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Sefton","270","210","20670","21010"
"In post","2021","60-64","AA/AO","Sheffield","160","120","20630","21430"
"In post","2021","60-64","AA/AO","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Shropshire CC","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Somerset","70","70","20580","20920"
"In post","2021","60-64","AA/AO","South and West Derbyshire","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","South Hampshire","260","170","19890","19520"
"In post","2021","60-64","AA/AO","South Lanarkshire","180","130","20870","21400"
"In post","2021","60-64","AA/AO","South Nottinghamshire","30","30","[c]","[c]"
"In post","2021","60-64","AA/AO","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","South West Wales","50","40","[c]","[c]"
"In post","2021","60-64","AA/AO","Southampton","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Southend-on-Sea","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Staffordshire CC","150","130","22550","21010"
"In post","2021","60-64","AA/AO","Stoke-on-Trent","70","50","19810","20180"
"In post","2021","60-64","AA/AO","Suffolk","190","170","21740","21050"
"In post","2021","60-64","AA/AO","Sunderland","370","260","20870","21010"
"In post","2021","60-64","AA/AO","Swansea","510","360","20620","21590"
"In post","2021","60-64","AA/AO","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Telford and Wrekin","60","50","22000","21010"
"In post","2021","60-64","AA/AO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Tower Hamlets","40","40","[c]","[c]"
"In post","2021","60-64","AA/AO","Tyneside","840","630","20730","21010"
"In post","2021","60-64","AA/AO","Unknown","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","Wakefield","70","50","25050","21630"
"In post","2021","60-64","AA/AO","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Wandsworth","50","40","26860","25370"
"In post","2021","60-64","AA/AO","Warrington","80","60","23020","21010"
"In post","2021","60-64","AA/AO","Warwickshire","60","50","20240","20180"
"In post","2021","60-64","AA/AO","West Cumbria","50","40","21980","21050"
"In post","2021","60-64","AA/AO","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","West Northamptonshire","50","50","20120","19830"
"In post","2021","60-64","AA/AO","West Surrey","80","70","23390","23700"
"In post","2021","60-64","AA/AO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","West Sussex (South West)","70","60","21670","21010"
"In post","2021","60-64","AA/AO","Westminster","290","270","24340","24100"
"In post","2021","60-64","AA/AO","Wiltshire","150","140","22200","20920"
"In post","2021","60-64","AA/AO","Wirral","130","100","20910","21010"
"In post","2021","60-64","AA/AO","Wolverhampton","50","40","[c]","[c]"
"In post","2021","60-64","AA/AO","Worcestershire","80","60","22440","21010"
"In post","2021","60-64","AA/AO","York","70","60","21790","21010"
"In post","2021","60-64","EO","Aberdeen City and Aberdeenshire","40","30","[c]","[c]"
"In post","2021","60-64","EO","Angus and Dundee City","50","40","27560","27570"
"In post","2021","60-64","EO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","60-64","EO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","60-64","EO","Barking & Dagenham and Havering","30","30","[c]","[c]"
"In post","2021","60-64","EO","Barnet","40","30","[c]","[c]"
"In post","2021","60-64","EO","Barnsley, Doncaster and Rotherham","90","60","28180","27570"
"In post","2021","60-64","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","100","80","25970","26470"
"In post","2021","60-64","EO","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","60-64","EO","Belfast","50","40","[c]","[c]"
"In post","2021","60-64","EO","Berkshire","80","70","29010","29290"
"In post","2021","60-64","EO","Bexley and Greenwich","50","40","[c]","[c]"
"In post","2021","60-64","EO","Birmingham","270","210","27310","27570"
"In post","2021","60-64","EO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","60-64","EO","Blackpool","140","110","27330","27570"
"In post","2021","60-64","EO","Bournemouth and Poole","40","30","[c]","[c]"
"In post","2021","60-64","EO","Bradford","90","70","27020","27570"
"In post","2021","60-64","EO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","60-64","EO","Brent","[c]","[c]","[c]","[c]"
