"Status","Year","Profession_of_post","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","LGBO","EO","80","80","26450","26670"
"In post","2022","Finance","LGBO","G6/G7","100","100","58090","57290"
"In post","2022","Finance","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Finance","LGBO","SEO/HEO","180","180","36710","36460"
"In post","2022","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","AA/AO","90","90","21850","21680"
"In post","2022","Finance","Undeclared","EO","270","250","27170","26820"
"In post","2022","Finance","Undeclared","G6/G7","300","300","58640","56840"
"In post","2022","Finance","Undeclared","SCS","30","30","[c]","[c]"
"In post","2022","Finance","Undeclared","SEO/HEO","600","590","37950","37000"
"In post","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","AA/AO","220","190","22040","21260"
"In post","2022","Finance","Unknown","EO","250","240","27320","26670"
"In post","2022","Finance","Unknown","G6/G7","310","300","59680","58320"
"In post","2022","Finance","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SEO/HEO","720","700","37820","37470"
"In post","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Heterosexual / straight","AA/AO","40","40","[c]","[c]"
"In post","2022","Geography","Heterosexual / straight","EO","90","80","27540","26740"
"In post","2022","Geography","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Heterosexual / straight","SEO/HEO","180","170","35570","33290"
"In post","2022","Geography","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Geography","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Geography","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Unknown","EO","40","40","[c]","[c]"
"In post","2022","Geography","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Unknown","SEO/HEO","50","50","36110","33290"
"In post","2022","Human Resources","Heterosexual / straight","AA/AO","910","830","22010","21380"
"In post","2022","Human Resources","Heterosexual / straight","EO","1230","1150","27420","26930"
"In post","2022","Human Resources","Heterosexual / straight","G6/G7","1660","1600","58020","56630"
"In post","2022","Human Resources","Heterosexual / straight","SCS","180","180","87440","80000"
"In post","2022","Human Resources","Heterosexual / straight","SEO/HEO","3320","3160","36630","36050"
"In post","2022","Human Resources","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"In post","2022","Human Resources","LGBO","AA/AO","50","50","[c]","[c]"
"In post","2022","Human Resources","LGBO","EO","90","90","27030","27130"
"In post","2022","Human Resources","LGBO","G6/G7","130","120","58340","57800"
"In post","2022","Human Resources","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","LGBO","SEO/HEO","220","220","36020","35310"
"In post","2022","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","AA/AO","130","110","21820","21380"
"In post","2022","Human Resources","Undeclared","EO","170","170","27750","27270"
"In post","2022","Human Resources","Undeclared","G6/G7","110","110","58760","57440"
"In post","2022","Human Resources","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","SEO/HEO","310","300","37220","36650"
"In post","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","AA/AO","140","130","21940","21300"
"In post","2022","Human Resources","Unknown","EO","240","220","27090","26820"
"In post","2022","Human Resources","Unknown","G6/G7","200","190","57690","57010"
"In post","2022","Human Resources","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","SEO/HEO","440","420","35760","35240"
"In post","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Heterosexual / straight","G6/G7","460","460","75390","75500"
"In post","2022","Inspector of Education and Training","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Heterosexual / straight","SEO/HEO","340","330","50310","51360"
"In post","2022","Inspector of Education and Training","LGBO","G6/G7","40","40","[c]","[c]"
"In post","2022","Inspector of Education and Training","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Heterosexual / straight","AA/AO","90","80","23350","21830"
"In post","2022","Intelligence Analysis","Heterosexual / straight","EO","1180","1110","27650","27370"
"In post","2022","Intelligence Analysis","Heterosexual / straight","G6/G7","170","170","59690","58350"
"In post","2022","Intelligence Analysis","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Heterosexual / straight","SEO/HEO","920","900","36900","36140"
"In post","2022","Intelligence Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","LGBO","EO","60","50","27370","27370"
"In post","2022","Intelligence Analysis","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","LGBO","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Intelligence Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","EO","190","180","28020","27370"
"In post","2022","Intelligence Analysis","Undeclared","G6/G7","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","SEO/HEO","170","160","37540","37000"
"In post","2022","Intelligence Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","EO","160","150","27810","27370"
"In post","2022","Intelligence Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","SEO/HEO","140","140","37860","37640"
"In post","2022","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Heterosexual / straight","EO","30","30","[c]","[c]"
"In post","2022","Internal Audit","Heterosexual / straight","G6/G7","170","160","58490","58550"
"In post","2022","Internal Audit","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Heterosexual / straight","SEO/HEO","360","340","40540","40520"
"In post","2022","Internal Audit","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","SEO/HEO","50","50","40630","39980"
"In post","2022","Internal Audit","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Heterosexual / straight","EO","60","60","27100","26510"
"In post","2022","International Trade","Heterosexual / straight","G6/G7","400","400","56540","54300"
"In post","2022","International Trade","Heterosexual / straight","SCS","80","80","82700","75170"
"In post","2022","International Trade","Heterosexual / straight","SEO/HEO","420","410","36180","37930"
"In post","2022","International Trade","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","LGBO","G6/G7","40","40","[c]","[c]"
"In post","2022","International Trade","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","LGBO","SEO/HEO","50","50","37790","38160"
"In post","2022","International Trade","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","G6/G7","40","40","[c]","[c]"
"In post","2022","International Trade","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","SEO/HEO","40","40","[c]","[c]"
"In post","2022","International Trade","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Unknown","EO","30","30","[c]","[c]"
"In post","2022","International Trade","Unknown","G6/G7","180","180","55280","51970"
"In post","2022","International Trade","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Unknown","SEO/HEO","230","230","36170","37220"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","AA/AO","250","240","22310","21380"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","EO","400","380","27630","27570"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","G6/G7","210","200","57820","55710"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","SEO/HEO","710","680","36710","35980"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","SEO/HEO","50","50","36090","35850"
"In post","2022","Knowledge and Information Management","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","AA/AO","50","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","EO","80","70","28140","27570"
"In post","2022","Knowledge and Information Management","Undeclared","G6/G7","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","SEO/HEO","140","140","36920","36350"
"In post","2022","Knowledge and Information Management","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","AA/AO","50","50","21640","21260"
"In post","2022","Knowledge and Information Management","Unknown","EO","80","70","27860","27570"
"In post","2022","Knowledge and Information Management","Unknown","G6/G7","60","60","56580","54610"
"In post","2022","Knowledge and Information Management","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","SEO/HEO","150","140","36260","35840"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","AA/AO","160","150","22420","22080"
"In post","2022","Legal","Heterosexual / straight","EO","1130","1080","28280","26970"
"In post","2022","Legal","Heterosexual / straight","G6/G7","4250","3950","58680","56890"
"In post","2022","Legal","Heterosexual / straight","SCS","270","260","88780","83080"
"In post","2022","Legal","Heterosexual / straight","SEO/HEO","2510","2360","39680","38590"
"In post","2022","Legal","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","EO","80","70","28540","27130"
"In post","2022","Legal","LGBO","G6/G7","250","240","60170","58530"
"In post","2022","Legal","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","SEO/HEO","130","130","39360","37930"
"In post","2022","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","EO","130","120","28740","28370"
"In post","2022","Legal","Undeclared","G6/G7","390","370","61690","61440"
"In post","2022","Legal","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","SEO/HEO","400","370","40830","40520"
"In post","2022","Legal","Unknown","AA/AO","80","60","22550","22080"
"In post","2022","Legal","Unknown","EO","520","500","28360","26820"
"In post","2022","Legal","Unknown","G6/G7","1370","1240","60970","60000"
"In post","2022","Legal","Unknown","SCS","70","70","87500","82710"
"In post","2022","Legal","Unknown","SEO/HEO","850","820","38310","37610"
"In post","2022","Medicine","Heterosexual / straight","AA/AO","230","210","23260","23280"
"In post","2022","Medicine","Heterosexual / straight","EO","230","210","31800","31530"
"In post","2022","Medicine","Heterosexual / straight","G6/G7","520","450","73950","75970"
"In post","2022","Medicine","Heterosexual / straight","SCS","190","170","103460","101340"
"In post","2022","Medicine","Heterosexual / straight","SEO/HEO","560","510","40040","39030"
"In post","2022","Medicine","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","G6/G7","80","70","76240","78190"
"In post","2022","Medicine","Undeclared","SCS","60","60","103240","101390"
"In post","2022","Medicine","Undeclared","SEO/HEO","60","60","40950","39630"
"In post","2022","Medicine","Unknown","AA/AO","90","80","21240","20770"
"In post","2022","Medicine","Unknown","EO","50","40","[c]","[c]"
"In post","2022","Medicine","Unknown","G6/G7","140","120","72190","75920"
"In post","2022","Medicine","Unknown","SCS","70","60","115640","114000"
"In post","2022","Medicine","Unknown","SEO/HEO","120","110","39590","39030"
"In post","2022","Operational Delivery","Heterosexual / straight","AA/AO","64260","57450","23000","21650"
"In post","2022","Operational Delivery","Heterosexual / straight","EO","57570","53000","28080","27570"
"In post","2022","Operational Delivery","Heterosexual / straight","G6/G7","5640","5500","58710","55320"
"In post","2022","Operational Delivery","Heterosexual / straight","SCS","590","580","91340","83830"
"In post","2022","Operational Delivery","Heterosexual / straight","SEO/HEO","27470","26200","37050","35570"
"In post","2022","Operational Delivery","Heterosexual / straight","Unknown","13800","12840","30440","28200"
"In post","2022","Operational Delivery","LGBO","AA/AO","4130","3930","23310","21550"
"In post","2022","Operational Delivery","LGBO","EO","3390","3270","28070","27570"
"In post","2022","Operational Delivery","LGBO","G6/G7","310","310","58450","54800"
"In post","2022","Operational Delivery","LGBO","SCS","40","40","[c]","[c]"
"In post","2022","Operational Delivery","LGBO","SEO/HEO","1550","1520","36610","35070"
"In post","2022","Operational Delivery","LGBO","Unknown","960","930","29700","26810"
"In post","2022","Operational Delivery","Undeclared","AA/AO","8400","7270","22760","21490"
"In post","2022","Operational Delivery","Undeclared","EO","7360","6650","28160","27570"
"In post","2022","Operational Delivery","Undeclared","G6/G7","800","770","59300","56390"
"In post","2022","Operational Delivery","Undeclared","SCS","70","60","90690","83000"
"In post","2022","Operational Delivery","Undeclared","SEO/HEO","3560","3370","37370","36050"
"In post","2022","Operational Delivery","Undeclared","Unknown","1160","1070","32340","32090"
"In post","2022","Operational Delivery","Unknown","AA/AO","26360","23310","22950","21490"
"In post","2022","Operational Delivery","Unknown","EO","16920","15350","28340","27570"
"In post","2022","Operational Delivery","Unknown","G6/G7","1280","1260","58280","55250"
"In post","2022","Operational Delivery","Unknown","SCS","180","170","93230","80320"
"In post","2022","Operational Delivery","Unknown","SEO/HEO","5640","5370","36450","34500"
"In post","2022","Operational Delivery","Unknown","Unknown","3550","3190","28190","26310"
"In post","2022","Operational Research","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Heterosexual / straight","G6/G7","230","220","57540","57480"
"In post","2022","Operational Research","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Heterosexual / straight","SEO/HEO","250","240","37830","38070"
"In post","2022","Operational Research","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Operational Research","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Operational Research","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","G6/G7","230","210","53040","48350"
"In post","2022","Operational Research","Unknown","SEO/HEO","210","200","36020","38070"
"In post","2022","Other","Heterosexual / straight","AA/AO","7870","7310","21300","21260"
"In post","2022","Other","Heterosexual / straight","EO","6520","6170","27110","27570"
"In post","2022","Other","Heterosexual / straight","G6/G7","1420","1380","60530","57460"
"In post","2022","Other","Heterosexual / straight","SCS","230","220","96620","88580"
"In post","2022","Other","Heterosexual / straight","SEO/HEO","4930","4740","35880","35010"
"In post","2022","Other","Heterosexual / straight","Unknown","140","140","[c]","[c]"
"In post","2022","Other","LGBO","AA/AO","320","310","21350","21260"
"In post","2022","Other","LGBO","EO","380","370","27290","27570"
"In post","2022","Other","LGBO","G6/G7","90","80","57070","54740"
"In post","2022","Other","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","SEO/HEO","220","220","34920","34290"
"In post","2022","Other","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","AA/AO","1000","930","21340","21260"
"In post","2022","Other","Undeclared","EO","770","730","27310","27570"
"In post","2022","Other","Undeclared","G6/G7","210","200","61070","57430"
"In post","2022","Other","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","SEO/HEO","660","630","36490","35300"
"In post","2022","Other","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Other","Unknown","AA/AO","1360","1230","21940","21260"
"In post","2022","Other","Unknown","EO","1090","1020","27780","27570"
"In post","2022","Other","Unknown","G6/G7","360","350","58560","56530"
"In post","2022","Other","Unknown","SCS","60","60","98310","87940"
"In post","2022","Other","Unknown","SEO/HEO","900","860","38110","38060"
"In post","2022","Other","Unknown","Unknown","1780","1780","37390","34160"
"In post","2022","Planning","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Heterosexual / straight","G6/G7","60","60","58800","59500"
"In post","2022","Planning","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Heterosexual / straight","SEO/HEO","80","80","39260","39100"
"In post","2022","Planning","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Planning","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Heterosexual / straight","G6/G7","270","240","57120","58810"
"In post","2022","Planning Inspectors","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","G6/G7","30","30","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","G6/G7","50","40","57030","58810"
"In post","2022","Policy","Heterosexual / straight","AA/AO","480","450","23760","24310"
"In post","2022","Policy","Heterosexual / straight","EO","1950","1880","28150","27960"
"In post","2022","Policy","Heterosexual / straight","G6/G7","9180","8870","58230","57000"
"In post","2022","Policy","Heterosexual / straight","SCS","1460","1410","85300","77770"
"In post","2022","Policy","Heterosexual / straight","SEO/HEO","10060","9800","37200","36740"
"In post","2022","Policy","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","LGBO","AA/AO","30","30","[c]","[c]"
"In post","2022","Policy","LGBO","EO","190","190","27720","27850"
"In post","2022","Policy","LGBO","G6/G7","940","930","57470","54860"
"In post","2022","Policy","LGBO","SCS","130","120","84940","77450"
"In post","2022","Policy","LGBO","SEO/HEO","1090","1070","36670","36070"
"In post","2022","Policy","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","AA/AO","60","50","24090","24370"
"In post","2022","Policy","Undeclared","EO","250","240","28220","27750"
"In post","2022","Policy","Undeclared","G6/G7","1260","1230","58710","57400"
"In post","2022","Policy","Undeclared","SCS","150","150","82160","77060"
"In post","2022","Policy","Undeclared","SEO/HEO","1420","1380","37310","36820"
"In post","2022","Policy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","AA/AO","100","90","23110","23250"
"In post","2022","Policy","Unknown","EO","370","360","28070","27960"
"In post","2022","Policy","Unknown","G6/G7","1730","1680","57950","56350"
"In post","2022","Policy","Unknown","SCS","170","160","88560","78320"
"In post","2022","Policy","Unknown","SEO/HEO","1920","1870","37320","36730"
"In post","2022","Policy","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","AA/AO","270","230","22070","21260"
"In post","2022","Project Delivery","Heterosexual / straight","EO","1000","940","26840","26670"
"In post","2022","Project Delivery","Heterosexual / straight","G6/G7","3430","3340","57860","55210"
"In post","2022","Project Delivery","Heterosexual / straight","SCS","280","280","91290","86660"
"In post","2022","Project Delivery","Heterosexual / straight","SEO/HEO","6090","5860","37260","37610"
"In post","2022","Project Delivery","Heterosexual / straight","Unknown","400","390","45170","41540"
"In post","2022","Project Delivery","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","EO","60","60","26680","26580"
"In post","2022","Project Delivery","LGBO","G6/G7","190","180","56650","54650"
"In post","2022","Project Delivery","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","SEO/HEO","320","310","36670","36050"
"In post","2022","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","AA/AO","50","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","EO","110","100","27320","27530"
"In post","2022","Project Delivery","Undeclared","G6/G7","410","400","58040","56130"
"In post","2022","Project Delivery","Undeclared","SCS","30","30","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","SEO/HEO","720","690","37980","38500"
"In post","2022","Project Delivery","Undeclared","Unknown","50","50","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AA/AO","130","110","22220","21710"
"In post","2022","Project Delivery","Unknown","EO","250","230","27160","26880"
"In post","2022","Project Delivery","Unknown","G6/G7","720","700","56610","55210"
"In post","2022","Project Delivery","Unknown","SCS","30","30","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO/HEO","1270","1210","37150","37930"
"In post","2022","Project Delivery","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","AA/AO","650","610","20070","19050"
"In post","2022","Property","Heterosexual / straight","EO","1010","950","27230","26880"
"In post","2022","Property","Heterosexual / straight","G6/G7","1140","1110","58360","57150"
"In post","2022","Property","Heterosexual / straight","SCS","80","70","86770","80000"
"In post","2022","Property","Heterosexual / straight","SEO/HEO","2470","2370","37580","36450"
"In post","2022","Property","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"In post","2022","Property","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","EO","50","50","27000","26440"
"In post","2022","Property","LGBO","G6/G7","50","50","58450","57400"
"In post","2022","Property","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","SEO/HEO","100","90","36470","35800"
"In post","2022","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","AA/AO","100","90","20670","21170"
"In post","2022","Property","Undeclared","EO","130","120","27940","27000"
"In post","2022","Property","Undeclared","G6/G7","130","130","59590","58250"
"In post","2022","Property","Undeclared","SCS","[c]","[c]","[c]","[c]"
