"Status","Year","Region_ITL2","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Southern Scotland","Science and Engineering","Scotland","50","40","[c]","[c]"
"In post","2022","Southern Scotland","Security","Scotland","60","60","26740","21170"
"In post","2022","Southern Scotland","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Tax","Scotland","380","340","32190","33080"
"In post","2022","Southern Scotland","Unknown","Scotland","1040","970","31730","27940"
"In post","2022","Southern Scotland","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Commercial","South East (England)","40","40","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Counter Fraud","South East (England)","170","150","29160","27570"
"In post","2022","Surrey, East and West Sussex","Digital, Data and Technology","South East (England)","210","200","40730","39000"
"In post","2022","Surrey, East and West Sussex","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Finance","South East (England)","230","210","36370","33370"
"In post","2022","Surrey, East and West Sussex","Human Resources","South East (England)","70","70","39510","36010"
"In post","2022","Surrey, East and West Sussex","Inspector of Education and Training","South East (England)","40","40","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Intelligence Analysis","South East (England)","30","30","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Knowledge and Information Management","South East (England)","40","30","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Legal","South East (England)","140","130","52710","53050"
"In post","2022","Surrey, East and West Sussex","Medicine","South East (England)","50","50","47920","39030"
"In post","2022","Surrey, East and West Sussex","Operational Delivery","South East (England)","6290","5720","29250","27570"
"In post","2022","Surrey, East and West Sussex","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Other","South East (England)","330","300","26920","27570"
"In post","2022","Surrey, East and West Sussex","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Policy","South East (England)","70","60","42570","38700"
"In post","2022","Surrey, East and West Sussex","Project Delivery","South East (England)","80","70","39780","38830"
"In post","2022","Surrey, East and West Sussex","Property","South East (England)","160","150","42390","38750"
"In post","2022","Surrey, East and West Sussex","Psychology","South East (England)","50","40","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Science and Engineering","South East (England)","510","480","34290","31310"
"In post","2022","Surrey, East and West Sussex","Security","South East (England)","40","40","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Unknown","South East (England)","130","120","41370","38750"
"In post","2022","Surrey, East and West Sussex","Veterinarian","South East (England)","40","30","[c]","[c]"
"In post","2022","Tees Valley and Durham","Commercial","North East (England)","100","90","38780","36500"
"In post","2022","Tees Valley and Durham","Communications","North East (England)","30","30","[c]","[c]"
"In post","2022","Tees Valley and Durham","Counter Fraud","North East (England)","220","190","25170","25560"
"In post","2022","Tees Valley and Durham","Digital, Data and Technology","North East (England)","190","180","37550","36430"
"In post","2022","Tees Valley and Durham","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Finance","North East (England)","160","150","39590","36500"
"In post","2022","Tees Valley and Durham","Human Resources","North East (England)","80","70","34220","31080"
"In post","2022","Tees Valley and Durham","Inspector of Education and Training","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Intelligence Analysis","North East (England)","40","30","[c]","[c]"
"In post","2022","Tees Valley and Durham","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Legal","North East (England)","130","120","48060","48080"
"In post","2022","Tees Valley and Durham","Operational Delivery","North East (England)","7820","7070","27070","26030"
"In post","2022","Tees Valley and Durham","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Other","North East (England)","170","160","25380","22330"
"In post","2022","Tees Valley and Durham","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Planning Inspectors","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Policy","North East (England)","330","320","39830","36500"
"In post","2022","Tees Valley and Durham","Project Delivery","North East (England)","100","90","37150","34430"
"In post","2022","Tees Valley and Durham","Property","North East (England)","160","150","37340","33130"
"In post","2022","Tees Valley and Durham","Psychology","North East (England)","90","90","38500","32760"
"In post","2022","Tees Valley and Durham","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Security","North East (England)","50","50","36760","36480"
"In post","2022","Tees Valley and Durham","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Tax","North East (England)","70","60","34280","28920"
"In post","2022","Tees Valley and Durham","Unknown","North East (England)","40","40","[c]","[c]"
"In post","2022","Tees Valley and Durham","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Unknown","40","30","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Unknown","550","510","29810","27570"
"In post","2022","Unknown","Other","Unknown","1940","1930","36690","33430"
"In post","2022","Unknown","Policy","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","70","60","28790","27370"
"In post","2022","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","500","490","37740","32000"
"In post","2022","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Commercial","Scotland","130","130","33930","33000"
"In post","2022","West Central Scotland","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Counter Fraud","Scotland","360","320","26980","27570"
"In post","2022","West Central Scotland","Digital, Data and Technology","Scotland","260","250","37560","33370"
"In post","2022","West Central Scotland","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Finance","Scotland","220","200","32020","27570"
"In post","2022","West Central Scotland","Human Resources","Scotland","510","480","26450","22330"
"In post","2022","West Central Scotland","Intelligence Analysis","Scotland","60","60","31370","30900"
"In post","2022","West Central Scotland","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Knowledge and Information Management","Scotland","40","30","[c]","[c]"
"In post","2022","West Central Scotland","Legal","Scotland","530","500","46310","41750"
"In post","2022","West Central Scotland","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Operational Delivery","Scotland","9370","8450","27220","26480"
"In post","2022","West Central Scotland","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Other","Scotland","1150","1080","29030","26670"
"In post","2022","West Central Scotland","Policy","Scotland","160","150","37110","30950"
"In post","2022","West Central Scotland","Project Delivery","Scotland","240","230","41800","40180"
"In post","2022","West Central Scotland","Property","Scotland","90","80","31450","26510"
"In post","2022","West Central Scotland","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Science and Engineering","Scotland","230","230","43350","43650"
"In post","2022","West Central Scotland","Security","Scotland","1110","1070","30400","26750"
"In post","2022","West Central Scotland","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Tax","Scotland","720","680","36280","33370"
"In post","2022","West Central Scotland","Unknown","Scotland","4550","4410","39600","34600"
"In post","2022","West Midlands","Commercial","West Midlands (England)","150","140","37940","36500"
"In post","2022","West Midlands","Communications","West Midlands (England)","90","90","42500","38810"
"In post","2022","West Midlands","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Counter Fraud","West Midlands (England)","380","340","28760","27570"
"In post","2022","West Midlands","Digital, Data and Technology","West Midlands (England)","660","640","40880","36600"
"In post","2022","West Midlands","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Finance","West Midlands (England)","460","450","40010","36630"
"In post","2022","West Midlands","Human Resources","West Midlands (England)","200","200","38370","36050"
"In post","2022","West Midlands","Inspector of Education and Training","West Midlands (England)","40","30","[c]","[c]"
"In post","2022","West Midlands","Intelligence Analysis","West Midlands (England)","50","50","[c]","[c]"
"In post","2022","West Midlands","Internal Audit","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","West Midlands","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Legal","West Midlands (England)","580","550","44920","47100"
"In post","2022","West Midlands","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Operational Delivery","West Midlands (England)","12850","11750","27840","26590"
"In post","2022","West Midlands","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Other","West Midlands (England)","650","590","26010","21830"
"In post","2022","West Midlands","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Policy","West Midlands (England)","810","790","40320","36500"
"In post","2022","West Midlands","Project Delivery","West Midlands (England)","360","350","40920","39660"
"In post","2022","West Midlands","Property","West Midlands (England)","270","260","36880","32980"
"In post","2022","West Midlands","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Science and Engineering","West Midlands (England)","200","190","37740","36330"
"In post","2022","West Midlands","Security","West Midlands (England)","70","70","33880","30700"
"In post","2022","West Midlands","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Statistics","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","West Midlands","Tax","West Midlands (England)","1440","1380","35900","33370"
"In post","2022","West Midlands","Unknown","West Midlands (England)","570","560","37250","33080"
"In post","2022","West Midlands","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Commercial","Wales","200","190","33260","31040"
"In post","2022","West Wales and The Valleys","Communications","Wales","110","100","32450","29430"
"In post","2022","West Wales and The Valleys","Counter Fraud","Wales","360","330","27170","27570"
"In post","2022","West Wales and The Valleys","Digital, Data and Technology","Wales","1040","1020","39420","38160"
"In post","2022","West Wales and The Valleys","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Finance","Wales","350","340","36650","32640"
"In post","2022","West Wales and The Valleys","Human Resources","Wales","290","280","33910","31040"
"In post","2022","West Wales and The Valleys","Inspector of Education and Training","Wales","30","30","[c]","[c]"
"In post","2022","West Wales and The Valleys","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Knowledge and Information Management","Wales","50","50","[c]","[c]"
"In post","2022","West Wales and The Valleys","Legal","Wales","120","110","48350","48080"
"In post","2022","West Wales and The Valleys","Medicine","Wales","90","80","63250","61440"
"In post","2022","West Wales and The Valleys","Operational Delivery","Wales","11860","10580","25740","22600"
"In post","2022","West Wales and The Valleys","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other","Wales","960","900","34440","29430"
"In post","2022","West Wales and The Valleys","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Policy","Wales","750","710","38570","38160"
"In post","2022","West Wales and The Valleys","Project Delivery","Wales","250","230","38340","35390"
"In post","2022","West Wales and The Valleys","Property","Wales","200","190","34490","30890"
"In post","2022","West Wales and The Valleys","Psychology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Science and Engineering","Wales","60","60","36340","33160"
"In post","2022","West Wales and The Valleys","Security","Wales","120","120","24900","24720"
"In post","2022","West Wales and The Valleys","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Unknown","Wales","60","60","45530","35010"
"In post","2022","West Wales and The Valleys","Veterinarian","Wales","40","30","[c]","[c]"
"In post","2022","West Yorkshire","Commercial","Yorkshire and The Humber","310","300","41510","36820"
"In post","2022","West Yorkshire","Communications","Yorkshire and The Humber","90","90","47970","49530"
"In post","2022","West Yorkshire","Counter Fraud","Yorkshire and The Humber","230","200","30020","27570"
"In post","2022","West Yorkshire","Digital, Data and Technology","Yorkshire and The Humber","720","700","42740","39750"
"In post","2022","West Yorkshire","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Finance","Yorkshire and The Humber","630","600","39130","36450"
"In post","2022","West Yorkshire","Human Resources","Yorkshire and The Humber","410","390","40540","36700"
"In post","2022","West Yorkshire","Inspector of Education and Training","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","West Yorkshire","Intelligence Analysis","Yorkshire and The Humber","70","70","30100","30450"
"In post","2022","West Yorkshire","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","International Trade","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","West Yorkshire","Knowledge and Information Management","Yorkshire and The Humber","100","90","32520","31990"
"In post","2022","West Yorkshire","Legal","Yorkshire and The Humber","600","560","43850","43920"
"In post","2022","West Yorkshire","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Operational Delivery","Yorkshire and The Humber","10960","10080","28620","27380"
"In post","2022","West Yorkshire","Operational Research","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","West Yorkshire","Other","Yorkshire and The Humber","580","520","27740","25120"
"In post","2022","West Yorkshire","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Policy","Yorkshire and The Humber","680","650","42030","37700"
"In post","2022","West Yorkshire","Project Delivery","Yorkshire and The Humber","420","400","41870","37460"
"In post","2022","West Yorkshire","Property","Yorkshire and The Humber","280","260","38870","34000"
"In post","2022","West Yorkshire","Psychology","Yorkshire and The Humber","70","70","38310","31180"
"In post","2022","West Yorkshire","Science and Engineering","Yorkshire and The Humber","80","80","39650","37630"
"In post","2022","West Yorkshire","Security","Yorkshire and The Humber","130","130","40340","36500"
"In post","2022","West Yorkshire","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Statistics","Yorkshire and The Humber","70","70","41480","36320"
"In post","2022","West Yorkshire","Tax","Yorkshire and The Humber","1750","1670","33290","33080"
"In post","2022","West Yorkshire","Unknown","Yorkshire and The Humber","760","740","37560","33080"
"In post","2022","West Yorkshire","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Operational Delivery","East of England","170","150","28700","23540"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Psychology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","East of England","250","220","27970","26910"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","South East (England)","260","240","26020","22010"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","South East (England)","80","80","25630","22370"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","South East (England)","30","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","South East (England)","50","50","34490","30630"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","South East (England)","140","120","28020","27570"
"Leaver CS","2021","Cheshire","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Operational Delivery","North West (England)","100","90","[c]","[c]"
"Leaver CS","2021","Cheshire","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","North West (England)","70","60","23000","21010"
"Leaver CS","2021","Cornwall and Isles of Scilly","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Operational Delivery","North West (England)","50","40","[c]","[c]"
"Leaver CS","2021","Cumbria","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Operational Delivery","East Midlands (England)","280","250","23610","21170"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","East Midlands (England)","250","210","25210","21010"
"Leaver CS","2021","Devon","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Operational Delivery","South West (England)","160","140","26170","21100"
"Leaver CS","2021","Devon","Other","South West (England)","40","40","[c]","[c]"
