"Status","Year","Region_ITL2","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Hampshire and Isle of Wight","Declared disabled","65+","80","60","27900","26670"
"In post","2022","Hampshire and Isle of Wight","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Declared non-disabled","20-29","1330","1310","28630","27570"
"In post","2022","Hampshire and Isle of Wight","Declared non-disabled","30-39","1860","1750","34470","33000"
"In post","2022","Hampshire and Isle of Wight","Declared non-disabled","40-49","2190","2050","36780","33300"
"In post","2022","Hampshire and Isle of Wight","Declared non-disabled","50-59","3370","3180","35210","31990"
"In post","2022","Hampshire and Isle of Wight","Declared non-disabled","60-64","1120","970","32030","27570"
"In post","2022","Hampshire and Isle of Wight","Declared non-disabled","65+","510","400","30840","26780"
"In post","2022","Hampshire and Isle of Wight","Undeclared","20-29","50","50","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Undeclared","30-39","120","120","32510","29570"
"In post","2022","Hampshire and Isle of Wight","Undeclared","40-49","190","180","34430","31990"
"In post","2022","Hampshire and Isle of Wight","Undeclared","50-59","430","400","31360","29740"
"In post","2022","Hampshire and Isle of Wight","Undeclared","60-64","150","130","30770","27690"
"In post","2022","Hampshire and Isle of Wight","Undeclared","65+","50","40","28180","26510"
"In post","2022","Hampshire and Isle of Wight","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","20-29","470","450","27850","26470"
"In post","2022","Hampshire and Isle of Wight","Unknown","30-39","500","470","33590","30890"
"In post","2022","Hampshire and Isle of Wight","Unknown","40-49","520","480","35540","32230"
"In post","2022","Hampshire and Isle of Wight","Unknown","50-59","670","590","31350","25360"
"In post","2022","Hampshire and Isle of Wight","Unknown","60-64","250","200","29210","22080"
"In post","2022","Hampshire and Isle of Wight","Unknown","65+","100","70","24400","21250"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","20-29","40","40","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","30-39","70","60","29190","26780"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","40-49","110","100","31120","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","50-59","190","170","29350","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","60-64","60","50","27270","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","20-29","370","370","24550","24260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","30-39","570","540","27680","26610"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","40-49","690","650","31420","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","50-59","960","900","29930","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","60-64","270","220","29350","26670"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","65+","100","80","27860","26670"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","30-39","60","50","28440","26990"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","40-49","90","80","31690","31650"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","50-59","180","180","31710","31900"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","60-64","40","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","20-29","90","90","25060","23140"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","30-39","70","70","27290","24880"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","40-49","90","80","32480","26710"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","50-59","80","70","31000","24090"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Declared disabled","40-49","30","30","[c]","[c]"
"In post","2022","Highlands and Islands","Declared disabled","50-59","80","70","30960","27570"
"In post","2022","Highlands and Islands","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Declared non-disabled","20-29","130","130","25510","24400"
"In post","2022","Highlands and Islands","Declared non-disabled","30-39","230","220","30460","27570"
"In post","2022","Highlands and Islands","Declared non-disabled","40-49","350","330","31430","27570"
"In post","2022","Highlands and Islands","Declared non-disabled","50-59","500","480","30700","27570"
"In post","2022","Highlands and Islands","Declared non-disabled","60-64","180","160","28740","27570"
"In post","2022","Highlands and Islands","Declared non-disabled","65+","30","30","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Unknown","20-29","40","40","[c]","[c]"
"In post","2022","Highlands and Islands","Unknown","30-39","80","80","28980","27750"
"In post","2022","Highlands and Islands","Unknown","40-49","80","70","33040","30040"
"In post","2022","Highlands and Islands","Unknown","50-59","100","100","32090","30040"
"In post","2022","Highlands and Islands","Unknown","60-64","40","30","[c]","[c]"
"In post","2022","Highlands and Islands","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Declared disabled","20-29","220","220","33480","31060"
"In post","2022","Inner London - East","Declared disabled","30-39","320","300","40880","36200"
"In post","2022","Inner London - East","Declared disabled","40-49","420","400","39730","34760"
"In post","2022","Inner London - East","Declared disabled","50-59","640","610","40030","33440"
"In post","2022","Inner London - East","Declared disabled","60-64","190","170","35370","31880"
"In post","2022","Inner London - East","Declared disabled","65+","70","60","36870","32090"
"In post","2022","Inner London - East","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Declared non-disabled","20-29","1990","1980","35350","32050"
"In post","2022","Inner London - East","Declared non-disabled","30-39","2780","2690","44540","40070"
"In post","2022","Inner London - East","Declared non-disabled","40-49","2800","2650","46980","41060"
"In post","2022","Inner London - East","Declared non-disabled","50-59","3160","3050","43400","37930"
"In post","2022","Inner London - East","Declared non-disabled","60-64","860","760","42010","35420"
"In post","2022","Inner London - East","Declared non-disabled","65+","330","270","38030","31880"
"In post","2022","Inner London - East","Undeclared","20-29","100","100","35240","32330"
"In post","2022","Inner London - East","Undeclared","30-39","170","170","40980","35220"
"In post","2022","Inner London - East","Undeclared","40-49","230","220","43270","37930"
"In post","2022","Inner London - East","Undeclared","50-59","320","310","40530","35900"
"In post","2022","Inner London - East","Undeclared","60-64","80","70","39200","34800"
"In post","2022","Inner London - East","Undeclared","65+","30","30","[c]","[c]"
"In post","2022","Inner London - East","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Unknown","20-29","1070","1060","34730","32640"
"In post","2022","Inner London - East","Unknown","30-39","1080","1050","42760","39840"
"In post","2022","Inner London - East","Unknown","40-49","890","840","47490","41570"
"In post","2022","Inner London - East","Unknown","50-59","960","930","47040","40300"
"In post","2022","Inner London - East","Unknown","60-64","240","210","42290","39840"
"In post","2022","Inner London - East","Unknown","65+","120","90","44390","33440"
"In post","2022","Inner London - West","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Declared disabled","20-29","1220","1210","37440","34550"
"In post","2022","Inner London - West","Declared disabled","30-39","1240","1210","48060","50500"
"In post","2022","Inner London - West","Declared disabled","40-49","1190","1130","50440","47930"
"In post","2022","Inner London - West","Declared disabled","50-59","1340","1300","47430","41750"
"In post","2022","Inner London - West","Declared disabled","60-64","350","320","41420","35160"
"In post","2022","Inner London - West","Declared disabled","65+","120","100","39680","31880"
"In post","2022","Inner London - West","Declared non-disabled","16-19","50","50","25050","24750"
"In post","2022","Inner London - West","Declared non-disabled","20-29","9060","9020","38970","35700"
"In post","2022","Inner London - West","Declared non-disabled","30-39","10260","9990","50250","52570"
"In post","2022","Inner London - West","Declared non-disabled","40-49","8780","8350","54830","54620"
"In post","2022","Inner London - West","Declared non-disabled","50-59","7810","7620","51480","45780"
"In post","2022","Inner London - West","Declared non-disabled","60-64","1740","1610","47090","40940"
"In post","2022","Inner London - West","Declared non-disabled","65+","620","550","42510","35180"
"In post","2022","Inner London - West","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Undeclared","20-29","620","620","38770","35060"
"In post","2022","Inner London - West","Undeclared","30-39","800","780","48930","51730"
"In post","2022","Inner London - West","Undeclared","40-49","630","610","51400","51830"
"In post","2022","Inner London - West","Undeclared","50-59","730","710","47790","43090"
"In post","2022","Inner London - West","Undeclared","60-64","180","170","45010","37900"
"In post","2022","Inner London - West","Undeclared","65+","70","60","38300","33980"
"In post","2022","Inner London - West","Unknown","16-19","30","30","[c]","[c]"
"In post","2022","Inner London - West","Unknown","20-29","5900","5880","37000","33570"
"In post","2022","Inner London - West","Unknown","30-39","3800","3730","49890","52610"
"In post","2022","Inner London - West","Unknown","40-49","2230","2150","56670","54760"
"In post","2022","Inner London - West","Unknown","50-59","1620","1580","56160","53600"
"In post","2022","Inner London - West","Unknown","60-64","290","270","53430","46880"
"In post","2022","Inner London - West","Unknown","65+","100","90","51730","48480"
"In post","2022","Kent","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Declared disabled","20-29","80","80","27150","26280"
"In post","2022","Kent","Declared disabled","30-39","140","130","29240","29290"
"In post","2022","Kent","Declared disabled","40-49","230","220","31220","29290"
"In post","2022","Kent","Declared disabled","50-59","380","360","30560","29290"
"In post","2022","Kent","Declared disabled","60-64","120","100","28600","27370"
"In post","2022","Kent","Declared disabled","65+","30","30","[c]","[c]"
"In post","2022","Kent","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Declared non-disabled","20-29","760","750","26940","26140"
"In post","2022","Kent","Declared non-disabled","30-39","1200","1140","29420","29290"
"In post","2022","Kent","Declared non-disabled","40-49","1410","1330","30830","29290"
"In post","2022","Kent","Declared non-disabled","50-59","1880","1780","31450","29290"
"In post","2022","Kent","Declared non-disabled","60-64","520","430","30050","27370"
"In post","2022","Kent","Declared non-disabled","65+","160","130","29700","27420"
"In post","2022","Kent","Undeclared","20-29","30","30","[c]","[c]"
"In post","2022","Kent","Undeclared","30-39","120","110","29840","30170"
"In post","2022","Kent","Undeclared","40-49","160","150","31540","30450"
"In post","2022","Kent","Undeclared","50-59","300","280","30370","29290"
"In post","2022","Kent","Undeclared","60-64","70","60","29740","28810"
"In post","2022","Kent","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Unknown","20-29","360","360","25600","24880"
"In post","2022","Kent","Unknown","30-39","250","240","27980","26590"
"In post","2022","Kent","Unknown","40-49","200","190","31750","28140"
"In post","2022","Kent","Unknown","50-59","240","220","33450","32040"
"In post","2022","Kent","Unknown","60-64","60","50","34720","29230"
"In post","2022","Kent","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Declared disabled","20-29","140","140","24110","21270"
"In post","2022","Lancashire","Declared disabled","30-39","250","230","26920","27570"
"In post","2022","Lancashire","Declared disabled","40-49","540","490","28350","27570"
"In post","2022","Lancashire","Declared disabled","50-59","820","750","28800","27570"
"In post","2022","Lancashire","Declared disabled","60-64","250","200","27080","25360"
"In post","2022","Lancashire","Declared disabled","65+","60","40","27260","26820"
"In post","2022","Lancashire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Declared non-disabled","20-29","1170","1140","24850","23170"
"In post","2022","Lancashire","Declared non-disabled","30-39","1710","1610","27960","27570"
"In post","2022","Lancashire","Declared non-disabled","40-49","2560","2350","30820","27570"
"In post","2022","Lancashire","Declared non-disabled","50-59","3600","3330","31460","27570"
"In post","2022","Lancashire","Declared non-disabled","60-64","930","730","29170","27570"
"In post","2022","Lancashire","Declared non-disabled","65+","250","180","28030","26120"
"In post","2022","Lancashire","Undeclared","20-29","60","60","25140","26350"
"In post","2022","Lancashire","Undeclared","30-39","170","170","27170","27570"
"In post","2022","Lancashire","Undeclared","40-49","260","250","30600","27570"
"In post","2022","Lancashire","Undeclared","50-59","370","340","29890","27570"
"In post","2022","Lancashire","Undeclared","60-64","110","80","29870","27570"
"In post","2022","Lancashire","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","20-29","350","340","24630","23140"
"In post","2022","Lancashire","Unknown","30-39","350","330","27190","25210"
"In post","2022","Lancashire","Unknown","40-49","350","320","30270","26670"
"In post","2022","Lancashire","Unknown","50-59","320","300","31900","26930"
"In post","2022","Lancashire","Unknown","60-64","70","60","27830","25210"
"In post","2022","Lancashire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared disabled","20-29","70","70","24760","23170"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared disabled","30-39","140","130","26860","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared disabled","40-49","180","160","28430","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared disabled","50-59","290","270","27710","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared disabled","60-64","100","80","26000","24510"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","20-29","640","630","24480","24090"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","30-39","870","800","28190","27120"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","40-49","1000","920","30300","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","50-59","1290","1190","30070","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","60-64","380","320","27670","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","65+","90","70","25900","22330"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","20-29","40","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","30-39","90","80","29580","28550"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","40-49","120","110","28980","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","50-59","150","140","30720","30870"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","60-64","40","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","20-29","230","220","23590","22600"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","30-39","180","170","26990","24800"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","40-49","160","150","28940","25120"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","50-59","150","140","29940","27250"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Declared disabled","30-39","60","60","28660","27120"
"In post","2022","Lincolnshire","Declared disabled","40-49","90","80","29180","27570"
"In post","2022","Lincolnshire","Declared disabled","50-59","170","160","28900","27570"
"In post","2022","Lincolnshire","Declared disabled","60-64","60","50","27250","26350"
"In post","2022","Lincolnshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Declared non-disabled","20-29","240","240","25180","24920"
"In post","2022","Lincolnshire","Declared non-disabled","30-39","350","340","28150","26950"
"In post","2022","Lincolnshire","Declared non-disabled","40-49","410","390","29460","27570"
"In post","2022","Lincolnshire","Declared non-disabled","50-59","750","720","30290","27570"
"In post","2022","Lincolnshire","Declared non-disabled","60-64","270","230","28330","25820"
"In post","2022","Lincolnshire","Declared non-disabled","65+","70","60","28900","26750"
"In post","2022","Lincolnshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","30-39","40","40","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","40-49","50","50","31250","27570"
"In post","2022","Lincolnshire","Undeclared","50-59","130","120","30530","30520"
"In post","2022","Lincolnshire","Undeclared","60-64","40","30","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","20-29","40","40","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","30-39","50","40","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","40-49","50","50","34260","27780"
"In post","2022","Lincolnshire","Unknown","50-59","60","60","28790","22950"
"In post","2022","Lincolnshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Declared disabled","20-29","200","190","26130","24880"
"In post","2022","Merseyside","Declared disabled","30-39","380","360","28560","26640"
"In post","2022","Merseyside","Declared disabled","40-49","570","530","29630","27570"
"In post","2022","Merseyside","Declared disabled","50-59","920","840","29790","27570"
"In post","2022","Merseyside","Declared disabled","60-64","320","250","27430","24970"
"In post","2022","Merseyside","Declared disabled","65+","120","80","25260","21830"
"In post","2022","Merseyside","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Declared non-disabled","16-19","30","30","[c]","[c]"
"In post","2022","Merseyside","Declared non-disabled","20-29","1990","1950","25910","24890"
"In post","2022","Merseyside","Declared non-disabled","30-39","3210","3030","29410","26800"
"In post","2022","Merseyside","Declared non-disabled","40-49","3480","3230","31300","27570"
"In post","2022","Merseyside","Declared non-disabled","50-59","4010","3700","31560","27570"
"In post","2022","Merseyside","Declared non-disabled","60-64","1230","980","28340","26590"
"In post","2022","Merseyside","Declared non-disabled","65+","350","250","26360","22270"
"In post","2022","Merseyside","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","20-29","70","70","27120","25650"
"In post","2022","Merseyside","Undeclared","30-39","160","160","30530","27570"
"In post","2022","Merseyside","Undeclared","40-49","240","230","32010","27570"
"In post","2022","Merseyside","Undeclared","50-59","290","270","31230","28200"
"In post","2022","Merseyside","Undeclared","60-64","100","80","28000","26120"
"In post","2022","Merseyside","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","20-29","940","920","25100","24440"
"In post","2022","Merseyside","Unknown","30-39","950","910","29110","26590"
"In post","2022","Merseyside","Unknown","40-49","700","660","32040","26820"
"In post","2022","Merseyside","Unknown","50-59","670","630","31370","26370"
"In post","2022","Merseyside","Unknown","60-64","210","170","27830","22080"
"In post","2022","Merseyside","Unknown","65+","50","30","[c]","[c]"
"In post","2022","North Eastern Scotland","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Declared disabled","30-39","40","30","[c]","[c]"
"In post","2022","North Eastern Scotland","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Declared disabled","50-59","50","40","[c]","[c]"
"In post","2022","North Eastern Scotland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Declared non-disabled","20-29","140","130","28750","27230"
"In post","2022","North Eastern Scotland","Declared non-disabled","30-39","240","220","36220","31540"
"In post","2022","North Eastern Scotland","Declared non-disabled","40-49","260","250","44480","36740"
"In post","2022","North Eastern Scotland","Declared non-disabled","50-59","360","340","40930","32040"
"In post","2022","North Eastern Scotland","Declared non-disabled","60-64","90","80","36520","27570"
"In post","2022","North Eastern Scotland","Declared non-disabled","65+","30","30","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","20-29","100","100","28590","27940"
"In post","2022","North Eastern Scotland","Unknown","30-39","170","160","32120","31070"
"In post","2022","North Eastern Scotland","Unknown","40-49","130","120","33480","30040"
"In post","2022","North Eastern Scotland","Unknown","50-59","170","170","36020","35000"
"In post","2022","North Eastern Scotland","Unknown","60-64","50","30","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Declared disabled","20-29","50","40","[c]","[c]"
"In post","2022","North Yorkshire","Declared disabled","30-39","80","80","31230","29180"
"In post","2022","North Yorkshire","Declared disabled","40-49","100","100","35250","31990"
"In post","2022","North Yorkshire","Declared disabled","50-59","200","190","31820","27570"
"In post","2022","North Yorkshire","Declared disabled","60-64","50","40","28370","26850"
"In post","2022","North Yorkshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Declared non-disabled","20-29","410","410","27080","26370"
"In post","2022","North Yorkshire","Declared non-disabled","30-39","560","530","34050","32690"
"In post","2022","North Yorkshire","Declared non-disabled","40-49","770","730","35860","32400"
"In post","2022","North Yorkshire","Declared non-disabled","50-59","1090","1050","34130","29690"
"In post","2022","North Yorkshire","Declared non-disabled","60-64","310","270","31010","26750"
"In post","2022","North Yorkshire","Declared non-disabled","65+","90","70","28590","25460"
"In post","2022","North Yorkshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","30-39","40","40","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","40-49","70","60","35330","32270"
"In post","2022","North Yorkshire","Undeclared","50-59","120","110","32560","31170"
"In post","2022","North Yorkshire","Undeclared","60-64","40","40","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","20-29","130","130","26440","24900"
"In post","2022","North Yorkshire","Unknown","30-39","120","110","31610","29180"
"In post","2022","North Yorkshire","Unknown","40-49","150","150","39420","35900"
"In post","2022","North Yorkshire","Unknown","50-59","160","150","34720","30400"
"In post","2022","North Yorkshire","Unknown","60-64","60","50","28870","27570"
"In post","2022","North Yorkshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Declared disabled","30-39","60","50","30430","26840"
"In post","2022","Northern Ireland","Declared disabled","40-49","80","80","29550","26820"
"In post","2022","Northern Ireland","Declared disabled","50-59","130","120","31150","27950"
"In post","2022","Northern Ireland","Declared disabled","60-64","30","30","[c]","[c]"
"In post","2022","Northern Ireland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Declared non-disabled","20-29","260","260","26490","26590"
"In post","2022","Northern Ireland","Declared non-disabled","30-39","590","560","30890","26820"
"In post","2022","Northern Ireland","Declared non-disabled","40-49","680","650","31160","26820"
"In post","2022","Northern Ireland","Declared non-disabled","50-59","800","760","30520","26820"
"In post","2022","Northern Ireland","Declared non-disabled","60-64","180","160","28940","26110"
"In post","2022","Northern Ireland","Declared non-disabled","65+","60","50","28110","21680"
"In post","2022","Northern Ireland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","30-39","40","30","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","40-49","60","60","30560","26820"
"In post","2022","Northern Ireland","Undeclared","50-59","80","80","29410","26000"
"In post","2022","Northern Ireland","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","16-19","[c]","[c]","[c]","[c]"
