"Status","Year","Organisation","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Land Registry","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East Midlands (England)","Human Resources","70","70","35500","33840"
"In post","2022","HM Land Registry","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East Midlands (England)","Legal","30","30","[c]","[c]"
"In post","2022","HM Land Registry","East Midlands (England)","Operational Delivery","720","660","28630","27130"
"In post","2022","HM Land Registry","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East Midlands (England)","Project Delivery","40","40","[c]","[c]"
"In post","2022","HM Land Registry","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East of England","Operational Delivery","260","230","28970","27130"
"In post","2022","HM Land Registry","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","London","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","London","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","HM Land Registry","London","Finance","50","50","[c]","[c]"
"In post","2022","HM Land Registry","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","London","Legal","40","30","[c]","[c]"
"In post","2022","HM Land Registry","London","Operational Delivery","200","190","34120","30600"
"In post","2022","HM Land Registry","London","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","London","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North East (England)","Operational Delivery","660","600","27650","27130"
"In post","2022","HM Land Registry","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North West (England)","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","HM Land Registry","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North West (England)","Legal","40","40","[c]","[c]"
"In post","2022","HM Land Registry","North West (England)","Operational Delivery","850","760","28410","27130"
"In post","2022","HM Land Registry","North West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","South West (England)","Digital, Data and Technology","520","500","37840","38450"
"In post","2022","HM Land Registry","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","South West (England)","Legal","60","60","42200","33840"
"In post","2022","HM Land Registry","South West (England)","Operational Delivery","910","800","28530","27130"
"In post","2022","HM Land Registry","South West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","South West (England)","Project Delivery","50","50","[c]","[c]"
"In post","2022","HM Land Registry","South West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Wales","Operational Delivery","710","640","28440","27130"
"In post","2022","HM Land Registry","Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","Operational Delivery","530","480","28150","27130"
"In post","2022","HM Land Registry","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Operational Delivery","330","300","28120","27130"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","Commercial","30","30","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","Intelligence Analysis","40","30","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","Operational Delivery","5330","5000","28720","26610"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","Psychology","200","190","34400","30450"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","Security","30","30","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East of England","Commercial","40","40","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East of England","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East of England","Operational Delivery","5730","5410","29180","28200"
"In post","2022","HM Prison and Probation Service","East of England","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East of England","Psychology","180","170","35750","30450"
"In post","2022","HM Prison and Probation Service","East of England","Security","60","60","35550","32040"
"In post","2022","HM Prison and Probation Service","London","Commercial","160","150","50550","46600"
"In post","2022","HM Prison and Probation Service","London","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","London","Human Resources","50","50","[c]","[c]"
"In post","2022","HM Prison and Probation Service","London","Intelligence Analysis","50","50","35280","31530"
"In post","2022","HM Prison and Probation Service","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","London","Operational Delivery","6770","6520","34690","33490"
"In post","2022","HM Prison and Probation Service","London","Policy","80","80","49170","46650"
"In post","2022","HM Prison and Probation Service","London","Psychology","80","80","39960","33120"
"In post","2022","HM Prison and Probation Service","London","Security","220","220","44190","40800"
"In post","2022","HM Prison and Probation Service","London","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North East (England)","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North East (England)","Operational Delivery","3740","3480","29070","27470"
"In post","2022","HM Prison and Probation Service","North East (England)","Psychology","90","90","38310","31180"
"In post","2022","HM Prison and Probation Service","North East (England)","Security","50","50","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North West (England)","Commercial","50","50","45880","44630"
"In post","2022","HM Prison and Probation Service","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North West (England)","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North West (England)","Operational Delivery","7820","7290","29040","27120"
"In post","2022","HM Prison and Probation Service","North West (England)","Policy","40","40","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North West (England)","Psychology","160","160","35310","30450"
"In post","2022","HM Prison and Probation Service","North West (England)","Security","70","70","36240","32860"
"In post","2022","HM Prison and Probation Service","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South East (England)","Intelligence Analysis","60","60","28500","27380"
"In post","2022","HM Prison and Probation Service","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South East (England)","Operational Delivery","8510","8060","30320","30120"
"In post","2022","HM Prison and Probation Service","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South East (England)","Psychology","200","190","35880","30450"
"In post","2022","HM Prison and Probation Service","South East (England)","Security","90","90","40220","40190"
"In post","2022","HM Prison and Probation Service","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South West (England)","Operational Delivery","4350","4050","28800","26880"
"In post","2022","HM Prison and Probation Service","South West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","South West (England)","Psychology","100","90","35460","30450"
"In post","2022","HM Prison and Probation Service","South West (England)","Security","40","40","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","Operational Delivery","70","60","29050","24800"
"In post","2022","HM Prison and Probation Service","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Wales","Operational Delivery","3090","2920","29040","26820"
"In post","2022","HM Prison and Probation Service","Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Wales","Psychology","50","50","34800","30450"
"In post","2022","HM Prison and Probation Service","Wales","Security","40","40","[c]","[c]"
"In post","2022","HM Prison and Probation Service","West Midlands (England)","Commercial","50","50","45980","44480"
"In post","2022","HM Prison and Probation Service","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","West Midlands (England)","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","HM Prison and Probation Service","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","West Midlands (England)","Operational Delivery","5790","5440","28990","26610"
"In post","2022","HM Prison and Probation Service","West Midlands (England)","Policy","40","40","[c]","[c]"
"In post","2022","HM Prison and Probation Service","West Midlands (England)","Psychology","140","140","32830","29060"
"In post","2022","HM Prison and Probation Service","West Midlands (England)","Security","70","70","37910","33520"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Commercial","50","50","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Intelligence Analysis","60","60","29790","29750"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Operational Delivery","7020","6540","28880","27120"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Psychology","170","170","34670","30450"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Security","130","120","38060","38750"
"In post","2022","HM Prison and Probation Service","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Finance","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Human Resources","170","160","41390","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Legal","200","190","33130","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Operational Delivery","1530","1410","29240","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Project Delivery","110","110","47060","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Property","80","80","46370","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Tax","1570","1500","34820","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Unknown","340","330","34740","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Digital, Data and Technology","230","210","38330","35980"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Finance","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Legal","300","270","28650","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Operational Delivery","310","270","28620","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Policy","60","50","45600","40560"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Project Delivery","70","70","43580","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Tax","190","170","36130","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","East of England","Unknown","50","40","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Communications","100","90","50990","44060"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Digital, Data and Technology","220","210","47790","43430"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Economics","90","90","54230","60940"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Finance","280","270","51590","43810"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Human Resources","110","100","53790","47240"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Intelligence Analysis","90","90","43450","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Legal","1200","1160","42690","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Operational Delivery","1750","1620","34590","31020"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Operational Research","50","50","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Other","100","100","46260","40910"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Policy","670","630","60030","62120"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Project Delivery","380","360","52400","45180"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Property","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Security","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Social Research","60","60","50350","43810"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Statistics","140","140","50910","43810"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Tax","2470","2350","44290","38020"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","Unknown","1200","1180","48940","43430"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Communications","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Digital, Data and Technology","460","440","43970","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Finance","190","190","43140","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Human Resources","60","60","38840","35260"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Intelligence Analysis","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Legal","180","180","31120","28440"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Operational Delivery","6270","5350","25500","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Other","50","40","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Policy","60","50","47190","41290"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Project Delivery","730","700","44450","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Property","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Tax","2340","2230","31290","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Unknown","570","550","30080","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Commercial","50","50","38460","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Digital, Data and Technology","280","270","38690","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Economics","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Finance","120","110","39380","38080"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Human Resources","240","230","38300","33730"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","International Trade","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Legal","580","550","35480","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Operational Delivery","6460","5860","27310","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Operational Research","80","80","45380","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Other","90","80","48280","43340"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Policy","230","220","46630","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Project Delivery","710","690","44460","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Property","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Social Research","50","40","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Statistics","120","110","39700","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Tax","3830","3650","33320","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Unknown","1140","1110","31590","26980"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Legal","170","160","31050","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Operational Delivery","1090","1000","26960","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Project Delivery","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Tax","850","810","33560","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Unknown","140","130","30050","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Digital, Data and Technology","130","130","38460","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Finance","120","100","28460","21250"
