"Status","Year","Sex","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","Digital, Data & Technology","460","450","34640","32250"
"In post","2022","Male","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","Legal","30","30","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","No function","320","320","37330","33610"
"In post","2022","Male","Knowledge and Information Management","Project Delivery","50","40","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","Security","30","30","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","Unknown","100","100","40180","38160"
"In post","2022","Male","Legal","Counter Fraud","1950","1900","34720","33370"
"In post","2022","Male","Legal","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Legal","2820","2730","57630","55830"
"In post","2022","Male","Legal","No function","380","370","46300","44780"
"In post","2022","Male","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Unknown","50","50","57570","61440"
"In post","2022","Male","Medicine","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Medicine","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Medicine","No function","210","200","89080","87700"
"In post","2022","Male","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Medicine","Unknown","510","470","56400","45840"
"In post","2022","Male","Operational Delivery","Analysis","420","410","36130","32890"
"In post","2022","Male","Operational Delivery","Commercial","220","220","47630","41870"
"In post","2022","Male","Operational Delivery","Communications","890","870","30220","26820"
"In post","2022","Male","Operational Delivery","Counter Fraud","1670","1610","31420","28810"
"In post","2022","Male","Operational Delivery","Debt","1370","1300","25240","22080"
"In post","2022","Male","Operational Delivery","Digital, Data & Technology","270","260","39160","35160"
"In post","2022","Male","Operational Delivery","Finance","550","520","28980","22080"
"In post","2022","Male","Operational Delivery","Grants Management","960","930","25520","21300"
"In post","2022","Male","Operational Delivery","Human Resources","550","540","30320","27570"
"In post","2022","Male","Operational Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Delivery","Legal","920","900","27630","25920"
"In post","2022","Male","Operational Delivery","No function","82720","79070","29780","27570"
"In post","2022","Male","Operational Delivery","Project Delivery","810","800","39210","36570"
"In post","2022","Male","Operational Delivery","Property","480","470","30460","22110"
"In post","2022","Male","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Delivery","Unknown","13060","12470","29400","26160"
"In post","2022","Male","Operational Research","Analysis","450","430","45680","47010"
"In post","2022","Male","Operational Research","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Research","No function","160","160","46820","47010"
"In post","2022","Male","Operational Research","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Research","Unknown","60","60","45940","42020"
"In post","2022","Male","Other","Analysis","230","220","58320","48770"
"In post","2022","Male","Other","Commercial","40","40","[c]","[c]"
"In post","2022","Male","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other","Counter Fraud","150","150","43780","40180"
"In post","2022","Male","Other","Debt","800","750","22540","21260"
"In post","2022","Male","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other","Legal","160","150","33840","28990"
"In post","2022","Male","Other","No function","2860","2770","33800","27570"
"In post","2022","Male","Other","Project Delivery","1980","1950","35820","32120"
"In post","2022","Male","Other","Property","390","380","29140","26900"
"In post","2022","Male","Other","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other","Unknown","7590","7500","30850","27720"
"In post","2022","Male","Planning","No function","80","80","44590","40590"
"In post","2022","Male","Planning","Unknown","40","40","[c]","[c]"
"In post","2022","Male","Planning Inspectors","No function","240","210","56840","58810"
"In post","2022","Male","Policy","Analysis","270","270","49070","50400"
"In post","2022","Male","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Policy","Digital, Data & Technology","100","90","45390","40300"
"In post","2022","Male","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Policy","Legal","50","40","[c]","[c]"
"In post","2022","Male","Policy","No function","10860","10750","48090","45440"
"In post","2022","Male","Policy","Project Delivery","1010","980","55100","55210"
"In post","2022","Male","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Policy","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Policy","Unknown","2670","2640","48520","44500"
"In post","2022","Male","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Commercial","60","60","47790","45610"
"In post","2022","Male","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Digital, Data & Technology","80","80","42080","39650"
"In post","2022","Male","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","No function","210","210","48630","51710"
"In post","2022","Male","Project Delivery","Project Delivery","6430","6300","45360","40860"
"In post","2022","Male","Project Delivery","Property","40","40","[c]","[c]"
"In post","2022","Male","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Unknown","860","840","45570","41950"
"In post","2022","Male","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","No function","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Project Delivery","40","40","[c]","[c]"
"In post","2022","Male","Property","Property","4360","4240","39380","35900"
"In post","2022","Male","Property","Unknown","50","50","[c]","[c]"
"In post","2022","Male","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Psychology","No function","190","180","36600","31180"
"In post","2022","Male","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Science and Engineering","Analysis","400","390","39640","37960"
"In post","2022","Male","Science and Engineering","Commercial","100","100","43020","42120"
"In post","2022","Male","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Science and Engineering","Digital, Data & Technology","640","610","40280","39650"
"In post","2022","Male","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Science and Engineering","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Science and Engineering","No function","3700","3600","41640","39330"
"In post","2022","Male","Science and Engineering","Project Delivery","3110","3040","39020","38000"
"In post","2022","Male","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Science and Engineering","Unknown","1620","1590","34960","29670"
"In post","2022","Male","Security","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Finance","190","180","44060","38430"
"In post","2022","Male","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","No function","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Security","6680","6560","31850","28750"
"In post","2022","Male","Security","Unknown","220","220","29840","25630"
"In post","2022","Male","Social Research","Analysis","330","320","42490","38340"
"In post","2022","Male","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","Male","Social Research","Unknown","70","70","46870","43950"
"In post","2022","Male","Statistics","Analysis","1120","1100","43890","39840"
"In post","2022","Male","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Statistics","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Statistics","No function","40","40","[c]","[c]"
"In post","2022","Male","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Statistics","Unknown","110","110","38890","35490"
"In post","2022","Male","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tax","Communications","1360","1340","29020","26820"
"In post","2022","Male","Tax","Counter Fraud","1090","1040","43290","40180"
"In post","2022","Male","Tax","Debt","420","410","22030","21250"
"In post","2022","Male","Tax","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Male","Tax","Finance","50","50","[c]","[c]"
"In post","2022","Male","Tax","Human Resources","100","90","35840","33370"
"In post","2022","Male","Tax","Legal","180","170","42760","40520"
"In post","2022","Male","Tax","No function","6730","6510","37240","33370"
"In post","2022","Male","Tax","Project Delivery","340","320","35460","33370"
"In post","2022","Male","Unknown","Analysis","90","80","39700","37610"
"In post","2022","Male","Unknown","Commercial","860","860","72930","65640"
"In post","2022","Male","Unknown","Communications","220","220","43370","37300"
"In post","2022","Male","Unknown","Counter Fraud","400","400","33850","30750"
"In post","2022","Male","Unknown","Debt","60","50","26360","21250"
"In post","2022","Male","Unknown","Digital, Data & Technology","870","870","51000","54700"
"In post","2022","Male","Unknown","Finance","190","190","48210","43430"
"In post","2022","Male","Unknown","Human Resources","450","450","40790","35590"
"In post","2022","Male","Unknown","Legal","110","110","61990","62120"
"In post","2022","Male","Unknown","No function","3700","3670","39400","33080"
"In post","2022","Male","Unknown","Project Delivery","190","190","61190","54700"
"In post","2022","Male","Unknown","Property","60","50","53610","54700"
"In post","2022","Male","Unknown","Security","480","470","34860","33300"
"In post","2022","Male","Unknown","Unknown","7290","7160","40740","36130"
"In post","2022","Male","Veterinarian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinarian","No function","180","170","44110","40820"
"In post","2022","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Commercial","60","60","40530","36070"
"Leaver CS","2021","Female","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Communications","100","90","36910","33850"
"Leaver CS","2021","Female","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Digital, Data & Technology","110","100","40880","36700"
"Leaver CS","2021","Female","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Analysis","30","30","[c]","[c]"
"Leaver CS","2021","Female","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Finance","100","90","39750","33940"
"Leaver CS","2021","Female","Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Human Resources","170","160","38010","32430"
"Leaver CS","2021","Female","Human Resources","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inspector of Education and Training","No function","50","40","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","No function","50","50","36210","32490"
"Leaver CS","2021","Female","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Legal","240","200","52340","52160"
"Leaver CS","2021","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicine","No function","40","30","[c]","[c]"
"Leaver CS","2021","Female","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicine","Unknown","140","120","37900","30620"
"Leaver CS","2021","Female","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Grants Management","50","40","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Legal","140","130","26910","23470"
"Leaver CS","2021","Female","Operational Delivery","No function","3500","3070","25500","21590"
"Leaver CS","2021","Female","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Property","40","30","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Unknown","380","310","28990","25150"
"Leaver CS","2021","Female","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","No function","60","60","36150","30150"
"Leaver CS","2021","Female","Other","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2021","Female","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Unknown","440","400","26220","21580"
"Leaver CS","2021","Female","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","No function","240","230","41320","35420"
"Leaver CS","2021","Female","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Unknown","150","140","45430","40580"
"Leaver CS","2021","Female","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Project Delivery","170","150","36130","32430"
"Leaver CS","2021","Female","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Property","140","120","29750","26000"
"Leaver CS","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Psychology","No function","90","80","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","No function","270","250","31180","27900"
"Leaver CS","2021","Female","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Security","50","50","30590","27090"
"Leaver CS","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","No function","240","210","37740","28890"
"Leaver CS","2021","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","6840","5440","27450","26890"
"Leaver CS","2021","Female","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Commercial","70","70","39810","36470"
"Leaver CS","2021","Male","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Communications","70","70","37750","32700"
"Leaver CS","2021","Male","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data and Technology","Digital, Data & Technology","250","240","42010","38450"
"Leaver CS","2021","Male","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data and Technology","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Male","Economics","Analysis","70","70","[c]","[c]"
"Leaver CS","2021","Male","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Finance","90","90","45340","44790"
"Leaver CS","2021","Male","Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Human Resources","90","90","40340","35250"
"Leaver CS","2021","Male","Human Resources","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
