"Status","Year","Sex","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","Female","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Ministry of Defence","60","50","33130","23790"
"Leaver CS","2021","Female","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inspector of Education and Training","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inspector of Education and Training","Office for Standards in Education","40","40","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Attorney General's Departments","130","110","59480","55610"
"Leaver CS","2021","Female","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Ministry of Justice","70","60","40600","43460"
"Leaver CS","2021","Female","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicine","Department of Health and Social Care","40","30","[c]","[c]"
"Leaver CS","2021","Female","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicine","Ministry of Defence","140","120","37440","30620"
"Leaver CS","2021","Female","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Attorney General's Departments","70","70","26110","23520"
"Leaver CS","2021","Female","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Department for Business, Energy and Industrial Strategy","80","70","26840","24250"
"Leaver CS","2021","Female","Operational Delivery","Department for Education","40","40","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Department for Environment, Food and Rural Affairs","100","90","25860","24370"
"Leaver CS","2021","Female","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Department for Transport","230","180","22620","21590"
"Leaver CS","2021","Female","Operational Delivery","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Department of Health and Social Care","190","170","36810","32140"
"Leaver CS","2021","Female","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","HM Land Registry","120","90","27310","27130"
"Leaver CS","2021","Female","Operational Delivery","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Home Office","280","210","25660","24880"
"Leaver CS","2021","Female","Operational Delivery","Ministry of Defence","50","50","28510","26000"
"Leaver CS","2021","Female","Operational Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Ministry of Justice","2520","2240","22000","20100"
"Leaver CS","2021","Female","Operational Delivery","National Crime Agency","40","40","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Scottish Government","150","130","26530","22820"
"Leaver CS","2021","Female","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","United Kingdom Statistics Authority","80","60","24110","19520"
"Leaver CS","2021","Female","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Home Office","40","40","[c]","[c]"
"Leaver CS","2021","Female","Other","Ministry of Defence","420","390","25410","21370"
"Leaver CS","2021","Female","Other","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectors","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Department for Business, Energy and Industrial Strategy","50","50","51010","52300"
"Leaver CS","2021","Female","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Department for Education","80","70","48250","41850"
"Leaver CS","2021","Female","Policy","Department for Environment, Food and Rural Affairs","80","80","33940","29290"
"Leaver CS","2021","Female","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
