"Status","Year","Responsibility_level","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SEO/HEO","Bedfordshire and Hertfordshire","Ministry of Justice","140","130","37900","36100"
"In post","2021","SEO/HEO","Bedfordshire and Hertfordshire","National Crime Agency","50","50","43530","43710"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","60","50","34060","33300"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","160","150","34950","35900"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","50","50","[c]","[c]"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","90","90","36010","35120"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","150","130","37120","38320"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","370","360","40210","40330"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","170","160","36560","35580"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","760","740","38410","35920"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","340","320","40040","38160"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Cheshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cheshire","Department for Environment, Food and Rural Affairs","100","100","33750","35900"
"In post","2021","SEO/HEO","Cheshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cheshire","Department for Work and Pensions","70","60","35730","33170"
"In post","2021","SEO/HEO","Cheshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cheshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cheshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cheshire","Ministry of Housing, Communities and Local Government","40","30","[c]","[c]"
"In post","2021","SEO/HEO","Cheshire","Ministry of Justice","170","160","40420","38160"
"In post","2021","SEO/HEO","Cheshire","National Crime Agency","440","430","41590","40210"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Department for Work and Pensions","60","50","33880","33180"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Ministry of Defence","70","60","35770","33630"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cumbria","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cumbria","Department for Environment, Food and Rural Affairs","180","170","33980","31640"
"In post","2021","SEO/HEO","Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cumbria","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cumbria","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Cumbria","Ministry of Justice","50","50","[c]","[c]"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","100","90","34550","33910"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Department for Education","150","140","35260","36500"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","60","50","33190","32140"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Department for Transport","180","170","37190","38650"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Department for Work and Pensions","370","350","36100","34290"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Department of Health and Social Care","80","70","34100","33780"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","HM Land Registry","180","170","37030","33840"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","HM Revenue and Customs","1430","1360","34160","31810"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Ministry of Justice","470","450","37360","36480"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Office for Standards in Education","70","70","42770","39850"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Devon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Devon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Devon","Department for Business, Energy and Industrial Strategy","970","920","37410","38310"
"In post","2021","SEO/HEO","Devon","Department for Environment, Food and Rural Affairs","160","150","34680","35900"
"In post","2021","SEO/HEO","Devon","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Devon","Department for Transport","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Devon","Department for Work and Pensions","200","180","34710","32900"
"In post","2021","SEO/HEO","Devon","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Devon","HM Land Registry","430","400","39890","38450"
"In post","2021","SEO/HEO","Devon","HM Revenue and Customs","80","80","36830","34020"
"In post","2021","SEO/HEO","Devon","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Devon","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Devon","Ministry of Defence","260","250","38360","37890"
"In post","2021","SEO/HEO","Devon","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Devon","Ministry of Justice","180","170","39250","38160"
"In post","2021","SEO/HEO","Devon","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Dorset and Somerset","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Dorset and Somerset","Department for Environment, Food and Rural Affairs","100","100","33450","31070"
"In post","2021","SEO/HEO","Dorset and Somerset","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Dorset and Somerset","Department for Work and Pensions","90","80","33390","33170"
"In post","2021","SEO/HEO","Dorset and Somerset","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Dorset and Somerset","HM Land Registry","80","70","35920","33840"
"In post","2021","SEO/HEO","Dorset and Somerset","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Dorset and Somerset","Ministry of Defence","930","890","37030","35200"
"In post","2021","SEO/HEO","Dorset and Somerset","Ministry of Justice","170","160","38960","38160"
"In post","2021","SEO/HEO","East Anglia","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Anglia","Cabinet Office","40","40","[c]","[c]"
"In post","2021","SEO/HEO","East Anglia","Department for Business, Energy and Industrial Strategy","70","70","35200","34500"
"In post","2021","SEO/HEO","East Anglia","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Anglia","Department for Environment, Food and Rural Affairs","380","360","33420","31660"
"In post","2021","SEO/HEO","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Anglia","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Anglia","Department for Work and Pensions","180","170","34780","33170"
"In post","2021","SEO/HEO","East Anglia","Department of Health and Social Care","110","100","35510","36040"
"In post","2021","SEO/HEO","East Anglia","HM Land Registry","110","100","36800","33840"
"In post","2021","SEO/HEO","East Anglia","HM Revenue and Customs","240","220","34700","32100"
"In post","2021","SEO/HEO","East Anglia","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Anglia","Home Office","90","90","33330","31110"
"In post","2021","SEO/HEO","East Anglia","Ministry of Defence","870","850","36210","33630"
"In post","2021","SEO/HEO","East Anglia","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Anglia","Ministry of Justice","600","580","38980","38150"
"In post","2021","SEO/HEO","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Anglia","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","SEO/HEO","East Anglia","Other Cabinet Office Agencies","110","100","33270","33340"
"In post","2021","SEO/HEO","East Wales","Attorney General's Departments","50","40","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Cabinet Office","40","40","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Department for Business, Energy and Industrial Strategy","870","830","38220","39280"
"In post","2021","SEO/HEO","East Wales","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Department for Work and Pensions","240","230","36110","33180"
"In post","2021","SEO/HEO","East Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Food Standards Agency","80","80","35340","37910"
"In post","2021","SEO/HEO","East Wales","HM Revenue and Customs","1280","1230","33540","31810"
"In post","2021","SEO/HEO","East Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Home Office","120","120","33490","31740"
"In post","2021","SEO/HEO","East Wales","Ministry of Defence","160","150","36250","33300"
"In post","2021","SEO/HEO","East Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Ministry of Justice","400","380","36780","36480"
"In post","2021","SEO/HEO","East Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Other Cabinet Office Agencies","60","60","32000","31000"
"In post","2021","SEO/HEO","East Wales","United Kingdom Statistics Authority","1270","1220","33460","33020"
"In post","2021","SEO/HEO","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Wales","Welsh Government","1300","1230","40750","37410"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","Department for Transport","30","30","[c]","[c]"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","100","90","33330","32670"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","HM Land Registry","90","80","35830","33840"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","Home Office","40","40","[c]","[c]"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","Ministry of Justice","220","210","39070","38160"
"In post","2021","SEO/HEO","Eastern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Department for Work and Pensions","250","230","35210","33180"
"In post","2021","SEO/HEO","Eastern Scotland","HM Revenue and Customs","630","600","33610","31810"
"In post","2021","SEO/HEO","Eastern Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Home Office","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Ministry of Defence","240","230","37840","36890"
"In post","2021","SEO/HEO","Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Eastern Scotland","Scottish Government","4290","4080","39370","38540"
"In post","2021","SEO/HEO","Eastern Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Essex","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Essex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Essex","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Essex","Department for Work and Pensions","130","120","38600","36840"
"In post","2021","SEO/HEO","Essex","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2021","SEO/HEO","Essex","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Essex","HM Revenue and Customs","510","470","35610","35000"
"In post","2021","SEO/HEO","Essex","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Essex","Home Office","140","140","33270","31280"
"In post","2021","SEO/HEO","Essex","Ministry of Defence","140","140","42360","36550"
"In post","2021","SEO/HEO","Essex","Ministry of Justice","100","90","36240","35640"
"In post","2021","SEO/HEO","Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","60","60","32990","33250"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","140","130","35590","36110"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","120","110","35060","36500"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","470","440","34020","35900"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","210","200","37110","36050"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","170","150","36200","34290"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","520","470","34720","35610"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","110","100","35610","33840"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","640","610","34190","31810"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","8820","8510","36080","36210"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","190","180","36120","34860"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","320","300","38670","38150"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","160","150","41920","41640"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","130","120","38990","39850"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Greater Manchester","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Greater Manchester","Cabinet Office","140","130","34070","33300"
"In post","2021","SEO/HEO","Greater Manchester","Department for Business, Energy and Industrial Strategy","180","170","36550","34500"
"In post","2021","SEO/HEO","Greater Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Greater Manchester","Department for Education","570","560","34500","36500"
"In post","2021","SEO/HEO","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Greater Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Greater Manchester","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Greater Manchester","Department for Work and Pensions","580","560","34150","33180"
"In post","2021","SEO/HEO","Greater Manchester","Department of Health and Social Care","120","110","35270","36330"
"In post","2021","SEO/HEO","Greater Manchester","HM Revenue and Customs","2240","2150","34060","31810"
"In post","2021","SEO/HEO","Greater Manchester","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Greater Manchester","Home Office","480","470","34450","32140"
"In post","2021","SEO/HEO","Greater Manchester","Ministry of Defence","140","140","36630","33300"
"In post","2021","SEO/HEO","Greater Manchester","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Greater Manchester","Ministry of Justice","450","420","36300","35190"
"In post","2021","SEO/HEO","Greater Manchester","Office for Standards in Education","180","170","39940","39850"
"In post","2021","SEO/HEO","Greater Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Greater Manchester","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Cabinet Office","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","70","60","37750","39130"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Department for Transport","330","320","37870","38650"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Department for Work and Pensions","110","100","35230","32060"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","HM Revenue and Customs","290","260","34510","32290"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Home Office","110","110","34570","33870"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Ministry of Defence","2650","2570","35980","34610"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Ministry of Justice","180","170","39310","38160"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","United Kingdom Statistics Authority","790","760","33120","32090"
"In post","2021","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","170","160","34200","32160"
"In post","2021","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","70","70","33530","32970"
"In post","2021","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","100","90","34250","33300"
"In post","2021","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","300","280","39740","38160"
"In post","2021","SEO/HEO","Highlands and Islands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Highlands and Islands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Highlands and Islands","Department for Transport","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Highlands and Islands","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Highlands and Islands","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Highlands and Islands","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Highlands and Islands","Ministry of Defence","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Highlands and Islands","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Highlands and Islands","Scottish Government","220","200","39410","37530"
"In post","2021","SEO/HEO","Inner London - East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Inner London - East","Cabinet Office","260","250","36180","34550"
"In post","2021","SEO/HEO","Inner London - East","Competition and Markets Authority","190","180","37880","35660"
"In post","2021","SEO/HEO","Inner London - East","Department for Business, Energy and Industrial Strategy","120","110","41440","43050"
"In post","2021","SEO/HEO","Inner London - East","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Inner London - East","Department for Work and Pensions","220","210","41040","38780"
"In post","2021","SEO/HEO","Inner London - East","Department of Health and Social Care","1070","1010","37570","38890"
"In post","2021","SEO/HEO","Inner London - East","HM Revenue and Customs","1150","1100","39390","38930"
"In post","2021","SEO/HEO","Inner London - East","Home Office","130","130","38240","37230"
"In post","2021","SEO/HEO","Inner London - East","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Inner London - East","Ministry of Justice","770","750","38650","37710"
"In post","2021","SEO/HEO","Inner London - East","National Crime Agency","680","670","45650","46730"
"In post","2021","SEO/HEO","Inner London - East","Office of Gas and Electricity Markets","200","190","38080","37260"
"In post","2021","SEO/HEO","Inner London - East","Office of Rail and Road","60","60","41150","42670"
"In post","2021","SEO/HEO","Inner London - East","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Inner London - West","Attorney General's Departments","680","670","37610","38910"
"In post","2021","SEO/HEO","Inner London - West","Cabinet Office","2340","2320","33960","34550"
"In post","2021","SEO/HEO","Inner London - West","Chancellor's other departments","120","120","41610","42080"
"In post","2021","SEO/HEO","Inner London - West","Charity Commission","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Inner London - West","Department for Business, Energy and Industrial Strategy","2160","2130","38000","38670"
"In post","2021","SEO/HEO","Inner London - West","Department for Digital, Culture, Media and Sport","630","630","37120","34020"
"In post","2021","SEO/HEO","Inner London - West","Department for Education","910","890","38850","40230"
"In post","2021","SEO/HEO","Inner London - West","Department for Environment, Food and Rural Affairs","1160","1130","36360","35330"
"In post","2021","SEO/HEO","Inner London - West","Department for International Trade","1010","1010","35390","34980"
"In post","2021","SEO/HEO","Inner London - West","Department for Transport","1280","1270","38940","37660"
"In post","2021","SEO/HEO","Inner London - West","Department for Work and Pensions","970","950","39110","39000"
"In post","2021","SEO/HEO","Inner London - West","Department of Health and Social Care","930","920","36160","32790"
"In post","2021","SEO/HEO","Inner London - West","Food Standards Agency","290","280","36990","37350"
"In post","2021","SEO/HEO","Inner London - West","Foreign, Commonwealth and Development Office","1510","1490","39130","38600"
"In post","2021","SEO/HEO","Inner London - West","HM Revenue and Customs","1260","1220","38730","36590"
"In post","2021","SEO/HEO","Inner London - West","HM Treasury","860","850","35720","33550"
"In post","2021","SEO/HEO","Inner London - West","Home Office","1770","1740","39590","41950"
"In post","2021","SEO/HEO","Inner London - West","Ministry of Defence","1380","1360","42100","42200"
"In post","2021","SEO/HEO","Inner London - West","Ministry of Housing, Communities and Local Government","680","680","37150","37600"
"In post","2021","SEO/HEO","Inner London - West","Ministry of Justice","2190","2140","38270","36800"
"In post","2021","SEO/HEO","Inner London - West","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Inner London - West","Office for Standards in Education","210","200","44730","42850"
"In post","2021","SEO/HEO","Inner London - West","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Inner London - West","Scotland Office","[c]","[c]","[c]","[c]"
