"Status","Year","Region_ITL2","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cornwall and Isles of Scilly","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Operational Delivery","Female","680","590","25840","26310"
"In post","2022","Cornwall and Isles of Scilly","Operational Delivery","Male","380","370","27420","27570"
"In post","2022","Cornwall and Isles of Scilly","Other","Female","100","90","23370","21380"
"In post","2022","Cornwall and Isles of Scilly","Other","Male","150","150","24660","21380"
"In post","2022","Cornwall and Isles of Scilly","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Property","Male","30","30","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Science and Engineering","Male","90","80","25290","23360"
"In post","2022","Cornwall and Isles of Scilly","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Security","Male","40","40","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Operational Delivery","Female","1090","940","25560","24030"
"In post","2022","Cumbria","Operational Delivery","Male","580","560","26990","24920"
"In post","2022","Cumbria","Other","Female","40","30","[c]","[c]"
"In post","2022","Cumbria","Other","Male","70","70","23700","21360"
"In post","2022","Cumbria","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Project Delivery","Female","40","40","[c]","[c]"
"In post","2022","Cumbria","Project Delivery","Male","60","60","45830","45000"
"In post","2022","Cumbria","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Science and Engineering","Male","90","80","41360","39480"
"In post","2022","Cumbria","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Security","Male","80","80","29210","24610"
"In post","2022","Cumbria","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Commercial","Female","60","50","40010","38550"
"In post","2022","Derbyshire and Nottinghamshire","Commercial","Male","30","30","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Communications","Female","50","50","39970","40180"
"In post","2022","Derbyshire and Nottinghamshire","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Counter Fraud","Female","120","90","27280","27570"
"In post","2022","Derbyshire and Nottinghamshire","Counter Fraud","Male","100","90","29440","27570"
"In post","2022","Derbyshire and Nottinghamshire","Digital, Data and Technology","Female","100","100","39970","36500"
"In post","2022","Derbyshire and Nottinghamshire","Digital, Data and Technology","Male","150","140","38430","33840"
"In post","2022","Derbyshire and Nottinghamshire","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Finance","Female","100","100","37800","34110"
"In post","2022","Derbyshire and Nottinghamshire","Finance","Male","80","70","38350","33370"
"In post","2022","Derbyshire and Nottinghamshire","Human Resources","Female","240","230","39560","36240"
"In post","2022","Derbyshire and Nottinghamshire","Human Resources","Male","100","100","39580","33790"
"In post","2022","Derbyshire and Nottinghamshire","Inspector of Education and Training","Female","40","40","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Legal","Female","200","180","42110","38230"
"In post","2022","Derbyshire and Nottinghamshire","Legal","Male","210","200","40440","34480"
"In post","2022","Derbyshire and Nottinghamshire","Medicine","Female","90","90","45230","41090"
"In post","2022","Derbyshire and Nottinghamshire","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Operational Delivery","Female","4850","4320","27700","26700"
"In post","2022","Derbyshire and Nottinghamshire","Operational Delivery","Male","3330","3200","28780","27120"
"In post","2022","Derbyshire and Nottinghamshire","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Other","Female","210","190","27010","25870"
"In post","2022","Derbyshire and Nottinghamshire","Other","Male","130","130","27510","21700"
"In post","2022","Derbyshire and Nottinghamshire","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Policy","Female","190","170","39110","36500"
"In post","2022","Derbyshire and Nottinghamshire","Policy","Male","100","100","41630","36850"
"In post","2022","Derbyshire and Nottinghamshire","Project Delivery","Female","140","130","40810","38550"
"In post","2022","Derbyshire and Nottinghamshire","Project Delivery","Male","90","90","46140","41890"
"In post","2022","Derbyshire and Nottinghamshire","Property","Female","160","150","38310","33840"
"In post","2022","Derbyshire and Nottinghamshire","Property","Male","160","160","41120","37300"
"In post","2022","Derbyshire and Nottinghamshire","Psychology","Female","100","100","34590","30450"
"In post","2022","Derbyshire and Nottinghamshire","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Science and Engineering","Female","160","140","38740","35910"
"In post","2022","Derbyshire and Nottinghamshire","Science and Engineering","Male","180","170","43880","42110"
"In post","2022","Derbyshire and Nottinghamshire","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Security","Male","70","70","34280","33200"
"In post","2022","Derbyshire and Nottinghamshire","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Tax","Female","680","630","34670","33370"
"In post","2022","Derbyshire and Nottinghamshire","Tax","Male","820","800","35040","33370"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","Female","200","190","35710","33080"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","Male","200","190","40420","33080"
"In post","2022","Derbyshire and Nottinghamshire","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Commercial","Female","130","120","41650","38830"
"In post","2022","Devon","Commercial","Male","100","100","45550","45810"
"In post","2022","Devon","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Counter Fraud","Female","50","50","27110","27570"
"In post","2022","Devon","Counter Fraud","Male","40","40","[c]","[c]"
"In post","2022","Devon","Digital, Data and Technology","Female","280","260","35860","36200"
"In post","2022","Devon","Digital, Data and Technology","Male","680","670","37830","37330"
"In post","2022","Devon","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Finance","Female","90","80","35140","33020"
"In post","2022","Devon","Finance","Male","80","80","39880","35310"
"In post","2022","Devon","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Human Resources","Female","100","90","36910","32940"
"In post","2022","Devon","Human Resources","Male","40","30","[c]","[c]"
"In post","2022","Devon","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Legal","Female","60","50","46800","48080"
"In post","2022","Devon","Legal","Male","40","40","[c]","[c]"
"In post","2022","Devon","Medicine","Female","90","80","34410","23280"
"In post","2022","Devon","Medicine","Male","50","40","[c]","[c]"
"In post","2022","Devon","Operational Delivery","Female","2730","2320","26540","25190"
"In post","2022","Devon","Operational Delivery","Male","2020","1910","29300","27370"
"In post","2022","Devon","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Other","Female","240","220","25400","22330"
"In post","2022","Devon","Other","Male","260","260","27230","23240"
"In post","2022","Devon","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Policy","Female","60","50","40180","37130"
"In post","2022","Devon","Policy","Male","30","30","[c]","[c]"
"In post","2022","Devon","Project Delivery","Female","160","150","39160","38550"
"In post","2022","Devon","Project Delivery","Male","190","190","42350","40520"
"In post","2022","Devon","Property","Female","90","80","35290","33300"
"In post","2022","Devon","Property","Male","140","140","37310","33330"
"In post","2022","Devon","Psychology","Female","30","30","[c]","[c]"
"In post","2022","Devon","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Science and Engineering","Female","250","230","37920","39650"
"In post","2022","Devon","Science and Engineering","Male","640","620","39450","39650"
"In post","2022","Devon","Security","Female","60","60","26410","25000"
"In post","2022","Devon","Security","Male","380","370","28980","25000"
"In post","2022","Devon","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Commercial","Female","70","60","39280","34610"
"In post","2022","Dorset and Somerset","Commercial","Male","60","60","43160","42510"
"In post","2022","Dorset and Somerset","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Counter Fraud","Female","60","50","27690","27570"
"In post","2022","Dorset and Somerset","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Digital, Data and Technology","Female","60","60","35780","33290"
"In post","2022","Dorset and Somerset","Digital, Data and Technology","Male","220","210","38690","36460"
"In post","2022","Dorset and Somerset","Finance","Female","60","60","29160","26670"
"In post","2022","Dorset and Somerset","Finance","Male","30","30","[c]","[c]"
"In post","2022","Dorset and Somerset","Geography","Female","140","130","30410","29290"
"In post","2022","Dorset and Somerset","Geography","Male","280","270","31870","33290"
"In post","2022","Dorset and Somerset","Human Resources","Female","70","60","34510","32810"
"In post","2022","Dorset and Somerset","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Medicine","Female","40","30","[c]","[c]"
"In post","2022","Dorset and Somerset","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Operational Delivery","Female","1420","1240","27430","27130"
"In post","2022","Dorset and Somerset","Operational Delivery","Male","1160","1100","28900","27570"
"In post","2022","Dorset and Somerset","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Other","Female","370","330","24390","21380"
"In post","2022","Dorset and Somerset","Other","Male","400","390","27620","25460"
"In post","2022","Dorset and Somerset","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Project Delivery","Female","50","50","36040","34290"
"In post","2022","Dorset and Somerset","Project Delivery","Male","60","60","39950","40580"
"In post","2022","Dorset and Somerset","Property","Female","40","30","[c]","[c]"
"In post","2022","Dorset and Somerset","Property","Male","50","50","[c]","[c]"
"In post","2022","Dorset and Somerset","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Science and Engineering","Female","70","70","33080","30220"
"In post","2022","Dorset and Somerset","Science and Engineering","Male","270","260","35650","34020"
"In post","2022","Dorset and Somerset","Security","Female","30","30","[c]","[c]"
"In post","2022","Dorset and Somerset","Security","Male","120","110","24160","20310"
"In post","2022","Dorset and Somerset","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Commercial","Female","110","100","36620","36110"
"In post","2022","East Anglia","Commercial","Male","80","80","39700","37190"
"In post","2022","East Anglia","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Counter Fraud","Female","60","50","26900","27570"
"In post","2022","East Anglia","Counter Fraud","Male","50","50","28960","27570"
"In post","2022","East Anglia","Digital, Data and Technology","Female","90","80","34200","30820"
"In post","2022","East Anglia","Digital, Data and Technology","Male","190","180","35180","33300"
"In post","2022","East Anglia","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Finance","Female","160","150","32510","29720"
"In post","2022","East Anglia","Finance","Male","110","110","38650","36050"
"In post","2022","East Anglia","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Human Resources","Female","130","120","34420","31250"
"In post","2022","East Anglia","Human Resources","Male","50","50","[c]","[c]"
"In post","2022","East Anglia","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Intelligence Analysis","Female","130","130","32020","30640"
"In post","2022","East Anglia","Intelligence Analysis","Male","240","230","32750","33300"
"In post","2022","East Anglia","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Legal","Female","220","190","32620","28920"
"In post","2022","East Anglia","Legal","Male","180","170","35250","33220"
"In post","2022","East Anglia","Medicine","Female","50","50","53420","39030"
"In post","2022","East Anglia","Medicine","Male","30","30","[c]","[c]"
"In post","2022","East Anglia","Operational Delivery","Female","3990","3510","27020","26120"
"In post","2022","East Anglia","Operational Delivery","Male","3540","3390","29260","27570"
"In post","2022","East Anglia","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Other","Female","560","530","24030","21830"
"In post","2022","East Anglia","Other","Male","460","460","25530","21830"
"In post","2022","East Anglia","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Policy","Female","70","70","40040","35990"
"In post","2022","East Anglia","Policy","Male","70","70","43530","39360"
"In post","2022","East Anglia","Project Delivery","Female","130","120","37090","34850"
"In post","2022","East Anglia","Project Delivery","Male","140","140","40390","38550"
"In post","2022","East Anglia","Property","Female","190","180","33300","33000"
"In post","2022","East Anglia","Property","Male","230","220","36470","33500"
"In post","2022","East Anglia","Psychology","Female","130","130","36020","30450"
"In post","2022","East Anglia","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Science and Engineering","Female","240","220","33380","30460"
"In post","2022","East Anglia","Science and Engineering","Male","380","360","34470","32310"
"In post","2022","East Anglia","Security","Female","130","130","29530","26350"
"In post","2022","East Anglia","Security","Male","300","300","37870","39070"
"In post","2022","East Anglia","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Tax","Female","50","50","35780","33370"
"In post","2022","East Anglia","Tax","Male","60","60","40590","35980"
"In post","2022","East Anglia","Unknown","Female","70","60","44600","38420"
"In post","2022","East Anglia","Unknown","Male","60","60","43820","33300"
"In post","2022","East Anglia","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Commercial","Female","80","80","36540","31990"
"In post","2022","East Wales","Commercial","Male","90","90","38350","33660"
"In post","2022","East Wales","Communications","Female","160","150","39650","38160"
"In post","2022","East Wales","Communications","Male","110","110","40330","38160"
"In post","2022","East Wales","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Counter Fraud","Female","130","110","25480","24500"
"In post","2022","East Wales","Counter Fraud","Male","90","90","27300","25000"
"In post","2022","East Wales","Digital, Data and Technology","Female","390","370","40750","38000"
"In post","2022","East Wales","Digital, Data and Technology","Male","780","770","41530","38160"
"In post","2022","East Wales","Economics","Female","70","60","35650","30710"
"In post","2022","East Wales","Economics","Male","110","100","38540","30710"
"In post","2022","East Wales","Finance","Female","250","230","37720","32570"
"In post","2022","East Wales","Finance","Male","180","180","41900","38160"
"In post","2022","East Wales","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Human Resources","Female","420","390","36530","32000"
"In post","2022","East Wales","Human Resources","Male","160","160","36280","30820"
"In post","2022","East Wales","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Intelligence Analysis","Female","30","30","[c]","[c]"
"In post","2022","East Wales","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Knowledge and Information Management","Female","80","70","35030","30210"
"In post","2022","East Wales","Knowledge and Information Management","Male","50","50","35390","34900"
"In post","2022","East Wales","Legal","Female","370","330","46690","48080"
"In post","2022","East Wales","Legal","Male","240","230","45900","42980"
"In post","2022","East Wales","Medicine","Female","120","110","43840","38160"
"In post","2022","East Wales","Medicine","Male","90","80","49920","47470"
"In post","2022","East Wales","Operational Delivery","Female","5850","5260","27900","25040"
"In post","2022","East Wales","Operational Delivery","Male","4090","3940","29880","26820"
"In post","2022","East Wales","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Other","Female","360","340","32420","27570"
"In post","2022","East Wales","Other","Male","320","310","30030","27570"
"In post","2022","East Wales","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Planning","Male","30","30","[c]","[c]"
"In post","2022","East Wales","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Policy","Female","790","750","42700","38160"
"In post","2022","East Wales","Policy","Male","570","550","46770","41980"
"In post","2022","East Wales","Project Delivery","Female","220","200","42010","38160"
"In post","2022","East Wales","Project Delivery","Male","190","180","47600","41500"
"In post","2022","East Wales","Property","Female","110","100","38070","33380"
"In post","2022","East Wales","Property","Male","160","150","36090","33000"
"In post","2022","East Wales","Psychology","Female","50","40","[c]","[c]"
"In post","2022","East Wales","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Science and Engineering","Female","120","110","43210","41760"
"In post","2022","East Wales","Science and Engineering","Male","580","550","40260","34220"
"In post","2022","East Wales","Security","Female","50","40","[c]","[c]"
"In post","2022","East Wales","Security","Male","150","140","29950","24030"
"In post","2022","East Wales","Social Research","Female","300","280","39740","38340"
"In post","2022","East Wales","Social Research","Male","120","120","40110","38340"
"In post","2022","East Wales","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Statistics","Female","210","200","41370","38340"
"In post","2022","East Wales","Statistics","Male","230","230","42440","38340"
