"Status","Year","Ethnicity","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","White","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","HM Revenue and Customs (excl. agencies)","240","240","20470","20140"
"New entrant CS","2021","White","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Cabinet Office (excl. agencies)","70","70","45490","40600"
"New entrant CS","2021","White","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","39540","35900"
"New entrant CS","2021","White","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Driver and Vehicle Licensing Agency","30","30","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","70","70","37920","31810"
"New entrant CS","2021","White","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Met Office","50","50","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Ministry of Justice (excl. agencies)","70","70","50480","52910"
"New entrant CS","2021","White","Digital, Data & Technology","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","United Kingdom Statistics Authority","70","70","37580","36030"
"New entrant CS","2021","White","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Defence Equipment and Support","50","50","28090","22500"
"New entrant CS","2021","White","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Department of Health and Social Care (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","White","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Ministry of Defence (excl. agencies)","70","70","30870","26350"
"New entrant CS","2021","White","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Cabinet Office (excl. agencies)","70","60","30330","27500"
"New entrant CS","2021","White","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","White","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Ministry of Defence (excl. agencies)","80","80","27540","20920"
"New entrant CS","2021","White","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","United Kingdom Statistics Authority","30","30","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Crown Prosecution Service","420","410","33930","26970"
"New entrant CS","2021","White","Legal","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Government Legal Department","170","160","42300","43920"
"New entrant CS","2021","White","Legal","HM Courts and Tribunals Service","50","50","[c]","[c]"
"New entrant CS","2021","White","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"New entrant CS","2021","White","No function","Animal and Plant Health Agency","350","340","25130","24370"
"New entrant CS","2021","White","No function","Cabinet Office (excl. agencies)","170","170","36590","28000"
"New entrant CS","2021","White","No function","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Crown Commercial Service","40","40","[c]","[c]"
"New entrant CS","2021","White","No function","Crown Office and Procurator Fiscal Service","100","100","22120","20760"
"New entrant CS","2021","White","No function","Defence Science and Technology Laboratory","110","110","30410","28650"
"New entrant CS","2021","White","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","360","350","39100","33570"
"New entrant CS","2021","White","No function","Department for Digital, Culture, Media and Sport","170","170","37740","34020"
"New entrant CS","2021","White","No function","Department for Education (excl. agencies)","120","120","33670","29360"
"New entrant CS","2021","White","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","410","410","36020","32560"
"New entrant CS","2021","White","No function","Department for International Trade","100","100","35120","31800"
"New entrant CS","2021","White","No function","Department for Transport (excl. agencies)","140","140","36900","34710"
"New entrant CS","2021","White","No function","Department of Health and Social Care (excl. agencies)","110","110","38080","32790"
"New entrant CS","2021","White","No function","Driver and Vehicle Licensing Agency","120","100","22800","18060"
"New entrant CS","2021","White","No function","Driver and Vehicle Standards Agency","70","70","24640","26130"
"New entrant CS","2021","White","No function","Education and Skills Funding Agency","30","30","[c]","[c]"
"New entrant CS","2021","White","No function","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Food Standards Agency","50","50","33730","32350"
"New entrant CS","2021","White","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Health and Safety Executive","140","140","31470","26370"
"New entrant CS","2021","White","No function","HM Courts and Tribunals Service","670","650","20330","18880"
"New entrant CS","2021","White","No function","HM Land Registry","290","290","22820","22350"
"New entrant CS","2021","White","No function","HM Prison and Probation Service","3040","2970","23550","22850"
"New entrant CS","2021","White","No function","HM Revenue and Customs (excl. agencies)","610","600","22540","20140"
"New entrant CS","2021","White","No function","HM Treasury (excl. agencies)","220","220","31860","28500"
"New entrant CS","2021","White","No function","Insolvency Service","60","60","22950","20880"
"New entrant CS","2021","White","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Maritime and Coastguard Agency","80","70","33380","30730"
"New entrant CS","2021","White","No function","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
