"Status","Year","Region_ITL2","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Lancashire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Counter Fraud","60","50","29940","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Debt","160","130","22720","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Digital, Data & Technology","70","70","36540","36050"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Human Resources","40","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Legal","120","110","41680","48080"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","No function","3470","3200","27860","26700"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Property","70","70","32580","27670"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Unknown","270","250","27660","26160"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","No function","210","200","27540","26610"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","No function","450","410","28410","26970"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Unknown","50","50","31670","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Debt","40","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","No function","920","820","26510","25210"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","60","60","26590","24880"
"In post","2022","Lincolnshire","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Heterosexual / straight","Digital, Data & Technology","70","60","28700","26670"
"In post","2022","Lincolnshire","Heterosexual / straight","Finance","30","30","[c]","[c]"
"In post","2022","Lincolnshire","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Heterosexual / straight","Human Resources","30","30","[c]","[c]"
"In post","2022","Lincolnshire","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Heterosexual / straight","No function","1250","1170","28840","27570"
"In post","2022","Lincolnshire","Heterosexual / straight","Project Delivery","180","170","36200","35780"
"In post","2022","Lincolnshire","Heterosexual / straight","Property","50","50","[c]","[c]"
"In post","2022","Lincolnshire","Heterosexual / straight","Security","100","90","25320","25000"
"In post","2022","Lincolnshire","Heterosexual / straight","Unknown","540","520","26600","21380"
"In post","2022","Lincolnshire","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","No function","70","70","27470","27570"
"In post","2022","Lincolnshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","No function","150","140","29870","27570"
"In post","2022","Lincolnshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Unknown","80","70","28510","21380"
"In post","2022","Lincolnshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","No function","220","200","26740","26800"
"In post","2022","Lincolnshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","Merseyside","Heterosexual / straight","Analysis","100","90","43130","40520"
"In post","2022","Merseyside","Heterosexual / straight","Commercial","170","170","39000","38330"
"In post","2022","Merseyside","Heterosexual / straight","Communications","60","60","43200","39500"
"In post","2022","Merseyside","Heterosexual / straight","Counter Fraud","590","550","33490","28920"
"In post","2022","Merseyside","Heterosexual / straight","Debt","220","210","24270","21250"
"In post","2022","Merseyside","Heterosexual / straight","Digital, Data & Technology","330","320","37550","33300"
"In post","2022","Merseyside","Heterosexual / straight","Finance","240","220","34610","29810"
"In post","2022","Merseyside","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Heterosexual / straight","Human Resources","330","320","35160","31660"
"In post","2022","Merseyside","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Heterosexual / straight","Legal","280","260","38450","33840"
"In post","2022","Merseyside","Heterosexual / straight","No function","6960","6380","29360","27570"
"In post","2022","Merseyside","Heterosexual / straight","Project Delivery","440","420","42870","40520"
"In post","2022","Merseyside","Heterosexual / straight","Property","120","120","37530","32890"
"In post","2022","Merseyside","Heterosexual / straight","Security","50","40","[c]","[c]"
"In post","2022","Merseyside","Heterosexual / straight","Unknown","4650","4310","27060","24890"
"In post","2022","Merseyside","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","No function","430","410","28150","26820"
"In post","2022","Merseyside","LGBO","Project Delivery","40","30","[c]","[c]"
"In post","2022","Merseyside","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","LGBO","Unknown","200","190","26830","24890"
"In post","2022","Merseyside","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Counter Fraud","60","60","33090","33180"
"In post","2022","Merseyside","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","No function","770","690","30240","27570"
"In post","2022","Merseyside","Undeclared","Project Delivery","40","30","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Unknown","440","400","26630","24890"
"In post","2022","Merseyside","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Commercial","80","80","50300","49700"
"In post","2022","Merseyside","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Counter Fraud","220","200","30110","26820"
"In post","2022","Merseyside","Unknown","Debt","140","130","22600","21250"
"In post","2022","Merseyside","Unknown","Digital, Data & Technology","100","100","35240","33080"
"In post","2022","Merseyside","Unknown","Finance","80","70","28770","22210"
"In post","2022","Merseyside","Unknown","Human Resources","60","50","28240","28240"
"In post","2022","Merseyside","Unknown","Legal","90","80","41970","48080"
"In post","2022","Merseyside","Unknown","No function","2970","2640","26430","24440"
"In post","2022","Merseyside","Unknown","Project Delivery","150","140","38250","33540"
"In post","2022","Merseyside","Unknown","Property","50","40","[c]","[c]"
"In post","2022","Merseyside","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Unknown","430","420","25400","24880"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Legal","30","30","[c]","[c]"
"In post","2022","North Eastern Scotland","Heterosexual / straight","No function","560","520","39230","27570"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Security","60","50","41900","44070"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Unknown","440","420","37050","31900"
"In post","2022","North Eastern Scotland","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","No function","50","40","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","No function","70","60","43970","27570"
"In post","2022","North Eastern Scotland","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","No function","300","280","30490","27400"
"In post","2022","North Eastern Scotland","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Unknown","220","210","34840","31540"
"In post","2022","North Yorkshire","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Heterosexual / straight","Commercial","60","60","37650","37300"
"In post","2022","North Yorkshire","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Heterosexual / straight","Counter Fraud","50","50","[c]","[c]"
"In post","2022","North Yorkshire","Heterosexual / straight","Digital, Data & Technology","140","140","37810","35900"
"In post","2022","North Yorkshire","Heterosexual / straight","Finance","100","90","38590","37180"
"In post","2022","North Yorkshire","Heterosexual / straight","Grants Management","80","70","29670","26320"
"In post","2022","North Yorkshire","Heterosexual / straight","Human Resources","120","110","39780","35900"
"In post","2022","North Yorkshire","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Heterosexual / straight","Legal","50","50","[c]","[c]"
"In post","2022","North Yorkshire","Heterosexual / straight","No function","1300","1210","34380","29760"
"In post","2022","North Yorkshire","Heterosexual / straight","Project Delivery","70","70","39320","38180"
"In post","2022","North Yorkshire","Heterosexual / straight","Property","150","140","35440","33300"
"In post","2022","North Yorkshire","Heterosexual / straight","Security","470","450","30340","26750"
"In post","2022","North Yorkshire","Heterosexual / straight","Unknown","680","650","28010","22330"
"In post","2022","North Yorkshire","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","No function","120","120","31710","28200"
"In post","2022","North Yorkshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Security","40","40","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","No function","190","170","34530","30240"
"In post","2022","North Yorkshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Security","60","60","34550","33630"
"In post","2022","North Yorkshire","Undeclared","Unknown","100","90","27640","22330"
"In post","2022","North Yorkshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Grants Management","80","80","23480","21300"
"In post","2022","North Yorkshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","No function","230","210","31410","27570"
"In post","2022","North Yorkshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Security","170","170","28700","26350"
"In post","2022","North Yorkshire","Unknown","Unknown","80","80","27130","24880"
"In post","2022","Northern Ireland","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Heterosexual / straight","Counter Fraud","300","290","33530","33080"
"In post","2022","Northern Ireland","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Heterosexual / straight","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2022","Northern Ireland","Heterosexual / straight","Finance","30","30","[c]","[c]"
"In post","2022","Northern Ireland","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Heterosexual / straight","No function","1230","1160","32910","31460"
"In post","2022","Northern Ireland","Heterosexual / straight","Project Delivery","60","60","42320","40180"
"In post","2022","Northern Ireland","Heterosexual / straight","Property","70","70","29610","28470"
"In post","2022","Northern Ireland","Heterosexual / straight","Security","330","320","21760","20560"
"In post","2022","Northern Ireland","Heterosexual / straight","Unknown","750","700","26150","23500"
"In post","2022","Northern Ireland","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","No function","80","80","28220","26590"
"In post","2022","Northern Ireland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","No function","90","90","33010","33080"
"In post","2022","Northern Ireland","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Unknown","60","60","26100","23730"
"In post","2022","Northern Ireland","Unknown","Commercial","[c]","[c]","[c]","[c]"
