"Status","Year","Responsibility_level","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Black","Tax","100","100","21610","21250"
"In post","2022","AA/AO","Black","Unknown","70","60","22770","22110"
"In post","2022","AA/AO","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Operational Delivery","1580","1450","23740","21680"
"In post","2022","AA/AO","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Other","130","120","21820","21260"
"In post","2022","AA/AO","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Policy","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Security","40","40","[c]","[c]"
"In post","2022","AA/AO","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Mixed","Tax","50","50","21350","21250"
"In post","2022","AA/AO","Mixed","Unknown","50","50","22810","21260"
"In post","2022","AA/AO","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Operational Delivery","440","400","24300","23140"
"In post","2022","AA/AO","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Counter Fraud","100","90","22780","22740"
"In post","2022","AA/AO","Undeclared","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Finance","40","30","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Human Resources","40","40","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Operational Delivery","3430","3020","22840","21490"
"In post","2022","AA/AO","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Other","460","420","21610","21260"
"In post","2022","AA/AO","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Property","70","70","22430","22040"
"In post","2022","AA/AO","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Science and Engineering","40","40","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Security","220","210","29660","26750"
"In post","2022","AA/AO","Undeclared","Tax","30","30","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Unknown","60","60","22680","22050"
"In post","2022","AA/AO","Unknown","Commercial","70","60","22880","21740"
"In post","2022","AA/AO","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Counter Fraud","60","50","22640","21260"
"In post","2022","AA/AO","Unknown","Digital, Data and Technology","90","90","21650","21250"
"In post","2022","AA/AO","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Finance","150","130","22050","21250"
"In post","2022","AA/AO","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Human Resources","120","110","21920","21250"
"In post","2022","AA/AO","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","AA/AO","Unknown","Legal","50","40","[c]","[c]"
"In post","2022","AA/AO","Unknown","Medicine","100","90","21170","20770"
"In post","2022","AA/AO","Unknown","Operational Delivery","17040","15700","22830","21680"
"In post","2022","AA/AO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Other","860","810","22180","21260"
"In post","2022","AA/AO","Unknown","Policy","70","70","22690","23000"
"In post","2022","AA/AO","Unknown","Project Delivery","40","30","[c]","[c]"
"In post","2022","AA/AO","Unknown","Property","140","130","19540","19010"
"In post","2022","AA/AO","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Science and Engineering","110","110","21770","22190"
"In post","2022","AA/AO","Unknown","Security","800","800","27870","25000"
"In post","2022","AA/AO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Statistics","30","30","[c]","[c]"
"In post","2022","AA/AO","Unknown","Tax","1480","1380","21300","21250"
"In post","2022","AA/AO","Unknown","Unknown","1450","1370","22740","21260"
"In post","2022","AA/AO","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","White","Commercial","200","180","22240","21300"
"In post","2022","AA/AO","White","Communications","160","150","22080","21410"
"In post","2022","AA/AO","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","White","Counter Fraud","950","810","21940","21260"
"In post","2022","AA/AO","White","Digital, Data and Technology","490","480","21900","21380"
"In post","2022","AA/AO","White","Economics","40","40","[c]","[c]"
"In post","2022","AA/AO","White","Finance","690","620","21810","21380"
"In post","2022","AA/AO","White","Geography","40","40","[c]","[c]"
"In post","2022","AA/AO","White","Human Resources","950","870","21860","21380"
"In post","2022","AA/AO","White","Intelligence Analysis","80","70","22790","21680"
"In post","2022","AA/AO","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","White","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","White","Knowledge and Information Management","280","260","22220","21380"
"In post","2022","AA/AO","White","Legal","180","160","22280","22080"
"In post","2022","AA/AO","White","Medicine","210","190","23130","23280"
"In post","2022","AA/AO","White","Operational Delivery","70850","62620","22940","21440"
"In post","2022","AA/AO","White","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","White","Other","8320","7730","21210","21260"
"In post","2022","AA/AO","White","Planning","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","White","Policy","400","380","23540","23810"
"In post","2022","AA/AO","White","Project Delivery","300","260","21580","21260"
"In post","2022","AA/AO","White","Property","730","690","19970","19050"
"In post","2022","AA/AO","White","Psychology","60","50","21660","21550"
"In post","2022","AA/AO","White","Science and Engineering","880","860","21730","22050"
"In post","2022","AA/AO","White","Security","4280","4170","26840","22630"
"In post","2022","AA/AO","White","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","White","Statistics","30","30","[c]","[c]"
"In post","2022","AA/AO","White","Tax","1360","1270","21360","21250"
"In post","2022","AA/AO","White","Unknown","2950","2790","23380","23230"
"In post","2022","AA/AO","White","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Commercial","60","50","27080","26880"
"In post","2022","EO","Asian","Communications","40","40","[c]","[c]"
"In post","2022","EO","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Counter Fraud","310","280","29050","27570"
"In post","2022","EO","Asian","Digital, Data and Technology","260","250","28000","27570"
"In post","2022","EO","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Finance","200","190","27470","27270"
"In post","2022","EO","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Human Resources","120","120","28100","27570"
"In post","2022","EO","Asian","Intelligence Analysis","110","110","28360","28850"
"In post","2022","EO","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","EO","Asian","Legal","130","130","28880","28440"
"In post","2022","EO","Asian","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Operational Delivery","7350","6810","28450","27570"
"In post","2022","EO","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Other","640","610","28110","27570"
"In post","2022","EO","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Policy","270","260","28430","28310"
"In post","2022","EO","Asian","Project Delivery","120","120","28030","27890"
"In post","2022","EO","Asian","Property","110","100","28490","28410"
"In post","2022","EO","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Science and Engineering","100","90","26680","26880"
"In post","2022","EO","Asian","Security","50","50","29120","28780"
"In post","2022","EO","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Asian","Tax","540","510","27960","26820"
"In post","2022","EO","Asian","Unknown","300","300","28020","27500"
"In post","2022","EO","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Commercial","40","40","[c]","[c]"
"In post","2022","EO","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Counter Fraud","160","150","30170","31060"
"In post","2022","EO","Black","Digital, Data and Technology","110","110","28310","28170"
"In post","2022","EO","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Finance","80","80","28570","28860"
"In post","2022","EO","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Human Resources","80","80","28170","27720"
"In post","2022","EO","Black","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","EO","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Legal","70","70","29880","31020"
"In post","2022","EO","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Operational Delivery","3850","3660","29470","29290"
"In post","2022","EO","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Other","390","380","28830","29290"
"In post","2022","EO","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Policy","230","230","29030","28990"
"In post","2022","EO","Black","Project Delivery","70","70","28450","28670"
"In post","2022","EO","Black","Property","50","40","[c]","[c]"
"In post","2022","EO","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Science and Engineering","40","40","[c]","[c]"
"In post","2022","EO","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Black","Tax","190","180","28800","26820"
"In post","2022","EO","Black","Unknown","150","150","28420","27570"
"In post","2022","EO","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Counter Fraud","60","50","28790","27570"
"In post","2022","EO","Mixed","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2022","EO","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Finance","40","40","[c]","[c]"
"In post","2022","EO","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Human Resources","40","40","[c]","[c]"
"In post","2022","EO","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Legal","40","40","[c]","[c]"
"In post","2022","EO","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Operational Delivery","1510","1420","28520","27570"
"In post","2022","EO","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Other","170","160","27790","27570"
"In post","2022","EO","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Policy","90","90","28030","27850"
"In post","2022","EO","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Science and Engineering","30","30","[c]","[c]"
"In post","2022","EO","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mixed","Tax","60","60","27090","26820"
"In post","2022","EO","Mixed","Unknown","90","90","27760","27230"
"In post","2022","EO","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Operational Delivery","470","440","28880","28310"
"In post","2022","EO","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Other","40","40","[c]","[c]"
"In post","2022","EO","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Policy","40","40","[c]","[c]"
"In post","2022","EO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Counter Fraud","210","180","28590","27570"
"In post","2022","EO","Undeclared","Digital, Data and Technology","180","170","28360","27570"
"In post","2022","EO","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Finance","100","100","27260","26760"
"In post","2022","EO","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Human Resources","60","50","28180","27570"
"In post","2022","EO","Undeclared","Intelligence Analysis","80","70","28250","27870"
"In post","2022","EO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Legal","80","70","28900","28040"
"In post","2022","EO","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Operational Delivery","3770","3440","28630","27570"
"In post","2022","EO","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Other","360","340","27750","27570"
"In post","2022","EO","Undeclared","Policy","100","100","29040","28490"
"In post","2022","EO","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Property","140","130","28020","27000"
"In post","2022","EO","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Science and Engineering","90","80","26880","26670"
"In post","2022","EO","Undeclared","Security","60","60","36190","32450"
"In post","2022","EO","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Tax","130","120","28640","28920"
"In post","2022","EO","Undeclared","Unknown","100","90","28540","27530"
"In post","2022","EO","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Commercial","110","110","26650","26590"
"In post","2022","EO","Unknown","Communications","110","110","27750","27270"
"In post","2022","EO","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Counter Fraud","220","200","28450","27570"
"In post","2022","EO","Unknown","Digital, Data and Technology","540","530","27660","27570"
"In post","2022","EO","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Finance","190","190","26950","26670"
"In post","2022","EO","Unknown","Geography","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Human Resources","180","170","26910","26820"
"In post","2022","EO","Unknown","Intelligence Analysis","120","120","27250","26680"
"In post","2022","EO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","International Trade","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Legal","400","380","28280","26820"
"In post","2022","EO","Unknown","Medicine","40","30","[c]","[c]"
"In post","2022","EO","Unknown","Operational Delivery","9430","8900","28320","27570"
"In post","2022","EO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Other","620","600","27610","27570"
"In post","2022","EO","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Policy","340","340","27850","27850"
"In post","2022","EO","Unknown","Project Delivery","160","150","27090","26820"
"In post","2022","EO","Unknown","Property","250","240","26840","26350"
"In post","2022","EO","Unknown","Psychology","60","60","29280","27380"
"In post","2022","EO","Unknown","Science and Engineering","160","160","24250","25950"
"In post","2022","EO","Unknown","Security","70","70","34850","31020"
"In post","2022","EO","Unknown","Social Research","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Statistics","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Tax","1360","1310","27150","26820"
"In post","2022","EO","Unknown","Unknown","1340","1300","27650","27230"
"In post","2022","EO","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","White","Commercial","650","610","26320","26350"
"In post","2022","EO","White","Communications","380","360","27640","27050"
"In post","2022","EO","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","White","Counter Fraud","2650","2360","27840","27570"
"In post","2022","EO","White","Digital, Data and Technology","2320","2210","27660","27570"
"In post","2022","EO","White","Economics","80","70","26730","26820"
"In post","2022","EO","White","Finance","1750","1660","26790","26670"
"In post","2022","EO","White","Geography","110","100","27500","26740"
"In post","2022","EO","White","Human Resources","1230","1150","27270","26880"
"In post","2022","EO","White","Intelligence Analysis","1210","1140","27580","27370"
"In post","2022","EO","White","Internal Audit","30","30","[c]","[c]"
"In post","2022","EO","White","International Trade","50","40","[c]","[c]"
"In post","2022","EO","White","Knowledge and Information Management","430","410","27530","27570"
"In post","2022","EO","White","Legal","1140","1080","28140","26820"
"In post","2022","EO","White","Medicine","250","220","31880","31530"
"In post","2022","EO","White","Operational Delivery","58860","53590","27940","27570"
"In post","2022","EO","White","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","White","Other","6530","6160","26950","27570"
"In post","2022","EO","White","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","White","Policy","1680","1630","27930","27690"
"In post","2022","EO","White","Project Delivery","980","920","26590","26670"
"In post","2022","EO","White","Property","970","910","27080","26820"
"In post","2022","EO","White","Psychology","320","310","26730","26850"
"In post","2022","EO","White","Science and Engineering","1550","1500","26240","26370"
"In post","2022","EO","White","Security","840","810","33750","29210"
"In post","2022","EO","White","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","White","Statistics","160","150","27720","27850"
"In post","2022","EO","White","Tax","2510","2340","27240","26820"
"In post","2022","EO","White","Unknown","3430","3310","28290","27500"
"In post","2022","EO","White","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Commercial","50","40","[c]","[c]"
"In post","2022","G6/G7","Asian","Communications","30","30","[c]","[c]"
"In post","2022","G6/G7","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Digital, Data and Technology","410","400","59740","57980"
"In post","2022","G6/G7","Asian","Economics","90","90","59520","58130"
"In post","2022","G6/G7","Asian","Finance","200","200","59160","57880"
"In post","2022","G6/G7","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Human Resources","100","90","58580","57460"
"In post","2022","G6/G7","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","International Trade","40","40","[c]","[c]"
"In post","2022","G6/G7","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Legal","590","550","57490","54400"
"In post","2022","G6/G7","Asian","Medicine","70","60","74890","74070"
"In post","2022","G6/G7","Asian","Operational Delivery","340","330","57800","55140"
"In post","2022","G6/G7","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Other","110","100","60860","58030"
"In post","2022","G6/G7","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Policy","740","720","57780","55500"
"In post","2022","G6/G7","Asian","Project Delivery","220","220","58470","57430"
"In post","2022","G6/G7","Asian","Property","60","60","58050","55000"
"In post","2022","G6/G7","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Science and Engineering","90","90","57170","55130"
