"Status","Year","Sexual_orientation","Parent_department","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Department for Education","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","160","150","27160","24920"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","430","420","41770","37270"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Rural Payments Agency","90","80","26260","24920"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for International Trade","Department for International Trade","200","200","45830","40600"
"In post","2022","LGBO","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","300","300","44010","39600"
"In post","2022","LGBO","Department for Levelling Up, Housing and Communities","Planning Inspectorate","30","30","[c]","[c]"
"In post","2022","LGBO","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Transport","Department for Transport (excl. agencies)","260","250","47650","44030"
"In post","2022","LGBO","Department for Transport","Driver and Vehicle Licensing Agency","190","180","24530","21840"
"In post","2022","LGBO","Department for Transport","Driver and Vehicle Standards Agency","160","160","29250","26780"
"In post","2022","LGBO","Department for Transport","Maritime and Coastguard Agency","50","50","[c]","[c]"
"In post","2022","LGBO","Department for Transport","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","3910","3730","28180","27570"
"In post","2022","LGBO","Department for Work and Pensions","Health and Safety Executive","120","120","37950","31710"
"In post","2022","LGBO","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","280","280","45900","40650"
"In post","2022","LGBO","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2022","LGBO","Department of Health and Social Care","UK Health Security Agency","290","280","38530","32330"
"In post","2022","LGBO","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Food Standards Agency","Food Standards Agency","70","70","40540","37350"
"In post","2022","LGBO","Foreign, Commonwealth and Development Office","FCDO Services","30","30","[c]","[c]"
"In post","2022","LGBO","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","370","370","49380","50480"
"In post","2022","LGBO","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","HM Land Registry","180","170","30220","27130"
"In post","2022","LGBO","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","2680","2590","33890","33080"
"In post","2022","LGBO","HM Revenue and Customs","Valuation Office Agency","140","140","33660","31660"
"In post","2022","LGBO","HM Treasury","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","HM Treasury (excl. agencies)","180","180","45690","40360"
"In post","2022","LGBO","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Home Office","Home Office","1190","1150","33810","28670"
"In post","2022","LGBO","Ministry of Defence","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Defence","Defence Equipment and Support","290","290","33190","31390"
"In post","2022","LGBO","Ministry of Defence","Defence Science and Technology Laboratory","110","110","35300","29230"
"In post","2022","LGBO","Ministry of Defence","Ministry of Defence (excl. agencies)","970","950","33670","33000"
"In post","2022","LGBO","Ministry of Defence","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Defence","Submarine Delivery Agency","60","60","32640","31430"
"In post","2022","LGBO","Ministry of Defence","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Justice","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Justice","HM Courts and Tribunals Service","560","540","27010","21490"
"In post","2022","LGBO","Ministry of Justice","HM Prison and Probation Service","3190","3110","30140","28010"
"In post","2022","LGBO","Ministry of Justice","Legal Aid Agency","50","50","[c]","[c]"
"In post","2022","LGBO","Ministry of Justice","Ministry of Justice (excl. agencies)","380","370","44070","41750"
"In post","2022","LGBO","Ministry of Justice","Office of the Public Guardian","50","50","25280","25120"
"In post","2022","LGBO","National Crime Agency","National Crime Agency","220","220","37860","36410"
"In post","2022","LGBO","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","120","120","49730","46360"
"In post","2022","LGBO","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","100","90","36120","30950"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Crown Office and Procurator Fiscal Service","110","110","33170","27580"
"In post","2022","LGBO","Scottish Government","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Registers of Scotland","40","40","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Scottish Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Scottish Government (excl. agencies)","520","510","41940","39600"
"In post","2022","LGBO","Scottish Government","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Scottish Prison Service","90","90","32980","35000"
"In post","2022","LGBO","Scottish Government","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Social Security Scotland","180","180","29010","27230"
"In post","2022","LGBO","Scottish Government","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","The National Archives","The National Archives","40","40","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","UK Statistics Authority","280","270","34390","30710"
"In post","2022","LGBO","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Welsh Government","Welsh Government (excl. agencies)","240","230","42590","38160"
"In post","2022","LGBO","Welsh Government","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Crown Prosecution Service","230","220","39710","33120"
"In post","2022","Undeclared","Attorney General's Departments","Government Legal Department","180","170","54250","52730"
"In post","2022","Undeclared","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Cabinet Office (excl. agencies)","530","520","48080","42440"
"In post","2022","Undeclared","Cabinet Office","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","National Savings and Investments","50","50","55370","48750"
"In post","2022","Undeclared","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Competition and Markets Authority","70","70","63140","60850"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","110","100","34660","34500"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Companies House","90","90","31380","25100"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","550","540","50650","53380"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","90","80","42590","41480"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Met Office","400","380","39520","39650"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","The Insolvency Service","60","60","39110","36060"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","150","140","44510","38020"
"In post","2022","Undeclared","Department for Education","Department for Education (excl. agencies)","460","450","44570","40780"
"In post","2022","Undeclared","Department for Education","Education and Skills Funding Agency","120","120","42070","37270"
"In post","2022","Undeclared","Department for Education","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","350","330","33510","30230"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","40","30","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","470","450","40830","36970"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Rural Payments Agency","110","100","26200","24920"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Department for International Trade","150","150","46560","44030"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","220","220","45570","41980"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Planning Inspectorate","60","50","43800","43740"
"In post","2022","Undeclared","Department for Transport","Department for Transport (excl. agencies)","300","290","50560","46710"
"In post","2022","Undeclared","Department for Transport","Driver and Vehicle Licensing Agency","1400","1170","25490","21840"
"In post","2022","Undeclared","Department for Transport","Driver and Vehicle Standards Agency","830","750","29620","26780"
"In post","2022","Undeclared","Department for Transport","Maritime and Coastguard Agency","160","160","38380","36040"
"In post","2022","Undeclared","Department for Transport","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","7400","6590","27530","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Health and Safety Executive","410","390","43680","41480"
"In post","2022","Undeclared","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","1540","1500","46380","41320"
"In post","2022","Undeclared","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","120","120","52550","53100"
"In post","2022","Undeclared","Department of Health and Social Care","UK Health Security Agency","610","540","43400","38070"
"In post","2022","Undeclared","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Food Standards Agency","130","120","38870","37350"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","FCDO Services","80","80","44460","41840"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","540","530","49980","47340"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","HM Land Registry","650","570","33080","31740"
"In post","2022","Undeclared","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","4600","4210","35090","33370"
"In post","2022","Undeclared","HM Revenue and Customs","Valuation Office Agency","350","320","37360","33370"
"In post","2022","Undeclared","HM Treasury","Government Internal Audit Agency","50","50","49370","44590"
"In post","2022","Undeclared","HM Treasury","HM Treasury (excl. agencies)","230","230","45140","40850"
"In post","2022","Undeclared","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Home Office","3910","3590","33220","28850"
"In post","2022","Undeclared","Ministry of Defence","Defence Electronics and Components Agency","280","260","29600","29470"
"In post","2022","Undeclared","Ministry of Defence","Defence Equipment and Support","1170","1120","38890","37840"
"In post","2022","Undeclared","Ministry of Defence","Defence Science and Technology Laboratory","70","70","41890","42010"
"In post","2022","Undeclared","Ministry of Defence","Ministry of Defence (excl. agencies)","4130","3990","34340","33300"
"In post","2022","Undeclared","Ministry of Defence","Submarine Delivery Agency","200","190","43470","41040"
"In post","2022","Undeclared","Ministry of Defence","UK Hydrographic Office","70","60","36240","33290"
"In post","2022","Undeclared","Ministry of Justice","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","HM Courts and Tribunals Service","1840","1660","27420","23720"
"In post","2022","Undeclared","Ministry of Justice","HM Prison and Probation Service","4200","3930","32160","31650"
"In post","2022","Undeclared","Ministry of Justice","Legal Aid Agency","120","110","30110","25120"
"In post","2022","Undeclared","Ministry of Justice","Ministry of Justice (excl. agencies)","490","480","44360","41750"
"In post","2022","Undeclared","Ministry of Justice","Office of the Public Guardian","120","110","24980","21410"
"In post","2022","Undeclared","National Crime Agency","National Crime Agency","360","350","39640","37390"
"In post","2022","Undeclared","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","100","90","47480","39850"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","80","80","42610","38500"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Office of Rail and Road","30","30","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Crown Office and Procurator Fiscal Service","120","110","40300","36130"
"In post","2022","Undeclared","Scottish Government","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Forestry and Land Scotland","40","30","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Registers of Scotland","70","70","34700","30840"
"In post","2022","Undeclared","Scottish Government","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Scottish Government (excl. agencies)","410","400","45290","40810"
"In post","2022","Undeclared","Scottish Government","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Scottish Prison Service","60","60","35490","35000"
"In post","2022","Undeclared","Scottish Government","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Social Security Scotland","70","70","33170","27940"
"In post","2022","Undeclared","Scottish Government","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","The National Archives","60","60","35260","30830"
"In post","2022","Undeclared","UK Export Finance","UK Export Finance","30","30","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","UK Statistics Authority","250","230","33690","30810"
"In post","2022","Undeclared","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Welsh Government (excl. agencies)","700","660","43120","38160"
"In post","2022","Unknown","Attorney General's Departments","Attorney General's Office","30","30","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Crown Prosecution Service","1390","1250","43680","48080"
"In post","2022","Unknown","Attorney General's Departments","Government Legal Department","540","490","58430","63730"
"In post","2022","Unknown","Attorney General's Departments","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Serious Fraud Office","90","80","48700","42210"
"In post","2022","Unknown","Cabinet Office","Cabinet Office (excl. agencies)","4210","4170","46840","34550"
"In post","2022","Unknown","Cabinet Office","Crown Commercial Service","140","140","38770","38330"
"In post","2022","Unknown","Cabinet Office","Government Property Agency","40","40","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Charity Commission","190","180","32890","29160"
"In post","2022","Unknown","Competition and Markets Authority","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","140","130","28150","24250"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Companies House","230","210","27670","22740"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","480","480","46230","40050"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","530","500","37580","30770"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","The Insolvency Service","670","630","30510","26200"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","UK Space Agency","70","70","44370","40410"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","160","160","46680","49300"
"In post","2022","Unknown","Department for Education","Department for Education (excl. agencies)","820","790","44040","40230"
"In post","2022","Unknown","Department for Education","Education and Skills Funding Agency","340","330","42490","39000"
"In post","2022","Unknown","Department for Education","Institute for Apprenticeships and Technical Education","80","70","45120","49960"
"In post","2022","Unknown","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","310","280","29870","25840"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","350","340","34100","30220"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","960","930","41530","37720"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Rural Payments Agency","1190","1110","24840","21300"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Department for International Trade","790","790","45180","39440"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","360","350","45910","40050"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Planning Inspectorate","170","150","36460","32780"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","40","40","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Department for Transport (excl. agencies)","680","660","43890","42470"
"In post","2022","Unknown","Department for Transport","Driver and Vehicle Licensing Agency","750","670","24360","21840"
"In post","2022","Unknown","Department for Transport","Driver and Vehicle Standards Agency","1050","1010","27510","26470"
"In post","2022","Unknown","Department for Transport","Maritime and Coastguard Agency","110","110","31820","26840"
"In post","2022","Unknown","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","17950","15540","27480","27570"
"In post","2022","Unknown","Department for Work and Pensions","Health and Safety Executive","230","220","41570","39330"
"In post","2022","Unknown","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","290","280","50740","44430"
"In post","2022","Unknown","Department of Health and Social Care","UK Health Security Agency","1820","1740","49100","42380"
"In post","2022","Unknown","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Food Standards Agency","240","220","32490","27990"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","FCDO Services","120","120","41080","40570"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","1320","1290","48400","51500"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","HM Land Registry","1840","1700","28790","27130"
"In post","2022","Unknown","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","20770","19150","30290","26820"
"In post","2022","Unknown","HM Revenue and Customs","Valuation Office Agency","1020","970","31250","26950"
"In post","2022","Unknown","HM Treasury","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","HM Treasury (excl. agencies)","60","50","47210","41890"
"In post","2022","Unknown","HM Treasury","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","UK Debt Management Office","120","110","58090","51220"
"In post","2022","Unknown","Home Office","Home Office","4430","4290","32340","27370"
"In post","2022","Unknown","Ministry of Defence","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","Defence Equipment and Support","720","690","33690","31730"
"In post","2022","Unknown","Ministry of Defence","Defence Science and Technology Laboratory","3510","3370","41070","38110"
"In post","2022","Unknown","Ministry of Defence","Ministry of Defence (excl. agencies)","3780","3650","33290","29250"
"In post","2022","Unknown","Ministry of Defence","Royal Fleet Auxiliary","1760","1760","37450","34160"
"In post","2022","Unknown","Ministry of Defence","Submarine Delivery Agency","150","140","38250","35630"
"In post","2022","Unknown","Ministry of Defence","UK Hydrographic Office","230","220","34180","33290"
"In post","2022","Unknown","Ministry of Justice","Criminal Injuries Compensation Authority","80","80","25900","25120"
"In post","2022","Unknown","Ministry of Justice","HM Courts and Tribunals Service","2130","1980","25840","23720"
"In post","2022","Unknown","Ministry of Justice","HM Prison and Probation Service","11500","10610","28660","27380"
"In post","2022","Unknown","Ministry of Justice","Legal Aid Agency","80","70","25550","20970"
"In post","2022","Unknown","Ministry of Justice","Ministry of Justice (excl. agencies)","1080","1060","41270","36290"
"In post","2022","Unknown","Ministry of Justice","Office of the Public Guardian","260","240","22360","20970"
"In post","2022","Unknown","National Crime Agency","National Crime Agency","710","680","41710","39840"
"In post","2022","Unknown","Northern Ireland Office","Northern Ireland Office","60","60","45090","39230"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","100","90","40710","35010"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","470","460","47720","43650"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","60","60","49740","46660"
"In post","2022","Unknown","Office of Rail and Road","Office of Rail and Road","70","70","59670","60020"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","60","50","45540","41750"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Accountant in Bankruptcy","30","30","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Crown Office and Procurator Fiscal Service","110","100","45080","42570"
"In post","2022","Unknown","Scottish Government","Disclosure Scotland","100","90","25670","23230"
"In post","2022","Unknown","Scottish Government","Education Scotland","120","110","54580","54340"
"In post","2022","Unknown","Scottish Government","Food Standards Scotland","110","110","35260","31540"
"In post","2022","Unknown","Scottish Government","Forestry and Land Scotland","650","620","31990","28980"
"In post","2022","Unknown","Scottish Government","National Records of Scotland","210","200","33170","27230"
"In post","2022","Unknown","Scottish Government","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Registers of Scotland","380","350","31700","30840"
"In post","2022","Unknown","Scottish Government","Revenue Scotland","30","30","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Scottish Courts and Tribunals Service","1400","1270","27860","23780"
"In post","2022","Unknown","Scottish Government","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Scottish Forestry","100","100","35340","36390"
"In post","2022","Unknown","Scottish Government","Scottish Government (excl. agencies)","2250","2140","42120","36370"
"In post","2022","Unknown","Scottish Government","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Scottish Prison Service","2900","2730","31410","32170"
"In post","2022","Unknown","Scottish Government","Scottish Public Pensions Agency","160","140","29070","25930"
"In post","2022","Unknown","Scottish Government","Social Security Scotland","700","680","28460","27230"
"In post","2022","Unknown","Scottish Government","Student Awards Agency for Scotland","140","130","30270","27230"
"In post","2022","Unknown","Scottish Government","Transport Scotland","140","140","43070","41860"
"In post","2022","Unknown","The National Archives","The National Archives","220","210","34990","32640"
"In post","2022","Unknown","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","UK Statistics Authority","1390","1240","33000","30210"
"In post","2022","Unknown","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","60","60","53260","48270"
"In post","2022","Unknown","Welsh Government","Welsh Government (excl. agencies)","150","140","40460","31210"
"In post","2022","Unknown","Welsh Government","Welsh Revenue Authority","80","80","43900","40100"
