"Status","Year","Sex","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Bedford","East of England","40","40","[c]","[c]"
"Leaver CS","2021","Female","Belfast","Northern Ireland","70","50","[c]","[c]"
"Leaver CS","2021","Female","Berkshire","South East (England)","70","60","33050","24180"
"Leaver CS","2021","Female","Bexley and Greenwich","London","70","60","[c]","[c]"
"Leaver CS","2021","Female","Birmingham","West Midlands (England)","290","250","30740","24980"
"Leaver CS","2021","Female","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Blackpool","North West (England)","170","140","25360","21010"
"Leaver CS","2021","Female","Bournemouth and Poole","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bradford","Yorkshire and The Humber","130","100","[c]","[c]"
"Leaver CS","2021","Female","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Brent","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bristol, City of","South West (England)","200","180","31410","27570"
"Leaver CS","2021","Female","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Buckinghamshire CC","South East (England)","80","70","[c]","[c]"
"Leaver CS","2021","Female","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Calderdale and Kirklees","Yorkshire and The Humber","40","30","[c]","[c]"
"Leaver CS","2021","Female","Cambridgeshire CC","East of England","100","90","34500","27570"
"Leaver CS","2021","Female","Camden and City of London","London","220","200","34320","26410"
"Leaver CS","2021","Female","Cardiff and Vale of Glamorgan","Wales","300","240","33010","26890"
"Leaver CS","2021","Female","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Hampshire","South East (England)","100","90","28740","26780"
"Leaver CS","2021","Female","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire East","North West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Female","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chorley and West Lancashire","North West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Female","City of Edinburgh","Scotland","280","250","36180","29710"
"Leaver CS","2021","Female","Clackmannanshire and Fife","Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Female","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","South West (England)","50","40","[c]","[c]"
"Leaver CS","2021","Female","Coventry","West Midlands (England)","140","120","39040","31000"
"Leaver CS","2021","Female","Croydon","London","190","170","34410","29030"
"Leaver CS","2021","Female","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derby","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Female","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Devon CC","South West (England)","180","160","23210","21010"
"Leaver CS","2021","Female","Dorset CC","South West (England)","70","60","[c]","[c]"
"Leaver CS","2021","Female","Dudley","West Midlands (England)","90","60","[c]","[c]"
"Leaver CS","2021","Female","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Durham CC","North East (England)","150","120","23770","21100"
"Leaver CS","2021","Female","Ealing","London","80","60","[c]","[c]"
"Leaver CS","2021","Female","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","50","40","28770","26670"
"Leaver CS","2021","Female","East Kent","South East (England)","80","70","26360","24900"
"Leaver CS","2021","Female","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Merseyside","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Female","East Riding of Yorkshire","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver CS","2021","Female","East Surrey","South East (England)","40","40","[c]","[c]"
"Leaver CS","2021","Female","East Sussex CC","South East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Female","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Essex Haven Gateway","East of England","50","50","[c]","[c]"
"Leaver CS","2021","Female","Essex Thames Gateway","East of England","40","30","[c]","[c]"
"Leaver CS","2021","Female","Falkirk","Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Female","Flintshire and Wrexham","Wales","200","170","[c]","[c]"
"Leaver CS","2021","Female","Glasgow City","Scotland","230","200","29810","24180"
"Leaver CS","2021","Female","Gloucestershire","South West (England)","50","40","28190","26890"
"Leaver CS","2021","Female","Greater Manchester North East","North West (England)","60","50","[c]","[c]"
"Leaver CS","2021","Female","Greater Manchester North West","North West (England)","80","60","23800","21010"
"Leaver CS","2021","Female","Greater Manchester South East","North West (England)","60","50","[c]","[c]"
"Leaver CS","2021","Female","Greater Manchester South West","North West (England)","120","100","[c]","[c]"
"Leaver CS","2021","Female","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Hackney and Newham","London","50","40","[c]","[c]"
"Leaver CS","2021","Female","Haringey and Islington","London","60","60","[c]","[c]"
"Leaver CS","2021","Female","Harrow and Hillingdon","London","50","40","[c]","[c]"
"Leaver CS","2021","Female","Hartlepool and Stockton-on-Tees","North East (England)","170","130","[c]","[c]"
"Leaver CS","2021","Female","Heart of Essex","East of England","40","40","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Hertfordshire","East of England","120","100","28170","25210"
"Leaver CS","2021","Female","Hounslow and Richmond upon Thames","London","80","70","[c]","[c]"
"Leaver CS","2021","Female","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Kent Thames Gateway","South East (England)","40","40","[c]","[c]"
"Leaver CS","2021","Female","Kingston upon Hull, City of","Yorkshire and The Humber","110","90","[c]","[c]"
"Leaver CS","2021","Female","Lambeth","London","150","140","43140","38960"
"Leaver CS","2021","Female","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Leeds","Yorkshire and The Humber","340","270","29450","27570"
"Leaver CS","2021","Female","Leicester","East Midlands (England)","110","90","26390","22260"
"Leaver CS","2021","Female","Leicestershire CC and Rutland","East Midlands (England)","90","70","26810","21170"
"Leaver CS","2021","Female","Lewisham and Southwark","London","70","60","34260","30300"
"Leaver CS","2021","Female","Lincolnshire","East Midlands (England)","140","120","27750","26500"
"Leaver CS","2021","Female","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Liverpool","North West (England)","210","170","26660","22570"
"Leaver CS","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Luton","East of England","80","70","[c]","[c]"
"Leaver CS","2021","Female","Manchester","North West (England)","220","200","35090","27570"
"Leaver CS","2021","Female","Medway","South East (England)","60","60","[c]","[c]"
"Leaver CS","2021","Female","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mid Kent","South East (England)","100","80","[c]","[c]"
"Leaver CS","2021","Female","Mid Lancashire","North West (England)","140","100","24430","21010"
"Leaver CS","2021","Female","Milton Keynes","South East (England)","60","50","[c]","[c]"
"Leaver CS","2021","Female","Monmouthshire and Newport","Wales","110","90","29610","22430"
"Leaver CS","2021","Female","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North and North East Lincolnshire","Yorkshire and The Humber","80","60","[c]","[c]"
"Leaver CS","2021","Female","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Hampshire","South East (England)","40","30","[c]","[c]"
"Leaver CS","2021","Female","North Lanarkshire","Scotland","70","50","[c]","[c]"
"Leaver CS","2021","Female","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Nottinghamshire","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire CC","Yorkshire and The Humber","60","50","30380","22640"
"Leaver CS","2021","Female","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Norwich and East Norfolk","East of England","70","60","[c]","[c]"
"Leaver CS","2021","Female","Nottingham","East Midlands (England)","190","170","26900","21580"
"Leaver CS","2021","Female","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","Overseas","70","60","38340","36960"
"Leaver CS","2021","Female","Oxfordshire","South East (England)","120","100","28040","21570"
"Leaver CS","2021","Female","Perth and Kinross and Stirling","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Peterborough","East of England","140","110","24560","21430"
"Leaver CS","2021","Female","Plymouth","South West (England)","80","70","29340","26890"
"Leaver CS","2021","Female","Portsmouth","South East (England)","90","80","28320","24880"
"Leaver CS","2021","Female","Powys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Sefton","North West (England)","170","120","30210","27570"
"Leaver CS","2021","Female","Sheffield","Yorkshire and The Humber","270","210","28970","24700"
"Leaver CS","2021","Female","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Shropshire CC","West Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Female","Solihull","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Female","Somerset","South West (England)","50","40","26740","26000"
"Leaver CS","2021","Female","South and West Derbyshire","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Female","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South Hampshire","South East (England)","110","90","25980","23050"
"Leaver CS","2021","Female","South Lanarkshire","Scotland","90","60","[c]","[c]"
"Leaver CS","2021","Female","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South West Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Southend-on-Sea","East of England","40","30","[c]","[c]"
"Leaver CS","2021","Female","Staffordshire CC","West Midlands (England)","140","120","26990","26050"
"Leaver CS","2021","Female","Stoke-on-Trent","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Female","Suffolk","East of England","170","150","25990","23880"
"Leaver CS","2021","Female","Sunderland","North East (England)","170","120","23620","21010"
"Leaver CS","2021","Female","Swansea","Wales","260","190","22690","21590"
"Leaver CS","2021","Female","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Telford and Wrekin","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Female","Thurrock","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tower Hamlets","London","170","160","43440","36690"
"Leaver CS","2021","Female","Tyneside","North East (England)","460","360","26630","21010"
"Leaver CS","2021","Female","Unknown","Unknown","330","320","38110","28000"
"Leaver CS","2021","Female","Wakefield","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver CS","2021","Female","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wandsworth","London","40","40","[c]","[c]"
"Leaver CS","2021","Female","Warrington","North West (England)","60","50","[c]","[c]"
"Leaver CS","2021","Female","Warwickshire","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Female","West Cumbria","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Female","West Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Lothian","Scotland","150","120","[c]","[c]"
"Leaver CS","2021","Female","West Northamptonshire","East Midlands (England)","170","150","[c]","[c]"
"Leaver CS","2021","Female","West Surrey","South East (England)","110","100","30030","24500"
"Leaver CS","2021","Female","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (South West)","South East (England)","40","30","[c]","[c]"
"Leaver CS","2021","Female","Westminster","London","1260","1100","43310","36980"
"Leaver CS","2021","Female","Wiltshire","South West (England)","190","170","31110","26670"
"Leaver CS","2021","Female","Wirral","North West (England)","50","40","24870","22350"
"Leaver CS","2021","Female","Wolverhampton","West Midlands (England)","120","90","[c]","[c]"
"Leaver CS","2021","Female","Worcestershire","West Midlands (England)","80","80","[c]","[c]"
"Leaver CS","2021","Female","York","Yorkshire and The Humber","80","70","32600","27570"
"Leaver CS","2021","Male","Aberdeen City and Aberdeenshire","Scotland","90","80","38380","31400"
"Leaver CS","2021","Male","Angus and Dundee City","Scotland","40","40","[c]","[c]"
"Leaver CS","2021","Male","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnet","London","60","50","43520","37340"
"Leaver CS","2021","Male","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","90","80","[c]","[c]"
"Leaver CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","310","300","39740","37920"
"Leaver CS","2021","Male","Bedford","East of England","40","40","[c]","[c]"
"Leaver CS","2021","Male","Belfast","Northern Ireland","50","50","[c]","[c]"
"Leaver CS","2021","Male","Berkshire","South East (England)","100","90","33960","29290"
"Leaver CS","2021","Male","Bexley and Greenwich","London","60","60","[c]","[c]"
"Leaver CS","2021","Male","Birmingham","West Midlands (England)","220","200","36840","27570"
"Leaver CS","2021","Male","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Blackpool","North West (England)","100","90","27160","21010"
"Leaver CS","2021","Male","Bournemouth and Poole","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bradford","Yorkshire and The Humber","70","60","[c]","[c]"
"Leaver CS","2021","Male","Breckland and South Norfolk","East of England","50","40","[c]","[c]"
"Leaver CS","2021","Male","Brent","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bristol, City of","South West (England)","160","150","38050","31380"
"Leaver CS","2021","Male","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Buckinghamshire CC","South East (England)","90","80","[c]","[c]"
"Leaver CS","2021","Male","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cambridgeshire CC","East of England","110","100","42690","33300"
"Leaver CS","2021","Male","Camden and City of London","London","210","190","38020","25690"
"Leaver CS","2021","Male","Cardiff and Vale of Glamorgan","Wales","290","260","38740","29670"
"Leaver CS","2021","Male","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Central Hampshire","South East (England)","110","100","33830","32370"
"Leaver CS","2021","Male","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chorley and West Lancashire","North West (England)","60","50","[c]","[c]"
"Leaver CS","2021","Male","City of Edinburgh","Scotland","310","280","39920","33650"
"Leaver CS","2021","Male","Clackmannanshire and Fife","Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Male","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","South West (England)","50","40","[c]","[c]"
"Leaver CS","2021","Male","Coventry","West Midlands (England)","60","60","[c]","[c]"
"Leaver CS","2021","Male","Croydon","London","180","170","39040","31060"
"Leaver CS","2021","Male","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Derby","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Devon CC","South West (England)","250","220","25330","21050"
"Leaver CS","2021","Male","Dorset CC","South West (England)","100","90","[c]","[c]"
"Leaver CS","2021","Male","Dudley","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Male","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Durham CC","North East (England)","140","120","[c]","[c]"
"Leaver CS","2021","Male","Ealing","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Cumbria","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Male","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","70","60","35120","37890"
"Leaver CS","2021","Male","East Kent","South East (England)","80","70","26960","26210"
"Leaver CS","2021","Male","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Riding of Yorkshire","Yorkshire and The Humber","110","100","[c]","[c]"
"Leaver CS","2021","Male","East Surrey","South East (England)","40","40","[c]","[c]"
"Leaver CS","2021","Male","East Sussex CC","South East (England)","60","60","[c]","[c]"
"Leaver CS","2021","Male","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Essex Haven Gateway","East of England","40","30","[c]","[c]"
"Leaver CS","2021","Male","Essex Thames Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Falkirk","Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Male","Flintshire and Wrexham","Wales","130","120","[c]","[c]"
"Leaver CS","2021","Male","Glasgow City","Scotland","220","190","31310","27020"
"Leaver CS","2021","Male","Gloucestershire","South West (England)","50","40","[c]","[c]"
"Leaver CS","2021","Male","Greater Manchester North East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Greater Manchester North West","North West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Male","Greater Manchester South East","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Male","Greater Manchester South West","North West (England)","110","100","[c]","[c]"
"Leaver CS","2021","Male","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Hackney and Newham","London","50","40","[c]","[c]"
"Leaver CS","2021","Male","Haringey and Islington","London","40","40","[c]","[c]"
"Leaver CS","2021","Male","Harrow and Hillingdon","London","90","70","32290","30410"
"Leaver CS","2021","Male","Hartlepool and Stockton-on-Tees","North East (England)","80","70","[c]","[c]"
"Leaver CS","2021","Male","Heart of Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Hertfordshire","East of England","120","110","33510","27260"
"Leaver CS","2021","Male","Hounslow and Richmond upon Thames","London","70","60","[c]","[c]"
"Leaver CS","2021","Male","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Male","Isle of Anglesey","Wales","30","30","[c]","[c]"
"Leaver CS","2021","Male","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Kensington & Chelsea and Hammersmith & Fulham","London","40","40","[c]","[c]"
"Leaver CS","2021","Male","Kent Thames Gateway","South East (England)","60","50","[c]","[c]"
"Leaver CS","2021","Male","Kingston upon Hull, City of","Yorkshire and The Humber","80","70","[c]","[c]"
"Leaver CS","2021","Male","Lambeth","London","110","110","46270","39840"
"Leaver CS","2021","Male","Lancaster and Wyre","North West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Male","Leeds","Yorkshire and The Humber","280","240","33910","27570"
"Leaver CS","2021","Male","Leicester","East Midlands (England)","70","60","[c]","[c]"
"Leaver CS","2021","Male","Leicestershire CC and Rutland","East Midlands (England)","90","80","[c]","[c]"
"Leaver CS","2021","Male","Lewisham and Southwark","London","40","40","[c]","[c]"
"Leaver CS","2021","Male","Lincolnshire","East Midlands (England)","190","170","29650","29930"
"Leaver CS","2021","Male","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Liverpool","North West (England)","170","140","25950","24110"
"Leaver CS","2021","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Luton","East of England","40","30","[c]","[c]"
"Leaver CS","2021","Male","Manchester","North West (England)","220","210","34520","27570"
"Leaver CS","2021","Male","Medway","South East (England)","50","50","[c]","[c]"
"Leaver CS","2021","Male","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mid Kent","South East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Male","Mid Lancashire","North West (England)","120","100","30070","26890"
"Leaver CS","2021","Male","Milton Keynes","South East (England)","100","90","36700","30700"
"Leaver CS","2021","Male","Monmouthshire and Newport","Wales","130","120","32410","28640"
"Leaver CS","2021","Male","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North and North East Lincolnshire","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2021","Male","North and West Norfolk","East of England","30","30","[c]","[c]"
"Leaver CS","2021","Male","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Lanarkshire","Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Male","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Yorkshire CC","Yorkshire and The Humber","60","60","31430","27570"
"Leaver CS","2021","Male","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Norwich and East Norfolk","East of England","70","60","[c]","[c]"
"Leaver CS","2021","Male","Nottingham","East Midlands (England)","180","170","28550","24500"
"Leaver CS","2021","Male","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Overseas","70","50","[c]","[c]"
"Leaver CS","2021","Male","Oxfordshire","South East (England)","110","100","29490","27570"
"Leaver CS","2021","Male","Perth and Kinross and Stirling","Scotland","60","50","32160","33650"
"Leaver CS","2021","Male","Peterborough","East of England","60","50","[c]","[c]"
"Leaver CS","2021","Male","Plymouth","South West (England)","80","70","29050","27130"
"Leaver CS","2021","Male","Portsmouth","South East (England)","110","100","32350","29650"
"Leaver CS","2021","Male","Powys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Sefton","North West (England)","100","90","34200","27570"
"Leaver CS","2021","Male","Sheffield","Yorkshire and The Humber","170","160","31570","26000"
"Leaver CS","2021","Male","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Shropshire CC","West Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2021","Male","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Somerset","South West (England)","90","80","32450","29690"
"Leaver CS","2021","Male","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South Hampshire","South East (England)","150","130","26980","23050"
"Leaver CS","2021","Male","South Lanarkshire","Scotland","70","60","[c]","[c]"
"Leaver CS","2021","Male","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South West Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Southampton","South East (England)","50","50","[c]","[c]"
"Leaver CS","2021","Male","Southend-on-Sea","East of England","40","30","[c]","[c]"
"Leaver CS","2021","Male","Staffordshire CC","West Midlands (England)","120","120","[c]","[c]"
"Leaver CS","2021","Male","Stoke-on-Trent","West Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Male","Suffolk","East of England","170","160","31480","27570"
"Leaver CS","2021","Male","Sunderland","North East (England)","70","60","[c]","[c]"
"Leaver CS","2021","Male","Swansea","Wales","210","180","26170","21590"
"Leaver CS","2021","Male","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Telford and Wrekin","West Midlands (England)","50","40","[c]","[c]"
