"Status","Year","Sex","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Security","Devon","60","60","26410","25000"
"In post","2022","Female","Security","Dorset and Somerset","30","30","[c]","[c]"
"In post","2022","Female","Security","East Anglia","130","130","29530","26350"
"In post","2022","Female","Security","East Wales","50","40","[c]","[c]"
"In post","2022","Female","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Gloucestershire, Wiltshire and Bath/Bristol area","150","150","31280","30100"
"In post","2022","Female","Security","Greater Manchester","70","70","36090","32740"
"In post","2022","Female","Security","Hampshire and Isle of Wight","150","140","29100","26670"
"In post","2022","Female","Security","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2022","Female","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Inner London - East","60","60","40390","41040"
"In post","2022","Female","Security","Inner London - West","360","360","42290","37650"
"In post","2022","Female","Security","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Lancashire","50","50","35930","33180"
"In post","2022","Female","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","North Yorkshire","40","40","[c]","[c]"
"In post","2022","Female","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Northumberland, and Tyne and Wear","50","50","37260","35310"
"In post","2022","Female","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Outer London - South","70","70","34120","31600"
"In post","2022","Female","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Shropshire and Staffordshire","60","50","33120","33000"
"In post","2022","Female","Security","South Yorkshire","50","50","33650","29400"
"In post","2022","Female","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","West Central Scotland","180","170","28990","25680"
"In post","2022","Female","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","West Yorkshire","40","40","[c]","[c]"
"In post","2022","Female","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","East Wales","300","280","39740","38340"
"In post","2022","Female","Social Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Hampshire and Isle of Wight","140","130","38440","38340"
"In post","2022","Female","Social Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Inner London - East","70","70","50880","48370"
"In post","2022","Female","Social Research","Inner London - West","270","270","45040","42470"
"In post","2022","Female","Social Research","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","East Wales","210","200","41370","38340"
"In post","2022","Female","Statistics","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","80","70","41630","39850"
"In post","2022","Female","Statistics","Greater Manchester","40","40","[c]","[c]"
"In post","2022","Female","Statistics","Hampshire and Isle of Wight","100","90","40430","38340"
"In post","2022","Female","Statistics","Inner London - East","90","80","52320","54270"
"In post","2022","Female","Statistics","Inner London - West","320","310","46800","43400"
"In post","2022","Female","Statistics","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Northumberland, and Tyne and Wear","60","50","43940","37210"
"In post","2022","Female","Statistics","Outer London - South","30","30","[c]","[c]"
"In post","2022","Female","Statistics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","West Yorkshire","30","30","[c]","[c]"
"In post","2022","Female","Tax","Berkshire, Buckinghamshire and Oxfordshire","90","80","38910","35980"
"In post","2022","Female","Tax","Derbyshire and Nottinghamshire","680","630","34670","33370"
"In post","2022","Female","Tax","East Anglia","50","50","35780","33370"
"In post","2022","Female","Tax","East Wales","830","780","31720","28920"
"In post","2022","Female","Tax","Eastern Scotland","490","460","31630","28920"
"In post","2022","Female","Tax","Essex","50","40","[c]","[c]"
"In post","2022","Female","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","230","210","40980","35980"
"In post","2022","Female","Tax","Greater Manchester","880","830","33540","33080"
"In post","2022","Female","Tax","Hampshire and Isle of Wight","190","160","32470","33080"
"In post","2022","Female","Tax","Inner London - East","660","620","41330","37930"
"In post","2022","Female","Tax","Inner London - West","70","70","59260","62120"
"In post","2022","Female","Tax","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Tax","Lancashire","70","50","29710","26590"
"In post","2022","Female","Tax","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Tax","Merseyside","910","840","31420","26820"
"In post","2022","Female","Tax","Northern Ireland","430","400","32310","33080"
"In post","2022","Female","Tax","Northumberland, and Tyne and Wear","1140","1070","30340","26820"
"In post","2022","Female","Tax","Outer London - South","400","370","41210","37930"
"In post","2022","Female","Tax","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Female","Tax","Shropshire and Staffordshire","40","30","[c]","[c]"
"In post","2022","Female","Tax","Southern Scotland","220","190","31620","28920"
"In post","2022","Female","Tax","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Tax","Tees Valley and Durham","40","40","[c]","[c]"
"In post","2022","Female","Tax","West Central Scotland","340","320","34720","33370"
"In post","2022","Female","Tax","West Midlands","680","630","34580","33080"
"In post","2022","Female","Tax","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Tax","West Yorkshire","780","720","33070","33080"
"In post","2022","Female","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Berkshire, Buckinghamshire and Oxfordshire","90","90","34390","29250"
"In post","2022","Female","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Derbyshire and Nottinghamshire","200","190","35710","33080"
"In post","2022","Female","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","East Anglia","70","60","44600","38420"
"In post","2022","Female","Unknown","East Wales","210","200","32690","31210"
"In post","2022","Female","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Eastern Scotland","4950","4670","41670","36130"
"In post","2022","Female","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","190","190","45590","33370"
"In post","2022","Female","Unknown","Greater Manchester","520","500","38380","33370"
"In post","2022","Female","Unknown","Hampshire and Isle of Wight","90","80","42960","33300"
"In post","2022","Female","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Highlands and Islands","340","320","31700","30020"
"In post","2022","Female","Unknown","Inner London - East","790","770","48770","43810"
"In post","2022","Female","Unknown","Inner London - West","3520","3450","47420","40600"
"In post","2022","Female","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Lancashire","100","90","35980","27570"
"In post","2022","Female","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Merseyside","300","290","34300","33080"
"In post","2022","Female","Unknown","North Eastern Scotland","350","330","35570","31540"
"In post","2022","Female","Unknown","North Yorkshire","300","280","32060","26930"
"In post","2022","Female","Unknown","Northern Ireland","80","70","31770","26820"
"In post","2022","Female","Unknown","Northumberland, and Tyne and Wear","610","560","28940","26590"
"In post","2022","Female","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Outer London - South","210","200","43530","37930"
"In post","2022","Female","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2022","Female","Unknown","South Yorkshire","80","70","45040","42460"
"In post","2022","Female","Unknown","Southern Scotland","550","500","30790","27360"
"In post","2022","Female","Unknown","Surrey, East and West Sussex","60","60","38340","36060"
"In post","2022","Female","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Unknown","260","250","37120","32000"
"In post","2022","Female","Unknown","West Central Scotland","2580","2480","39130","34040"
"In post","2022","Female","Unknown","West Midlands","280","270","36040","32000"
"In post","2022","Female","Unknown","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2022","Female","Unknown","West Yorkshire","370","350","38650","33080"
"In post","2022","Female","Veterinarian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Berkshire, Buckinghamshire and Oxfordshire","80","80","40150","40000"
"In post","2022","Male","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2022","Male","Commercial","Devon","100","100","45550","45810"
"In post","2022","Male","Commercial","Dorset and Somerset","60","60","43160","42510"
"In post","2022","Male","Commercial","East Anglia","80","80","39700","37190"
"In post","2022","Male","Commercial","East Wales","90","90","38350","33660"
"In post","2022","Male","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Eastern Scotland","60","60","36580","33730"
"In post","2022","Male","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","690","680","41130","38240"
"In post","2022","Male","Commercial","Greater Manchester","100","100","39460","36500"
"In post","2022","Male","Commercial","Hampshire and Isle of Wight","90","90","37640","34800"
"In post","2022","Male","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Inner London - East","50","50","50480","47650"
"In post","2022","Male","Commercial","Inner London - West","380","370","49920","45600"
"In post","2022","Male","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Merseyside","110","110","36750","38330"
"In post","2022","Male","Commercial","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Northumberland, and Tyne and Wear","40","40","[c]","[c]"
"In post","2022","Male","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Outer London - South","40","40","[c]","[c]"
"In post","2022","Male","Commercial","Outer London - West and North West","40","40","[c]","[c]"
"In post","2022","Male","Commercial","Overseas","30","30","[c]","[c]"
"In post","2022","Male","Commercial","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2022","Male","Commercial","South Yorkshire","110","110","35710","35310"
"In post","2022","Male","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Tees Valley and Durham","40","40","[c]","[c]"
"In post","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","West Central Scotland","70","70","34310","33000"
"In post","2022","Male","Commercial","West Midlands","70","70","36760","36420"
"In post","2022","Male","Commercial","West Wales and The Valleys","100","90","33280","30730"
"In post","2022","Male","Commercial","West Yorkshire","130","130","41530","36890"
"In post","2022","Male","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Berkshire, Buckinghamshire and Oxfordshire","50","50","[c]","[c]"
"In post","2022","Male","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","East Wales","110","110","40330","38160"
"In post","2022","Male","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","37510","35700"
"In post","2022","Male","Communications","Greater Manchester","40","40","[c]","[c]"
"In post","2022","Male","Communications","Hampshire and Isle of Wight","70","70","33090","31860"
"In post","2022","Male","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Inner London - East","100","90","50630","44310"
"In post","2022","Male","Communications","Inner London - West","750","750","47510","43300"
"In post","2022","Male","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Merseyside","30","30","[c]","[c]"
"In post","2022","Male","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2022","Male","Communications","West Yorkshire","30","30","[c]","[c]"
"In post","2022","Male","Corporate Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Bedfordshire and Hertfordshire","50","50","32920","30030"
"In post","2022","Male","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Derbyshire and Nottinghamshire","100","90","29440","27570"
"In post","2022","Male","Counter Fraud","Devon","40","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","East Anglia","50","50","28960","27570"
"In post","2022","Male","Counter Fraud","East Wales","90","90","27300","25000"
"In post","2022","Male","Counter Fraud","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Eastern Scotland","60","60","27100","27570"
"In post","2022","Male","Counter Fraud","Essex","40","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Greater Manchester","120","120","31530","27570"
"In post","2022","Male","Counter Fraud","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2022","Male","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Inner London - East","80","70","33150","31880"
"In post","2022","Male","Counter Fraud","Inner London - West","200","200","46560","40270"
"In post","2022","Male","Counter Fraud","Kent","100","90","27920","25110"
"In post","2022","Male","Counter Fraud","Lancashire","70","70","29560","27570"
"In post","2022","Male","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Merseyside","100","100","29670","27570"
"In post","2022","Male","Counter Fraud","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","North Yorkshire","40","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Northumberland, and Tyne and Wear","130","120","28970","27570"
"In post","2022","Male","Counter Fraud","Outer London - East and North East","190","180","29230","30020"
"In post","2022","Male","Counter Fraud","Outer London - South","40","30","[c]","[c]"
"In post","2022","Male","Counter Fraud","Outer London - West and North West","50","50","33910","31880"
"In post","2022","Male","Counter Fraud","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","South Yorkshire","40","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Southern Scotland","70","70","24070","21260"
"In post","2022","Male","Counter Fraud","Surrey, East and West Sussex","70","70","29700","28490"
"In post","2022","Male","Counter Fraud","Tees Valley and Durham","70","60","25560","25840"
"In post","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","West Central Scotland","150","130","27010","27570"
"In post","2022","Male","Counter Fraud","West Midlands","150","140","29510","27570"
"In post","2022","Male","Counter Fraud","West Wales and The Valleys","170","160","27810","27570"
"In post","2022","Male","Counter Fraud","West Yorkshire","90","80","30570","27570"
"In post","2022","Male","Digital, Data and Technology","Bedfordshire and Hertfordshire","110","110","37120","36300"
