"Status","Year","Parent_department","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Defence","UK Hydrographic Office","Unknown","200","190","34360","33290"
"In post","2021","Ministry of Defence","UK Hydrographic Office","White","580","560","34870","33290"
"In post","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","210","210","40910","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","150","140","41270","38160"
"In post","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Mixed","80","70","42520","39600"
"In post","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","70","70","47820","47160"
"In post","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","230","220","46120","41580"
"In post","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","White","1730","1680","47110","43840"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Undeclared","40","30","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Unknown","80","70","38330","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","White","700","640","44460","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","White","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Unknown","60","60","25410","22570"
"In post","2021","Ministry of Justice","Criminal Injuries Compensation Authority","White","220","200","26700","22710"
"In post","2021","Ministry of Justice","HM Courts and Tribunals Service","Asian","1480","1340","24900","22570"
"In post","2021","Ministry of Justice","HM Courts and Tribunals Service","Black","950","890","25380","23500"
"In post","2021","Ministry of Justice","HM Courts and Tribunals Service","Chinese","60","50","28330","23500"
"In post","2021","Ministry of Justice","HM Courts and Tribunals Service","Mixed","290","270","24650","22080"
"In post","2021","Ministry of Justice","HM Courts and Tribunals Service","Other ethnicity","90","80","25850","22680"
"In post","2021","Ministry of Justice","HM Courts and Tribunals Service","Undeclared","680","630","25390","21300"
"In post","2021","Ministry of Justice","HM Courts and Tribunals Service","Unknown","1950","1850","22860","20650"
"In post","2021","Ministry of Justice","HM Courts and Tribunals Service","White","11120","9900","24920","20650"
"In post","2021","Ministry of Justice","HM Prison and Probation Service","Asian","1510","1420","31090","30110"
"In post","2021","Ministry of Justice","HM Prison and Probation Service","Black","2180","2110","31490","30670"
"In post","2021","Ministry of Justice","HM Prison and Probation Service","Chinese","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","HM Prison and Probation Service","Mixed","1070","1020","31630","30210"
"In post","2021","Ministry of Justice","HM Prison and Probation Service","Other ethnicity","250","240","32230","31650"
"In post","2021","Ministry of Justice","HM Prison and Probation Service","Undeclared","1150","1100","31580","31560"
"In post","2021","Ministry of Justice","HM Prison and Probation Service","Unknown","6460","6160","27240","25790"
"In post","2021","Ministry of Justice","HM Prison and Probation Service","White","41380","38940","30510","29060"
"In post","2021","Ministry of Justice","Legal Aid Agency","Asian","70","60","27360","22570"
"In post","2021","Ministry of Justice","Legal Aid Agency","Black","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","Legal Aid Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal Aid Agency","Unknown","140","130","23930","19930"
"In post","2021","Ministry of Justice","Legal Aid Agency","White","890","830","29300","22990"
"In post","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Asian","470","450","38710","34380"
"In post","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Black","340","340","36030","32360"
"In post","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Chinese","30","30","[c]","[c]"
"In post","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Mixed","160","150","40730","36800"
"In post","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Undeclared","180","170","42860","37340"
"In post","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Unknown","870","860","41810","36800"
"In post","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","White","3260","3160","43210","39330"
"In post","2021","Ministry of Justice","Office of the Public Guardian","Asian","420","390","21180","19930"
"In post","2021","Ministry of Justice","Office of the Public Guardian","Black","100","90","21120","19930"
"In post","2021","Ministry of Justice","Office of the Public Guardian","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Office of the Public Guardian","Mixed","40","30","[c]","[c]"
"In post","2021","Ministry of Justice","Office of the Public Guardian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Office of the Public Guardian","Undeclared","60","60","21890","19930"
"In post","2021","Ministry of Justice","Office of the Public Guardian","Unknown","190","170","20800","19930"
"In post","2021","Ministry of Justice","Office of the Public Guardian","White","600","550","23170","21170"
"In post","2021","National Crime Agency","National Crime Agency","Asian","240","230","36250","36200"
"In post","2021","National Crime Agency","National Crime Agency","Black","100","100","36660","36200"
"In post","2021","National Crime Agency","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Mixed","100","100","39450","37850"
"In post","2021","National Crime Agency","National Crime Agency","Other ethnicity","40","30","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Undeclared","190","180","36290","36200"
"In post","2021","National Crime Agency","National Crime Agency","Unknown","680","650","41350","39820"
"In post","2021","National Crime Agency","National Crime Agency","White","4130","4040","40360","37560"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Unknown","60","60","40930","36800"
"In post","2021","Northern Ireland Office","Northern Ireland Office","White","90","90","45710","38920"
"In post","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Asian","100","100","40850","35010"
"In post","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Black","60","60","44520","44610"
"In post","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Unknown","50","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","White","1520","1470","50410","51360"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Asian","100","100","44120","39050"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Black","60","60","43040","39550"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Mixed","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","80","80","46870","38240"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","White","850","840","44930","38000"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","White","200","200","47180","42000"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Undeclared","30","30","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","White","230","220","56920","56000"
"In post","2021","Other Cabinet Office Agencies","Crown Commercial Service","Asian","30","30","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Crown Commercial Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Crown Commercial Service","Unknown","130","120","33140","28090"
"In post","2021","Other Cabinet Office Agencies","Crown Commercial Service","White","580","560","38310","34800"
"In post","2021","Other Cabinet Office Agencies","Government Property Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Government Property Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Government Property Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Government Property Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Government Property Agency","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Government Property Agency","White","150","150","52030","51950"
"In post","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","50","50","46000","41250"
"In post","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","White","60","60","50850","52480"
"In post","2021","Scottish Government","Accountant in Bankruptcy","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Accountant in Bankruptcy","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Accountant in Bankruptcy","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Accountant in Bankruptcy","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Accountant in Bankruptcy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Accountant in Bankruptcy","White","90","80","32680","29190"
"In post","2021","Scottish Government","Crown Office and Procurator Fiscal Service","Asian","40","40","[c]","[c]"
"In post","2021","Scottish Government","Crown Office and Procurator Fiscal Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Crown Office and Procurator Fiscal Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Crown Office and Procurator Fiscal Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Crown Office and Procurator Fiscal Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Crown Office and Procurator Fiscal Service","Undeclared","50","50","44100","38150"
"In post","2021","Scottish Government","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Crown Office and Procurator Fiscal Service","White","1870","1740","35460","29040"
"In post","2021","Scottish Government","Disclosure Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Disclosure Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Disclosure Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Disclosure Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Disclosure Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Disclosure Scotland","Unknown","90","80","25670","22230"
"In post","2021","Scottish Government","Disclosure Scotland","White","210","200","29390","24910"
"In post","2021","Scottish Government","Education Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Education Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Education Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Education Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Education Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Education Scotland","Unknown","100","100","51310","52480"
"In post","2021","Scottish Government","Education Scotland","White","210","200","58580","66290"
"In post","2021","Scottish Government","Food Standards Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Food Standards Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Food Standards Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Food Standards Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Food Standards Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Food Standards Scotland","Unknown","90","90","33640","30650"
"In post","2021","Scottish Government","Food Standards Scotland","White","140","140","35940","30650"
"In post","2021","Scottish Government","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Forestry and Land Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Forestry and Land Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Forestry and Land Scotland","Unknown","70","60","28290","26530"
"In post","2021","Scottish Government","Forestry and Land Scotland","White","900","870","31740","30160"
"In post","2021","Scottish Government","National Records of Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","National Records of Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","National Records of Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","National Records of Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","National Records of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","National Records of Scotland","Unknown","80","80","32810","26160"
"In post","2021","Scottish Government","National Records of Scotland","White","340","320","34840","32140"
"In post","2021","Scottish Government","Office of the Scottish Charity Regulator","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Office of the Scottish Charity Regulator","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Office of the Scottish Charity Regulator","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Office of the Scottish Charity Regulator","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Office of the Scottish Charity Regulator","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Office of the Scottish Charity Regulator","White","40","40","[c]","[c]"
"In post","2021","Scottish Government","Registers of Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Registers of Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Registers of Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Registers of Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Registers of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Registers of Scotland","Unknown","170","160","31960","30080"
"In post","2021","Scottish Government","Registers of Scotland","White","950","900","33060","30080"
"In post","2021","Scottish Government","Revenue Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Revenue Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Revenue Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Revenue Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Revenue Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Revenue Scotland","White","40","40","[c]","[c]"
"In post","2021","Scottish Government","Scottish Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Courts and Tribunals Service","Unknown","1670","1510","27550","22820"
"In post","2021","Scottish Government","Scottish Courts and Tribunals Service","White","130","120","32830","29350"
"In post","2021","Scottish Government","Scottish Fiscal Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Fiscal Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Fiscal Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Fiscal Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Fiscal Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Fiscal Commission","White","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Forestry","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Forestry","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Forestry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Forestry","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Forestry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Forestry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Forestry","White","180","170","35600","35330"
"In post","2021","Scottish Government","Scottish Government (excl. agencies)","Asian","70","70","39690","38540"
"In post","2021","Scottish Government","Scottish Government (excl. agencies)","Black","40","30","[c]","[c]"
"In post","2021","Scottish Government","Scottish Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Government (excl. agencies)","Mixed","70","70","44640","39660"
"In post","2021","Scottish Government","Scottish Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Government (excl. agencies)","Undeclared","140","130","45300","42190"
"In post","2021","Scottish Government","Scottish Government (excl. agencies)","Unknown","1320","1270","39950","34600"
"In post","2021","Scottish Government","Scottish Government (excl. agencies)","White","6170","5900","43770","39660"
"In post","2021","Scottish Government","Scottish Housing Regulator","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Housing Regulator","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Housing Regulator","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Housing Regulator","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Housing Regulator","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Housing Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Housing Regulator","White","40","40","[c]","[c]"
"In post","2021","Scottish Government","Scottish Prison Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Prison Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Prison Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Prison Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Prison Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Prison Service","Undeclared","390","350","33770","33650"
"In post","2021","Scottish Government","Scottish Prison Service","Unknown","2440","2290","30060","30930"
"In post","2021","Scottish Government","Scottish Prison Service","White","1640","1540","33760","33650"
"In post","2021","Scottish Government","Scottish Public Pensions Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Public Pensions Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Public Pensions Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Public Pensions Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Public Pensions Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Scottish Public Pensions Agency","Unknown","60","60","29880","24110"
"In post","2021","Scottish Government","Scottish Public Pensions Agency","White","220","200","29600","26160"
"In post","2021","Scottish Government","Social Security Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Social Security Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Social Security Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Social Security Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Social Security Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Social Security Scotland","Unknown","210","200","29780","26160"
"In post","2021","Scottish Government","Social Security Scotland","White","880","850","31960","27150"
"In post","2021","Scottish Government","Student Awards Agency for Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Student Awards Agency for Scotland","Black","[c]","[c]","[c]","[c]"
