"Status","Year","Function_of_post","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Security","30-39","White","1470","1450","33980","33300"
"In post","2022","Security","40-49","Asian","90","90","36230","34550"
"In post","2022","Security","40-49","Black","40","40","[c]","[c]"
"In post","2022","Security","40-49","Mixed","30","30","[c]","[c]"
"In post","2022","Security","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","40-49","Undeclared","130","120","38400","39070"
"In post","2022","Security","40-49","Unknown","240","240","35940","35790"
"In post","2022","Security","40-49","White","1660","1630","35220","33380"
"In post","2022","Security","50-59","Asian","70","70","29000","22900"
"In post","2022","Security","50-59","Black","40","40","[c]","[c]"
"In post","2022","Security","50-59","Mixed","30","30","[c]","[c]"
"In post","2022","Security","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","50-59","Undeclared","220","220","36890","38570"
"In post","2022","Security","50-59","Unknown","290","280","33160","33300"
"In post","2022","Security","50-59","White","2980","2930","33580","33300"
"In post","2022","Security","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Security","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","60-64","Undeclared","60","60","34420","33300"
"In post","2022","Security","60-64","Unknown","60","60","31200","26460"
"In post","2022","Security","60-64","White","780","700","29030","23100"
"In post","2022","Security","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Security","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","65+","White","260","220","28220","24360"
"In post","2022","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Unknown","100","100","21350","21260"
"In post","2022","Unknown","16-19","White","50","50","22180","21220"
"In post","2022","Unknown","20-29","Asian","660","640","29820","28650"
"In post","2022","Unknown","20-29","Black","180","180","31380","28710"
"In post","2022","Unknown","20-29","Mixed","200","190","33200","28670"
"In post","2022","Unknown","20-29","Other ethnicity","50","50","[c]","[c]"
"In post","2022","Unknown","20-29","Undeclared","140","130","30110","27570"
"In post","2022","Unknown","20-29","Unknown","3350","3320","29450","27230"
"In post","2022","Unknown","20-29","White","6160","6080","29600","26670"
"In post","2022","Unknown","30-39","Asian","1500","1420","32890","28990"
"In post","2022","Unknown","30-39","Black","430","410","33510","29430"
"In post","2022","Unknown","30-39","Mixed","330","310","37000","33300"
"In post","2022","Unknown","30-39","Other ethnicity","70","70","33990","28990"
"In post","2022","Unknown","30-39","Undeclared","500","480","36810","31560"
"In post","2022","Unknown","30-39","Unknown","2880","2800","35940","31540"
"In post","2022","Unknown","30-39","White","11790","11220","34940","30820"
"In post","2022","Unknown","40-49","Asian","1610","1490","34040","29080"
"In post","2022","Unknown","40-49","Black","540","510","35690","31520"
"In post","2022","Unknown","40-49","Mixed","280","260","40260","35070"
"In post","2022","Unknown","40-49","Other ethnicity","70","60","36520","30920"
"In post","2022","Unknown","40-49","Undeclared","840","800","35960","30980"
"In post","2022","Unknown","40-49","Unknown","2110","2040","39160","33270"
"In post","2022","Unknown","40-49","White","13970","13250","38240","32740"
"In post","2022","Unknown","50-59","Asian","1080","1030","32950","29080"
"In post","2022","Unknown","50-59","Black","800","760","33390","29080"
"In post","2022","Unknown","50-59","Mixed","260","240","34540","29410"
"In post","2022","Unknown","50-59","Other ethnicity","60","50","32670","29080"
"In post","2022","Unknown","50-59","Undeclared","1400","1340","35020","30780"
"In post","2022","Unknown","50-59","Unknown","2120","2020","39100","34600"
"In post","2022","Unknown","50-59","White","17410","16660","35980","30590"
"In post","2022","Unknown","60-64","Asian","340","290","30830","28650"
"In post","2022","Unknown","60-64","Black","220","190","31210","28990"
"In post","2022","Unknown","60-64","Mixed","60","50","32190","27380"
"In post","2022","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Undeclared","390","340","33310","29080"
"In post","2022","Unknown","60-64","Unknown","490","440","36360","32700"
"In post","2022","Unknown","60-64","White","4960","4380","32610","27370"
"In post","2022","Unknown","65+","Asian","200","170","28490","25630"
"In post","2022","Unknown","65+","Black","60","50","28530","25630"
"In post","2022","Unknown","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Undeclared","130","100","32710","31110"
"In post","2022","Unknown","65+","Unknown","130","120","34910","31160"
"In post","2022","Unknown","65+","White","1700","1420","31100","26340"
"Leaver CS","2021","Analysis","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","20-29","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Analysis","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","20-29","White","80","80","26840","24360"
"Leaver CS","2021","Analysis","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","30-39","White","40","40","[c]","[c]"
"Leaver CS","2021","Analysis","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","White","40","40","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","White","40","30","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Communications","20-29","White","30","30","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","White","40","30","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","20-29","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","20-29","White","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","30-39","White","60","60","46900","42510"
"Leaver CS","2021","Digital, Data & Technology","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","40-49","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","40-49","White","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","50-59","White","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","60-64","White","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Black","[c]","[c]","[c]","[c]"
