"Status","Year","Age","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Enfield","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Enfield","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Haringey and Islington","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hartlepool and Stockton-on-Tees","AA/AO","30","20","[c]","[c]"
"Leaver CS","2021","60-64","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Herefordshire, County of","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hounslow and Richmond upon Thames","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hounslow and Richmond upon Thames","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hounslow and Richmond upon Thames","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inverclyde, East Renfrewshire and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Isle of Anglesey","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Kensington & Chelsea and Hammersmith & Fulham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lambeth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lambeth","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lambeth","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lambeth","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leeds","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leeds","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leicester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leicester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lewisham and Southwark","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lewisham and Southwark","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Liverpool","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Luton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Luton","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Manchester","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Merton, Kingston upon Thames and Sutton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Merton, Kingston upon Thames and Sutton","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mid Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mid Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Milton Keynes","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Monmouthshire and Newport","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Monmouthshire and Newport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Newry, Mourne and Down","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North and North East Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North and North East Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North and North East Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Hampshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northumberland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northumberland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Nottingham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Nottingham","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Perth and Kinross and Stirling","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Perth and Kinross and Stirling","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Perth and Kinross and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Perth and Kinross and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Peterborough","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Plymouth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Portsmouth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Portsmouth","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Portsmouth","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Powys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Powys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Powys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sandwell","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Borders","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sefton","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sefton","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sheffield","AA/AO","30","20","[c]","[c]"
"Leaver CS","2021","60-64","Sheffield","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sheffield","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Shropshire CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Shropshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Shropshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Shropshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Shropshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Solihull","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Solihull","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Solihull","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Somerset","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South and West Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Hampshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Lanarkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
