"Status","Year","Ethnicity","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Operational Delivery","320","290","25210","21960"
"In post","2022","Asian","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Tax","50","50","28340","26590"
"In post","2022","Asian","North East (England)","Unknown","30","30","[c]","[c]"
"In post","2022","Asian","North East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Asian","North West (England)","Digital, Data and Technology","160","160","39940","36050"
"In post","2022","Asian","North West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Finance","60","60","36370","31990"
"In post","2022","Asian","North West (England)","Human Resources","40","40","[c]","[c]"
"In post","2022","Asian","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Legal","80","80","42700","42100"
"In post","2022","Asian","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Operational Delivery","1950","1770","25850","24890"
"In post","2022","Asian","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Other","120","120","25870","22250"
"In post","2022","Asian","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Policy","80","80","38540","36500"
"In post","2022","Asian","North West (England)","Project Delivery","60","60","38780","36630"
"In post","2022","Asian","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Tax","330","310","29760","26820"
"In post","2022","Asian","North West (England)","Unknown","150","140","31210","26590"
"In post","2022","Asian","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Other","30","30","[c]","[c]"
"In post","2022","Asian","Overseas","Policy","70","70","47250","41200"
"In post","2022","Asian","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Legal","30","30","[c]","[c]"
"In post","2022","Asian","Scotland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Operational Delivery","290","270","28620","24450"
"In post","2022","Asian","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Other","30","30","[c]","[c]"
"In post","2022","Asian","Scotland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Tax","50","50","[c]","[c]"
"In post","2022","Asian","Scotland","Unknown","230","220","35590","31540"
"In post","2022","Asian","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Counter Fraud","50","40","[c]","[c]"
"In post","2022","Asian","South East (England)","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Asian","South East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Finance","50","50","34230","29860"
"In post","2022","Asian","South East (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Legal","40","30","[c]","[c]"
"In post","2022","Asian","South East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Operational Delivery","900","810","28360","27570"
"In post","2022","Asian","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Other","100","90","25080","22120"
"In post","2022","Asian","South East (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Project Delivery","40","30","[c]","[c]"
"In post","2022","Asian","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Science and Engineering","70","60","36240","34530"
"In post","2022","Asian","South East (England)","Security","60","50","25240","19810"
"In post","2022","Asian","South East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Tax","30","30","[c]","[c]"
"In post","2022","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Commercial","40","40","[c]","[c]"
"In post","2022","Asian","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Digital, Data and Technology","70","70","35900","32500"
"In post","2022","Asian","South West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Finance","50","50","38610","33000"
"In post","2022","Asian","South West (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Operational Delivery","230","200","27200","26750"
"In post","2022","Asian","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Other","70","60","31540","27570"
"In post","2022","Asian","South West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Project Delivery","120","120","39150","37370"
"In post","2022","Asian","South West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Science and Engineering","180","180","37390","36360"
"In post","2022","Asian","South West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Operational Delivery","90","80","29750","30330"
"In post","2022","Asian","Unknown","Other","50","40","25680","25110"
"In post","2022","Asian","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Digital, Data and Technology","50","50","36530","36030"
"In post","2022","Asian","Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Operational Delivery","260","240","26280","24330"
"In post","2022","Asian","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Tax","80","80","27940","26820"
"In post","2022","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Commercial","40","40","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Counter Fraud","90","80","26770","27570"
"In post","2022","Asian","West Midlands (England)","Digital, Data and Technology","140","140","39550","36240"
"In post","2022","Asian","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Finance","130","130","35630","32300"
"In post","2022","Asian","West Midlands (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Human Resources","40","40","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Legal","120","110","42450","47100"
"In post","2022","Asian","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Operational Delivery","3210","2960","26000","25120"
"In post","2022","Asian","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Other","170","150","24860","21380"
"In post","2022","Asian","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Policy","150","150","36510","34050"
"In post","2022","Asian","West Midlands (England)","Project Delivery","90","90","39650","40180"
"In post","2022","Asian","West Midlands (England)","Property","50","50","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Tax","380","370","32420","33080"
"In post","2022","Asian","West Midlands (England)","Unknown","120","120","30620","27570"
"In post","2022","Asian","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Digital, Data and Technology","120","110","40340","36980"
"In post","2022","Asian","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Finance","80","80","35980","31990"
"In post","2022","Asian","Yorkshire and The Humber","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Legal","80","70","43840","44780"
"In post","2022","Asian","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Operational Delivery","1740","1590","26280","26160"
"In post","2022","Asian","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Other","180","160","24330","21260"
"In post","2022","Asian","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Policy","90","80","36890","31990"
"In post","2022","Asian","Yorkshire and The Humber","Project Delivery","30","30","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Tax","320","300","29610","26820"
"In post","2022","Asian","Yorkshire and The Humber","Unknown","100","90","30220","26820"
"In post","2022","Asian","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Operational Delivery","430","400","26340","26220"
"In post","2022","Black","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Tax","50","50","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Internal Audit","[c]","[c]","[c]","[c]"
