"Status","Year","Organisation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Government Internal Audit Agency","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Yorkshire","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Inner London - West","Declared disabled","200","180","53420","51940"
"In post","2022","Government Legal Department","Inner London - West","Declared non-disabled","1820","1690","53900","51830"
"In post","2022","Government Legal Department","Inner London - West","Undeclared","110","100","58750","63730"
"In post","2022","Government Legal Department","Inner London - West","Unknown","330","300","57500","62020"
"In post","2022","Government Legal Department","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Outer London - South","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Government Legal Department","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","West Yorkshire","Declared non-disabled","70","60","52770","51790"
"In post","2022","Government Legal Department","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Inner London - West","Declared non-disabled","70","70","53780","54700"
"In post","2022","Government Property Agency","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","West Midlands","Declared non-disabled","60","60","48160","44000"
"In post","2022","Government Property Agency","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","West Yorkshire","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Government Property Agency","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Declared non-disabled","50","50","42900","45100"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","Declared disabled","40","30","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","Declared non-disabled","310","290","43600","40020"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Declared non-disabled","70","70","40100","41240"
"In post","2022","Health and Safety Executive","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Eastern Scotland","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Health and Safety Executive","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Essex","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Health and Safety Executive","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Hampshire and Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Inner London - East","Declared non-disabled","120","120","47930","44610"
"In post","2022","Health and Safety Executive","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Merseyside","Declared disabled","140","130","35880","31710"
"In post","2022","Health and Safety Executive","Merseyside","Declared non-disabled","710","670","40100","35910"
"In post","2022","Health and Safety Executive","Merseyside","Undeclared","60","60","41060","39390"
"In post","2022","Health and Safety Executive","Merseyside","Unknown","40","40","[c]","[c]"
"In post","2022","Health and Safety Executive","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North Eastern Scotland","Declared non-disabled","90","80","80210","90550"
"In post","2022","Health and Safety Executive","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North Yorkshire","Declared non-disabled","190","180","33760","31660"
"In post","2022","Health and Safety Executive","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Northumberland, and Tyne and Wear","Declared non-disabled","70","60","42270","45100"
"In post","2022","Health and Safety Executive","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South Yorkshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Health and Safety Executive","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Central Scotland","Declared non-disabled","50","50","45150","45100"
"In post","2022","Health and Safety Executive","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands","Declared non-disabled","60","60","45260","46320"
"In post","2022","Health and Safety Executive","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Yorkshire","Declared non-disabled","80","80","48290","46320"
"In post","2022","Health and Safety Executive","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Declared non-disabled","240","210","26120","23720"
"In post","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","40","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","210","190","26840","21490"
"In post","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","30","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Cheshire","Declared non-disabled","100","80","27990","20970"
"In post","2022","HM Courts and Tribunals Service","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Declared non-disabled","60","50","25420","20970"
"In post","2022","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Cumbria","Declared non-disabled","70","60","26690","25120"
"In post","2022","HM Courts and Tribunals Service","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Declared disabled","40","40","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Declared non-disabled","290","260","26470","20970"
"In post","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Unknown","40","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Devon","Declared non-disabled","140","120","25220","20970"
"In post","2022","HM Courts and Tribunals Service","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Dorset and Somerset","Declared disabled","30","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Dorset and Somerset","Declared non-disabled","150","130","24820","20970"
"In post","2022","HM Courts and Tribunals Service","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Anglia","Declared disabled","60","50","25920","20970"
"In post","2022","HM Courts and Tribunals Service","East Anglia","Declared non-disabled","340","300","25330","20970"
"In post","2022","HM Courts and Tribunals Service","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Wales","Declared disabled","60","60","22630","20970"
"In post","2022","HM Courts and Tribunals Service","East Wales","Declared non-disabled","360","320","26820","20970"
"In post","2022","HM Courts and Tribunals Service","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Wales","Unknown","50","50","22990","20970"
"In post","2022","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Declared non-disabled","100","80","24290","20970"
"In post","2022","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Essex","Declared disabled","30","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Essex","Declared non-disabled","180","160","26540","21410"
"In post","2022","HM Courts and Tribunals Service","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","60","60","25040","20970"
"In post","2022","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","350","310","25480","21090"
"In post","2022","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","40","40","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","60","60","21020","20970"
"In post","2022","HM Courts and Tribunals Service","Greater Manchester","Declared disabled","150","140","25060","21410"
"In post","2022","HM Courts and Tribunals Service","Greater Manchester","Declared non-disabled","790","720","25580","21410"
"In post","2022","HM Courts and Tribunals Service","Greater Manchester","Undeclared","110","100","25880","21440"
"In post","2022","HM Courts and Tribunals Service","Greater Manchester","Unknown","90","90","22690","20970"
"In post","2022","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Declared disabled","60","50","25450","21490"
"In post","2022","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Declared non-disabled","260","220","26130","21490"
"In post","2022","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Declared disabled","40","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","160","140","26180","20970"
"In post","2022","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Inner London - East","Declared disabled","70","60","28130","24310"
"In post","2022","HM Courts and Tribunals Service","Inner London - East","Declared non-disabled","480","450","28600","24310"
"In post","2022","HM Courts and Tribunals Service","Inner London - East","Undeclared","50","50","27430","24310"
"In post","2022","HM Courts and Tribunals Service","Inner London - East","Unknown","110","110","26750","23720"
"In post","2022","HM Courts and Tribunals Service","Inner London - West","Declared disabled","270","250","31960","28310"
"In post","2022","HM Courts and Tribunals Service","Inner London - West","Declared non-disabled","1610","1540","34270","28310"
"In post","2022","HM Courts and Tribunals Service","Inner London - West","Undeclared","190","180","33880","28310"
"In post","2022","HM Courts and Tribunals Service","Inner London - West","Unknown","300","300","31160","23720"
"In post","2022","HM Courts and Tribunals Service","Kent","Declared disabled","50","40","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Kent","Declared non-disabled","200","180","25500","21470"
"In post","2022","HM Courts and Tribunals Service","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Lancashire","Declared disabled","40","40","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Lancashire","Declared non-disabled","220","190","26670","20970"
"In post","2022","HM Courts and Tribunals Service","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Lancashire","Unknown","30","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Declared disabled","130","110","23010","20970"
"In post","2022","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","610","540","24290","20970"
"In post","2022","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Undeclared","70","60","23940","20970"
"In post","2022","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Unknown","100","90","22120","20970"
"In post","2022","HM Courts and Tribunals Service","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Lincolnshire","Declared non-disabled","80","70","25170","20970"
"In post","2022","HM Courts and Tribunals Service","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Merseyside","Declared disabled","70","60","23310","21410"
"In post","2022","HM Courts and Tribunals Service","Merseyside","Declared non-disabled","380","340","26280","21490"
"In post","2022","HM Courts and Tribunals Service","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Merseyside","Unknown","40","40","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North Yorkshire","Declared non-disabled","60","50","25360","20970"
"In post","2022","HM Courts and Tribunals Service","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Northumberland, and Tyne and Wear","Declared disabled","70","60","25020","20970"
"In post","2022","HM Courts and Tribunals Service","Northumberland, and Tyne and Wear","Declared non-disabled","280","240","26460","20970"
"In post","2022","HM Courts and Tribunals Service","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outer London - East and North East","Declared disabled","30","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outer London - East and North East","Declared non-disabled","170","150","27020","23750"
"In post","2022","HM Courts and Tribunals Service","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outer London - East and North East","Unknown","40","40","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outer London - South","Declared disabled","50","50","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outer London - South","Declared non-disabled","310","280","28420","23720"
"In post","2022","HM Courts and Tribunals Service","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outer London - South","Unknown","70","70","28390","23720"
"In post","2022","HM Courts and Tribunals Service","Outer London - West and North West","Declared disabled","40","40","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outer London - West and North West","Declared non-disabled","280","250","27890","24310"
"In post","2022","HM Courts and Tribunals Service","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outer London - West and North West","Unknown","70","70","26670","23720"
"In post","2022","HM Courts and Tribunals Service","Shropshire and Staffordshire","Declared disabled","110","100","23340","20970"
