"Status","Year","Disability","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","16-19","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","20-29","AA/AO","1580","1530","21340","21010"
"Leaver CS","2021","Declared non-disabled","20-29","EO","530","510","26090","26670"
"Leaver CS","2021","Declared non-disabled","20-29","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","20-29","SEO/HEO","380","370","34350","33630"
"Leaver CS","2021","Declared non-disabled","20-29","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","30-39","AA/AO","890","810","21610","21010"
"Leaver CS","2021","Declared non-disabled","30-39","EO","420","390","27060","27570"
"Leaver CS","2021","Declared non-disabled","30-39","G6/G7","300","280","57270","54560"
"Leaver CS","2021","Declared non-disabled","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","30-39","SEO/HEO","480","450","37160","37180"
"Leaver CS","2021","Declared non-disabled","30-39","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","40-49","AA/AO","700","610","21200","21010"
"Leaver CS","2021","Declared non-disabled","40-49","EO","380","340","27680","27570"
"Leaver CS","2021","Declared non-disabled","40-49","G6/G7","220","200","60510","57620"
"Leaver CS","2021","Declared non-disabled","40-49","SCS","80","70","95580","92240"
"Leaver CS","2021","Declared non-disabled","40-49","SEO/HEO","370","340","37310","37320"
"Leaver CS","2021","Declared non-disabled","40-49","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","AA/AO","1240","1060","21410","21010"
"Leaver CS","2021","Declared non-disabled","50-59","EO","880","790","27720","27570"
"Leaver CS","2021","Declared non-disabled","50-59","G6/G7","450","420","62160","60800"
"Leaver CS","2021","Declared non-disabled","50-59","SCS","90","80","107920","101450"
"Leaver CS","2021","Declared non-disabled","50-59","SEO/HEO","860","800","38010","36980"
"Leaver CS","2021","Declared non-disabled","50-59","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","AA/AO","970","770","21510","21010"
"Leaver CS","2021","Declared non-disabled","60-64","EO","720","580","27680","27570"
"Leaver CS","2021","Declared non-disabled","60-64","G6/G7","370","320","62880","60830"
"Leaver CS","2021","Declared non-disabled","60-64","SCS","80","70","99090","95220"
"Leaver CS","2021","Declared non-disabled","60-64","SEO/HEO","760","640","38660","37100"
"Leaver CS","2021","Declared non-disabled","60-64","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","AA/AO","1100","800","20780","20720"
"Leaver CS","2021","Declared non-disabled","65+","EO","560","390","27570","27570"
"Leaver CS","2021","Declared non-disabled","65+","G6/G7","140","100","62590","61010"
"Leaver CS","2021","Declared non-disabled","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","SEO/HEO","380","290","38310","36100"
"Leaver CS","2021","Declared non-disabled","65+","Unknown","80","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","AA/AO","90","80","21400","21010"
"Leaver CS","2021","Undeclared","20-29","EO","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","AA/AO","110","90","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","EO","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","AA/AO","100","90","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","EO","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","AA/AO","230","200","22880","21070"
"Leaver CS","2021","Undeclared","50-59","EO","100","90","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","SEO/HEO","130","120","38740","37300"
"Leaver CS","2021","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","AA/AO","150","110","21840","20780"
"Leaver CS","2021","Undeclared","60-64","EO","80","60","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","SEO/HEO","90","80","38030","35550"
"Leaver CS","2021","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","AA/AO","140","100","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","EO","60","40","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","AA/AO","1260","1210","20780","20830"
"Leaver CS","2021","Unknown","20-29","EO","500","460","25530","26550"
"Leaver CS","2021","Unknown","20-29","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","SEO/HEO","300","280","33620","32540"
"Leaver CS","2021","Unknown","20-29","Unknown","180","180","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","AA/AO","550","500","21460","21010"
"Leaver CS","2021","Unknown","30-39","EO","290","270","28430","27570"
"Leaver CS","2021","Unknown","30-39","G6/G7","150","140","57540","55060"
"Leaver CS","2021","Unknown","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","SEO/HEO","280","270","36190","36470"
"Leaver CS","2021","Unknown","30-39","Unknown","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","AA/AO","420","380","21440","21010"
"Leaver CS","2021","Unknown","40-49","EO","200","190","27900","27570"
"Leaver CS","2021","Unknown","40-49","G6/G7","140","130","60850","58090"
"Leaver CS","2021","Unknown","40-49","SCS","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","SEO/HEO","200","190","37720","37740"
"Leaver CS","2021","Unknown","40-49","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","AA/AO","530","460","21620","21010"
"Leaver CS","2021","Unknown","50-59","EO","280","260","29050","27570"
"Leaver CS","2021","Unknown","50-59","G6/G7","160","150","62790","59360"
"Leaver CS","2021","Unknown","50-59","SCS","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","SEO/HEO","260","250","38280","38460"
"Leaver CS","2021","Unknown","50-59","Unknown","120","120","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","AA/AO","270","230","21910","21010"
"Leaver CS","2021","Unknown","60-64","EO","140","120","28740","27570"
"Leaver CS","2021","Unknown","60-64","G6/G7","100","80","62100","59750"
"Leaver CS","2021","Unknown","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","SEO/HEO","190","160","38510","37480"
"Leaver CS","2021","Unknown","60-64","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","Unknown","65+","AA/AO","250","190","21010","20680"
"Leaver CS","2021","Unknown","65+","EO","90","70","27060","26720"
"Leaver CS","2021","Unknown","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","SEO/HEO","110","80","39080","39040"
"Leaver CS","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","20-29","AA/AO","380","360","21230","21260"
"Leaver CS","2022","Declared disabled","20-29","EO","220","210","26610","27570"
"Leaver CS","2022","Declared disabled","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","20-29","SEO/HEO","100","100","35010","34600"
"Leaver CS","2022","Declared disabled","20-29","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","30-39","AA/AO","240","220","22240","21260"
"Leaver CS","2022","Declared disabled","30-39","EO","170","150","27950","27570"
"Leaver CS","2022","Declared disabled","30-39","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","30-39","SEO/HEO","110","100","36580","36050"
"Leaver CS","2022","Declared disabled","30-39","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","40-49","AA/AO","190","160","21760","21260"
"Leaver CS","2022","Declared disabled","40-49","EO","150","130","28350","27570"
"Leaver CS","2022","Declared disabled","40-49","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","40-49","SEO/HEO","100","90","37570","37450"
"Leaver CS","2022","Declared disabled","40-49","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","50-59","AA/AO","350","300","21470","21260"
"Leaver CS","2022","Declared disabled","50-59","EO","270","240","28020","27570"
"Leaver CS","2022","Declared disabled","50-59","G6/G7","80","80","61900","59090"
"Leaver CS","2022","Declared disabled","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","50-59","SEO/HEO","220","200","37670","36880"
"Leaver CS","2022","Declared disabled","50-59","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Declared disabled","60-64","AA/AO","290","230","21700","21260"
"Leaver CS","2022","Declared disabled","60-64","EO","240","190","28140","27570"
"Leaver CS","2022","Declared disabled","60-64","G6/G7","80","70","59440","57340"
"Leaver CS","2022","Declared disabled","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","60-64","SEO/HEO","180","150","38960","37320"
"Leaver CS","2022","Declared disabled","60-64","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Declared disabled","65+","AA/AO","350","250","21320","21260"
"Leaver CS","2022","Declared disabled","65+","EO","230","160","27550","27570"
"Leaver CS","2022","Declared disabled","65+","G6/G7","30","20","[c]","[c]"
"Leaver CS","2022","Declared disabled","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","65+","SEO/HEO","110","80","38330","36130"
"Leaver CS","2022","Declared disabled","65+","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","16-19","AA/AO","80","80","20800","21260"
"Leaver CS","2022","Declared non-disabled","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","20-29","AA/AO","3050","2930","21400","21260"
"Leaver CS","2022","Declared non-disabled","20-29","EO","1440","1400","27140","27570"
"Leaver CS","2022","Declared non-disabled","20-29","G6/G7","120","120","53970","53380"
"Leaver CS","2022","Declared non-disabled","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","20-29","SEO/HEO","930","900","34520","34020"
"Leaver CS","2022","Declared non-disabled","20-29","Unknown","250","240","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","30-39","AA/AO","1680","1550","21750","21260"
"Leaver CS","2022","Declared non-disabled","30-39","EO","1030","970","27630","27570"
"Leaver CS","2022","Declared non-disabled","30-39","G6/G7","600","560","57100","54700"
"Leaver CS","2022","Declared non-disabled","30-39","SCS","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","30-39","SEO/HEO","1150","1100","36860","36840"
"Leaver CS","2022","Declared non-disabled","30-39","Unknown","240","220","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","40-49","AA/AO","1110","1010","21740","21260"
"Leaver CS","2022","Declared non-disabled","40-49","EO","850","790","27810","27570"
"Leaver CS","2022","Declared non-disabled","40-49","G6/G7","530","490","60200","58770"
"Leaver CS","2022","Declared non-disabled","40-49","SCS","130","120","94240","92020"
"Leaver CS","2022","Declared non-disabled","40-49","SEO/HEO","750","700","38470","38440"
"Leaver CS","2022","Declared non-disabled","40-49","Unknown","150","130","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","50-59","AA/AO","1580","1380","21860","21260"
"Leaver CS","2022","Declared non-disabled","50-59","EO","1380","1240","27950","27570"
"Leaver CS","2022","Declared non-disabled","50-59","G6/G7","690","650","60610","59230"
"Leaver CS","2022","Declared non-disabled","50-59","SCS","160","140","94930","93740"
"Leaver CS","2022","Declared non-disabled","50-59","SEO/HEO","1000","920","38390","37590"
"Leaver CS","2022","Declared non-disabled","50-59","Unknown","170","150","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","60-64","AA/AO","1170","920","22050","21260"
"Leaver CS","2022","Declared non-disabled","60-64","EO","1050","810","28160","27570"
"Leaver CS","2022","Declared non-disabled","60-64","G6/G7","520","460","62870","61140"
"Leaver CS","2022","Declared non-disabled","60-64","SCS","120","100","104090","99840"
"Leaver CS","2022","Declared non-disabled","60-64","SEO/HEO","1010","880","38970","37840"
"Leaver CS","2022","Declared non-disabled","60-64","Unknown","130","110","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","65+","AA/AO","1350","990","21410","21260"
"Leaver CS","2022","Declared non-disabled","65+","EO","840","600","28030","27570"
"Leaver CS","2022","Declared non-disabled","65+","G6/G7","220","180","63760","62170"
"Leaver CS","2022","Declared non-disabled","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","65+","SEO/HEO","560","430","38200","36460"
"Leaver CS","2022","Declared non-disabled","65+","Unknown","110","90","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","AA/AO","160","150","21230","21260"
"Leaver CS","2022","Undeclared","20-29","EO","80","70","26980","27570"
"Leaver CS","2022","Undeclared","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","SEO/HEO","70","70","34850","33710"
"Leaver CS","2022","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","AA/AO","120","110","21380","21260"
"Leaver CS","2022","Undeclared","30-39","EO","70","70","26710","27570"
"Leaver CS","2022","Undeclared","30-39","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","SEO/HEO","80","80","36920","36840"
"Leaver CS","2022","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","AA/AO","110","100","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","EO","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","AA/AO","220","200","23120","21200"
"Leaver CS","2022","Undeclared","50-59","EO","120","110","28580","27570"
"Leaver CS","2022","Undeclared","50-59","G6/G7","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","SEO/HEO","100","100","39290","37770"
"Leaver CS","2022","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","AA/AO","180","140","21930","21010"
"Leaver CS","2022","Undeclared","60-64","EO","100","80","28490","27490"
"Leaver CS","2022","Undeclared","60-64","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","SEO/HEO","110","100","38790","37910"
"Leaver CS","2022","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","AA/AO","200","140","21450","21260"
"Leaver CS","2022","Undeclared","65+","EO","70","50","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","AA/AO","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","AA/AO","1970","1900","21500","21260"
"Leaver CS","2022","Unknown","20-29","EO","810","740","26080","27230"
"Leaver CS","2022","Unknown","20-29","G6/G7","100","80","54650","53380"
"Leaver CS","2022","Unknown","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","SEO/HEO","670","550","34310","33400"
"Leaver CS","2022","Unknown","20-29","Unknown","280","240","27760","28980"
"Leaver CS","2022","Unknown","30-39","AA/AO","840","780","22340","21260"
"Leaver CS","2022","Unknown","30-39","EO","450","420","28080","27570"
"Leaver CS","2022","Unknown","30-39","G6/G7","310","250","58080","54730"
"Leaver CS","2022","Unknown","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","SEO/HEO","560","490","37080","36660"
"Leaver CS","2022","Unknown","30-39","Unknown","210","180","35350","32700"
"Leaver CS","2022","Unknown","40-49","AA/AO","500","450","22400","21300"
"Leaver CS","2022","Unknown","40-49","EO","280","260","28350","27570"
"Leaver CS","2022","Unknown","40-49","G6/G7","310","260","60250","57510"
"Leaver CS","2022","Unknown","40-49","SCS","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","SEO/HEO","330","280","37950","37390"
"Leaver CS","2022","Unknown","40-49","Unknown","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","AA/AO","600","540","23210","21380"
"Leaver CS","2022","Unknown","50-59","EO","340","320","29030","27570"
"Leaver CS","2022","Unknown","50-59","G6/G7","260","220","62550","59420"
"Leaver CS","2022","Unknown","50-59","SCS","80","60","112360","108050"
"Leaver CS","2022","Unknown","50-59","SEO/HEO","320","270","39100","39320"
"Leaver CS","2022","Unknown","50-59","Unknown","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","AA/AO","340","270","22890","21050"
"Leaver CS","2022","Unknown","60-64","EO","190","160","30380","30370"
"Leaver CS","2022","Unknown","60-64","G6/G7","110","90","63000","61850"
"Leaver CS","2022","Unknown","60-64","SCS","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","SEO/HEO","210","180","40850","40290"
"Leaver CS","2022","Unknown","60-64","Unknown","100","90","43810","37800"
"Leaver CS","2022","Unknown","65+","AA/AO","290","220","22140","21250"
"Leaver CS","2022","Unknown","65+","EO","130","100","29470","29250"
"Leaver CS","2022","Unknown","65+","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","SEO/HEO","100","80","41160","40560"
"Leaver CS","2022","Unknown","65+","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","EO","80","80","26430","27310"
"Leaver Dept.","2021","Declared disabled","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","SEO/HEO","120","120","33460","32320"
"Leaver Dept.","2021","Declared disabled","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","30-39","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","30-39","EO","70","60","26530","27030"
"Leaver Dept.","2021","Declared disabled","30-39","G6/G7","70","60","56060","53480"
"Leaver Dept.","2021","Declared disabled","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","30-39","SEO/HEO","110","100","35540","34200"
"Leaver Dept.","2021","Declared disabled","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","AA/AO","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","SEO/HEO","90","80","36790","36900"
"Leaver Dept.","2021","Declared disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","SEO/HEO","60","60","36540","35330"
"Leaver Dept.","2021","Declared disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","16-19","EO","[c]","[c]","[c]","[c]"
