"Status","Year","Region_ITL2","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Inner London - East","Tower Hamlets","Digital, Data and Technology","500","490","51940","49050"
"In post","2022","Inner London - East","Tower Hamlets","Economics","190","180","57320","55860"
"In post","2022","Inner London - East","Tower Hamlets","Finance","300","300","47700","43000"
"In post","2022","Inner London - East","Tower Hamlets","Human Resources","120","120","49420","44850"
"In post","2022","Inner London - East","Tower Hamlets","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","Inner London - East","Tower Hamlets","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Tower Hamlets","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Tower Hamlets","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Tower Hamlets","Legal","240","230","64670","63240"
"In post","2022","Inner London - East","Tower Hamlets","Medicine","140","130","62900","67080"
"In post","2022","Inner London - East","Tower Hamlets","Operational Delivery","1150","1090","37730","32090"
"In post","2022","Inner London - East","Tower Hamlets","Operational Research","100","90","50000","47100"
"In post","2022","Inner London - East","Tower Hamlets","Other","600","580","48150","40860"
"In post","2022","Inner London - East","Tower Hamlets","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Tower Hamlets","Policy","250","240","49670","44130"
"In post","2022","Inner London - East","Tower Hamlets","Project Delivery","500","480","57040","54320"
"In post","2022","Inner London - East","Tower Hamlets","Property","220","210","44790","39050"
"In post","2022","Inner London - East","Tower Hamlets","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Tower Hamlets","Science and Engineering","140","140","50900","44980"
"In post","2022","Inner London - East","Tower Hamlets","Security","40","40","[c]","[c]"
"In post","2022","Inner London - East","Tower Hamlets","Social Research","70","60","52720","59050"
"In post","2022","Inner London - East","Tower Hamlets","Statistics","140","130","50020","46980"
"In post","2022","Inner London - East","Tower Hamlets","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Tower Hamlets","Unknown","1040","1020","52060","54700"
"In post","2022","Inner London - West","Camden and City of London","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Economics","30","30","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Finance","40","40","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Legal","60","60","58790","59200"
"In post","2022","Inner London - West","Camden and City of London","Operational Delivery","1340","1270","30280","28310"
"In post","2022","Inner London - West","Camden and City of London","Other","260","250","57710","45320"
"In post","2022","Inner London - West","Camden and City of London","Policy","100","100","59470","57430"
"In post","2022","Inner London - West","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Property","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Security","40","40","[c]","[c]"
"In post","2022","Inner London - West","Camden and City of London","Unknown","90","80","55370","54700"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Operational Delivery","810","770","32590","31060"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Other","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Property","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Security","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Operational Delivery","890","850","32150","31060"
"In post","2022","Inner London - West","Wandsworth","Other","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Property","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Security","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Westminster","Commercial","810","790","47860","42470"
"In post","2022","Inner London - West","Westminster","Communications","1860","1820","46950","43360"
"In post","2022","Inner London - West","Westminster","Corporate Finance","30","30","[c]","[c]"
"In post","2022","Inner London - West","Westminster","Counter Fraud","360","340","44370","40000"
"In post","2022","Inner London - West","Westminster","Digital, Data and Technology","2050","2020","49850","46040"
"In post","2022","Inner London - West","Westminster","Economics","1370","1340","47590","43950"
"In post","2022","Inner London - West","Westminster","Finance","2080","2040","49810","45200"
"In post","2022","Inner London - West","Westminster","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Westminster","Human Resources","1860","1800","46930","42170"
"In post","2022","Inner London - West","Westminster","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Westminster","Intelligence Analysis","460","450","45270","43300"
"In post","2022","Inner London - West","Westminster","Internal Audit","170","160","55260","53070"
"In post","2022","Inner London - West","Westminster","International Trade","1210","1190","47600","45910"
"In post","2022","Inner London - West","Westminster","Knowledge and Information Management","570","550","42630","38210"
"In post","2022","Inner London - West","Westminster","Legal","3120","2910","59610","60700"
"In post","2022","Inner London - West","Westminster","Medicine","90","90","70210","64490"
"In post","2022","Inner London - West","Westminster","Operational Delivery","6910","6670","41350","34710"
"In post","2022","Inner London - West","Westminster","Operational Research","190","190","52230","53600"
"In post","2022","Inner London - West","Westminster","Other","1890","1840","41690","34360"
"In post","2022","Inner London - West","Westminster","Planning","90","90","47000","42980"
"In post","2022","Inner London - West","Westminster","Policy","20180","19690","49520","51730"
"In post","2022","Inner London - West","Westminster","Project Delivery","2040","2000","50370","47240"
"In post","2022","Inner London - West","Westminster","Property","560","550","50470","45950"
"In post","2022","Inner London - West","Westminster","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Westminster","Science and Engineering","280","270","55360","54110"
"In post","2022","Inner London - West","Westminster","Security","970","960","42350","39630"
"In post","2022","Inner London - West","Westminster","Social Research","380","370","45910","42710"
"In post","2022","Inner London - West","Westminster","Statistics","730","710","46940","42980"
"In post","2022","Inner London - West","Westminster","Tax","160","160","60810","62120"
"In post","2022","Inner London - West","Westminster","Unknown","6380","6290","50000","42440"
"In post","2022","Inner London - West","Westminster","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Counter Fraud","230","220","27470","25110"
"In post","2022","Kent","East Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Human Resources","40","40","[c]","[c]"
"In post","2022","Kent","East Kent","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Intelligence Analysis","260","250","28240","27370"
"In post","2022","Kent","East Kent","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Legal","180","160","39980","33680"
"In post","2022","Kent","East Kent","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Operational Delivery","3330","3070","27740","25360"
"In post","2022","Kent","East Kent","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Other","180","180","27590","28280"
"In post","2022","Kent","East Kent","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Property","60","60","33190","32890"
"In post","2022","Kent","East Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Security","40","40","[c]","[c]"
"In post","2022","Kent","East Kent","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","East Kent","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Operational Delivery","1480","1390","30050","30610"
"In post","2022","Kent","Kent Thames Gateway","Other","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Property","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Psychology","30","30","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Security","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Operational Delivery","1210","1150","30840","29290"
"In post","2022","Kent","Medway","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Other","70","70","26120","23290"
"In post","2022","Kent","Medway","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Property","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Security","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Medway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Operational Delivery","810","760","29850","29290"
"In post","2022","Kent","Mid Kent","Other","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mid Kent","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Operational Delivery","120","120","30860","29290"
"In post","2022","Kent","West Kent","Other","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Science and Engineering","120","110","41010","40470"
"In post","2022","Kent","West Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Kent","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Operational Delivery","410","360","26680","27570"
"In post","2022","Lancashire","Blackburn with Darwen","Other","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Commercial","40","40","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Digital, Data and Technology","830","800","42710","37710"
"In post","2022","Lancashire","Blackpool","Finance","300","280","35520","34800"
"In post","2022","Lancashire","Blackpool","Human Resources","100","90","38250","34290"
"In post","2022","Lancashire","Blackpool","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Operational Delivery","3530","3210","25260","27570"
"In post","2022","Lancashire","Blackpool","Other","230","220","27670","27570"
"In post","2022","Lancashire","Blackpool","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Project Delivery","310","290","33730","31990"
"In post","2022","Lancashire","Blackpool","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Security","50","50","[c]","[c]"
"In post","2022","Lancashire","Blackpool","Unknown","70","60","49010","49700"
"In post","2022","Lancashire","Chorley and West Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Operational Delivery","1270","1170","29250","27380"
"In post","2022","Lancashire","Chorley and West Lancashire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Psychology","70","70","35250","30450"
"In post","2022","Lancashire","Chorley and West Lancashire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Chorley and West Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Operational Delivery","480","430","26240","27570"
"In post","2022","Lancashire","East Lancashire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Finance","70","70","34350","26930"
"In post","2022","Lancashire","Lancaster and Wyre","Human Resources","180","160","25570","26670"
"In post","2022","Lancashire","Lancaster and Wyre","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Operational Delivery","570","530","27350","27120"
"In post","2022","Lancashire","Lancaster and Wyre","Other","90","80","24220","22170"
"In post","2022","Lancashire","Lancaster and Wyre","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Policy","40","30","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Property","40","30","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Security","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Counter Fraud","60","60","27810","27570"
"In post","2022","Lancashire","Mid Lancashire","Digital, Data and Technology","60","60","37320","33370"
"In post","2022","Lancashire","Mid Lancashire","Finance","50","50","35910","33370"
"In post","2022","Lancashire","Mid Lancashire","Human Resources","30","30","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Legal","130","120","49590","51470"
"In post","2022","Lancashire","Mid Lancashire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Operational Delivery","4350","3880","26340","23840"
"In post","2022","Lancashire","Mid Lancashire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Other","170","160","26940","21830"
"In post","2022","Lancashire","Mid Lancashire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Policy","60","60","43870","40520"
"In post","2022","Lancashire","Mid Lancashire","Project Delivery","230","220","42460","40520"
"In post","2022","Lancashire","Mid Lancashire","Property","70","70","36020","32890"
"In post","2022","Lancashire","Mid Lancashire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Security","40","40","[c]","[c]"
"In post","2022","Lancashire","Mid Lancashire","Tax","130","110","30050","21250"
"In post","2022","Lancashire","Mid Lancashire","Unknown","120","110","26050","21250"
"In post","2022","Lancashire","Mid Lancashire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Leicester","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Leicester","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Leicester","Counter Fraud","40","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Leicester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Leicester","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Leicester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Leicester","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Leicester","Intelligence Analysis","[c]","[c]","[c]","[c]"
