"Status","Year","Parent_department","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","The National Archives","G6/G7","Male","50","50","[c]","[c]"
"In post","2022","The National Archives","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","SEO/HEO","Female","170","160","34880","34290"
"In post","2022","The National Archives","SEO/HEO","Male","130","130","37290","35530"
"In post","2022","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","EO","Female","40","40","[c]","[c]"
"In post","2022","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","G6/G7","Female","60","60","66140","65630"
"In post","2022","UK Export Finance","G6/G7","Male","110","110","65950","63300"
"In post","2022","UK Export Finance","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","SEO/HEO","Female","110","100","40860","41000"
"In post","2022","UK Export Finance","SEO/HEO","Male","130","120","42340","41400"
"In post","2022","UK Statistics Authority","AA/AO","Female","900","630","20240","19860"
"In post","2022","UK Statistics Authority","AA/AO","Male","630","450","20480","20350"
"In post","2022","UK Statistics Authority","EO","Female","470","430","24590","23880"
"In post","2022","UK Statistics Authority","EO","Male","260","250","24640","23880"
"In post","2022","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","G6/G7","Female","540","520","53110","51210"
"In post","2022","UK Statistics Authority","G6/G7","Male","540","530","54520","51210"
"In post","2022","UK Statistics Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","SCS","Female","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","SCS","Male","50","50","[c]","[c]"
"In post","2022","UK Statistics Authority","SEO/HEO","Female","1420","1330","34260","33710"
"In post","2022","UK Statistics Authority","SEO/HEO","Male","1040","1030","34490","34020"
"In post","2022","UK Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","EO","Female","30","30","[c]","[c]"
"In post","2022","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","Male","40","40","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SEO/HEO","Female","70","70","46340","44420"
"In post","2022","Water Services Regulation Authority","SEO/HEO","Male","60","60","47950","46420"
"In post","2022","Welsh Government","AA/AO","Female","550","500","24210","24630"
"In post","2022","Welsh Government","AA/AO","Male","320","300","24330","24630"
"In post","2022","Welsh Government","EO","Female","640","590","28820","29430"
"In post","2022","Welsh Government","EO","Male","460","450","28840","29430"
"In post","2022","Welsh Government","G6/G7","Female","590","550","61820","61440"
"In post","2022","Welsh Government","G6/G7","Male","520","500","63180","61440"
"In post","2022","Welsh Government","SCS","Female","90","80","83770","78470"
"In post","2022","Welsh Government","SCS","Male","110","100","89610","81760"
"In post","2022","Welsh Government","SEO/HEO","Female","1680","1570","41250","38160"
"In post","2022","Welsh Government","SEO/HEO","Male","1010","990","41640","38160"
"Leaver CS","2021","Attorney General's Departments","AA/AO","Female","60","60","22250","21950"
"Leaver CS","2021","Attorney General's Departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","EO","Female","30","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","G6/G7","Female","120","100","58940","55610"
"Leaver CS","2021","Attorney General's Departments","G6/G7","Male","100","90","59340","55610"
"Leaver CS","2021","Attorney General's Departments","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","AA/AO","Female","50","50","20720","20370"
"Leaver CS","2021","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","G6/G7","Female","50","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","G6/G7","Male","70","60","61520","58250"
"Leaver CS","2021","Cabinet Office","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","SEO/HEO","Female","50","50","34170","33630"
"Leaver CS","2021","Cabinet Office","SEO/HEO","Male","60","60","34290","33680"
"Leaver CS","2021","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Female","50","50","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Male","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","EO","Female","50","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","EO","Male","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Female","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Male","70","60","58850","56870"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","60","50","35860","34500"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","120","110","36580","37830"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Female","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","G6/G7","Female","60","50","58410","54400"
"Leaver CS","2021","Department for Education","G6/G7","Male","50","50","56050","54160"
"Leaver CS","2021","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SEO/HEO","Female","80","70","36790","36780"
"Leaver CS","2021","Department for Education","SEO/HEO","Male","70","60","37130","37030"
"Leaver CS","2021","Department for Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Female","100","90","21780","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Male","70","70","21630","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Female","70","70","23730","24920"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Male","50","50","24730","25260"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Female","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Male","50","50","56990","57450"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","90","80","35910","35900"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","70","70","36470","36520"
"Leaver CS","2021","Department for International Trade","AA/AO","Female","30","30","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","AA/AO","Female","190","140","20850","21590"
"Leaver CS","2021","Department for Transport","AA/AO","Male","140","130","21620","21590"
"Leaver CS","2021","Department for Transport","EO","Female","60","50","27170","26700"
"Leaver CS","2021","Department for Transport","EO","Male","120","100","27750","26780"
"Leaver CS","2021","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","G6/G7","Male","50","50","[c]","[c]"
"Leaver CS","2021","Department for Transport","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","SEO/HEO","Female","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","SEO/HEO","Male","100","90","38410","35490"
"Leaver CS","2021","Department for Work and Pensions","AA/AO","Female","1310","1040","21150","21010"
"Leaver CS","2021","Department for Work and Pensions","AA/AO","Male","770","720","21300","21010"
"Leaver CS","2021","Department for Work and Pensions","EO","Female","1200","970","28040","27570"
"Leaver CS","2021","Department for Work and Pensions","EO","Male","680","610","28110","27570"
"Leaver CS","2021","Department for Work and Pensions","G6/G7","Female","70","70","56970","56050"
"Leaver CS","2021","Department for Work and Pensions","G6/G7","Male","70","60","60450","58140"
"Leaver CS","2021","Department for Work and Pensions","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","SEO/HEO","Female","240","210","35660","34290"
"Leaver CS","2021","Department for Work and Pensions","SEO/HEO","Male","160","150","38740","35380"
"Leaver CS","2021","Department of Health and Social Care","AA/AO","Female","140","120","20710","20150"
"Leaver CS","2021","Department of Health and Social Care","AA/AO","Male","40","40","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","EO","Female","100","70","25790","25260"
"Leaver CS","2021","Department of Health and Social Care","EO","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","G6/G7","Female","120","80","55650","52680"
"Leaver CS","2021","Department of Health and Social Care","G6/G7","Male","80","50","58860","55130"
"Leaver CS","2021","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","SCS","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","SCS","Male","40","30","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","SEO/HEO","Female","220","170","36270","36180"
"Leaver CS","2021","Department of Health and Social Care","SEO/HEO","Male","110","90","35440","35540"
"Leaver CS","2021","Department of Health and Social Care","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","G6/G7","Male","60","40","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Male","50","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","AA/AO","Female","50","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","AA/AO","Male","40","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","EO","Female","60","40","27320","27130"
"Leaver CS","2021","HM Land Registry","EO","Male","30","30","[c]","[c]"
"Leaver CS","2021","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","SEO/HEO","Female","50","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","SEO/HEO","Male","30","30","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","AA/AO","Female","1690","1280","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","AA/AO","Male","820","740","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","EO","Female","780","620","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","EO","Male","510","440","25730","25500"
"Leaver CS","2021","HM Revenue and Customs","G6/G7","Female","150","140","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","G6/G7","Male","200","180","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","SEO/HEO","Female","590","510","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","SEO/HEO","Male","590","520","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Female","230","220","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Male","110","110","[c]","[c]"
"Leaver CS","2021","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","AA/AO","Female","270","200","21490","21430"
"Leaver CS","2021","Home Office","AA/AO","Male","180","150","21430","21430"
"Leaver CS","2021","Home Office","EO","Female","230","200","26900","27240"
"Leaver CS","2021","Home Office","EO","Male","260","240","26980","27240"
"Leaver CS","2021","Home Office","G6/G7","Female","40","40","[c]","[c]"
"Leaver CS","2021","Home Office","G6/G7","Male","60","60","[c]","[c]"
"Leaver CS","2021","Home Office","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Female","120","110","36860","36450"
"Leaver CS","2021","Home Office","SEO/HEO","Male","150","140","37670","36700"
"Leaver CS","2021","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Female","460","410","21180","20920"
"Leaver CS","2021","Ministry of Defence","AA/AO","Male","610","590","23320","20520"
"Leaver CS","2021","Ministry of Defence","EO","Female","230","210","25800","26670"
"Leaver CS","2021","Ministry of Defence","EO","Male","470","460","27240","26940"
"Leaver CS","2021","Ministry of Defence","G6/G7","Female","70","60","62210","58240"
"Leaver CS","2021","Ministry of Defence","G6/G7","Male","140","130","61520","58240"
"Leaver CS","2021","Ministry of Defence","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Female","340","310","35870","35480"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Male","650","610","37260","36730"
"Leaver CS","2021","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Male","200","200","36780","33790"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Male","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Female","1850","1640","19740","19830"
"Leaver CS","2021","Ministry of Justice","AA/AO","Male","2120","1970","20340","19930"
"Leaver CS","2021","Ministry of Justice","EO","Female","270","250","24420","24440"
"Leaver CS","2021","Ministry of Justice","EO","Male","250","240","24860","26410"
"Leaver CS","2021","Ministry of Justice","G6/G7","Female","50","50","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Male","80","80","63090","59690"
"Leaver CS","2021","Ministry of Justice","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","SEO/HEO","Female","300","260","36150","34820"
"Leaver CS","2021","Ministry of Justice","SEO/HEO","Male","260","230","35570","32800"
"Leaver CS","2021","Ministry of Justice","Unknown","Female","490","420","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","Male","170","150","[c]","[c]"
"Leaver CS","2021","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","EO","Male","40","40","[c]","[c]"
"Leaver CS","2021","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","SEO/HEO","Male","60","50","45520","44830"
"Leaver CS","2021","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
