"Status","Year","Region_ITL2","Region_ITL3","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Outer London - South","Bromley","Black","140","130","31120","31060"
"In post","2022","Outer London - South","Bromley","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Bromley","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Bromley","Undeclared","40","30","[c]","[c]"
"In post","2022","Outer London - South","Bromley","Unknown","50","40","[c]","[c]"
"In post","2022","Outer London - South","Bromley","White","290","260","31830","31060"
"In post","2022","Outer London - South","Croydon","Asian","1770","1660","35820","31060"
"In post","2022","Outer London - South","Croydon","Black","1500","1440","34340","31020"
"In post","2022","Outer London - South","Croydon","Mixed","360","340","38090","35050"
"In post","2022","Outer London - South","Croydon","Other ethnicity","100","100","36220","31020"
"In post","2022","Outer London - South","Croydon","Undeclared","560","530","39690","35680"
"In post","2022","Outer London - South","Croydon","Unknown","1520","1490","39120","35050"
"In post","2022","Outer London - South","Croydon","White","4740","4510","43100","37930"
"In post","2022","Outer London - South","Merton, Kingston upon Thames and Sutton","Asian","90","80","32620","31060"
"In post","2022","Outer London - South","Merton, Kingston upon Thames and Sutton","Black","90","80","31480","31060"
"In post","2022","Outer London - South","Merton, Kingston upon Thames and Sutton","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Merton, Kingston upon Thames and Sutton","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Merton, Kingston upon Thames and Sutton","Undeclared","30","30","[c]","[c]"
"In post","2022","Outer London - South","Merton, Kingston upon Thames and Sutton","Unknown","90","90","30120","30470"
"In post","2022","Outer London - South","Merton, Kingston upon Thames and Sutton","White","360","340","34550","31060"
"In post","2022","Outer London - West and North West","Barnet","Asian","460","430","38170","32140"
"In post","2022","Outer London - West and North West","Barnet","Black","230","220","34490","31060"
"In post","2022","Outer London - West and North West","Barnet","Mixed","90","80","34660","31060"
"In post","2022","Outer London - West and North West","Barnet","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Barnet","Undeclared","120","100","43340","38930"
"In post","2022","Outer London - West and North West","Barnet","Unknown","100","90","35010","31060"
"In post","2022","Outer London - West and North West","Barnet","White","770","720","42710","37770"
"In post","2022","Outer London - West and North West","Brent","Asian","140","130","30970","31060"
"In post","2022","Outer London - West and North West","Brent","Black","130","120","30340","31060"
"In post","2022","Outer London - West and North West","Brent","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Brent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Brent","Undeclared","60","60","33590","30840"
"In post","2022","Outer London - West and North West","Brent","Unknown","90","80","31530","30600"
"In post","2022","Outer London - West and North West","Brent","White","160","150","35130","31060"
"In post","2022","Outer London - West and North West","Ealing","Asian","170","150","31910","31060"
"In post","2022","Outer London - West and North West","Ealing","Black","90","90","33050","31060"
"In post","2022","Outer London - West and North West","Ealing","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Ealing","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Ealing","Undeclared","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Ealing","Unknown","50","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Ealing","White","120","120","35030","31060"
"In post","2022","Outer London - West and North West","Harrow and Hillingdon","Asian","1190","1090","30490","29080"
"In post","2022","Outer London - West and North West","Harrow and Hillingdon","Black","250","240","30330","29130"
"In post","2022","Outer London - West and North West","Harrow and Hillingdon","Mixed","70","60","31600","30600"
"In post","2022","Outer London - West and North West","Harrow and Hillingdon","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Harrow and Hillingdon","Undeclared","270","240","32820","30410"
"In post","2022","Outer London - West and North West","Harrow and Hillingdon","Unknown","240","230","30930","28650"
"In post","2022","Outer London - West and North West","Harrow and Hillingdon","White","1200","1090","32880","30500"
"In post","2022","Outer London - West and North West","Hounslow and Richmond upon Thames","Asian","650","600","30720","29080"
"In post","2022","Outer London - West and North West","Hounslow and Richmond upon Thames","Black","190","180","31530","31060"
"In post","2022","Outer London - West and North West","Hounslow and Richmond upon Thames","Mixed","90","90","31060","30120"
"In post","2022","Outer London - West and North West","Hounslow and Richmond upon Thames","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Hounslow and Richmond upon Thames","Undeclared","90","80","36540","34070"
"In post","2022","Outer London - West and North West","Hounslow and Richmond upon Thames","Unknown","440","430","31430","31020"
"In post","2022","Outer London - West and North West","Hounslow and Richmond upon Thames","White","1450","1380","34730","33120"
"In post","2022","Overseas","Overseas","Asian","170","170","45170","38600"
"In post","2022","Overseas","Overseas","Black","70","70","44130","38600"
"In post","2022","Overseas","Overseas","Mixed","120","120","49870","49030"
"In post","2022","Overseas","Overseas","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Overseas","Overseas","Undeclared","240","240","47580","43020"
"In post","2022","Overseas","Overseas","Unknown","520","520","49310","47170"
"In post","2022","Overseas","Overseas","White","2530","2520","50050","49810"
"In post","2022","Shropshire and Staffordshire","Shropshire","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Shropshire","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Shropshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Shropshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Shropshire","Undeclared","50","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Shropshire","Unknown","90","80","30320","26750"
"In post","2022","Shropshire and Staffordshire","Shropshire","White","1070","1020","30010","27570"
"In post","2022","Shropshire and Staffordshire","Staffordshire CC","Asian","170","160","32620","27570"
"In post","2022","Shropshire and Staffordshire","Staffordshire CC","Black","80","80","30180","27570"
"In post","2022","Shropshire and Staffordshire","Staffordshire CC","Mixed","70","70","32270","27570"
"In post","2022","Shropshire and Staffordshire","Staffordshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Staffordshire CC","Undeclared","120","110","32080","27930"
"In post","2022","Shropshire and Staffordshire","Staffordshire CC","Unknown","440","420","28680","25700"
"In post","2022","Shropshire and Staffordshire","Staffordshire CC","White","3460","3250","31070","27570"
"In post","2022","Shropshire and Staffordshire","Stoke-on-Trent","Asian","60","50","26450","25120"
"In post","2022","Shropshire and Staffordshire","Stoke-on-Trent","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Stoke-on-Trent","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Stoke-on-Trent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Stoke-on-Trent","Undeclared","50","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Stoke-on-Trent","Unknown","120","110","27600","23170"
"In post","2022","Shropshire and Staffordshire","Stoke-on-Trent","White","1040","930","26900","25120"
"In post","2022","Shropshire and Staffordshire","Telford and Wrekin","Asian","100","100","37010","33080"
"In post","2022","Shropshire and Staffordshire","Telford and Wrekin","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Telford and Wrekin","Mixed","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Telford and Wrekin","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Telford and Wrekin","Undeclared","90","90","33730","30430"
"In post","2022","Shropshire and Staffordshire","Telford and Wrekin","Unknown","250","230","35570","28100"
"In post","2022","Shropshire and Staffordshire","Telford and Wrekin","White","1520","1400","34610","30370"
"In post","2022","South Yorkshire","Barnsley, Doncaster and Rotherham","Asian","40","30","[c]","[c]"
"In post","2022","South Yorkshire","Barnsley, Doncaster and Rotherham","Black","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Barnsley, Doncaster and Rotherham","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Barnsley, Doncaster and Rotherham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Barnsley, Doncaster and Rotherham","Undeclared","100","90","27910","27570"
"In post","2022","South Yorkshire","Barnsley, Doncaster and Rotherham","Unknown","310","290","26270","24800"
"In post","2022","South Yorkshire","Barnsley, Doncaster and Rotherham","White","2630","2350","27890","27570"
"In post","2022","South Yorkshire","Sheffield","Asian","440","420","29820","25040"
"In post","2022","South Yorkshire","Sheffield","Black","150","140","28270","25310"
"In post","2022","South Yorkshire","Sheffield","Mixed","130","120","32580","27570"
"In post","2022","South Yorkshire","Sheffield","Other ethnicity","30","30","[c]","[c]"
"In post","2022","South Yorkshire","Sheffield","Undeclared","310","290","34300","31990"
"In post","2022","South Yorkshire","Sheffield","Unknown","700","670","34730","29360"
"In post","2022","South Yorkshire","Sheffield","White","5590","5140","34540","30820"
"In post","2022","Southern Scotland","Dumfries and Galloway","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Dumfries and Galloway","Black","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Dumfries and Galloway","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Dumfries and Galloway","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Dumfries and Galloway","Unknown","110","100","29780","29270"
"In post","2022","Southern Scotland","Dumfries and Galloway","White","420","400","30380","27570"
"In post","2022","Southern Scotland","East Ayrshire and North Ayrshire mainland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","East Ayrshire and North Ayrshire mainland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","East Ayrshire and North Ayrshire mainland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","East Ayrshire and North Ayrshire mainland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","East Ayrshire and North Ayrshire mainland","Undeclared","30","30","[c]","[c]"
"In post","2022","Southern Scotland","East Ayrshire and North Ayrshire mainland","Unknown","110","100","25680","23630"
"In post","2022","Southern Scotland","East Ayrshire and North Ayrshire mainland","White","880","810","27460","27360"
"In post","2022","Southern Scotland","Scottish Borders","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Scottish Borders","Black","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Scottish Borders","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Scottish Borders","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Scottish Borders","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Scottish Borders","Unknown","130","120","28260","25930"
"In post","2022","Southern Scotland","Scottish Borders","White","380","350","31330","27570"
"In post","2022","Southern Scotland","South Ayrshire","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","South Ayrshire","Black","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","South Ayrshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","South Ayrshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","South Ayrshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","South Ayrshire","Unknown","50","50","[c]","[c]"
"In post","2022","Southern Scotland","South Ayrshire","White","250","230","28610","27570"
"In post","2022","Southern Scotland","South Lanarkshire","Asian","60","50","32300","26120"
"In post","2022","Southern Scotland","South Lanarkshire","Black","30","30","[c]","[c]"
"In post","2022","Southern Scotland","South Lanarkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","South Lanarkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","South Lanarkshire","Undeclared","70","60","31970","26820"
"In post","2022","Southern Scotland","South Lanarkshire","Unknown","1040","960","28300","23780"
"In post","2022","Southern Scotland","South Lanarkshire","White","2580","2310","32160","27570"
"In post","2022","Surrey, East and West Sussex","Brighton and Hove","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Brighton and Hove","Black","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Brighton and Hove","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Brighton and Hove","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Brighton and Hove","Undeclared","30","30","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Brighton and Hove","Unknown","80","70","30640","27570"
"In post","2022","Surrey, East and West Sussex","Brighton and Hove","White","570","510","33390","27570"
"In post","2022","Surrey, East and West Sussex","East Surrey","Asian","50","50","31480","29290"
"In post","2022","Surrey, East and West Sussex","East Surrey","Black","110","110","32500","32280"
"In post","2022","Surrey, East and West Sussex","East Surrey","Mixed","40","40","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","East Surrey","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","East Surrey","Unknown","140","130","32360","31020"
"In post","2022","Surrey, East and West Sussex","East Surrey","White","680","630","34400","33890"
"In post","2022","Surrey, East and West Sussex","East Sussex CC","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","East Sussex CC","Black","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","East Sussex CC","Mixed","50","50","27010","26460"
"In post","2022","Surrey, East and West Sussex","East Sussex CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","East Sussex CC","Undeclared","130","110","28420","27570"
"In post","2022","Surrey, East and West Sussex","East Sussex CC","Unknown","180","160","27440","26230"
"In post","2022","Surrey, East and West Sussex","East Sussex CC","White","1620","1460","27600","27570"
"In post","2022","Surrey, East and West Sussex","West Surrey","Asian","170","160","32290","29290"
"In post","2022","Surrey, East and West Sussex","West Surrey","Black","40","40","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","West Surrey","Mixed","70","70","34130","30810"
"In post","2022","Surrey, East and West Sussex","West Surrey","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","West Surrey","Undeclared","100","100","36030","32560"
"In post","2022","Surrey, East and West Sussex","West Surrey","Unknown","200","180","33430","29130"
"In post","2022","Surrey, East and West Sussex","West Surrey","White","1700","1590","33880","30650"
"In post","2022","Surrey, East and West Sussex","West Sussex (North East)","Asian","90","80","28100","27400"
"In post","2022","Surrey, East and West Sussex","West Sussex (North East)","Black","40","40","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","West Sussex (North East)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","West Sussex (North East)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","West Sussex (North East)","Undeclared","110","100","32300","28350"
"In post","2022","Surrey, East and West Sussex","West Sussex (North East)","Unknown","150","130","28670","25770"
"In post","2022","Surrey, East and West Sussex","West Sussex (North East)","White","860","770","31850","28070"
"In post","2022","Surrey, East and West Sussex","West Sussex (South West)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","West Sussex (South West)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","West Sussex (South West)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","West Sussex (South West)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","West Sussex (South West)","Undeclared","60","50","32850","28920"
"In post","2022","Surrey, East and West Sussex","West Sussex (South West)","Unknown","190","170","31670","27570"
"In post","2022","Surrey, East and West Sussex","West Sussex (South West)","White","1080","990","31870","27570"
"In post","2022","Tees Valley and Durham","Darlington","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Darlington","Black","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Darlington","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Darlington","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Darlington","Undeclared","50","50","37870","36500"
"In post","2022","Tees Valley and Durham","Darlington","Unknown","130","120","36780","30340"
"In post","2022","Tees Valley and Durham","Darlington","White","1080","1030","36880","34290"
"In post","2022","Tees Valley and Durham","Durham","Asian","50","40","26670","22080"
"In post","2022","Tees Valley and Durham","Durham","Black","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Durham","Mixed","40","40","[c]","[c]"
"In post","2022","Tees Valley and Durham","Durham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Durham","Undeclared","110","100","29460","27130"
"In post","2022","Tees Valley and Durham","Durham","Unknown","690","650","25400","23140"
"In post","2022","Tees Valley and Durham","Durham","White","4810","4320","28210","26820"
"In post","2022","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Black","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Undeclared","50","40","[c]","[c]"
"In post","2022","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Unknown","120","110","27100","27570"
"In post","2022","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","White","1450","1330","27860","27570"
"In post","2022","Tees Valley and Durham","South Teesside","Asian","30","30","[c]","[c]"
"In post","2022","Tees Valley and Durham","South Teesside","Black","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","South Teesside","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","South Teesside","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","South Teesside","Undeclared","50","40","26410","27470"
"In post","2022","Tees Valley and Durham","South Teesside","Unknown","70","70","25360","23170"
"In post","2022","Tees Valley and Durham","South Teesside","White","990","890","27260","26620"
"In post","2022","Unknown","Unknown","Asian","170","150","29660","29290"
"In post","2022","Unknown","Unknown","Black","60","60","33750","31060"
"In post","2022","Unknown","Unknown","Mixed","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2220","2200","37060","32700"
"In post","2022","Unknown","Unknown","White","780","750","34610","30260"
"In post","2022","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","110","100","32880","33300"
"In post","2022","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","490","470","29570","26900"
"In post","2022","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","White","1820","1730","31320","27570"
"In post","2022","West Central Scotland","Glasgow City","Asian","300","290","30550","27570"
"In post","2022","West Central Scotland","Glasgow City","Black","120","120","29370","26590"
"In post","2022","West Central Scotland","Glasgow City","Mixed","100","100","33900","30950"
"In post","2022","West Central Scotland","Glasgow City","Other ethnicity","40","40","[c]","[c]"
"In post","2022","West Central Scotland","Glasgow City","Undeclared","420","390","32480","27570"
"In post","2022","West Central Scotland","Glasgow City","Unknown","2420","2310","32070","27370"
"In post","2022","West Central Scotland","Glasgow City","White","10100","9470","33530","27940"
"In post","2022","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","50","50","32750","27570"
"In post","2022","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","230","200","29550","27080"
"In post","2022","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","White","810","730","30770","27570"
"In post","2022","West Central Scotland","North Lanarkshire","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","Undeclared","100","80","28400","26900"
"In post","2022","West Central Scotland","North Lanarkshire","Unknown","560","520","27390","25420"
"In post","2022","West Central Scotland","North Lanarkshire","White","2090","1830","27620","26590"
"In post","2022","West Midlands","Birmingham","Asian","3040","2850","28330","26780"
"In post","2022","West Midlands","Birmingham","Black","870","820","29060","27570"
"In post","2022","West Midlands","Birmingham","Mixed","310","290","30040","27570"
"In post","2022","West Midlands","Birmingham","Other ethnicity","100","90","32500","26820"
"In post","2022","West Midlands","Birmingham","Undeclared","570","510","31870","27570"
"In post","2022","West Midlands","Birmingham","Unknown","2150","2040","29910","26820"
"In post","2022","West Midlands","Birmingham","White","6000","5600","34460","30420"
"In post","2022","West Midlands","Coventry","Asian","460","440","34380","30090"
"In post","2022","West Midlands","Coventry","Black","90","90","33970","30140"
"In post","2022","West Midlands","Coventry","Mixed","50","50","32190","29360"
"In post","2022","West Midlands","Coventry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","Undeclared","80","80","36790","35170"
"In post","2022","West Midlands","Coventry","Unknown","250","240","35920","30320"
"In post","2022","West Midlands","Coventry","White","1600","1510","38290","36200"
"In post","2022","West Midlands","Dudley","Asian","80","80","24840","21260"
"In post","2022","West Midlands","Dudley","Black","40","30","[c]","[c]"
"In post","2022","West Midlands","Dudley","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Undeclared","50","40","[c]","[c]"
"In post","2022","West Midlands","Dudley","Unknown","100","90","24690","21260"
"In post","2022","West Midlands","Dudley","White","810","690","26010","27570"
"In post","2022","West Midlands","Sandwell","Asian","110","100","27020","27570"
"In post","2022","West Midlands","Sandwell","Black","60","50","27500","27570"
"In post","2022","West Midlands","Sandwell","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","Unknown","60","50","26710","27570"
"In post","2022","West Midlands","Sandwell","White","240","210","28770","27570"
"In post","2022","West Midlands","Solihull","Asian","290","270","26830","25490"
"In post","2022","West Midlands","Solihull","Black","40","40","[c]","[c]"
"In post","2022","West Midlands","Solihull","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","Undeclared","50","50","29410","27470"
"In post","2022","West Midlands","Solihull","Unknown","110","110","29660","24880"
"In post","2022","West Midlands","Solihull","White","530","490","29930","27570"
"In post","2022","West Midlands","Walsall","Asian","120","100","25600","27570"
"In post","2022","West Midlands","Walsall","Black","40","40","[c]","[c]"
"In post","2022","West Midlands","Walsall","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","Undeclared","30","20","[c]","[c]"
"In post","2022","West Midlands","Walsall","Unknown","40","30","[c]","[c]"
"In post","2022","West Midlands","Walsall","White","420","360","25880","26120"
"In post","2022","West Midlands","Wolverhampton","Asian","220","200","26190","26220"
"In post","2022","West Midlands","Wolverhampton","Black","80","80","26240","25120"
"In post","2022","West Midlands","Wolverhampton","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Undeclared","40","40","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Unknown","110","100","30240","27570"
"In post","2022","West Midlands","Wolverhampton","White","670","590","28340","27570"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Unknown","60","60","26260","24800"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","White","680","600","28040","27570"
"In post","2022","West Wales and The Valleys","Central Valleys","Asian","40","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Mixed","30","30","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Undeclared","90","80","33460","27570"
"In post","2022","West Wales and The Valleys","Central Valleys","Unknown","200","200","32840","27570"
"In post","2022","West Wales and The Valleys","Central Valleys","White","2290","2120","31960","27570"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Unknown","40","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","White","660","620","35620","30210"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Black","[c]","[c]","[c]","[c]"
