"Status","Year","Disability","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Unknown","Asian","350","340","34290","28650"
"In post","2022","Unknown","Unknown","Black","110","110","38120","35050"
"In post","2022","Unknown","Unknown","Mixed","90","90","38330","34630"
"In post","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","200","190","41540","36580"
"In post","2022","Unknown","Unknown","Unknown","10500","10180","35100","30820"
"In post","2022","Unknown","Unknown","White","4870","4680","37420","31540"
"Leaver CS","2021","Declared disabled","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","White","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","White","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","White","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","White","770","670","27260","22340"
"Leaver CS","2021","Declared disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","White","80","70","36540","33040"
"Leaver CS","2021","Declared disabled","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","White","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","White","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Asian","70","60","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Undeclared","90","80","26740","27240"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","White","1420","1160","28480","26890"
"Leaver CS","2021","Declared non-disabled","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","White","100","90","41540","34870"
"Leaver CS","2021","Declared non-disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","White","120","110","44580","39920"
"Leaver CS","2021","Declared non-disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","White","110","110","38990","32700"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","White","160","150","43340","38700"
"Leaver CS","2021","Declared non-disabled","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","White","120","110","42740","39520"
"Leaver CS","2021","Declared non-disabled","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","White","160","150","38630","33630"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Asian","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","White","280","240","49340","50150"
"Leaver CS","2021","Declared non-disabled","No function","Asian","270","250","30760","24490"
"Leaver CS","2021","Declared non-disabled","No function","Black","160","160","31870","25530"
"Leaver CS","2021","Declared non-disabled","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Mixed","100","90","28980","23060"
"Leaver CS","2021","Declared non-disabled","No function","Other ethnicity","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Undeclared","90","80","35710","27590"
"Leaver CS","2021","Declared non-disabled","No function","Unknown","210","180","41670","32410"
"Leaver CS","2021","Declared non-disabled","No function","White","4030","3590","33010","26030"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","White","460","430","39750","36280"
"Leaver CS","2021","Declared non-disabled","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","White","260","230","32710","29020"
"Leaver CS","2021","Declared non-disabled","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","White","180","170","30360","26670"
"Leaver CS","2021","Declared non-disabled","Unknown","Asian","510","440","27220","25120"
"Leaver CS","2021","Declared non-disabled","Unknown","Black","220","200","28410","25120"
"Leaver CS","2021","Declared non-disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Mixed","140","130","28960","26120"
"Leaver CS","2021","Declared non-disabled","Unknown","Other ethnicity","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Undeclared","260","210","28960","26890"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","320","270","31000","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","White","6660","5580","29990","26890"
"Leaver CS","2021","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Undeclared","140","120","32960","32350"
"Leaver CS","2021","Undeclared","No function","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","White","520","430","31690","23130"
"Leaver CS","2021","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","White","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Asian","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","260","230","31340","27570"
"Leaver CS","2021","Undeclared","Unknown","Unknown","80","80","37850","33610"
"Leaver CS","2021","Undeclared","Unknown","White","310","260","27670","26670"
"Leaver CS","2021","Unknown","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","White","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","80","80","62490","60500"
"Leaver CS","2021","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","70","60","37980","36970"
"Leaver CS","2021","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","120","120","41720","38550"
