"Status","Year","Age","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Female","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","16-19","Female","White","50","50","[c]","[c]"
"Leaver CS","2022","16-19","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Male","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","16-19","Male","White","30","30","[c]","[c]"
"Leaver CS","2022","20-29","Female","Asian","440","410","27570","27400"
"Leaver CS","2022","20-29","Female","Black","310","290","28420","27760"
"Leaver CS","2022","20-29","Female","Mixed","210","200","26300","26100"
"Leaver CS","2022","20-29","Female","Other ethnicity","50","40","[c]","[c]"
"Leaver CS","2022","20-29","Female","Undeclared","90","90","27020","24000"
"Leaver CS","2022","20-29","Female","Unknown","1810","1650","25170","22680"
"Leaver CS","2022","20-29","Female","White","2860","2730","26310","24610"
"Leaver CS","2022","20-29","Male","Asian","390","370","27020","26270"
"Leaver CS","2022","20-29","Male","Black","140","130","28630","27570"
"Leaver CS","2022","20-29","Male","Mixed","150","140","28040","26350"
"Leaver CS","2022","20-29","Male","Other ethnicity","40","40","[c]","[c]"
"Leaver CS","2022","20-29","Male","Undeclared","140","140","27990","26360"
"Leaver CS","2022","20-29","Male","Unknown","1590","1480","26380","24180"
"Leaver CS","2022","20-29","Male","White","2480","2410","26960","25000"
"Leaver CS","2022","20-29","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Female","Asian","340","300","33090","28970"
"Leaver CS","2022","30-39","Female","Black","210","200","32480","31060"
"Leaver CS","2022","30-39","Female","Mixed","140","130","33020","31060"
"Leaver CS","2022","30-39","Female","Other ethnicity","40","40","[c]","[c]"
"Leaver CS","2022","30-39","Female","Undeclared","120","110","35190","32330"
"Leaver CS","2022","30-39","Female","Unknown","970","820","32600","27570"
"Leaver CS","2022","30-39","Female","White","2320","2060","33240","28890"
"Leaver CS","2022","30-39","Male","Asian","280","260","35900","31060"
"Leaver CS","2022","30-39","Male","Black","140","140","33510","31060"
"Leaver CS","2022","30-39","Male","Mixed","80","80","35960","31060"
"Leaver CS","2022","30-39","Male","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2022","30-39","Male","Undeclared","150","140","38290","36840"
"Leaver CS","2022","30-39","Male","Unknown","1070","1000","34880","30770"
"Leaver CS","2022","30-39","Male","White","2200","2140","35040","30570"
"Leaver CS","2022","30-39","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Female","Asian","210","180","37780","31060"
"Leaver CS","2022","40-49","Female","Black","160","140","35990","31060"
"Leaver CS","2022","40-49","Female","Mixed","60","50","[c]","[c]"
"Leaver CS","2022","40-49","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Female","Undeclared","90","70","32950","28650"
"Leaver CS","2022","40-49","Female","Unknown","700","590","37230","28650"
"Leaver CS","2022","40-49","Female","White","2100","1840","36410","28810"
"Leaver CS","2022","40-49","Male","Asian","180","170","39410","31060"
"Leaver CS","2022","40-49","Male","Black","100","90","38460","35970"
"Leaver CS","2022","40-49","Male","Mixed","50","50","[c]","[c]"
"Leaver CS","2022","40-49","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Male","Undeclared","130","120","40360","34460"
"Leaver CS","2022","40-49","Male","Unknown","590","550","40250","31530"
"Leaver CS","2022","40-49","Male","White","1510","1460","38720","31880"
"Leaver CS","2022","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Female","Asian","150","130","37260","29290"
"Leaver CS","2022","50-59","Female","Black","140","130","33540","29920"
"Leaver CS","2022","50-59","Female","Mixed","60","60","[c]","[c]"
"Leaver CS","2022","50-59","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Female","Undeclared","180","150","34070","27570"
"Leaver CS","2022","50-59","Female","Unknown","620","530","37460","27570"
"Leaver CS","2022","50-59","Female","White","3290","2810","34590","27570"
"Leaver CS","2022","50-59","Male","Asian","100","100","42640","31060"
"Leaver CS","2022","50-59","Male","Black","100","90","36360","30760"
"Leaver CS","2022","50-59","Male","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","50-59","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Male","Undeclared","230","210","39340","34290"
"Leaver CS","2022","50-59","Male","Unknown","660","600","38520","31540"
"Leaver CS","2022","50-59","Male","White","2610","2460","37910","31800"
"Leaver CS","2022","60-64","Female","Asian","80","60","34220","29080"
"Leaver CS","2022","60-64","Female","Black","70","70","33350","30330"
"Leaver CS","2022","60-64","Female","Mixed","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Female","Undeclared","160","120","30560","27570"
"Leaver CS","2022","60-64","Female","Unknown","300","220","30720","25280"
"Leaver CS","2022","60-64","Female","White","2560","1980","33060","27570"
"Leaver CS","2022","60-64","Male","Asian","70","60","[c]","[c]"
"Leaver CS","2022","60-64","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Male","Undeclared","250","220","35170","32860"
"Leaver CS","2022","60-64","Male","Unknown","400","350","39910","35000"
"Leaver CS","2022","60-64","Male","White","2260","1960","39740","34290"
"Leaver CS","2022","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Female","Asian","90","60","31430","25630"
"Leaver CS","2022","65+","Female","Black","40","30","[c]","[c]"
"Leaver CS","2022","65+","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Female","Undeclared","110","80","27660","26120"
"Leaver CS","2022","65+","Female","Unknown","200","140","30270","23780"
"Leaver CS","2022","65+","Female","White","1950","1360","27560","25110"
"Leaver CS","2022","65+","Male","Asian","80","60","32950","27900"
"Leaver CS","2022","65+","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Male","Undeclared","140","110","32590","28340"
"Leaver CS","2022","65+","Male","Unknown","260","210","35150","30220"
"Leaver CS","2022","65+","Male","White","1910","1490","32890","27570"
"Leaver CS","2022","65+","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Female","Asian","220","210","30340","28500"
"Leaver Dept.","2021","20-29","Female","Black","80","80","30730","30270"
"Leaver Dept.","2021","20-29","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Female","Mixed","70","70","32750","32000"
"Leaver Dept.","2021","20-29","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Female","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","Female","Unknown","780","730","32280","32000"
"Leaver Dept.","2021","20-29","Female","White","1200","1150","31540","30580"
"Leaver Dept.","2021","20-29","Male","Asian","140","130","31780","31060"
"Leaver Dept.","2021","20-29","Male","Black","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Male","Mixed","70","60","33920","32060"
"Leaver Dept.","2021","20-29","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Male","Undeclared","70","70","[c]","[c]"
"Leaver Dept.","2021","20-29","Male","Unknown","670","630","32470","32000"
"Leaver Dept.","2021","20-29","Male","White","910","870","32150","31250"
"Leaver Dept.","2021","20-29","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Female","Asian","170","160","35800","32290"
"Leaver Dept.","2021","30-39","Female","Black","90","80","32950","30850"
"Leaver Dept.","2021","30-39","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Female","Mixed","60","60","[c]","[c]"
"Leaver Dept.","2021","30-39","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Female","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Female","Unknown","460","410","40110","36250"
"Leaver Dept.","2021","30-39","Female","White","1100","1010","39420","34780"
"Leaver Dept.","2021","30-39","Male","Asian","170","170","35890","31060"
"Leaver Dept.","2021","30-39","Male","Black","50","40","[c]","[c]"
"Leaver Dept.","2021","30-39","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Male","Mixed","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Male","Undeclared","80","80","38860","37410"
"Leaver Dept.","2021","30-39","Male","Unknown","430","390","40670","38470"
"Leaver Dept.","2021","30-39","Male","White","950","910","39880","35620"
"Leaver Dept.","2021","30-39","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Female","Asian","110","100","42640","34960"
"Leaver Dept.","2021","40-49","Female","Black","80","80","36490","32270"
"Leaver Dept.","2021","40-49","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Female","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Female","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Female","Unknown","240","210","44840","43160"
"Leaver Dept.","2021","40-49","Female","White","780","720","44330","36800"
"Leaver Dept.","2021","40-49","Male","Asian","80","80","33710","31250"
"Leaver Dept.","2021","40-49","Male","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Male","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Male","Unknown","200","190","46930","41340"
"Leaver Dept.","2021","40-49","Male","White","510","490","44990","39510"
"Leaver Dept.","2021","40-49","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Female","Asian","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Female","Black","50","50","[c]","[c]"
"Leaver Dept.","2021","50-59","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Female","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","Female","Unknown","150","150","42190","36970"
"Leaver Dept.","2021","50-59","Female","White","530","500","38680","32090"
"Leaver Dept.","2021","50-59","Male","Asian","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","Male","Black","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Male","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","50-59","Male","Unknown","130","130","43290","39330"
"Leaver Dept.","2021","50-59","Male","White","400","390","45240","37670"
"Leaver Dept.","2021","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","White","40","40","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","White","40","30","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Female","Asian","470","440","29630","28110"
"Leaver Dept.","2022","20-29","Female","Black","230","220","29850","28590"
"Leaver Dept.","2022","20-29","Female","Mixed","150","140","30890","29500"
"Leaver Dept.","2022","20-29","Female","Other ethnicity","40","40","[c]","[c]"
"Leaver Dept.","2022","20-29","Female","Undeclared","90","80","31630","29540"
"Leaver Dept.","2022","20-29","Female","Unknown","1000","800","30660","32000"
"Leaver Dept.","2022","20-29","Female","White","2300","2200","30530","28520"
"Leaver Dept.","2022","20-29","Male","Asian","330","320","29320","27930"
"Leaver Dept.","2022","20-29","Male","Black","60","60","28510","27500"
"Leaver Dept.","2022","20-29","Male","Mixed","90","90","32820","30200"
"Leaver Dept.","2022","20-29","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Male","Undeclared","100","100","32060","29630"
"Leaver Dept.","2022","20-29","Male","Unknown","820","660","32580","32000"
"Leaver Dept.","2022","20-29","Male","White","1460","1410","30920","28560"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Female","Asian","410","370","34850","31060"
"Leaver Dept.","2022","30-39","Female","Black","260","240","35080","32000"
"Leaver Dept.","2022","30-39","Female","Mixed","140","130","37970","33960"
"Leaver Dept.","2022","30-39","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Female","Undeclared","160","140","39340","37140"
"Leaver Dept.","2022","30-39","Female","Unknown","630","470","38490","33210"
"Leaver Dept.","2022","30-39","Female","White","2190","2020","38500","35400"
"Leaver Dept.","2022","30-39","Male","Asian","370","350","35230","31060"
"Leaver Dept.","2022","30-39","Male","Black","110","100","34830","31520"
"Leaver Dept.","2022","30-39","Male","Mixed","80","80","40370","37660"
"Leaver Dept.","2022","30-39","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Male","Undeclared","140","130","38220","36660"
"Leaver Dept.","2022","30-39","Male","Unknown","600","470","39330","33590"
"Leaver Dept.","2022","30-39","Male","White","1660","1590","38620","35070"
"Leaver Dept.","2022","30-39","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Female","Asian","330","300","41280","33000"
"Leaver Dept.","2022","40-49","Female","Black","210","190","36580","33480"
"Leaver Dept.","2022","40-49","Female","Mixed","60","60","41960","40470"
"Leaver Dept.","2022","40-49","Female","Other ethnicity","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Female","Undeclared","160","130","44410","40070"
"Leaver Dept.","2022","40-49","Female","Unknown","400","240","45010","40130"
"Leaver Dept.","2022","40-49","Female","White","1970","1770","42420","37720"
"Leaver Dept.","2022","40-49","Male","Asian","230","220","41440","37260"
"Leaver Dept.","2022","40-49","Male","Black","120","120","39770","34550"
"Leaver Dept.","2022","40-49","Male","Mixed","40","30","[c]","[c]"
"Leaver Dept.","2022","40-49","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Male","Undeclared","130","130","43910","40750"
"Leaver Dept.","2022","40-49","Male","Unknown","320","220","46460","40560"
"Leaver Dept.","2022","40-49","Male","White","1180","1120","46140","41500"
"Leaver Dept.","2022","50-59","Female","Asian","170","150","49350","39080"
"Leaver Dept.","2022","50-59","Female","Black","140","130","41480","34960"
"Leaver Dept.","2022","50-59","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Female","Undeclared","130","120","43730","39040"
"Leaver Dept.","2022","50-59","Female","Unknown","240","130","42610","34800"
"Leaver Dept.","2022","50-59","Female","White","1460","1320","42280","35340"
"Leaver Dept.","2022","50-59","Male","Asian","70","70","45750","37610"
"Leaver Dept.","2022","50-59","Male","Black","70","70","46420","35220"
"Leaver Dept.","2022","50-59","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Male","Undeclared","110","110","47520","44460"
"Leaver Dept.","2022","50-59","Male","Unknown","190","110","46330","39200"
"Leaver Dept.","2022","50-59","Male","White","950","910","48820","41770"
"Leaver Dept.","2022","60-64","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Female","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Female","White","260","220","45900","35820"
"Leaver Dept.","2022","60-64","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Male","White","170","160","58010","51060"
"Leaver Dept.","2022","65+","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","White","80","60","43570","33980"
"Leaver Dept.","2022","65+","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Male","Unknown","[c]","[c]","[c]","[c]"
